,what,success,did,abercrombie,gain,out,of,the,defeat,at,carillon,?
bradstreet,0.17745746672153473,0.23269525170326233,0.22409439086914062,0.43388572335243225,0.18143776059150696,0.23638203740119934,0.2112637162208557,0.22479301691055298,0.26215818524360657,0.18616138398647308,0.3465319275856018,0.1481928676366806
on,0.34226128458976746,0.20526273548603058,0.2670976221561432,0.22835934162139893,0.18712006509304047,0.39060163497924805,0.3966929316520691,0.5107308030128479,0.12841656804084778,0.4806317389011383,0.17936572432518005,0.2714994251728058
an,0.2821882665157318,0.14948700368404388,0.22598257660865784,0.27087995409965515,0.1725332885980606,0.2333006113767624,0.32280945777893066,0.4207492768764496,0.11692599952220917,0.2446778565645218,0.15187548100948334,0.19793890416622162
expedition,0.19300568103790283,0.2474995106458664,0.21760712563991547,0.257188618183136,0.15707795321941376,0.18066614866256714,0.18468376994132996,0.26213887333869934,0.2730042040348053,0.16951610147953033,0.11424143612384796,0.10355690121650696
that,0.6297725439071655,0.2163781225681305,0.47518548369407654,0.20517434179782867,0.24831576645374298,0.43996092677116394,0.41498205065727234,0.5473989248275757,0.21520061790943146,0.3183255195617676,0.229933962225914,0.32716336846351624
successfully,0.20084762573242188,0.4959895610809326,0.27148011326789856,0.1791544258594513,0.3229139745235443,0.23221537470817566,0.19373616576194763,0.32525569200515747,0.29650720953941345,0.2740359604358673,0.07462342828512192,0.0971045047044754
destroyed,0.19114850461483002,0.10690105706453323,0.24185357987880707,0.11293154954910278,0.12900279462337494,0.2655380964279175,0.27498680353164673,0.3403017520904541,0.3571617305278778,0.21969105303287506,0.14146435260772705,0.10318030416965485
fort,0.19451747834682465,0.13248305022716522,0.17500312626361847,0.2280774563550949,0.12439945340156555,0.07010577619075775,0.18979716300964355,0.2420126497745514,0.25871285796165466,0.3015354871749878,0.3183613717556,0.15686731040477753
frontenac,0.1465948224067688,0.14127463102340698,0.09316479414701462,0.3581044375896454,0.15317325294017792,0.1105247512459755,0.32463303208351135,0.30548107624053955,0.24134719371795654,0.2604861557483673,0.3071359097957611,0.2187342494726181
",",0.3087472915649414,0.2008737027645111,0.3015086054801941,0.3788672983646393,0.2041122019290924,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.2394917905330658,0.38314947485923767,0.2668619155883789,0.31091248989105225
including,0.18328791856765747,0.17632722854614258,0.26678287982940674,0.16329866647720337,0.16175194084644318,0.20545153319835663,0.44195112586021423,0.3738902807235718,0.1901279240846634,0.2641666531562805,0.2835206091403961,0.1633303165435791
caches,0.2841510772705078,0.19581995904445648,0.13258683681488037,0.22418054938316345,0.15528053045272827,0.18361765146255493,0.19072960317134857,0.277428537607193,0.14187128841876984,0.21380512416362762,0.25464627146720886,0.290126234292984
of,0.33290785551071167,0.20485365390777588,0.2513895630836487,0.27341529726982117,0.27324017882347107,0.34176841378211975,1.0,0.733189046382904,0.2543899118900299,0.42558613419532776,0.3646637201309204,0.1826142966747284
supplies,0.16484728455543518,0.2708335518836975,0.25997665524482727,0.21611683070659637,0.2676129937171936,0.3169631063938141,0.24392101168632507,0.31027752161026,0.2819955050945282,0.162851944565773,0.13928355276584625,0.08799431473016739
destined,0.264759361743927,0.29370108246803284,0.25003793835639954,0.12057362496852875,0.26432478427886963,0.22133739292621613,0.2966095209121704,0.37630701065063477,0.252697229385376,0.1743435263633728,0.14849114418029785,0.19572137296199799
for,0.3017193675041199,0.25930920243263245,0.318512886762619,0.23412787914276123,0.2699543833732605,0.3312093913555145,0.4185989499092102,0.4739971458911896,0.19396771490573883,0.34237727522850037,0.24805080890655518,0.264628142118454
new,0.2130378633737564,0.20201511681079865,0.227974995970726,0.2675846219062805,0.1739090234041214,0.2098110169172287,0.343457967042923,0.3845241069793701,0.18506266176700592,0.1898733228445053,0.1651371568441391,0.14782847464084625
france,0.17793065309524536,0.19177766144275665,0.2138325721025467,0.23509739339351654,0.16554410755634308,0.14768561720848083,0.3265724182128906,0.35517507791519165,0.18801891803741455,0.2402782440185547,0.4025490880012512,0.15069349110126495
's,0.02692362666130066,0.041425660252571106,0.05069678649306297,0.006517860572785139,0.05691658332943916,0.0021837172098457813,-0.03817026689648628,-0.01540423184633255,-0.0009251622832380235,-0.08481216430664062,0.029478320851922035,-0.023395681753754616
western,0.2454150915145874,0.1884949952363968,0.15773870050907135,0.21382011473178864,0.15308736264705658,0.14731942117214203,0.32974064350128174,0.37920868396759033,0.11414333432912827,0.19088859856128693,0.20112697780132294,0.17439141869544983
forts,0.15526413917541504,0.22104205191135406,0.2425449937582016,0.26530784368515015,0.13183127343654633,0.12688590586185455,0.2935639023780823,0.3212522864341736,0.3091987669467926,0.21890518069267273,0.3146812915802002,0.10221049934625626
and,0.31309178471565247,0.2493283897638321,0.34479495882987976,0.30352672934532166,0.2497105896472931,0.3881998062133789,0.5116966962814331,0.5171257257461548,0.23815137147903442,0.3571503460407257,0.30971401929855347,0.20544172823429108
furs,0.18284986913204193,0.2208230197429657,0.25156256556510925,0.21524661779403687,0.18379300832748413,0.2631855607032776,0.15553204715251923,0.2342708259820938,0.18159204721450806,0.11991489678621292,0.2183745801448822,0.12158351391553879
destined,0.264759361743927,0.29370108246803284,0.25003793835639954,0.12057362496852875,0.26432478427886963,0.22133739292621613,0.2966095209121704,0.37630701065063477,0.252697229385376,0.1743435263633728,0.14849114418029785,0.19572137296199799
for,0.3017193675041199,0.25930920243263245,0.318512886762619,0.23412787914276123,0.2699543833732605,0.3312093913555145,0.4185989499092102,0.4739971458911896,0.19396771490573883,0.34237727522850037,0.24805080890655518,0.264628142118454
europe,0.17179538309574127,0.2705972492694855,0.22473940253257751,0.1228099837899208,0.13419906795024872,0.22868645191192627,0.29299741983413696,0.34463706612586975,0.13643208146095276,0.17064395546913147,0.2667568624019623,0.18278923630714417
.,0.3567904531955719,0.25725793838500977,0.35288307070732117,0.3442099690437317,0.20901274681091309,0.34234723448753357,0.5352458953857422,0.5934505462646484,0.17890939116477966,0.4549728035926819,0.24690909683704376,0.4130953550338745
