,how,fast,do,objects,fall,on,earth,?
magnitude,0.1969478577375412,0.12414886057376862,0.20079463720321655,0.32341355085372925,0.13023972511291504,0.22294598817825317,0.27825531363487244,0.19328105449676514
of,0.2480744868516922,0.15237081050872803,0.26150479912757874,0.23814009130001068,0.2854328155517578,0.3966929316520691,0.2329314798116684,0.1826142966747284
about,0.44264400005340576,0.25735560059547424,0.3183841109275818,0.20916332304477692,0.18441741168498993,0.322975218296051,0.252605140209198,0.302409827709198
9.81,-0.26344531774520874,-0.21735794842243195,-0.23118601739406586,-0.1534053087234497,0.04716896265745163,-0.12175867706537247,-0.026543885469436646,-0.24248278141021729
meters,0.19520311057567596,0.22492405772209167,0.15660743415355682,0.25550299882888794,0.23515529930591583,0.17529363930225372,0.2223053127527237,0.13794536888599396
per,0.2243444174528122,0.23892319202423096,0.26983779668807983,0.11138805001974106,0.152849018573761,0.19372130930423737,0.15446436405181885,0.22323818504810333
second,0.16459402441978455,0.23302432894706726,0.15643955767154694,0.12399888783693314,0.20136839151382446,0.26659107208251953,0.2211509346961975,0.17239587008953094
squared,0.23189717531204224,0.278319776058197,0.21777226030826569,0.2799704074859619,0.1380138248205185,0.20435971021652222,0.23778748512268066,0.2614900767803192
(,0.1676948219537735,0.1725817173719406,0.24216170608997345,0.11311083287000656,0.1624525934457779,0.28656116127967834,0.18478946387767792,0.40561532974243164
this,0.45272302627563477,0.30103516578674316,0.34963881969451904,0.29637277126312256,0.22021538019180298,0.4193967580795288,0.2956106662750244,0.3155723512172699
measurement,0.3766496777534485,0.19706492125988007,0.1947580873966217,0.3809749484062195,0.12198890745639801,0.19465982913970947,0.3089277148246765,0.18654219806194305
is,0.22544461488723755,0.2422240674495697,0.30895981192588806,0.23756065964698792,0.13360679149627686,0.3635730445384979,0.26888176798820496,0.22961433231830597
taken,0.22504179179668427,0.15551696717739105,0.15035563707351685,0.1758701354265213,0.2640294134616852,0.20865710079669952,0.22680047154426575,0.17662954330444336
from,0.22939439117908478,0.1590268760919571,0.20424067974090576,0.22604778409004211,0.29061755537986755,0.36926645040512085,0.1997482180595398,0.19969791173934937
sea,0.16549281775951385,0.14911134541034698,0.17126357555389404,0.11205139756202698,0.1859460175037384,0.2444533258676529,0.28433525562286377,0.15551945567131042
level,0.27169108390808105,0.16231442987918854,0.22532324492931366,0.15031389892101288,0.14110729098320007,0.2125781625509262,0.11930692195892334,0.20528386533260345
and,0.33647966384887695,0.3021989166736603,0.276123583316803,0.2794862985610962,0.25737735629081726,0.4077630043029785,0.27524080872535706,0.20544172823429108
may,0.22490409016609192,0.13220880925655365,0.28230178356170654,0.23080547153949738,0.17474941909313202,0.3428080081939697,0.141640767455101,0.2768254578113556
vary,0.2840678095817566,0.20481863617897034,0.2584894299507141,0.24516215920448303,0.27018916606903076,0.23457001149654388,0.18914178013801575,0.15120448172092438
depending,0.4327453076839447,0.27923643589019775,0.30577605962753296,0.2969302535057068,0.20297779142856598,0.3542865514755249,0.2849697470664978,0.21704205870628357
on,0.32655060291290283,0.17124547064304352,0.3025321364402771,0.18997140228748322,0.31783363223075867,0.9999999403953552,0.20645220577716827,0.2714994251728058
location,0.15129302442073822,0.12462639808654785,0.11543558537960052,0.1410117894411087,0.12148772925138474,0.23113425076007843,0.0864398330450058,0.15759775042533875
),0.17939934134483337,0.1782572716474533,0.24460165202617645,0.10009772330522537,0.16494083404541016,0.29937487840652466,0.18219341337680817,0.42300865054130554
",",0.22659391164779663,0.25842827558517456,0.3283645510673523,0.21213118731975555,0.31587862968444824,0.49057599902153015,0.23186853528022766,0.31091248989105225
and,0.33647966384887695,0.3021989166736603,0.276123583316803,0.2794862985610962,0.25737735629081726,0.4077630043029785,0.27524080872535706,0.20544172823429108
points,0.22446410357952118,0.1492234319448471,0.1964488923549652,0.251651793718338,0.14522768557071686,0.1853724867105484,0.1881612092256546,0.11006313562393188
toward,0.2529335618019104,0.25825217366218567,0.15671567618846893,0.2946917712688446,0.19742824137210846,0.27233201265335083,0.2666521370410919,0.09989774227142334
the,0.33890387415885925,0.24604609608650208,0.30239659547805786,0.24716724455356598,0.3639753758907318,0.5107308030128479,0.2801888585090637,0.22068053483963013
center,0.12502175569534302,0.1807062178850174,0.14085888862609863,0.18078668415546417,0.1014457494020462,0.23809784650802612,0.20143620669841766,0.12538520991802216
of,0.2480744868516922,0.15237081050872803,0.26150479912757874,0.23814009130001068,0.2854328155517578,0.3966929316520691,0.2329314798116684,0.1826142966747284
the,0.33890387415885925,0.24604609608650208,0.30239659547805786,0.24716724455356598,0.3639753758907318,0.5107308030128479,0.2801888585090637,0.22068053483963013
earth,0.2756480276584625,0.18805089592933655,0.19425350427627563,0.4236848056316376,0.20881740748882294,0.20645220577716827,1.0,0.17717236280441284
.,0.3287222981452942,0.25414758920669556,0.3613996207714081,0.23188386857509613,0.2718521058559418,0.49257001280784607,0.2542925775051117,0.4130953550338745
