,when,did,luther,broaden,his,attacks,to,include,core,church,doctrines,?
pieties,0.08531229197978973,0.225982204079628,0.1767442375421524,0.3020206391811371,0.1733524203300476,0.1873597502708435,0.164485365152359,0.2113286852836609,0.12489382177591324,0.26000845432281494,0.38592666387557983,0.21350595355033875
like,0.4158523678779602,0.40502431988716125,0.13322240114212036,0.2567601799964905,0.18976297974586487,0.21976402401924133,0.35482415556907654,0.4539734423160553,0.24688877165317535,0.12978345155715942,0.13314831256866455,0.3268813192844391
indulgences,0.21357806026935577,0.2802750766277313,0.35804522037506104,0.3448471128940582,0.31932055950164795,0.18333964049816132,0.2608080208301544,0.1925862431526184,0.12455485016107559,0.4724566638469696,0.5312619805335999,0.21964608132839203
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.31670254468917847,0.4234102666378021,0.28638073801994324,0.48971283435821533,0.3915219306945801,0.24035881459712982,0.1976170688867569,0.2025807946920395,0.20544172823429108
pilgrimages,0.1440707892179489,0.1494736224412918,0.2396814376115799,0.21841014921665192,0.23030780255794525,0.23188577592372894,0.3052077293395996,0.14044030010700226,0.08916682004928589,0.3602050840854645,0.37765005230903625,0.22298681735992432
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.3772614002227783,0.3715193271636963,0.20225100219249725,1.0,0.1820748895406723,0.22665469348430634,0.24439501762390137,0.20410943031311035,0.29463258385658264
doctrines,0.13539308309555054,0.17687475681304932,0.3006906807422638,0.33310821652412415,0.18103159964084625,0.2328823357820511,0.20410943031311035,0.17381249368190765,0.1522343009710312,0.39586958289146423,1.0000001192092896,0.22992970049381256
at,0.38876327872276306,0.28390252590179443,0.13834704458713531,0.18594613671302795,0.27659502625465393,0.1818355917930603,0.36524343490600586,0.1423492431640625,0.17918139696121216,0.1633070856332779,0.13554801046848297,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.3136174976825714,0.4394008219242096,0.2845265567302704,0.535392165184021,0.2951717972755432,0.21890558302402496,0.23846197128295898,0.2412298023700714,0.22068053483963013
heart,0.16694854199886322,0.11897843331098557,0.24675995111465454,0.10967955738306046,0.2571284770965576,0.349139541387558,0.2012307196855545,0.11659397184848785,0.1306154727935791,0.1554822325706482,0.15576308965682983,0.11825142055749893
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.28248369693756104,0.38364991545677185,0.18891674280166626,0.41548454761505127,0.37431180477142334,0.2545962929725647,0.3079429268836975,0.2524394392967224,0.1826142966747284
church,0.20053261518478394,0.16781097650527954,0.379041463136673,0.22331227362155914,0.20669284462928772,0.05772136151790619,0.24439501762390137,0.13315419852733612,0.132175013422966,0.9999999403953552,0.39586958289146423,0.18081501126289368
practices,0.20334583520889282,0.21679148077964783,0.1420362889766693,0.30029261112213135,0.20292720198631287,0.15865041315555573,0.28297853469848633,0.24237816035747528,0.1521056890487671,0.27973902225494385,0.5048628449440002,0.18974241614341736
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.2174873948097229,0.3119256794452667,0.295037180185318,0.4645031690597534,0.21809983253479004,0.20096416771411896,0.28898224234580994,0.20391735434532166,0.4130953550338745
