,in,which,regions,in,particular,did,genghis,khan,'s,armies,massacre,civilians,?
the,0.6662389636039734,0.6521818041801453,0.36158451437950134,0.6662389636039734,0.4066357910633087,0.34736719727516174,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.33505764603614807,0.23870180547237396,0.2595169246196747,0.22068053483963013
qara,0.21050365269184113,0.28763097524642944,0.18314388394355774,0.21050365269184113,0.20904256403446198,0.11710090935230255,0.4967550039291382,0.46546587347984314,-0.012327208183705807,0.1954040825366974,0.2223850041627884,0.19738920032978058,0.1857597380876541
khitai,0.21833652257919312,0.22950057685375214,0.25024208426475525,0.21833652257919312,0.1462802290916443,0.1650427281856537,0.6462006568908691,0.5671424269676208,0.024805303663015366,0.2800214886665344,0.20777367055416107,0.21691374480724335,0.20356783270835876
",",0.5201468467712402,0.3658004403114319,0.26776278018951416,0.5201468467712402,0.2547086179256439,0.3015086054801941,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2557220757007599,0.22544804215431213,0.2597111761569977,0.31091248989105225
caucasus,0.22849400341510773,0.1771067976951599,0.33262842893600464,0.22849400341510773,0.19545578956604004,0.14950554072856903,0.37774935364723206,0.2731010913848877,0.1039385199546814,0.3221721053123474,0.1822030246257782,0.2569520175457001,0.13771438598632812
",",0.5201468467712402,0.3658004403114319,0.26776278018951416,0.5201468467712402,0.2547086179256439,0.3015086054801941,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2557220757007599,0.22544804215431213,0.2597111761569977,0.31091248989105225
khwarezmid,0.24159285426139832,0.3916093707084656,0.24108490347862244,0.24159285426139832,0.3161807954311371,0.22991929948329926,0.5728946328163147,0.6121191382408142,0.04129724204540253,0.290213018655777,0.2408144772052765,0.2955637276172638,0.25827765464782715
empire,0.24110576510429382,0.1975056380033493,0.25729528069496155,0.24110576510429382,0.15291042625904083,0.18850058317184448,0.42237505316734314,0.38083162903785706,-0.011798231862485409,0.35893434286117554,0.20946966111660004,0.29843488335609436,0.14909450709819794
",",0.5201468467712402,0.3658004403114319,0.26776278018951416,0.5201468467712402,0.2547086179256439,0.3015086054801941,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.2557220757007599,0.22544804215431213,0.2597111761569977,0.31091248989105225
western,0.35160520672798157,0.23897536098957062,0.3186095058917999,0.35160520672798157,0.16566252708435059,0.15773870050907135,0.28880131244659424,0.1462325006723404,0.06932425498962402,0.19297699630260468,0.15926378965377808,0.20476992428302765,0.17439141869544983
xia,0.152571901679039,0.17028124630451202,0.1529379040002823,0.152571901679039,0.15903016924858093,0.15695606172084808,0.42225655913352966,0.2651960253715515,0.0032186724711209536,0.19521313905715942,0.12320047616958618,0.19834882020950317,0.26388657093048096
and,0.4954058527946472,0.506277859210968,0.30318012833595276,0.4954058527946472,0.29526737332344055,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.25451672077178955,0.1109970360994339,0.2410358488559723,0.20544172823429108
jin,0.20222510397434235,0.17571210861206055,0.0661625862121582,0.20222510397434235,0.10056308656930923,0.12242958694696426,0.4345949590206146,0.3794151246547699,-0.011056434363126755,0.2307247519493103,0.18147584795951843,0.15953142940998077,0.12195159494876862
dynasties,0.18620218336582184,0.20121733844280243,0.32940495014190674,0.18620218336582184,0.17113305628299713,0.17571403086185455,0.4945160150527954,0.3010781407356262,-0.06643491983413696,0.4059620797634125,0.2678543031215668,0.25391656160354614,0.14213824272155762
.,0.5591574311256409,0.45942068099975586,0.25618889927864075,0.5591574311256409,0.28589439392089844,0.35288307070732117,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.22485259175300598,0.17124898731708527,0.21970398724079132,0.4130953550338745
