,how,much,does,a,probationer,earn,",",initially,?
up,0.2819872200489044,0.310188889503479,0.25498253107070923,0.32523053884506226,0.22857235372066498,0.1584203541278839,0.34193792939186096,0.21388286352157593,0.1819818764925003
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.30896347761154175,0.29463258385658264
"£32,583",0.11056635528802872,0.09406537562608719,0.14044345915317535,-0.027916159480810165,0.03549019992351532,-0.05893553048372269,0.009820841252803802,0.041459161788225174,0.21510179340839386
after,0.23871733248233795,0.19944456219673157,0.18596531450748444,0.3831600844860077,0.31915509700775146,0.24524343013763428,0.38860568404197693,0.36509522795677185,0.16608688235282898
6,0.056429795920848846,0.11261115968227386,0.10662830621004105,0.023897485807538033,0.029955308884382248,0.03250286355614662,0.05098571628332138,0.11160852760076523,0.045001473277807236
years,0.21949264407157898,0.2631898522377014,0.11878147721290588,0.23773819208145142,0.20910170674324036,0.21067745983600616,0.2589467465877533,0.23161153495311737,0.1914375126361847
teaching,0.26766639947891235,0.1954895704984665,0.20767050981521606,0.21643459796905518,0.24333921074867249,0.3170178532600403,0.2547089457511902,0.15567713975906372,0.20424684882164001
",",0.22659391164779663,0.36182254552841187,0.28617382049560547,0.427140474319458,0.29740047454833984,0.2286224514245987,1.0000001192092896,0.23403345048427582,0.31091248989105225
but,0.43101516366004944,0.5130084753036499,0.4353378415107727,0.44750767946243286,0.31338053941726685,0.26156577467918396,0.48126736283302307,0.3554735779762268,0.27921953797340393
could,0.47830453515052795,0.39719825983047485,0.46317359805107117,0.3736826181411743,0.269058495759964,0.25822755694389343,0.27399855852127075,0.25722113251686096,0.3411986827850342
then,0.36093711853027344,0.29331350326538086,0.2951544523239136,0.3970017731189728,0.3174927532672882,0.2273658961057663,0.36768391728401184,0.3085115849971771,0.2884598970413208
go,0.2829282581806183,0.2665551006793976,0.2766874134540558,0.24019409716129303,0.2612912058830261,0.2770305871963501,0.3043581247329712,0.10905376076698303,0.25942572951316833
on,0.32655060291290283,0.2834896147251129,0.2568802833557129,0.3848365545272827,0.20659075677394867,0.16312624514102936,0.49057599902153015,0.23948808014392853,0.2714994251728058
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.30896347761154175,0.29463258385658264
earn,0.22245225310325623,0.248195618391037,0.24419745802879333,0.26034015417099,0.24972692131996155,1.0,0.2286224514245987,0.16457970440387726,0.20429526269435883
up,0.2819872200489044,0.310188889503479,0.25498253107070923,0.32523053884506226,0.22857235372066498,0.1584203541278839,0.34193792939186096,0.21388286352157593,0.1819818764925003
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.30896347761154175,0.29463258385658264
"£39,942",0.11585104465484619,0.1950252205133438,0.1133495569229126,0.015712283551692963,-0.014985750429332256,-0.08597235381603241,0.0266221035271883,0.15787115693092346,0.06721832603216171
as,0.33782753348350525,0.36514025926589966,0.31202155351638794,0.39550232887268066,0.25301113724708557,0.1938096433877945,0.48816442489624023,0.34394073486328125,0.27043893933296204
they,0.43247655034065247,0.39154937863349915,0.34390902519226074,0.3528250455856323,0.24096593260765076,0.25346094369888306,0.390799880027771,0.2835043668746948,0.2753053903579712
complete,0.2646922171115875,0.24209415912628174,0.22842764854431152,0.29913821816444397,0.13912740349769592,0.2177634984254837,0.23945219814777374,0.26730912923812866,0.11962060630321503
the,0.33890387415885925,0.35023224353790283,0.35928019881248474,0.5829201340675354,0.21078093349933624,0.21796688437461853,0.4933079481124878,0.2997018098831177,0.22068053483963013
modules,0.29804176092147827,0.25706246495246887,0.22939516603946686,0.1614515483379364,0.2234087884426117,0.17150148749351501,0.1764734834432602,0.2539656460285187,0.2365492284297943
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.30896347761154175,0.29463258385658264
earn,0.22245225310325623,0.248195618391037,0.24419745802879333,0.26034015417099,0.24972692131996155,1.0,0.2286224514245987,0.16457970440387726,0.20429526269435883
chartered,0.06591008603572845,0.06973721832036972,0.10895656049251556,0.20159493386745453,0.23270072042942047,0.1757483184337616,0.2861229479312897,0.2782062590122223,0.09353633224964142
teacher,0.20506705343723297,0.16003988683223724,0.1430262327194214,0.31202319264411926,0.304036021232605,0.2882140874862671,0.2884024977684021,0.1251431554555893,0.1797819435596466
status,0.15547333657741547,0.20439723134040833,0.19516831636428833,0.28739041090011597,0.1787625402212143,0.24133066833019257,0.2404196411371231,0.23597140610218048,0.16403266787528992
(,0.1676948219537735,0.21788647770881653,0.2728188931941986,0.3206180930137634,0.220919668674469,0.11059409379959106,0.6363511681556702,0.08846895396709442,0.40561532974243164
requiring,0.2889121174812317,0.2513211667537689,0.33749666810035706,0.2638072371482849,0.28655216097831726,0.2742493450641632,0.18315042555332184,0.24152472615242004,0.19080378115177155
at,0.2154216170310974,0.23158283531665802,0.17465277016162872,0.3095070421695709,0.14920546114444733,0.261000394821167,0.38314947485923767,0.27775415778160095,0.21978627145290375
least,0.2839330732822418,0.2964944541454315,0.23802171647548676,0.3442045748233795,0.2118399739265442,0.18829870223999023,0.28584957122802734,0.3091263473033905,0.28866854310035706
6,0.056429795920848846,0.11261115968227386,0.10662830621004105,0.023897485807538033,0.029955308884382248,0.03250286355614662,0.05098571628332138,0.11160852760076523,0.045001473277807236
years,0.21949264407157898,0.2631898522377014,0.11878147721290588,0.23773819208145142,0.20910170674324036,0.21067745983600616,0.2589467465877533,0.23161153495311737,0.1914375126361847
at,0.2154216170310974,0.23158283531665802,0.17465277016162872,0.3095070421695709,0.14920546114444733,0.261000394821167,0.38314947485923767,0.27775415778160095,0.21978627145290375
up,0.2819872200489044,0.310188889503479,0.25498253107070923,0.32523053884506226,0.22857235372066498,0.1584203541278839,0.34193792939186096,0.21388286352157593,0.1819818764925003
to,0.44169697165489197,0.40610215067863464,0.4391997456550598,0.45503583550453186,0.23633195459842682,0.2928581237792969,0.44245919585227966,0.30896347761154175,0.29463258385658264
two,0.2499001920223236,0.2133389115333557,0.2100418359041214,0.3289857804775238,0.2041211873292923,0.18576735258102417,0.35859420895576477,0.27393630146980286,0.19645625352859497
modules,0.29804176092147827,0.25706246495246887,0.22939516603946686,0.1614515483379364,0.2234087884426117,0.17150148749351501,0.1764734834432602,0.2539656460285187,0.2365492284297943
per,0.2243444174528122,0.264721542596817,0.22441036999225616,0.21615441143512726,0.17720657587051392,0.18125848472118378,0.26711323857307434,0.19356825947761536,0.22323818504810333
year,0.19631797075271606,0.2093992531299591,0.16000528633594513,0.29350247979164124,0.19186973571777344,0.27883005142211914,0.28560417890548706,0.16950096189975739,0.18315006792545319
.,0.3287222981452942,0.3374604284763336,0.3022993505001068,0.50484299659729,0.24271298944950104,0.22682331502437592,0.6812511086463928,0.23941664397716522,0.4130953550338745
),0.17939934134483337,0.22256317734718323,0.2575884759426117,0.3640355169773102,0.22518357634544373,0.12267697602510452,0.63033527135849,0.08723676204681396,0.42300865054130554
