,when,did,the,germanic,tribes,claim,territory,in,north,and,west,europe,?
tribes,0.14379605650901794,0.17429257929325104,0.26830655336380005,0.5284436941146851,0.9999999403953552,0.23099873960018158,0.3332762122154236,0.19281157851219177,0.237324520945549,0.2041163444519043,0.2455359697341919,0.22549261152744293,0.08824794739484787
expanded,0.19404000043869019,0.20851697027683258,0.3258892893791199,0.17335082590579987,0.13500002026557922,0.2353409379720688,0.24965786933898926,0.27289336919784546,0.21835386753082275,0.27933889627456665,0.22166237235069275,0.24736705422401428,0.2124357968568802
throughout,0.30454620718955994,0.194510817527771,0.4158564507961273,0.22720925509929657,0.2054351568222046,0.14289440214633942,0.20383790135383606,0.46596065163612366,0.23976026475429535,0.36296960711479187,0.1635378897190094,0.41732537746429443,0.12665234506130219
northern,0.20532405376434326,0.14611519873142242,0.3422943353652954,0.2739127278327942,0.21473228931427002,0.14667171239852905,0.44764360785484314,0.3545122444629669,0.5398455858230591,0.2852024435997009,0.43300768733024597,0.2788044214248657,0.13149388134479523
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.22851447761058807,0.278890460729599,0.4954058527946472,0.2776443064212799,1.0,0.273951917886734,0.3463572859764099,0.20544172823429108
western,0.2197389006614685,0.15773870050907135,0.37920868396759033,0.2526334226131439,0.2541656792163849,0.13052016496658325,0.3831290006637573,0.35160520672798157,0.4301493167877197,0.27210789918899536,0.5031110048294067,0.34800636768341064,0.17439141869544983
europe,0.18744638562202454,0.22473940253257751,0.34463706612586975,0.32132285833358765,0.22549261152744293,0.14875593781471252,0.1874454766511917,0.33061710000038147,0.3906383514404297,0.3463572859764099,0.20070433616638184,1.0000001192092896,0.18278923630714417
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.24217848479747772,0.19281157851219177,0.16881313920021057,0.2756796181201935,1.0,0.39050599932670593,0.4954058527946472,0.34078434109687805,0.33061710000038147,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.3006645441055298,0.26830655336380005,0.25873351097106934,0.3000710904598236,0.6662389636039734,0.36298373341560364,0.5171257257461548,0.32918402552604675,0.34463706612586975,0.22068053483963013
middle,0.25323590636253357,0.17732174694538116,0.3405749201774597,0.27183806896209717,0.2298789620399475,0.0854317843914032,0.1484730839729309,0.26767921447753906,0.32158929109573364,0.2514324486255646,0.27555960416793823,0.3289397358894348,0.13139553368091583
period,0.3356073200702667,0.1760309934616089,0.3125074505805969,0.1907053142786026,0.10966859757900238,0.15895085036754608,0.22345378994941711,0.23051127791404724,0.1611415296792984,0.23878438770771027,0.1468593329191208,0.2586459219455719,0.18706195056438446
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.27129584550857544,0.21502000093460083,0.2833690047264099,0.27564212679862976,0.5696388483047485,0.3604778051376343,0.5116966962814331,0.2891985774040222,0.29299741983413696,0.1826142966747284
classical,0.22570239007472992,0.19326694309711456,0.20384269952774048,0.24641919136047363,0.1603570580482483,0.1590747833251953,0.11556019634008408,0.2431333363056183,0.1383843868970871,0.3120557963848114,0.1674875020980835,0.20265433192253113,0.18862907588481903
antiquity,0.22875897586345673,0.10318449884653091,0.3004048764705658,0.35536086559295654,0.21042987704277039,0.22912833094596863,0.18573524057865143,0.24686646461486816,0.17757299542427063,0.22560366988182068,0.1947062462568283,0.2690536081790924,0.16758611798286438
;,0.022927695885300636,0.10727239400148392,0.09152708947658539,0.13647501170635223,0.09949321299791336,0.12490049749612808,0.09111227095127106,0.092739537358284,0.10713676363229752,0.08403264731168747,0.07028999924659729,0.1878715306520462,0.10349778085947037
southern,0.22505681216716766,0.13322393596172333,0.3282862603664398,0.2374502420425415,0.23893073201179504,0.1499234139919281,0.37471631169319153,0.3190481662750244,0.4752139151096344,0.24232792854309082,0.37332260608673096,0.2376430630683899,0.11225555837154388
europe,0.18744638562202454,0.22473940253257751,0.34463706612586975,0.32132285833358765,0.22549261152744293,0.14875593781471252,0.1874454766511917,0.33061710000038147,0.3906383514404297,0.3463572859764099,0.20070433616638184,1.0000001192092896,0.18278923630714417
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.24217848479747772,0.19281157851219177,0.16881313920021057,0.2756796181201935,1.0,0.39050599932670593,0.4954058527946472,0.34078434109687805,0.33061710000038147,0.20430970191955566
late,0.29498016834259033,0.27609187364578247,0.31481194496154785,0.2443682849407196,0.18298296630382538,0.16590741276741028,0.13889579474925995,0.3439198434352875,0.23832857608795166,0.3247620165348053,0.18981997668743134,0.30570167303085327,0.11339222639799118
antiquity,0.22875897586345673,0.10318449884653091,0.3004048764705658,0.35536086559295654,0.21042987704277039,0.22912833094596863,0.18573524057865143,0.24686646461486816,0.17757299542427063,0.22560366988182068,0.1947062462568283,0.2690536081790924,0.16758611798286438
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.2664267122745514,0.2454550564289093,0.5201468467712402,0.31834840774536133,0.6633074283599854,0.28857502341270447,0.2542513906955719,0.31091248989105225
conquering,0.2635807991027832,0.23495124280452728,0.37138304114341736,0.43861305713653564,0.4494762718677521,0.2815896272659302,0.3924049437046051,0.2636781334877014,0.29109087586402893,0.33119073510169983,0.2431989461183548,0.2951548397541046,0.16821224987506866
celtic,0.15787853300571442,0.10949584096670151,0.252739280462265,0.5424380898475647,0.3175182342529297,0.14380012452602386,0.15297654271125793,0.21397903561592102,0.2309594452381134,0.18960003554821014,0.2645858824253082,0.2526863217353821,0.17777416110038757
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.22851447761058807,0.278890460729599,0.4954058527946472,0.2776443064212799,1.0,0.273951917886734,0.3463572859764099,0.20544172823429108
other,0.34102705121040344,0.31707024574279785,0.44152235984802246,0.28800690174102783,0.2752264738082886,0.25945714116096497,0.2290191352367401,0.39989137649536133,0.21928533911705017,0.5504306554794312,0.2109699845314026,0.3185610771179199,0.24682199954986572
peoples,0.16956736147403717,0.20245550572872162,0.3388310670852661,0.5166003704071045,0.5341514348983765,0.2685816287994385,0.3129532039165497,0.2226382941007614,0.24100394546985626,0.26327288150787354,0.24268838763237,0.3117291331291199,0.2085462063550949
;,0.022927695885300636,0.10727239400148392,0.09152708947658539,0.13647501170635223,0.09949321299791336,0.12490049749612808,0.09111227095127106,0.092739537358284,0.10713676363229752,0.08403264731168747,0.07028999924659729,0.1878715306520462,0.10349778085947037
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.22851447761058807,0.278890460729599,0.4954058527946472,0.2776443064212799,1.0,0.273951917886734,0.3463572859764099,0.20544172823429108
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.2570464313030243,0.18261399865150452,0.1623682677745819,0.26449328660964966,0.370934396982193,0.22664140164852142,0.4289871156215668,0.17778825759887695,0.2368858903646469,0.17966607213020325
800,0.030043095350265503,0.07353196293115616,0.007269678637385368,-0.05618324503302574,0.0030321450904011726,0.1252986341714859,0.02902287058532238,0.010950660333037376,0.02004329301416874,0.04181167855858803,-0.003148609772324562,0.0332644060254097,0.04938950017094612
ce,0.13118286430835724,0.08418942987918854,0.2043403536081314,0.22322674095630646,0.19960764050483704,0.16769836843013763,0.14885753393173218,0.17440961301326752,0.17081432044506073,0.19767193496227264,0.13557443022727966,0.2196478694677353,0.25396761298179626
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.2664267122745514,0.2454550564289093,0.5201468467712402,0.31834840774536133,0.6633074283599854,0.28857502341270447,0.2542513906955719,0.31091248989105225
forming,0.30839982628822327,0.15440939366817474,0.3776164948940277,0.18071581423282623,0.20236927270889282,0.0885678082704544,0.23471498489379883,0.3025292158126831,0.2739386558532715,0.30178868770599365,0.18727442622184753,0.11279231309890747,0.11404796689748764
the,0.5091903209686279,0.34736719727516174,1.0,0.3006645441055298,0.26830655336380005,0.25873351097106934,0.3000710904598236,0.6662389636039734,0.36298373341560364,0.5171257257461548,0.32918402552604675,0.34463706612586975,0.22068053483963013
holy,0.16601495444774628,0.1021214947104454,0.2778179347515106,0.332233190536499,0.23568396270275116,0.22671166062355042,0.1671145260334015,0.2163282334804535,0.19445738196372986,0.1533736139535904,0.1707986742258072,0.19748298823833466,0.18148104846477509
roman,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.4909273386001587,0.2781614065170288,0.1753281056880951,0.23513589799404144,0.24986636638641357,0.2032219022512436,0.2730041444301605,0.1950470209121704,0.26327019929885864,0.1663191318511963
empire,0.18422111868858337,0.18850058317184448,0.32532164454460144,0.33602434396743774,0.3189411759376526,0.15175986289978027,0.35393470525741577,0.24110576510429382,0.26033562421798706,0.27479609847068787,0.2464679777622223,0.31634795665740967,0.14909450709819794
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.2664267122745514,0.2454550564289093,0.5201468467712402,0.31834840774536133,0.6633074283599854,0.28857502341270447,0.2542513906955719,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.3006645441055298,0.26830655336380005,0.25873351097106934,0.3000710904598236,0.6662389636039734,0.36298373341560364,0.5171257257461548,0.32918402552604675,0.34463706612586975,0.22068053483963013
first,0.4282494783401489,0.33691170811653137,0.49448907375335693,0.17733357846736908,0.10021540522575378,0.1845342218875885,0.18795034289360046,0.4127444326877594,0.2128637284040451,0.3167642652988434,0.24142304062843323,0.29071953892707825,0.18701928853988647
german,0.16090898215770721,0.2048940509557724,0.256483793258667,0.5485458970069885,0.1545131951570511,0.1464073359966278,0.09853728115558624,0.21098364889621735,0.17934419214725494,0.25850871205329895,0.22229842841625214,0.295422226190567,0.13978645205497742
empire,0.18422111868858337,0.18850058317184448,0.32532164454460144,0.33602434396743774,0.3189411759376526,0.15175986289978027,0.35393470525741577,0.24110576510429382,0.26033562421798706,0.27479609847068787,0.2464679777622223,0.31634795665740967,0.14909450709819794
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.20167726278305054,0.10744687169790268,0.24773532152175903,0.2527329623699188,0.5591574311256409,0.3171539604663849,0.588965117931366,0.2804967761039734,0.31984585523605347,0.4130953550338745
