,in,what,state,were,the,original,launching,facilities,for,missions,?
of,0.5696388483047485,0.33290785551071167,0.34253445267677307,0.34038281440734863,0.733189046382904,0.30228546261787415,0.26004984974861145,0.17473776638507843,0.4185989499092102,0.2598918080329895,0.1826142966747284
controlling,0.24385139346122742,0.3202577531337738,0.19132842123508453,0.1830756962299347,0.34660032391548157,0.1747216433286667,0.3016248941421509,0.2704961895942688,0.2391686588525772,0.1814597100019455,0.1598898321390152
missions,0.2733149528503418,0.21898438036441803,0.1343359798192978,0.30557745695114136,0.26288601756095886,0.16077257692813873,0.4852601885795593,0.33981987833976746,0.24688635766506195,1.0,0.21422071754932404
from,0.4274188280105591,0.2737620174884796,0.29024070501327515,0.29991888999938965,0.40150508284568787,0.233787402510643,0.21073795855045319,0.13387371599674225,0.314039945602417,0.21033968031406403,0.19969791173934937
its,0.3793783485889435,0.30393704771995544,0.3171643614768982,0.20452921092510223,0.559237003326416,0.38020971417427063,0.2306424379348755,0.2581722140312195,0.2992613911628723,0.18961894512176514,0.15103481709957123
cape,0.24917589128017426,0.17391739785671234,0.19533008337020874,0.1636083573102951,0.2352786809206009,0.07774767279624939,0.25560393929481506,0.15802046656608582,0.20021061599254608,0.2677447199821472,0.10433043539524078
canaveral,0.29584065079689026,0.2206614464521408,0.22264817357063293,0.21587345004081726,0.3099747896194458,0.1996077597141266,0.5202208161354065,0.3057335317134857,0.21498198807239532,0.47450223565101624,0.26656633615493774
air,0.22172939777374268,0.10361403971910477,0.13516509532928467,0.1481994241476059,0.2877824306488037,0.11145170778036118,0.28075626492500305,0.2693864107131958,0.15818573534488678,0.2677525281906128,0.1491677612066269
force,0.21744468808174133,0.16915984451770782,0.22697602212429047,0.15954084694385529,0.2800885736942291,0.14369086921215057,0.2521950900554657,0.23132336139678955,0.15857845544815063,0.27751773595809937,0.1650998443365097
station,0.21784305572509766,0.1613752841949463,0.15860514342784882,0.09471219778060913,0.23609806597232819,0.16506004333496094,0.22588418424129486,0.3453017473220825,0.18705002963542938,0.2629515826702118,0.12574981153011322
launch,0.19686491787433624,0.22967466711997986,0.07508320361375809,0.1543220579624176,0.2628649175167084,0.1999279260635376,0.8262036442756653,0.29531869292259216,0.25149083137512207,0.4326665997505188,0.22009649872779846
facilities,0.2149869203567505,0.137315571308136,0.1912517547607422,0.19082576036453247,0.19172798097133636,0.09119967371225357,0.33882424235343933,1.0,0.29732993245124817,0.33981987833976746,0.10624271631240845
in,1.0,0.30808621644973755,0.33316072821617126,0.3815755248069763,0.6662389636039734,0.2534193694591522,0.24137921631336212,0.2149869203567505,0.4322226941585541,0.2733149528503418,0.20430970191955566
florida,0.2330404818058014,0.14450381696224213,0.30986836552619934,0.14142651855945587,0.24091358482837677,0.10152530670166016,0.22455471754074097,0.23408088088035583,0.23894089460372925,0.15569238364696503,0.13469882309436798
",",0.5201468467712402,0.3087472915649414,0.29481780529022217,0.36755475401878357,0.4933079481124878,0.23508994281291962,0.22949649393558502,0.21444764733314514,0.4464869201183319,0.2626538574695587,0.31091248989105225
so,0.31275880336761475,0.539469838142395,0.19929605722427368,0.3436952531337738,0.4296516180038452,0.2460891604423523,0.21770372986793518,0.1993735432624817,0.41512128710746765,0.22649462521076202,0.43163934350013733
a,0.539380669593811,0.3320399522781372,0.25097307562828064,0.17203083634376526,0.5829201340675354,0.25438275933265686,0.2480734884738922,0.21037288010120392,0.44038116931915283,0.2459585964679718,0.23916715383529663
new,0.3758552670478821,0.2130378633737564,0.2518101930618286,0.21711495518684387,0.3845241069793701,0.24007517099380493,0.21952854096889496,0.16431653499603271,0.2700757384300232,0.17422537505626678,0.14782847464084625
mission,0.2224319875240326,0.2317502647638321,0.1231812834739685,0.16210246086120605,0.22673439979553223,0.17074136435985565,0.43464794754981995,0.21127669513225555,0.18326549232006073,0.8248506784439087,0.19506393373012543
control,0.24831421673297882,0.2821830213069916,0.2245023548603058,0.19713927805423737,0.32841500639915466,0.14423705637454987,0.23269470036029816,0.22110861539840698,0.2014283388853073,0.24158591032028198,0.1620711386203766
center,0.27253323793411255,0.1908310204744339,0.20440377295017242,0.13921807706356049,0.29064592719078064,0.18025149405002594,0.22405879199504852,0.3587797284126282,0.1980270892381668,0.21486391127109528,0.12538520991802216
would,0.30461156368255615,0.45766422152519226,0.17657263576984406,0.37426912784576416,0.4133751392364502,0.2826281189918518,0.27629807591438293,0.2233332395553589,0.39877474308013916,0.24290740489959717,0.37178951501846313
be,0.3481820821762085,0.3929833769798279,0.22221757471561432,0.4064064621925354,0.4248143136501312,0.2519233524799347,0.22353553771972656,0.23607023060321808,0.3801851272583008,0.16492660343647003,0.3324260413646698
included,0.32433560490608215,0.2288810908794403,0.19858671724796295,0.42708900570869446,0.3825419843196869,0.3049829602241516,0.229313924908638,0.1955731362104416,0.3889397978782654,0.22206297516822815,0.14385655522346497
in,1.0,0.30808621644973755,0.33316072821617126,0.3815755248069763,0.6662389636039734,0.2534193694591522,0.24137921631336212,0.2149869203567505,0.4322226941585541,0.2733149528503418,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3097178041934967,0.3906462490558624,1.0,0.4037000238895416,0.2864777147769928,0.19172798097133636,0.4739971458911896,0.26288601756095886,0.22068053483963013
msc,0.1759924739599228,0.315031498670578,0.2715916335582733,0.07241488248109818,0.18571171164512634,0.16711674630641937,0.1465393304824829,0.1944323629140854,0.2593934237957001,0.24123933911323547,0.25734561681747437
.,0.5591574311256409,0.3567904531955719,0.31380724906921387,0.3378238379955292,0.5934505462646484,0.275844931602478,0.2367628514766693,0.1710062026977539,0.4726039469242096,0.2895781993865967,0.4130953550338745
