,what,publication,did,philip,howard,work,for,?
``,0.008517155423760414,0.012944514863193035,-0.029888948425650597,0.043631553649902344,0.022809766232967377,0.005462854169309139,0.01270448137074709,0.0685480609536171
to,0.455847829580307,0.1878795325756073,0.4452643394470215,0.17181846499443054,0.11114994436502457,0.3482864499092102,0.4451248347759247,0.29463258385658264
compare,0.3645031452178955,0.18848833441734314,0.2653331458568573,0.0917678251862526,0.10319925099611282,0.2665090560913086,0.32835501432418823,0.34984293580055237
the,0.42745697498321533,0.24080322682857513,0.34736719727516174,0.21499985456466675,0.23961152136325836,0.2704800069332123,0.4739971458911896,0.22068053483963013
violence,0.24788525700569153,0.16794076561927795,0.22152221202850342,0.1351832151412964,0.1425769329071045,0.19965611398220062,0.23735401034355164,0.20634515583515167
of,0.33290785551071167,0.20938149094581604,0.2513895630836487,0.24375313520431519,0.19389913976192474,0.23473061621189117,0.4185989499092102,0.1826142966747284
dr,0.1818331778049469,0.16948047280311584,0.15600228309631348,0.2582743167877197,0.2508104741573334,0.11647922545671463,0.13909783959388733,0.1317284107208252
who,0.40942975878715515,0.10561572015285492,0.34038686752319336,0.25307518243789673,0.22131597995758057,0.3146236836910248,0.37110671401023865,0.26220351457595825
",",0.3087472915649414,0.2531280815601349,0.3015086054801941,0.28930366039276123,0.2676442265510559,0.3283594250679016,0.4464869201183319,0.31091248989105225
sired,0.19246241450309753,0.08631523698568344,0.2673509120941162,0.17359381914138794,0.14289537072181702,0.1475760042667389,0.13790008425712585,0.14604483544826508
by,0.2455483376979828,0.2610563039779663,0.18574509024620056,0.24194800853729248,0.2167098969221115,0.25005507469177246,0.3248702883720398,0.17966607213020325
a,0.3320399522781372,0.1690656691789627,0.2552328109741211,0.20079895853996277,0.18261361122131348,0.266241192817688,0.44038116931915283,0.23916715383529663
horse-laugh,0.3282768726348877,0.16451767086982727,0.2707315981388092,0.2277146279811859,0.2983539402484894,0.29418644309043884,0.26533186435699463,0.2671390175819397
out,0.3633197546005249,0.158730149269104,0.28413498401641846,0.09030888229608536,0.18731530010700226,0.2687481939792633,0.3312093913555145,0.22020699083805084
of,0.33290785551071167,0.20938149094581604,0.2513895630836487,0.24375313520431519,0.19389913976192474,0.23473061621189117,0.4185989499092102,0.1826142966747284
a,0.3320399522781372,0.1690656691789627,0.2552328109741211,0.20079895853996277,0.18261361122131348,0.266241192817688,0.44038116931915283,0.23916715383529663
nightmare,0.25842347741127014,0.1977539211511612,0.14570726454257965,0.13579784333705902,0.23297056555747986,0.16532500088214874,0.1776903122663498,0.25095334649086
",",0.3087472915649414,0.2531280815601349,0.3015086054801941,0.28930366039276123,0.2676442265510559,0.3283594250679016,0.4464869201183319,0.31091248989105225
with,0.2464839518070221,0.12595881521701813,0.25472134351730347,0.17874625325202942,0.16283679008483887,0.2649822533130646,0.39140474796295166,0.2433311939239502
the,0.42745697498321533,0.24080322682857513,0.34736719727516174,0.21499985456466675,0.23961152136325836,0.2704800069332123,0.4739971458911896,0.22068053483963013
more,0.3484537899494171,0.1660500019788742,0.2803135812282562,0.08615653961896896,0.13507437705993652,0.3156890571117401,0.3891189992427826,0.27894994616508484
realistic,0.3681529462337494,0.17995232343673706,0.27937254309654236,0.09158989787101746,0.06307785212993622,0.27036145329475403,0.23895378410816193,0.19088289141654968
violence,0.24788525700569153,0.16794076561927795,0.22152221202850342,0.1351832151412964,0.1425769329071045,0.19965611398220062,0.23735401034355164,0.20634515583515167
of,0.33290785551071167,0.20938149094581604,0.2513895630836487,0.24375313520431519,0.19389913976192474,0.23473061621189117,0.4185989499092102,0.1826142966747284
other,0.341873437166214,0.2024378627538681,0.31707024574279785,0.11965987831354141,0.14127439260482788,0.29067906737327576,0.3273986279964447,0.24682199954986572
television,0.19838058948516846,0.21396081149578094,0.17055591940879822,0.19704467058181763,0.27140161395072937,0.20428040623664856,0.27045196294784546,0.16825827956199646
series,0.17328087985515594,0.2157861739397049,0.15581852197647095,0.1837945133447647,0.19317267835140228,0.1726241111755371,0.2715710699558258,0.1709602326154709
",",0.3087472915649414,0.2531280815601349,0.3015086054801941,0.28930366039276123,0.2676442265510559,0.3283594250679016,0.4464869201183319,0.31091248989105225
where,0.4457937180995941,0.16320845484733582,0.24159270524978638,0.13019829988479614,0.13759617507457733,0.2737104296684265,0.38599511981010437,0.24793872237205505
actors,0.19468875229358673,0.16450358927249908,0.2014581263065338,0.11790209263563156,0.19044984877109528,0.19053436815738678,0.25254231691360474,0.16258424520492554
who,0.40942975878715515,0.10561572015285492,0.34038686752319336,0.25307518243789673,0.22131597995758057,0.3146236836910248,0.37110671401023865,0.26220351457595825
look,0.40627723932266235,0.160648912191391,0.2795056700706482,0.17254342138767242,0.1055210679769516,0.3211178481578827,0.2501380443572998,0.3596472144126892
like,0.4320242702960968,0.11635629087686539,0.40502431988716125,0.15941691398620605,0.15233710408210754,0.2711057960987091,0.35140180587768555,0.3268813192844391
human,0.24243313074111938,0.19945070147514343,0.15822581946849823,0.11824619770050049,0.1268383115530014,0.24536752700805664,0.2089424729347229,0.19748784601688385
beings,0.2935854196548462,0.19884268939495087,0.20309439301490784,0.10018021613359451,0.09324941039085388,0.27648863196372986,0.18764615058898926,0.21276918053627014
bleed,0.2664785087108612,0.16403329372406006,0.23217755556106567,0.16372723877429962,0.1409761607646942,0.25218039751052856,0.13784368336200714,0.24645695090293884
paint,0.2718578279018402,0.10016484558582306,0.21057730913162231,0.10667974501848221,0.03331068530678749,0.3233976662158966,0.1742747724056244,0.20647689700126648
that,0.6297725439071655,0.2636457681655884,0.47518548369407654,0.1331724375486374,0.1378842294216156,0.34257015585899353,0.4137635827064514,0.32716336846351624
looks,0.36668315529823303,0.1382680982351303,0.25922998785972595,0.16924136877059937,0.11748957633972168,0.24758407473564148,0.2478920817375183,0.292976975440979
like,0.4320242702960968,0.11635629087686539,0.40502431988716125,0.15941691398620605,0.15233710408210754,0.2711057960987091,0.35140180587768555,0.3268813192844391
blood,0.15800324082374573,0.0973738580942154,0.1921168565750122,0.2133672833442688,0.05245695263147354,0.19945286214351654,0.17462210357189178,0.156274676322937
",",0.3087472915649414,0.2531280815601349,0.3015086054801941,0.28930366039276123,0.2676442265510559,0.3283594250679016,0.4464869201183319,0.31091248989105225
is,0.28837618231773376,0.16370609402656555,0.19247472286224365,0.16814041137695312,0.14383739233016968,0.22475390136241913,0.43268078565597534,0.22961433231830597
like,0.4320242702960968,0.11635629087686539,0.40502431988716125,0.15941691398620605,0.15233710408210754,0.2711057960987091,0.35140180587768555,0.3268813192844391
comparing,0.37788718938827515,0.18461225926876068,0.29765450954437256,0.15145403146743774,0.15823031961917877,0.3287016749382019,0.3360401391983032,0.26404500007629395
monopoly,0.20629850029945374,0.14660847187042236,0.18482466042041779,0.156143918633461,0.11815325170755386,0.1560405194759369,0.16156336665153503,0.1011270210146904
with,0.2464839518070221,0.12595881521701813,0.25472134351730347,0.17874625325202942,0.16283679008483887,0.2649822533130646,0.39140474796295166,0.2433311939239502
the,0.42745697498321533,0.24080322682857513,0.34736719727516174,0.21499985456466675,0.23961152136325836,0.2704800069332123,0.4739971458911896,0.22068053483963013
property,0.24978817999362946,0.18426620960235596,0.17186422646045685,0.21431654691696167,0.10828481614589691,0.22763605415821075,0.2189353108406067,0.16865147650241852
market,0.12116116285324097,0.18661503493785858,0.12897977232933044,0.08914215117692947,0.05119013041257858,0.12177874892950058,0.20589932799339294,0.12805593013763428
in,0.30808621644973755,0.2110367715358734,0.2593238651752472,0.26558998227119446,0.24723754823207855,0.2753349542617798,0.4322226941585541,0.20430970191955566
london,0.15188734233379364,0.2687055766582489,0.25170615315437317,0.24807493388652802,0.27473655343055725,0.2413381189107895,0.19099627435207367,0.11278104782104492
:,-0.12022944539785385,-0.09119084477424622,-0.05305134505033493,-0.07703102380037308,-0.07764297723770142,-0.08757983893156052,-0.02522280067205429,-0.07156077772378922
both,0.3361809551715851,0.1686972826719284,0.34255191683769226,0.11212106049060822,0.16979363560676575,0.27712884545326233,0.3887220323085785,0.19455738365650177
are,0.29724663496017456,0.16419513523578644,0.2159031480550766,0.1345178186893463,0.14961013197898865,0.26678818464279175,0.3895993232727051,0.24591213464736938
fantasies,0.2712719440460205,0.25573089718818665,0.2136135995388031,0.1983003169298172,0.19540750980377197,0.32687368988990784,0.19430086016654968,0.21001479029655457
",",0.3087472915649414,0.2531280815601349,0.3015086054801941,0.28930366039276123,0.2676442265510559,0.3283594250679016,0.4464869201183319,0.31091248989105225
but,0.5029441118240356,0.2446633130311966,0.49033689498901367,0.21356458961963654,0.18163569271564484,0.3644881844520569,0.45162561535835266,0.27921953797340393
one,0.376489520072937,0.23462310433387756,0.27659472823143005,0.11569949984550476,0.16168031096458435,0.2831950783729553,0.384836345911026,0.2673267424106598
is,0.28837618231773376,0.16370609402656555,0.19247472286224365,0.16814041137695312,0.14383739233016968,0.22475390136241913,0.43268078565597534,0.22961433231830597
meant,0.40698376297950745,0.15554261207580566,0.46665212512016296,0.0988992303609848,0.09632913768291473,0.23350213468074799,0.375589519739151,0.28817421197891235
to,0.455847829580307,0.1878795325756073,0.4452643394470215,0.17181846499443054,0.11114994436502457,0.3482864499092102,0.4451248347759247,0.29463258385658264
be,0.3929833769798279,0.21761877834796906,0.22657383978366852,0.14483249187469482,0.17164555191993713,0.34449198842048645,0.3801851272583008,0.3324260413646698
taken,0.26014965772628784,0.17398834228515625,0.2038538008928299,0.07928136736154556,0.11599595844745636,0.17383311688899994,0.2691914737224579,0.17662954330444336
seriously,0.38736292719841003,0.20015981793403625,0.32510069012641907,0.1119815856218338,0.08588691055774689,0.24124442040920258,0.28444257378578186,0.3182626962661743
.,0.3567904531955719,0.18035659193992615,0.35288307070732117,0.2297613024711609,0.241692453622818,0.33121398091316223,0.4726039469242096,0.4130953550338745
'',0.08143015950918198,-0.00846774410456419,0.01978493109345436,-0.024310098960995674,0.06000414118170738,-0.0059536839835345745,-0.04479556903243065,0.018684765323996544
