,where,are,bills,typically,gestated,in,stage,1,?
the,0.5003893971443176,0.40399202704429626,0.2371491938829422,0.33345210552215576,0.3134598731994629,0.6662389636039734,0.22652170062065125,-0.1554475575685501,0.22068053483963013
chamber,0.24444323778152466,0.13027484714984894,0.1543518751859665,0.20865784585475922,0.1142239049077034,0.18419700860977173,0.1793690025806427,-0.004675176460295916,0.04307165369391441
on,0.37630224227905273,0.268924742937088,0.17112649977207184,0.22215910255908966,0.2241705358028412,0.46853652596473694,0.2387886643409729,-0.09574633836746216,0.2714994251728058
the,0.5003893971443176,0.40399202704429626,0.2371491938829422,0.33345210552215576,0.3134598731994629,0.6662389636039734,0.22652170062065125,-0.1554475575685501,0.22068053483963013
general,0.20537003874778748,0.15219135582447052,0.12191282957792282,0.10171420872211456,0.2021477222442627,0.259066641330719,0.07193143665790558,-0.176796555519104,0.1972234547138214
principles,0.14265765249729156,0.24335607886314392,0.19628334045410156,0.24660257995128632,0.27464526891708374,0.16260969638824463,0.07880301028490067,-0.20003122091293335,0.19203636050224304
of,0.38066378235816956,0.39081433415412903,0.21196214854717255,0.28964799642562866,0.2791840136051178,0.5696388483047485,0.1389172226190567,-0.09473495930433273,0.1826142966747284
the,0.5003893971443176,0.40399202704429626,0.2371491938829422,0.33345210552215576,0.3134598731994629,0.6662389636039734,0.22652170062065125,-0.1554475575685501,0.22068053483963013
bill,0.07978735119104385,0.11081905663013458,0.6122535467147827,0.1539723426103592,0.17499656975269318,0.1447519063949585,0.24478907883167267,-0.20772047340869904,0.12855131924152374
.,0.41390106081962585,0.3452940285205841,0.2279222309589386,0.25537845492362976,0.2655229866504669,0.5591574311256409,0.19994208216667175,-0.15870751440525055,0.4130953550338745
