,how,many,miles,does,the,dust,travels,over,the,atlantic,ocean,?
over,0.31446483731269836,0.47131630778312683,0.3044303357601166,0.24276040494441986,0.39856547117233276,0.22320112586021423,0.19056732952594757,1.0,0.39856547117233276,0.19679942727088928,0.23464225232601166,0.25742942094802856
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
atlantic,0.16433286666870117,0.1420254409313202,0.2773454189300537,0.13943062722682953,0.31052014231681824,0.20432595908641815,0.18319104611873627,0.19679942727088928,0.31052014231681824,1.0,0.6965820789337158,0.15355663001537323
ocean,0.17809687554836273,0.2407136708498001,0.29172414541244507,0.1630823165178299,0.3185477554798126,0.2810789942741394,0.24645765125751495,0.23464225232601166,0.3185477554798126,0.6965820789337158,1.0,0.15205028653144836
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.2728188931941986,0.33289089798927307,0.14481011033058167,0.19049271941184998,0.20570816099643707,0.33289089798927307,0.18063895404338837,0.17390692234039307,0.40561532974243164
some,0.4180530905723572,0.7976660132408142,0.1173432469367981,0.39611563086509705,0.4566698372364044,0.27638301253318787,0.19762322306632996,0.41344934701919556,0.4566698372364044,0.14026649296283722,0.19450344145298004,0.2562315762042999
dust,0.24083134531974792,0.22878393530845642,0.20904326438903809,0.19225914776325226,0.2346910536289215,1.0,0.26585280895233154,0.22320112586021423,0.2346910536289215,0.20432595908641815,0.2810789942741394,0.15803812444210052
falls,0.1427364945411682,0.11133844405412674,0.2076376974582672,0.3261214792728424,0.2708098292350769,0.22196342051029205,0.3102148473262787,0.20344580709934235,0.2708098292350769,0.21113954484462738,0.239038348197937,0.15918700397014618
into,0.2303972691297531,0.2618265151977539,0.16116581857204437,0.22312942147254944,0.39493247866630554,0.200248584151268,0.26392585039138794,0.372319757938385,0.39493247866630554,0.23011042177677155,0.2670654356479645,0.15662476420402527
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
atlantic,0.16433286666870117,0.1420254409313202,0.2773454189300537,0.13943062722682953,0.31052014231681824,0.20432595908641815,0.18319104611873627,0.19679942727088928,0.31052014231681824,1.0,0.6965820789337158,0.15355663001537323
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2575884759426117,0.3456730246543884,0.14174848794937134,0.18434388935565948,0.20568643510341644,0.3456730246543884,0.16952583193778992,0.17492833733558655,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.20302538573741913,0.3301127254962921,0.4933079481124878,0.2596197724342346,0.27962222695350647,0.31091248989105225
then,0.36093711853027344,0.27087974548339844,0.22417257726192474,0.2951544523239136,0.4297412931919098,0.18881799280643463,0.2325628101825714,0.3562479317188263,0.4297412931919098,0.21608443558216095,0.19537752866744995,0.2884598970413208
at,0.2154216170310974,0.2716965675354004,0.2631952166557312,0.17465277016162872,0.457212895154953,0.11504963040351868,0.219584122300148,0.34008997678756714,0.457212895154953,0.1234302669763565,0.13659261167049408,0.21978627145290375
35,-0.11944353580474854,-0.07066774368286133,-0.07789628952741623,-0.04514584690332413,-0.04927394539117813,-0.09235742688179016,-0.06310200691223145,-0.11355790495872498,-0.04927394539117813,-0.06771507859230042,-0.08191551268100739,-0.044106997549533844
degrees,0.18475523591041565,0.2114371955394745,0.28442487120628357,0.2573184072971344,0.22473014891147614,0.10859503597021103,0.24297037720680237,0.23926767706871033,0.22473014891147614,0.14353646337985992,0.19928796589374542,0.1299446076154709
west,0.13549664616584778,0.1819247007369995,0.30041390657424927,0.14011532068252563,0.32918402552604675,0.1870882660150528,0.18904364109039307,0.14816707372665405,0.32918402552604675,0.28796669840812683,0.30797311663627625,0.12088293582201004
longitude,0.1770506203174591,0.10506659001111984,0.3139199912548065,0.13838058710098267,0.2508544325828552,0.18386469781398773,0.2640332281589508,0.10062722861766815,0.2508544325828552,0.20943909883499146,0.3034680187702179,0.19342944025993347
at,0.2154216170310974,0.2716965675354004,0.2631952166557312,0.17465277016162872,0.457212895154953,0.11504963040351868,0.219584122300148,0.34008997678756714,0.457212895154953,0.1234302669763565,0.13659261167049408,0.21978627145290375
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
eastern,0.08724340796470642,0.2480354905128479,0.19900669157505035,0.12434440851211548,0.3928247392177582,0.14646625518798828,0.15441569685935974,0.25646400451660156,0.3928247392177582,0.3909280300140381,0.3129613399505615,0.20060817897319794
coast,0.19866614043712616,0.20054754614830017,0.2844310700893402,0.12012524902820587,0.28366661071777344,0.17937426269054413,0.24720782041549683,0.18715651333332062,0.28366661071777344,0.41328340768814087,0.447893351316452,0.15869849920272827
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.3119818866252899,0.733189046382904,0.25486329197883606,0.2645129859447479,0.36136594414711,0.733189046382904,0.22176773846149445,0.25798606872558594,0.1826142966747284
south,0.11786635220050812,0.2319321483373642,0.3471347987651825,0.11284814029932022,0.3129390776157379,0.20622549951076508,0.239302858710289,0.21717076003551483,0.3129390776157379,0.31982335448265076,0.3431371748447418,0.12336621433496475
america,0.19301444292068481,0.30219417810440063,0.17357122898101807,0.13335242867469788,0.37090015411376953,0.16416385769844055,0.210129514336586,0.26376062631607056,0.37090015411376953,0.3386457860469818,0.2735527455806732,0.19333907961845398
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.20302538573741913,0.3301127254962921,0.4933079481124878,0.2596197724342346,0.27962222695350647,0.31091248989105225
27.7,-0.3184793293476105,-0.3877522051334381,-0.05342646315693855,-0.3229416310787201,-0.24633660912513733,-0.14614100754261017,-0.09780101478099823,-0.2595950961112976,-0.24633660912513733,-0.09781112521886826,-0.14360830187797546,-0.3020332455635071
million,0.21114659309387207,0.3520967364311218,0.33933380246162415,0.10680846869945526,0.277012437582016,0.19205474853515625,0.1516074687242508,0.3791847825050354,0.277012437582016,0.23701712489128113,0.2191312164068222,0.23092924058437347
tons,0.24981051683425903,0.24801698327064514,0.27920404076576233,0.12219647318124771,0.20730508863925934,0.2439376562833786,0.150894895195961,0.31234797835350037,0.20730508863925934,0.19440336525440216,0.1771419197320938,0.19717051088809967
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.2728188931941986,0.33289089798927307,0.14481011033058167,0.19049271941184998,0.20570816099643707,0.33289089798927307,0.18063895404338837,0.17390692234039307,0.40561532974243164
15,-0.005761355627328157,-0.02712528221309185,0.04450257867574692,-0.06282642483711243,-0.011810222640633583,0.09154774993658066,-0.04161560907959938,-0.06351498514413834,-0.011810222640633583,0.06673923134803772,0.06207064166665077,-0.010706285014748573
%,0.1237400695681572,0.24948352575302124,0.21333271265029907,0.1996830552816391,0.21490740776062012,0.15758822858333588,0.08749455958604813,0.2424919307231903,0.21490740776062012,0.0535384826362133,0.11901972442865372,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2575884759426117,0.3456730246543884,0.14174848794937134,0.18434388935565948,0.20568643510341644,0.3456730246543884,0.16952583193778992,0.17492833733558655,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.3119818866252899,0.733189046382904,0.25486329197883606,0.2645129859447479,0.36136594414711,0.733189046382904,0.22176773846149445,0.25798606872558594,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.20904326438903809,0.19225914776325226,0.2346910536289215,1.0,0.26585280895233154,0.22320112586021423,0.2346910536289215,0.20432595908641815,0.2810789942741394,0.15803812444210052
fall,0.20020759105682373,0.18789821863174438,0.11798051744699478,0.20330126583576202,0.3639753758907318,0.27373093366622925,0.24566787481307983,0.23315048217773438,0.3639753758907318,0.20897865295410156,0.18189044296741486,0.1656162142753601
over,0.31446483731269836,0.47131630778312683,0.3044303357601166,0.24276040494441986,0.39856547117233276,0.22320112586021423,0.19056732952594757,1.0,0.39856547117233276,0.19679942727088928,0.23464225232601166,0.25742942094802856
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
amazon,0.16216763854026794,0.22591036558151245,0.1900368481874466,0.2086499184370041,0.260541707277298,0.13802170753479004,0.1975102722644806,0.18121705949306488,0.260541707277298,0.30139192938804626,0.29017552733421326,0.18144656717777252
basin,0.08796394616365433,0.14774000644683838,0.3134552240371704,0.10732618719339371,0.24553915858268738,0.27528029680252075,0.118806391954422,0.20415180921554565,0.24553915858268738,0.3821374177932739,0.43254587054252625,0.14685653150081635
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.20302538573741913,0.3301127254962921,0.4933079481124878,0.2596197724342346,0.27962222695350647,0.31091248989105225
132,-0.00011541465937625617,0.02477952092885971,0.014323693700134754,0.11677069962024689,0.11011011153459549,0.10969820618629456,0.10943838953971863,0.0299085546284914,0.11011011153459549,0.043720584362745285,0.14216254651546478,-0.08056160807609558
million,0.21114659309387207,0.3520967364311218,0.33933380246162415,0.10680846869945526,0.277012437582016,0.19205474853515625,0.1516074687242508,0.3791847825050354,0.277012437582016,0.23701712489128113,0.2191312164068222,0.23092924058437347
tons,0.24981051683425903,0.24801698327064514,0.27920404076576233,0.12219647318124771,0.20730508863925934,0.2439376562833786,0.150894895195961,0.31234797835350037,0.20730508863925934,0.19440336525440216,0.1771419197320938,0.19717051088809967
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.3119818866252899,0.733189046382904,0.25486329197883606,0.2645129859447479,0.36136594414711,0.733189046382904,0.22176773846149445,0.25798606872558594,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.20904326438903809,0.19225914776325226,0.2346910536289215,1.0,0.26585280895233154,0.22320112586021423,0.2346910536289215,0.20432595908641815,0.2810789942741394,0.15803812444210052
remain,0.19347189366817474,0.2809775471687317,0.042462971061468124,0.26526638865470886,0.33184581995010376,0.16293659806251526,0.18330954015254974,0.2776241600513458,0.33184581995010376,0.13342584669589996,0.13121390342712402,0.1868363618850708
in,0.2601168751716614,0.41474202275276184,0.22700901329517365,0.214483380317688,0.6662389636039734,0.19673727452754974,0.26393750309944153,0.3605569899082184,0.6662389636039734,0.23876288533210754,0.22995012998580933,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
air,0.11602716892957687,0.18447308242321014,0.15697844326496124,0.21604882180690765,0.2877824306488037,0.3066830337047577,0.22112351655960083,0.2058192938566208,0.2877824306488037,0.2412264496088028,0.29597237706184387,0.1491677612066269
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.20302538573741913,0.3301127254962921,0.4933079481124878,0.2596197724342346,0.27962222695350647,0.31091248989105225
43,-0.03132842853665352,-0.05990751087665558,0.07983232289552689,0.020155269652605057,0.04104308411478996,-0.043060291558504105,0.08340032398700714,-0.07243751734495163,0.04104308411478996,0.0008310796110890806,-0.00896212924271822,0.06043510511517525
million,0.21114659309387207,0.3520967364311218,0.33933380246162415,0.10680846869945526,0.277012437582016,0.19205474853515625,0.1516074687242508,0.3791847825050354,0.277012437582016,0.23701712489128113,0.2191312164068222,0.23092924058437347
tons,0.24981051683425903,0.24801698327064514,0.27920404076576233,0.12219647318124771,0.20730508863925934,0.2439376562833786,0.150894895195961,0.31234797835350037,0.20730508863925934,0.19440336525440216,0.1771419197320938,0.19717051088809967
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.3119818866252899,0.733189046382904,0.25486329197883606,0.2645129859447479,0.36136594414711,0.733189046382904,0.22176773846149445,0.25798606872558594,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.20904326438903809,0.19225914776325226,0.2346910536289215,1.0,0.26585280895233154,0.22320112586021423,0.2346910536289215,0.20432595908641815,0.2810789942741394,0.15803812444210052
are,0.311818927526474,0.5655534863471985,0.12371126562356949,0.3126322329044342,0.40399202704429626,0.2122032791376114,0.17861904203891754,0.2778770923614502,0.40399202704429626,0.18382789194583893,0.2038813978433609,0.24591213464736938
windblown,0.1935114711523056,0.234906405210495,0.27344417572021484,0.2511829435825348,0.3168978691101074,0.36643874645233154,0.31839969754219055,0.2942170798778534,0.3168978691101074,0.28848519921302795,0.3472447693347931,0.2240144908428192
and,0.33647966384887695,0.5296266674995422,0.2555042505264282,0.3461615741252899,0.5171257257461548,0.19462935626506805,0.24178287386894226,0.4021143913269043,0.5171257257461548,0.22233547270298004,0.25057733058929443,0.20544172823429108
falls,0.1427364945411682,0.11133844405412674,0.2076376974582672,0.3261214792728424,0.2708098292350769,0.22196342051029205,0.3102148473262787,0.20344580709934235,0.2708098292350769,0.21113954484462738,0.239038348197937,0.15918700397014618
on,0.32655060291290283,0.32520127296447754,0.17346006631851196,0.2568802833557129,0.5107308030128479,0.16006799042224884,0.2045275866985321,0.39810362458229065,0.5107308030128479,0.22113218903541565,0.24104316532611847,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
caribbean,0.20398832857608795,0.2660316824913025,0.2296288162469864,0.16942760348320007,0.3009287416934967,0.178861603140831,0.2236783802509308,0.20470505952835083,0.3009287416934967,0.47939425706863403,0.4486047923564911,0.13602977991104126
sea,0.16549281775951385,0.26365554332733154,0.30236297845840454,0.12523514032363892,0.30363768339157104,0.18881696462631226,0.17440733313560486,0.2359042465686798,0.30363768339157104,0.39262792468070984,0.5942569971084595,0.15551945567131042
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.20302538573741913,0.3301127254962921,0.4933079481124878,0.2596197724342346,0.27962222695350647,0.31091248989105225
past,0.38227924704551697,0.4130312204360962,0.21872466802597046,0.2523398697376251,0.2747827172279358,0.18746842443943024,0.16223865747451782,0.4169456362724304,0.2747827172279358,0.18384140729904175,0.1997070163488388,0.2598046660423279
75,-0.06230953708291054,-0.028689786791801453,0.0543225072324276,0.0007146697025746107,0.06040945649147034,-0.0782611295580864,-0.06954725831747055,0.01288178563117981,0.06040945649147034,0.0886426791548729,-0.001649348414503038,0.017522118985652924
degrees,0.18475523591041565,0.2114371955394745,0.28442487120628357,0.2573184072971344,0.22473014891147614,0.10859503597021103,0.24297037720680237,0.23926767706871033,0.22473014891147614,0.14353646337985992,0.19928796589374542,0.1299446076154709
west,0.13549664616584778,0.1819247007369995,0.30041390657424927,0.14011532068252563,0.32918402552604675,0.1870882660150528,0.18904364109039307,0.14816707372665405,0.32918402552604675,0.28796669840812683,0.30797311663627625,0.12088293582201004
longitude,0.1770506203174591,0.10506659001111984,0.3139199912548065,0.13838058710098267,0.2508544325828552,0.18386469781398773,0.2640332281589508,0.10062722861766815,0.2508544325828552,0.20943909883499146,0.3034680187702179,0.19342944025993347
.,0.3287222981452942,0.3974229395389557,0.23885086178779602,0.3022993505001068,0.5934505462646484,0.1864197701215744,0.22066809237003326,0.37877383828163147,0.5934505462646484,0.24634890258312225,0.2904680371284485,0.4130953550338745
