,to,luther,",",what,were,all,baptized,christians,considered,to,be,?
the,0.535392165184021,0.1759674996137619,0.4933079481124878,0.42745697498321533,0.3906462490558624,0.4860881567001343,0.18283669650554657,0.24734680354595184,0.4028765559196472,0.535392165184021,0.4248143136501312,0.22068053483963013
bible,0.22778454422950745,0.3825412392616272,0.18640878796577454,0.33710888028144836,0.2255944162607193,0.2281409054994583,0.3867000639438629,0.48602575063705444,0.19567838311195374,0.22778454422950745,0.25201117992401123,0.22667601704597473
is,0.42745086550712585,0.08282390236854553,0.4691906273365021,0.28837618231773376,0.29386836290359497,0.2553904056549072,0.12286705523729324,0.19429630041122437,0.4096149802207947,0.42745086550712585,0.4819129705429077,0.22961433231830597
the,0.535392165184021,0.1759674996137619,0.4933079481124878,0.42745697498321533,0.3906462490558624,0.4860881567001343,0.18283669650554657,0.24734680354595184,0.4028765559196472,0.535392165184021,0.4248143136501312,0.22068053483963013
only,0.5096819996833801,0.10428047180175781,0.4220978021621704,0.41415658593177795,0.34466472268104553,0.509675920009613,0.25983142852783203,0.24881772696971893,0.3756130337715149,0.5096819996833801,0.46042704582214355,0.2767370045185089
source,0.2501981854438782,0.07966809719800949,0.2657822072505951,0.2553733289241791,0.11729501187801361,0.20952270925045013,0.1578962504863739,0.16768857836723328,0.24441960453987122,0.2501981854438782,0.29951292276382446,0.2462312877178192
of,0.41548454761505127,0.1719115972518921,0.4946078956127167,0.33290785551071167,0.34038281440734863,0.42798417806625366,0.23367582261562347,0.25621283054351807,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.1826142966747284
divinely,0.2723686695098877,0.30844733119010925,0.2537335455417633,0.3538565933704376,0.28494441509246826,0.3111758530139923,0.30421629548072815,0.4279657304286957,0.297651082277298,0.2723686695098877,0.3170130252838135,0.21983684599399567
revealed,0.23871088027954102,0.11957831680774689,0.2688588798046112,0.20127414166927338,0.24867063760757446,0.2017025500535965,0.20859432220458984,0.16740259528160095,0.2558002173900604,0.23871088027954102,0.2524784803390503,0.21034270524978638
knowledge,0.2853367030620575,0.11124531179666519,0.23054014146327972,0.3869657814502716,0.1548861265182495,0.3428434133529663,0.17330984771251678,0.3083924651145935,0.27536946535110474,0.2853367030620575,0.2864285409450531,0.2853184640407562
from,0.4069952368736267,0.10716932266950607,0.39760664105415344,0.2737620174884796,0.29991888999938965,0.2866387963294983,0.20444713532924652,0.1836320161819458,0.21508969366550446,0.4069952368736267,0.3107333183288574,0.19969791173934937
god,0.2408517301082611,0.2238161414861679,0.24755379557609558,0.3127830922603607,0.1674642413854599,0.2611576020717621,0.30218708515167236,0.4300692677497864,0.17649108171463013,0.2408517301082611,0.21916557848453522,0.23396754264831543
and,0.48971283435821533,0.20796556770801544,0.6633074283599854,0.31309178471565247,0.42175528407096863,0.4542157053947449,0.18915601074695587,0.2351800501346588,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.20544172823429108
opposed,0.2678636610507965,0.1539851725101471,0.2660662829875946,0.35573211312294006,0.3341662585735321,0.2976609170436859,0.2663586139678955,0.27748966217041016,0.363297700881958,0.2678636610507965,0.2828388512134552,0.23428945243358612
sacerdotalism,0.2304966300725937,0.3188721835613251,0.32187336683273315,0.2782239317893982,0.215031698346138,0.20394672453403473,0.26237818598747253,0.3763435482978821,0.2841978669166565,0.2304966300725937,0.15944570302963257,0.20804482698440552
by,0.33534231781959534,0.15382802486419678,0.3680937886238098,0.2455483376979828,0.4406847059726715,0.2944089472293854,0.18867579102516174,0.2433931976556778,0.23957760632038116,0.33534231781959534,0.43158695101737976,0.17966607213020325
considering,0.367008775472641,0.1073933020234108,0.35016199946403503,0.45582762360572815,0.24744603037834167,0.35679832100868225,0.1497749388217926,0.21829693019390106,0.5323790907859802,0.367008775472641,0.4043552875518799,0.41417282819747925
all,0.42520734667778015,0.1917443871498108,0.425624817609787,0.41981086134910583,0.4387909770011902,1.0000001192092896,0.2066381424665451,0.25840994715690613,0.317488431930542,0.42520734667778015,0.42151448130607605,0.29575422406196594
baptized,0.22952966392040253,0.3744279444217682,0.2738325893878937,0.2521437406539917,0.2814945876598358,0.2066381424665451,1.0,0.4997715950012207,0.1743011772632599,0.22952966392040253,0.17088507115840912,0.2024652510881424
christians,0.2587539851665497,0.30765244364738464,0.255241334438324,0.302469938993454,0.26973530650138855,0.25840994715690613,0.4997715950012207,1.0,0.27604934573173523,0.2587539851665497,0.23037868738174438,0.20289786159992218
to,1.0,0.18029534816741943,0.44245919585227966,0.455847829580307,0.31913647055625916,0.42520734667778015,0.22952966392040253,0.2587539851665497,0.2954166829586029,1.0,0.4972836375236511,0.29463258385658264
be,0.4972836375236511,0.15299063920974731,0.39254459738731384,0.3929833769798279,0.4064064621925354,0.42151448130607605,0.17088507115840912,0.23037868738174438,0.41927069425582886,0.4972836375236511,1.0,0.3324260413646698
a,0.45503583550453186,0.17967689037322998,0.427140474319458,0.3320399522781372,0.17203083634376526,0.2696802616119385,0.19214868545532227,0.19183890521526337,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.23916715383529663
holy,0.22131432592868805,0.21725739538669586,0.2074567973613739,0.21269184350967407,0.14096686244010925,0.20696380734443665,0.34847360849380493,0.4280514717102051,0.2388598918914795,0.22131432592868805,0.19221054017543793,0.18148104846477509
priesthood,0.2506139576435089,0.27669933438301086,0.19918666779994965,0.22431568801403046,0.2942003607749939,0.24752122163772583,0.43465307354927063,0.4084569215774536,0.26957371830940247,0.2506139576435089,0.23528677225112915,0.17457331717014313
.,0.4645031690597534,0.24907569587230682,0.6812511086463928,0.3567904531955719,0.3378238379955292,0.43406882882118225,0.24609112739562988,0.2501663267612457,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.4130953550338745
