,which,thesis,questions,the,pope,'s,actions,in,building,the,basilica,of,st.,peter,with,the,money,of,the,poor,?
asks,0.22762486338615417,0.2006242722272873,0.45174673199653625,0.25574448704719543,0.2164561152458191,0.044338446110486984,0.24492694437503815,0.1499025821685791,0.12400507926940918,0.25574448704719543,0.23798224329948425,0.22634769976139069,0.21895167231559753,0.21827764809131622,0.18011268973350525,0.25574448704719543,0.3142774701118469,0.22634769976139069,0.25574448704719543,0.17054609954357147,0.29930803179740906
:,-0.11049769818782806,-0.0963866263628006,-0.08889511972665787,-0.03403344005346298,0.024316754192113876,0.07621461898088455,-0.06012612208724022,0.020521078258752823,-0.1466408669948578,-0.03403344005346298,-0.018737124279141426,-0.08807745575904846,0.02271306701004505,-0.05928334593772888,0.039687950164079666,-0.03403344005346298,-0.005452663172036409,-0.08807745575904846,-0.03403344005346298,-0.057267848402261734,-0.07156077772378922
``,0.05178012326359749,0.01547185704112053,0.09552666544914246,0.029072100296616554,0.11828982830047607,-0.03416389226913452,0.13097381591796875,0.04765888676047325,-0.10087663680315018,0.029072100296616554,0.034073129296302795,0.06780257821083069,-0.015807826071977615,-0.047846537083387375,0.08974023163318634,0.029072100296616554,0.030175037682056427,0.06780257821083069,0.029072100296616554,-0.023418420925736427,0.0685480609536171
why,0.4444611668586731,0.21213507652282715,0.43254852294921875,0.30742117762565613,0.2266257256269455,-0.016663772985339165,0.32040390372276306,0.23227278888225555,0.15599139034748077,0.30742117762565613,0.20734187960624695,0.28464117646217346,0.12700022757053375,0.15527333319187164,0.24107445776462555,0.30742117762565613,0.2483239769935608,0.28464117646217346,0.30742117762565613,0.21022289991378784,0.5345069766044617
does,0.39111801981925964,0.21495060622692108,0.26290979981422424,0.35928019881248474,0.1684257984161377,-0.02895052544772625,0.22522181272506714,0.214483380317688,0.13735412061214447,0.35928019881248474,0.0965479239821434,0.3119818866252899,0.09910685569047928,0.12254958599805832,0.26186925172805786,0.35928019881248474,0.25767648220062256,0.3119818866252899,0.35928019881248474,0.19849170744419098,0.338003009557724
the,0.6521818041801453,0.22074155509471893,0.23562853038311005,1.0,0.2285010814666748,-0.01540423184633255,0.297427237033844,0.6662389636039734,0.3159640431404114,1.0,0.24948042631149292,0.733189046382904,0.18141359090805054,0.24086274206638336,0.4223487675189972,1.0,0.2699695825576782,0.733189046382904,1.0,0.21093174815177917,0.22068053483963013
pope,0.19186033308506012,0.1867227405309677,0.16328118741512299,0.2285010814666748,1.0,-0.04202478379011154,0.1993633508682251,0.19509877264499664,0.1714775562286377,0.2285010814666748,0.39060914516448975,0.23057007789611816,0.16045024991035461,0.24081647396087646,0.16502025723457336,0.2285010814666748,0.19019000232219696,0.23057007789611816,0.2285010814666748,0.17504781484603882,0.25004681944847107
",",0.3658004403114319,0.19271056354045868,0.2808963656425476,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.24007150530815125,0.5201468467712402,0.2374238669872284,0.4933079481124878,0.2143588364124298,0.4946078956127167,0.26603782176971436,0.2641889452934265,0.4120737314224243,0.4933079481124878,0.24156853556632996,0.4946078956127167,0.4933079481124878,0.24018602073192596,0.31091248989105225
whose,0.37205496430397034,0.10630641132593155,0.15187868475914001,0.38253846764564514,0.15454046428203583,-0.019954677671194077,0.14198385179042816,0.23496666550636292,0.11916908621788025,0.38253846764564514,0.157730832695961,0.37058958411216736,0.13980112969875336,0.060872241854667664,0.3480498492717743,0.38253846764564514,0.1642528474330902,0.37058958411216736,0.38253846764564514,0.18399706482887268,0.16990536451339722
wealth,0.24423860013484955,0.14112897217273712,0.19042319059371948,0.24999672174453735,0.1739369034767151,0.1138739213347435,0.2029196172952652,0.1835664063692093,0.1633865088224411,0.24999672174453735,0.19970451295375824,0.27235376834869385,0.0531899556517601,0.13785402476787567,0.177688866853714,0.24999672174453735,0.47207462787628174,0.27235376834869385,0.24999672174453735,0.3946211338043213,0.1624586433172226
today,0.3886263072490692,0.1403406411409378,0.21189571917057037,0.35740926861763,0.11742983758449554,-0.017862282693386078,0.16080637276172638,0.3300545811653137,0.20355288684368134,0.35740926861763,0.23177441954612732,0.3291318118572235,0.09716331213712692,0.15772689878940582,0.22647687792778015,0.35740926861763,0.1754344254732132,0.3291318118572235,0.35740926861763,0.1537022441625595,0.17338968813419342
is,0.4457404911518097,0.19085513055324554,0.2165350317955017,0.5823672413825989,0.1855526864528656,0.02396530658006668,0.17133161425590515,0.5394441485404968,0.20087163150310516,0.5823672413825989,0.19475068151950836,0.4854315221309662,0.16120703518390656,0.1711069494485855,0.3250955045223236,0.5823672413825989,0.19318200647830963,0.4854315221309662,0.5823672413825989,0.18218109011650085,0.22961433231830597
greater,0.3080105781555176,0.11864691227674484,0.12547197937965393,0.2814446687698364,0.1535550206899643,0.06379587203264236,0.12786094844341278,0.26627716422080994,0.14183135330677032,0.2814446687698364,0.10980068892240524,0.34470728039741516,0.0020610836800187826,0.08937256038188934,0.16015204787254333,0.2814446687698364,0.1624137908220291,0.34470728039741516,0.2814446687698364,0.13382726907730103,0.09723397344350815
than,0.3974681496620178,0.1996273249387741,0.24236910045146942,0.3227543234825134,0.1464930772781372,0.0585811510682106,0.18243244290351868,0.3270052373409271,0.17269210517406464,0.3227543234825134,0.05383981019258499,0.33036211133003235,0.09279652684926987,0.11837384849786758,0.3028803765773773,0.3227543234825134,0.2531432509422302,0.33036211133003235,0.3227543234825134,0.23567116260528564,0.24917294085025787
the,0.6521818041801453,0.22074155509471893,0.23562853038311005,1.0,0.2285010814666748,-0.01540423184633255,0.297427237033844,0.6662389636039734,0.3159640431404114,1.0,0.24948042631149292,0.733189046382904,0.18141359090805054,0.24086274206638336,0.4223487675189972,1.0,0.2699695825576782,0.733189046382904,1.0,0.21093174815177917,0.22068053483963013
wealth,0.24423860013484955,0.14112897217273712,0.19042319059371948,0.24999672174453735,0.1739369034767151,0.1138739213347435,0.2029196172952652,0.1835664063692093,0.1633865088224411,0.24999672174453735,0.19970451295375824,0.27235376834869385,0.0531899556517601,0.13785402476787567,0.177688866853714,0.24999672174453735,0.47207462787628174,0.27235376834869385,0.24999672174453735,0.3946211338043213,0.1624586433172226
of,0.5011631846427917,0.2590109705924988,0.2210283875465393,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.27202147245407104,0.5696388483047485,0.26200541853904724,0.733189046382904,0.2774850130081177,1.0,0.19887582957744598,0.14779731631278992,0.41827285289764404,0.733189046382904,0.23114095628261566,1.0,0.733189046382904,0.23458099365234375,0.1826142966747284
the,0.6521818041801453,0.22074155509471893,0.23562853038311005,1.0,0.2285010814666748,-0.01540423184633255,0.297427237033844,0.6662389636039734,0.3159640431404114,1.0,0.24948042631149292,0.733189046382904,0.18141359090805054,0.24086274206638336,0.4223487675189972,1.0,0.2699695825576782,0.733189046382904,1.0,0.21093174815177917,0.22068053483963013
richest,0.17603276669979095,0.07227801531553268,0.09963959455490112,0.27766263484954834,0.12682856619358063,-0.02634957991540432,0.07865183055400848,0.2720588445663452,0.1559744030237198,0.27766263484954834,0.20879872143268585,0.3122171461582184,0.027771329507231712,0.1538906991481781,0.21477662026882172,0.27766263484954834,0.4057789444923401,0.3122171461582184,0.27766263484954834,0.3301037549972534,0.15691500902175903
crassus,0.212123304605484,0.22548078000545502,0.15268230438232422,0.22564511001110077,0.35500451922416687,0.19878585636615753,0.24521785974502563,0.15975774824619293,0.1576363444328308,0.22564511001110077,0.31387054920196533,0.22590142488479614,0.2375405728816986,0.16819919645786285,0.1675182282924652,0.22564511001110077,0.29110977053642273,0.22590142488479614,0.22564511001110077,0.22183659672737122,0.10551758855581284
",",0.3658004403114319,0.19271056354045868,0.2808963656425476,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.24007150530815125,0.5201468467712402,0.2374238669872284,0.4933079481124878,0.2143588364124298,0.4946078956127167,0.26603782176971436,0.2641889452934265,0.4120737314224243,0.4933079481124878,0.24156853556632996,0.4946078956127167,0.4933079481124878,0.24018602073192596,0.31091248989105225
build,0.3311580419540405,0.1949032098054886,0.19731812179088593,0.2602573335170746,0.13263589143753052,0.08569536358118057,0.16689656674861908,0.26063278317451477,0.5836763381958008,0.2602573335170746,0.2192545235157013,0.22630037367343903,0.17898327112197876,0.12302828580141068,0.25872841477394104,0.2602573335170746,0.32215580344200134,0.22630037367343903,0.2602573335170746,0.2404637634754181,0.1704305112361908
the,0.6521818041801453,0.22074155509471893,0.23562853038311005,1.0,0.2285010814666748,-0.01540423184633255,0.297427237033844,0.6662389636039734,0.3159640431404114,1.0,0.24948042631149292,0.733189046382904,0.18141359090805054,0.24086274206638336,0.4223487675189972,1.0,0.2699695825576782,0.733189046382904,1.0,0.21093174815177917,0.22068053483963013
basilica,0.22083799540996552,0.14524443447589874,0.146574467420578,0.24948042631149292,0.39060914516448975,0.0016775617841631174,0.12358596920967102,0.22311991453170776,0.3733725845813751,0.24948042631149292,0.9999998807907104,0.2774850130081177,0.2558854818344116,0.3221224546432495,0.2027607560157776,0.24948042631149292,0.14866375923156738,0.2774850130081177,0.24948042631149292,0.18138150870800018,0.17847876250743866
of,0.5011631846427917,0.2590109705924988,0.2210283875465393,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.27202147245407104,0.5696388483047485,0.26200541853904724,0.733189046382904,0.2774850130081177,1.0,0.19887582957744598,0.14779731631278992,0.41827285289764404,0.733189046382904,0.23114095628261566,1.0,0.733189046382904,0.23458099365234375,0.1826142966747284
st.,0.16463634371757507,0.16249185800552368,0.09345079213380814,0.18141359090805054,0.16045024991035461,0.045316148549318314,0.09382005035877228,0.15931649506092072,0.2061094045639038,0.18141359090805054,0.2558854818344116,0.19887582957744598,1.0000001192092896,0.26299819350242615,0.2383403480052948,0.18141359090805054,0.14582540094852448,0.19887582957744598,0.18141359090805054,0.059433069080114365,0.13592876493930817
peter,0.15755018591880798,0.15064817667007446,0.1657937467098236,0.24086274206638336,0.24081647396087646,0.01096232421696186,0.11677522212266922,0.168073832988739,0.1937635987997055,0.24086274206638336,0.3221224546432495,0.14779731631278992,0.26299819350242615,1.0,0.1662289798259735,0.24086274206638336,0.14244017004966736,0.14779731631278992,0.24086274206638336,0.10397890210151672,0.11650477349758148
with,0.46403205394744873,0.18710929155349731,0.22649817168712616,0.4223487675189972,0.16502025723457336,-0.04624466598033905,0.20191587507724762,0.4080928862094879,0.1992759108543396,0.4223487675189972,0.2027607560157776,0.41827285289764404,0.2383403480052948,0.1662289798259735,0.9999999403953552,0.4223487675189972,0.2095198929309845,0.41827285289764404,0.4223487675189972,0.22900480031967163,0.2433311939239502
the,0.6521818041801453,0.22074155509471893,0.23562853038311005,1.0,0.2285010814666748,-0.01540423184633255,0.297427237033844,0.6662389636039734,0.3159640431404114,1.0,0.24948042631149292,0.733189046382904,0.18141359090805054,0.24086274206638336,0.4223487675189972,1.0,0.2699695825576782,0.733189046382904,1.0,0.21093174815177917,0.22068053483963013
money,0.2905809283256531,0.19195285439491272,0.28367647528648376,0.2699695825576782,0.19019000232219696,0.11903500556945801,0.2056272178888321,0.2393328845500946,0.22850751876831055,0.2699695825576782,0.14866375923156738,0.23114095628261566,0.14582540094852448,0.14244017004966736,0.2095198929309845,0.2699695825576782,0.9999998807907104,0.23114095628261566,0.2699695825576782,0.37872132658958435,0.2069680541753769
of,0.5011631846427917,0.2590109705924988,0.2210283875465393,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.27202147245407104,0.5696388483047485,0.26200541853904724,0.733189046382904,0.2774850130081177,1.0,0.19887582957744598,0.14779731631278992,0.41827285289764404,0.733189046382904,0.23114095628261566,1.0,0.733189046382904,0.23458099365234375,0.1826142966747284
poor,0.2719274163246155,0.1406586617231369,0.15181174874305725,0.21093174815177917,0.17504781484603882,0.07552039623260498,0.1766938418149948,0.23408232629299164,0.15023775398731232,0.21093174815177917,0.18138150870800018,0.23458099365234375,0.059433069080114365,0.10397890210151672,0.22900480031967163,0.21093174815177917,0.37872132658958435,0.23458099365234375,0.21093174815177917,1.0,0.12937016785144806
believers,0.2795863747596741,0.1979173719882965,0.3496823012828827,0.2839444577693939,0.2997879683971405,0.07312900573015213,0.3000604212284088,0.19000054895877838,0.153980553150177,0.2839444577693939,0.27423903346061707,0.3132140040397644,0.1282956898212433,0.20659613609313965,0.2226390540599823,0.2839444577693939,0.26407358050346375,0.3132140040397644,0.2839444577693939,0.24846898019313812,0.2148078978061676
rather,0.45570456981658936,0.20808029174804688,0.29856979846954346,0.31983619928359985,0.16230367124080658,0.08959644287824631,0.26311159133911133,0.26646825671195984,0.2100244164466858,0.31983619928359985,0.06968718022108078,0.3045461177825928,0.17616872489452362,0.14117442071437836,0.30638226866722107,0.31983619928359985,0.20767952501773834,0.3045461177825928,0.31983619928359985,0.27438533306121826,0.3053998053073883
than,0.3974681496620178,0.1996273249387741,0.24236910045146942,0.3227543234825134,0.1464930772781372,0.0585811510682106,0.18243244290351868,0.3270052373409271,0.17269210517406464,0.3227543234825134,0.05383981019258499,0.33036211133003235,0.09279652684926987,0.11837384849786758,0.3028803765773773,0.3227543234825134,0.2531432509422302,0.33036211133003235,0.3227543234825134,0.23567116260528564,0.24917294085025787
with,0.46403205394744873,0.18710929155349731,0.22649817168712616,0.4223487675189972,0.16502025723457336,-0.04624466598033905,0.20191587507724762,0.4080928862094879,0.1992759108543396,0.4223487675189972,0.2027607560157776,0.41827285289764404,0.2383403480052948,0.1662289798259735,0.9999999403953552,0.4223487675189972,0.2095198929309845,0.41827285289764404,0.4223487675189972,0.22900480031967163,0.2433311939239502
his,0.32283493876457214,0.23481698334217072,0.20541681349277496,0.4394008219242096,0.27638018131256104,0.047556519508361816,0.30760571360588074,0.3598145842552185,0.17787423729896545,0.4394008219242096,0.18826808035373688,0.38364991545677185,0.25399282574653625,0.20234951376914978,0.33836179971694946,0.4394008219242096,0.3251928687095642,0.38364991545677185,0.4394008219242096,0.2804878056049347,0.18075084686279297
own,0.3863328993320465,0.1262045055627823,0.27967968583106995,0.334675133228302,0.1116369441151619,-0.0030622677877545357,0.2846611440181732,0.31893372535705566,0.22730998694896698,0.334675133228302,0.14098314940929413,0.3269667625427246,0.08069395273923874,0.13030734658241272,0.290842205286026,0.334675133228302,0.3176632821559906,0.3269667625427246,0.334675133228302,0.2464129477739334,0.1937696635723114
money,0.2905809283256531,0.19195285439491272,0.28367647528648376,0.2699695825576782,0.19019000232219696,0.11903500556945801,0.2056272178888321,0.2393328845500946,0.22850751876831055,0.2699695825576782,0.14866375923156738,0.23114095628261566,0.14582540094852448,0.14244017004966736,0.2095198929309845,0.2699695825576782,0.9999998807907104,0.23114095628261566,0.2699695825576782,0.37872132658958435,0.2069680541753769
?,0.25814583897590637,0.21227407455444336,0.42967134714126587,0.22068053483963013,0.25004681944847107,-0.023395681753754616,0.2841099798679352,0.20430970191955566,0.13549931347370148,0.22068053483963013,0.17847876250743866,0.1826142966747284,0.13592876493930817,0.11650477349758148,0.2433311939239502,0.22068053483963013,0.2069680541753769,0.1826142966747284,0.22068053483963013,0.12937016785144806,1.0
'',-0.03332270681858063,0.023389698937535286,-0.0527685172855854,0.041273195296525955,0.013694919645786285,-0.04859459400177002,-0.1100800484418869,0.07432962208986282,-0.03844011574983597,0.041273195296525955,0.03320310264825821,0.13035868108272552,0.015806615352630615,0.002555171260610223,0.07907696813344955,0.041273195296525955,0.05662612244486809,0.13035868108272552,0.041273195296525955,0.08478884398937225,0.018684765323996544
