,local,church,and,certified,are,two,types,of,what,?
in,0.2223825752735138,0.2493300437927246,0.4954058527946472,0.21843811869621277,0.3841303884983063,0.36463531851768494,0.18516337871551514,0.5696388483047485,0.30808621644973755,0.20430970191955566
other,0.2676697075366974,0.18248632550239563,0.5504306554794312,0.16905412077903748,0.5932393670082092,0.46609029173851013,0.44658762216567993,0.38583824038505554,0.341873437166214,0.24682199954986572
churches,0.2413250207901001,0.7955681681632996,0.27674582600593567,0.13359934091567993,0.29156017303466797,0.193576842546463,0.19613254070281982,0.29080384969711304,0.17877253890037537,0.19824735820293427
",",0.20673875510692596,0.2707274258136749,0.6633074283599854,0.2597894072532654,0.4062570035457611,0.35859420895576477,0.24108222126960754,0.4946078956127167,0.3087472915649414,0.31091248989105225
and,0.2468787580728531,0.1976170688867569,1.0,0.2191307097673416,0.48576638102531433,0.4671151638031006,0.3014242649078369,0.5116966962814331,0.31309178471565247,0.20544172823429108
through,0.12768027186393738,0.13149389624595642,0.3666759729385376,0.1599206030368805,0.2637137472629547,0.24710188806056976,0.14159397780895233,0.3647414743900299,0.23167094588279724,0.16913433372974396
district,0.23669587075710297,0.21484412252902985,0.23884956538677216,0.17188189923763275,0.17725017666816711,0.10431929677724838,0.07380606979131699,0.2673880457878113,0.13126243650913239,0.06725285202264786
or,0.24451059103012085,0.1717420071363449,0.4713204801082611,0.2479599416255951,0.5374364256858826,0.3349444568157196,0.41673311591148376,0.3792596757411957,0.33867141604423523,0.32389625906944275
conference,0.17762279510498047,0.19073757529258728,0.21613861620426178,0.09920614957809448,0.1676291674375534,0.18022124469280243,0.11393484473228455,0.19579021632671356,0.15329721570014954,0.11172781884670258
projects,0.1844548135995865,0.17461715638637543,0.3284114897251129,0.17224614322185516,0.31792762875556946,0.21135632693767548,0.21503201127052307,0.21610960364341736,0.28646913170814514,0.3193145990371704
and,0.2468787580728531,0.1976170688867569,1.0,0.2191307097673416,0.48576638102531433,0.4671151638031006,0.3014242649078369,0.5116966962814331,0.31309178471565247,0.20544172823429108
programs,0.20532667636871338,0.1293441206216812,0.334749311208725,0.24265074729919434,0.25339001417160034,0.2408328801393509,0.28454047441482544,0.18037469685077667,0.23178155720233917,0.16452431678771973
.,0.26217252016067505,0.28898224234580994,0.588965117931366,0.20717774331569672,0.3452940285205841,0.3524959683418274,0.2097296416759491,0.5352458953857422,0.3567904531955719,0.4130953550338745
