,what,can,scales,and,spring,balances,measure,between,two,forces,by,using,static,equilibrium,?
measuring,0.2584631145000458,0.3260248303413391,0.3798896372318268,0.2606194317340851,0.1364595592021942,0.37677693367004395,0.8148848414421082,0.25078046321868896,0.21583344042301178,0.13081514835357666,0.26682478189468384,0.38209107518196106,0.21084050834178925,0.3984009027481079,0.16787901520729065
forces,0.2112482488155365,0.15958181023597717,0.1334642916917801,0.26456665992736816,0.22854956984519958,0.3002159297466278,0.12168500572443008,0.252635657787323,0.20150142908096313,1.0,0.294624388217926,0.13638299703598022,0.23756571114063263,0.3022625148296356,0.16984491050243378
",",0.3087472915649414,0.3139454126358032,0.20530836284160614,0.6633074283599854,0.30197975039482117,0.16819903254508972,0.18738344311714172,0.27714940905570984,0.35859420895576477,0.2544684410095215,0.3680937886238098,0.27050045132637024,0.22661300003528595,0.14206244051456451,0.31091248989105225
using,0.27984681725502014,0.5030062794685364,0.2756634056568146,0.33157408237457275,0.16239050030708313,0.2899578809738159,0.3568316698074341,0.19968627393245697,0.22335101664066315,0.13638299703598022,0.349493145942688,1.0,0.26531320810317993,0.20239876210689545,0.2804589569568634
simple,0.4218197166919708,0.42645159363746643,0.3113800883293152,0.26203423738479614,0.12403792887926102,0.2698209583759308,0.28287914395332336,0.16621260344982147,0.2620272636413574,0.1677754521369934,0.18426847457885742,0.4318058490753174,0.29008620977401733,0.2765180170536041,0.4614735543727875
devices,0.2216251939535141,0.42616787552833557,0.2809925079345703,0.22865693271160126,0.14776326715946198,0.34969910979270935,0.33838990330696106,0.17212556302547455,0.1855928897857666,0.21185025572776794,0.20128019154071808,0.4120612144470215,0.35201090574264526,0.31560018658638,0.10574188083410263
such,0.23989605903625488,0.396209716796875,0.26295167207717896,0.44540345668792725,0.191105917096138,0.3380987346172333,0.29481056332588196,0.17754530906677246,0.29377371072769165,0.11777441203594208,0.2736194431781769,0.3525872826576233,0.17056797444820404,0.23732414841651917,0.17851735651493073
as,0.31749409437179565,0.3245031237602234,0.24312184751033783,0.49487000703811646,0.2178656905889511,0.25872719287872314,0.25576961040496826,0.22009976208209991,0.3029302954673767,0.1724308878183365,0.3815547823905945,0.31195345520973206,0.18605658411979675,0.24266622960567474,0.27043893933296204
weighing,0.20286084711551666,0.3037821054458618,0.33069249987602234,0.2437693029642105,0.22436873614788055,0.33510833978652954,0.4512026906013489,0.21008355915546417,0.1972200721502304,0.15361258387565613,0.1395287662744522,0.2525634765625,0.17369911074638367,0.2610738277435303,0.212739497423172
scales,0.21063478291034698,0.31063151359558105,1.0000001192092896,0.26415589451789856,0.1508656144142151,0.31085917353630066,0.3385189473628998,0.22048762440681458,0.2346077412366867,0.1334642916917801,0.11127997189760208,0.2756634056568146,0.18074560165405273,0.33470845222473145,0.1905987411737442
and,0.31309178471565247,0.3675691485404968,0.26415589451789856,1.0,0.2709653973579407,0.2764468491077423,0.23739957809448242,0.40645647048950195,0.4671151638031006,0.26456665992736816,0.4289871156215668,0.33157408237457275,0.20515210926532745,0.21893297135829926,0.20544172823429108
spring,0.17833508551120758,0.16995148360729218,0.1508656144142151,0.2709653973579407,1.0,0.1629590541124344,0.1374126374721527,0.13238631188869476,0.19002436101436615,0.22854956984519958,0.19083847105503082,0.16239050030708313,0.14502711594104767,0.18468539416790009,0.06767474114894867
balances,0.2503637671470642,0.34205979108810425,0.31085917353630066,0.2764468491077423,0.1629590541124344,1.0000001192092896,0.40633314847946167,0.30356329679489136,0.2884531319141388,0.3002159297466278,0.22542205452919006,0.2899578809738159,0.2853497564792633,0.5131465196609497,0.1954762190580368
.,0.3567904531955719,0.35783761739730835,0.228267639875412,0.588965117931366,0.2571665942668915,0.23306849598884583,0.23919615149497986,0.30295518040657043,0.3524959683418274,0.21802116930484772,0.3936232924461365,0.3629456162452698,0.21329167485237122,0.17446868121623993,0.4130953550338745
,what,can,scales,and,spring,balances,measure,between,two,forces,by,using,static,equilibrium,?
for,0.3017193675041199,0.35690054297447205,0.17978477478027344,0.5064792633056641,0.18597541749477386,0.21647389233112335,0.26243719458580017,0.24671313166618347,0.34734001755714417,0.14048048853874207,0.3248702883720398,0.3806014060974121,0.1698531210422516,0.15439000725746155,0.264628142118454
example,0.3456268310546875,0.5023694038391113,0.3128075897693634,0.35305824875831604,0.14610475301742554,0.2837877571582794,0.3361307978630066,0.23803876340389252,0.2711022198200226,0.17236046493053436,0.29030951857566833,0.43948763608932495,0.1657022386789322,0.33812153339385986,0.30374911427497864
",",0.3087472915649414,0.3139454126358032,0.20530836284160614,0.6633074283599854,0.30197975039482117,0.16819903254508972,0.18738344311714172,0.27714940905570984,0.35859420895576477,0.2544684410095215,0.3680937886238098,0.27050045132637024,0.22661300003528595,0.14206244051456451,0.31091248989105225
an,0.2821882665157318,0.23671309649944305,0.1297268122434616,0.2838519215583801,0.1161954402923584,0.2016690969467163,0.21397879719734192,0.18003802001476288,0.1867314726114273,0.16929563879966736,0.2719563841819763,0.2321343868970871,0.2508057653903961,0.1595039665699005,0.19793890416622162
object,0.25733083486557007,0.39869454503059387,0.2736557126045227,0.17470528185367584,0.14848770201206207,0.2614702880382538,0.3586753010749817,0.18342798948287964,0.12479433417320251,0.23975132405757904,0.20415794849395752,0.32528451085090637,0.33535662293434143,0.35747334361076355,0.19573666155338287
suspended,0.15452195703983307,0.11259385943412781,0.1267361342906952,0.2007519155740738,0.22717195749282837,0.19763757288455963,0.12047049403190613,0.12867797911167145,0.24621769785881042,0.23840104043483734,0.2345827966928482,0.20600447058677673,0.19428607821464539,0.11406204849481583,0.13118882477283478
on,0.34226128458976746,0.2772369682788849,0.23945091664791107,0.4077630043029785,0.15691092610359192,0.22312793135643005,0.1926666796207428,0.3335416913032532,0.3205535411834717,0.220676988363266,0.33887791633605957,0.29792529344558716,0.24561046063899994,0.12250214070081711,0.2714994251728058
a,0.3320399522781372,0.3915780484676361,0.22156277298927307,0.3739250600337982,0.23113512992858887,0.2853788435459137,0.2953258156776428,0.29385313391685486,0.3289857804775238,0.17848460376262665,0.32094135880470276,0.32226553559303284,0.21898198127746582,0.1780584305524826,0.23916715383529663
vertical,0.20163756608963013,0.2667590379714966,0.24295368790626526,0.2652427852153778,0.2058374583721161,0.2587340772151947,0.2739439010620117,0.24466469883918762,0.24972742795944214,0.16728900372982025,0.18093068897724152,0.2770143747329712,0.22464685142040253,0.25794053077697754,0.18911753594875336
spring,0.17833508551120758,0.16995148360729218,0.1508656144142151,0.2709653973579407,1.0,0.1629590541124344,0.1374126374721527,0.13238631188869476,0.19002436101436615,0.22854956984519958,0.19083847105503082,0.16239050030708313,0.14502711594104767,0.18468539416790009,0.06767474114894867
scale,0.23262472450733185,0.2368229180574417,0.6939630508422852,0.23044463992118835,0.15794938802719116,0.24483153223991394,0.4164413809776306,0.1913938969373703,0.15739145874977112,0.12778279185295105,0.14915348589420319,0.3060125708580017,0.2075386494398117,0.3468244969844818,0.21142835915088654
experiences,0.36542099714279175,0.29109683632850647,0.15745584666728973,0.2785464823246002,0.22626586258411407,0.3478739857673645,0.24599915742874146,0.2538701891899109,0.22487914562225342,0.22460998594760895,0.22079195082187653,0.17761696875095367,0.21299511194229126,0.283844918012619,0.17054305970668793
the,0.42745697498321533,0.312528520822525,0.21475687623023987,0.5171257257461548,0.316989928483963,0.29917407035827637,0.2528008222579956,0.39067012071609497,0.43858039379119873,0.3134811818599701,0.4408751428127289,0.28364112973213196,0.13053004443645477,0.18578028678894043,0.22068053483963013
force,0.16915984451770782,0.18594154715538025,0.14563973248004913,0.24372100830078125,0.17592529952526093,0.3177375793457031,0.2292986810207367,0.21681782603263855,0.22581329941749573,0.6498695015907288,0.24997374415397644,0.21101342141628265,0.3494165241718292,0.3252686560153961,0.1650998443365097
of,0.33290785551071167,0.2603091299533844,0.2164524644613266,0.5116966962814331,0.2455621361732483,0.27821409702301025,0.22469913959503174,0.3737983703613281,0.37726253271102905,0.3090144991874695,0.3646814823150635,0.24298200011253357,0.16022148728370667,0.18700768053531647,0.1826142966747284
gravity,0.259439080953598,0.26893362402915955,0.3435637354850769,0.20030911266803741,0.19993507862091064,0.31529614329338074,0.34437987208366394,0.1609266698360443,0.19044709205627441,0.3447420299053192,0.2337358593940735,0.21849122643470764,0.28758731484413147,0.45444604754447937,0.18354056775569916
acting,0.2151678204536438,0.12127236276865005,0.14387646317481995,0.2282276749610901,0.13608931005001068,0.1532038003206253,0.12785610556602478,0.08615472912788391,0.14826108515262604,0.20813055336475372,0.17587925493717194,0.2268296182155609,0.1782492846250534,0.1407441943883896,0.15597198903560638
on,0.34226128458976746,0.2772369682788849,0.23945091664791107,0.4077630043029785,0.15691092610359192,0.22312793135643005,0.1926666796207428,0.3335416913032532,0.3205535411834717,0.220676988363266,0.33887791633605957,0.29792529344558716,0.24561046063899994,0.12250214070081711,0.2714994251728058
the,0.42745697498321533,0.312528520822525,0.21475687623023987,0.5171257257461548,0.316989928483963,0.29917407035827637,0.2528008222579956,0.39067012071609497,0.43858039379119873,0.3134811818599701,0.4408751428127289,0.28364112973213196,0.13053004443645477,0.18578028678894043,0.22068053483963013
object,0.25733083486557007,0.39869454503059387,0.2736557126045227,0.17470528185367584,0.14848770201206207,0.2614702880382538,0.3586753010749817,0.18342798948287964,0.12479433417320251,0.23975132405757904,0.20415794849395752,0.32528451085090637,0.33535662293434143,0.35747334361076355,0.19573666155338287
balanced,0.29257306456565857,0.31451746821403503,0.2796609401702881,0.2551864683628082,0.16758714616298676,0.8153603672981262,0.39796119928359985,0.2418263852596283,0.27131423354148865,0.22335949540138245,0.25293096899986267,0.2794420123100281,0.3145863711833954,0.4723474979400635,0.24327316880226135
by,0.2455483376979828,0.29642900824546814,0.11127997189760208,0.4289871156215668,0.19083847105503082,0.22542205452919006,0.2567248046398163,0.28115302324295044,0.33852577209472656,0.294624388217926,1.0000001192092896,0.349493145942688,0.20874249935150146,0.1854620724916458,0.17966607213020325
a,0.3320399522781372,0.3915780484676361,0.22156277298927307,0.3739250600337982,0.23113512992858887,0.2853788435459137,0.2953258156776428,0.29385313391685486,0.3289857804775238,0.17848460376262665,0.32094135880470276,0.32226553559303284,0.21898198127746582,0.1780584305524826,0.23916715383529663
force,0.16915984451770782,0.18594154715538025,0.14563973248004913,0.24372100830078125,0.17592529952526093,0.3177375793457031,0.2292986810207367,0.21681782603263855,0.22581329941749573,0.6498695015907288,0.24997374415397644,0.21101342141628265,0.3494165241718292,0.3252686560153961,0.1650998443365097
applied,0.1944669634103775,0.24775297939777374,0.20791326463222504,0.26963624358177185,0.16731087863445282,0.2147751748561859,0.345078706741333,0.1714022010564804,0.12550276517868042,0.19343824684619904,0.2536679208278656,0.36817920207977295,0.24337700009346008,0.3295544981956482,0.15585725009441376
by,0.2455483376979828,0.29642900824546814,0.11127997189760208,0.4289871156215668,0.19083847105503082,0.22542205452919006,0.2567248046398163,0.28115302324295044,0.33852577209472656,0.294624388217926,1.0000001192092896,0.349493145942688,0.20874249935150146,0.1854620724916458,0.17966607213020325
the,0.42745697498321533,0.312528520822525,0.21475687623023987,0.5171257257461548,0.316989928483963,0.29917407035827637,0.2528008222579956,0.39067012071609497,0.43858039379119873,0.3134811818599701,0.4408751428127289,0.28364112973213196,0.13053004443645477,0.18578028678894043,0.22068053483963013
``,0.008517155423760414,0.12428006529808044,0.250198096036911,0.036644238978624344,0.046201545745134354,0.07914050668478012,0.10609804093837738,0.08136986941099167,0.07021170109510422,0.10580282658338547,-0.030704375356435776,0.09494099766016006,0.005771131720393896,0.1444859355688095,0.0685480609536171
spring,0.17833508551120758,0.16995148360729218,0.1508656144142151,0.2709653973579407,1.0,0.1629590541124344,0.1374126374721527,0.13238631188869476,0.19002436101436615,0.22854956984519958,0.19083847105503082,0.16239050030708313,0.14502711594104767,0.18468539416790009,0.06767474114894867
reaction,0.304030179977417,0.24667921662330627,0.15050336718559265,0.16340170800685883,0.17563505470752716,0.36630168557167053,0.27364492416381836,0.20636244118213654,0.2405363768339157,0.23491306602954865,0.28173506259918213,0.2308148741722107,0.26761314272880554,0.4926835894584656,0.2138621062040329
force,0.16915984451770782,0.18594154715538025,0.14563973248004913,0.24372100830078125,0.17592529952526093,0.3177375793457031,0.2292986810207367,0.21681782603263855,0.22581329941749573,0.6498695015907288,0.24997374415397644,0.21101342141628265,0.3494165241718292,0.3252686560153961,0.1650998443365097
'',0.08143015950918198,0.008988718502223492,0.03415177762508392,0.021612688899040222,-0.0413866862654686,0.1284998655319214,0.07636073231697083,0.060806289315223694,-0.004284570459276438,-0.10743251442909241,-0.010275691747665405,0.051351990550756454,0.013865449465811253,0.013666233979165554,0.018684765323996544
",",0.3087472915649414,0.3139454126358032,0.20530836284160614,0.6633074283599854,0.30197975039482117,0.16819903254508972,0.18738344311714172,0.27714940905570984,0.35859420895576477,0.2544684410095215,0.3680937886238098,0.27050045132637024,0.22661300003528595,0.14206244051456451,0.31091248989105225
which,0.5261979103088379,0.41132649779319763,0.3087897300720215,0.506277859210968,0.27556076645851135,0.368548184633255,0.3194787800312042,0.395174115896225,0.4674137234687805,0.2267666757106781,0.40543368458747864,0.43351176381111145,0.28195062279701233,0.23704472184181213,0.25814583897590637
equals,0.20731981098651886,0.28332915902137756,0.2622837424278259,0.2567470073699951,0.09976527839899063,0.38926181197166443,0.3543575406074524,0.28645190596580505,0.282351016998291,0.22904905676841736,0.14553001523017883,0.25030744075775146,0.23073598742485046,0.4362355172634125,0.1813974380493164
the,0.42745697498321533,0.312528520822525,0.21475687623023987,0.5171257257461548,0.316989928483963,0.29917407035827637,0.2528008222579956,0.39067012071609497,0.43858039379119873,0.3134811818599701,0.4408751428127289,0.28364112973213196,0.13053004443645477,0.18578028678894043,0.22068053483963013
object,0.25733083486557007,0.39869454503059387,0.2736557126045227,0.17470528185367584,0.14848770201206207,0.2614702880382538,0.3586753010749817,0.18342798948287964,0.12479433417320251,0.23975132405757904,0.20415794849395752,0.32528451085090637,0.33535662293434143,0.35747334361076355,0.19573666155338287
's,0.02692362666130066,-0.02075597457587719,-0.005686275660991669,0.06895173341035843,0.03135906532406807,0.044314973056316376,0.004309619776904583,0.006096371449530125,0.038143858313560486,0.011176351457834244,-0.010884488001465797,-0.029558077454566956,-0.044391561299562454,-0.016616325825452805,-0.023395681753754616
weight,0.20223349332809448,0.3051937520503998,0.2821309566497803,0.20614244043827057,0.20228958129882812,0.33710092306137085,0.3934795558452606,0.15102319419384003,0.1523076295852661,0.14378707110881805,0.1414179503917694,0.24440085887908936,0.25411805510520935,0.3101290464401245,0.18111222982406616
.,0.3567904531955719,0.35783761739730835,0.228267639875412,0.588965117931366,0.2571665942668915,0.23306849598884583,0.23919615149497986,0.30295518040657043,0.3524959683418274,0.21802116930484772,0.3936232924461365,0.3629456162452698,0.21329167485237122,0.17446868121623993,0.4130953550338745
