,how,many,native,american,people,resided,in,fresno,in,2010,?
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.202372208237648,0.30758509039878845,0.18634183704853058,0.11144528537988663,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
african,0.12331631779670715,0.22003071010112762,0.3269507884979248,0.5030965805053711,0.15656650066375732,0.11627905070781708,0.2008972465991974,0.17797847092151642,0.2008972465991974,0.28971007466316223,0.11862778663635254
american,0.22688741981983185,0.22814549505710602,0.2569926083087921,1.0000001192092896,0.11335212737321854,0.1534324586391449,0.22871561348438263,0.31123173236846924,0.22871561348438263,0.11737722158432007,0.18877598643302917
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
"8,525",0.06843973696231842,0.19094036519527435,0.18610168993473053,0.16159756481647491,0.12727054953575134,0.15319743752479553,0.16863174736499786,0.1373477280139923,0.16863174736499786,0.1138659194111824,0.018970271572470665
(,0.1676948219537735,0.1455259770154953,0.18371321260929108,0.3044136166572571,0.17817604541778564,0.1014781966805458,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
1.7,0.0628296360373497,0.005764469970017672,0.03386238217353821,0.30584126710891724,0.02850639447569847,0.1569979190826416,0.12970703840255737,0.21760232746601105,0.12970703840255737,-0.051192305982112885,0.13580046594142914
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.202372208237648,0.30758509039878845,0.18634183704853058,0.11144528537988663,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
native,0.14082223176956177,0.28211280703544617,1.0,0.2569926083087921,0.2892271876335144,0.25382331013679504,0.24378694593906403,0.23129141330718994,0.24378694593906403,0.2957040071487427,0.1457047313451767
american,0.22688741981983185,0.22814549505710602,0.2569926083087921,1.0000001192092896,0.11335212737321854,0.1534324586391449,0.22871561348438263,0.31123173236846924,0.22871561348438263,0.11737722158432007,0.18877598643302917
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
"62,528",-0.16810066998004913,-0.2097480744123459,-0.208496555685997,-0.061827026307582855,-0.11109187453985214,0.06495531648397446,-0.017851850017905235,0.08557307720184326,-0.017851850017905235,0.036481063812971115,-0.03982827067375183
(,0.1676948219537735,0.1455259770154953,0.18371321260929108,0.3044136166572571,0.17817604541778564,0.1014781966805458,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
12.6,-0.24755047261714935,-0.15583567321300507,0.0030268060509115458,-0.12174534797668457,-0.24717701971530914,-0.19345732033252716,-0.2355545610189438,-0.16534748673439026,-0.2355545610189438,-0.16123752295970917,-0.308005690574646
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.202372208237648,0.30758509039878845,0.18634183704853058,0.11144528537988663,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
asian,0.09642928838729858,0.2485659420490265,0.3235219120979309,0.3032219409942627,0.17167462408542633,0.0839204415678978,0.18836280703544617,0.13279418647289276,0.18836280703544617,0.2914843261241913,0.10526347905397415
(,0.1676948219537735,0.1455259770154953,0.18371321260929108,0.3044136166572571,0.17817604541778564,0.1014781966805458,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
3.6,-0.11823663115501404,0.019040418788790703,0.06972675770521164,-0.013762705028057098,0.14843612909317017,0.1997399628162384,0.28007227182388306,0.1721624732017517,0.28007227182388306,0.16445575654506683,-0.19496819376945496
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
hmong,0.15315653383731842,0.30470913648605347,0.2880508303642273,0.20421403646469116,0.36778005957603455,0.15883445739746094,0.220341756939888,0.20473119616508484,0.220341756939888,0.40350258350372314,0.20981226861476898
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.7,0.0628296360373497,0.005764469970017672,0.03386238217353821,0.30584126710891724,0.02850639447569847,0.1569979190826416,0.12970703840255737,0.21760232746601105,0.12970703840255737,-0.051192305982112885,0.13580046594142914
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
indian,0.11030323803424835,0.19398902356624603,0.322726309299469,0.2832375168800354,0.09898260980844498,0.1550460159778595,0.17715758085250854,0.13525521755218506,0.17715758085250854,0.2577565014362335,0.09909533709287643
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.2,0.05520414188504219,0.202179953455925,0.20636975765228271,0.1394301801919937,0.2804228365421295,0.2273920774459839,0.2198333591222763,0.15003345906734467,0.2198333591222763,0.322557657957077,0.15333291888237
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
filipino,0.11686347424983978,0.15822671353816986,0.2140427529811859,0.42611944675445557,0.1608733981847763,0.1522625833749771,0.12307817488908768,0.28926992416381836,0.12307817488908768,0.1714322417974472,0.16684114933013916
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.2,0.05520414188504219,0.202179953455925,0.20636975765228271,0.1394301801919937,0.2804228365421295,0.2273920774459839,0.2198333591222763,0.15003345906734467,0.2198333591222763,0.322557657957077,0.15333291888237
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
laotian,0.12178661674261093,0.24023371934890747,0.33825579285621643,0.21376636624336243,0.20666654407978058,0.13506253063678741,0.19044408202171326,0.1372106373310089,0.19044408202171326,0.28330084681510925,0.3075292408466339
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.0,-0.035452406853437424,-0.022331243380904198,0.08999094367027283,0.0849006325006485,0.07081282138824463,0.12000154703855515,0.20389027893543243,0.23654517531394958,0.20389027893543243,0.13450537621974945,0.0370551235973835
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
thai,0.13113921880722046,0.18487629294395447,0.1878988891839981,0.2112153023481369,0.1163146048784256,0.10517306625843048,0.17220327258110046,0.1569419503211975,0.17220327258110046,0.18661586940288544,0.15604332089424133
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.8,0.147421196103096,0.06577227264642715,-0.030991502106189728,-0.10328345745801926,-0.03428591415286064,-0.045178867876529694,0.02106883004307747,-0.05956261232495308,0.02106883004307747,-0.014547918923199177,0.08561445772647858
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
cambodian,0.1045759990811348,0.181519016623497,0.1558009386062622,0.24050037562847137,0.1570671945810318,0.0856417864561081,0.1460963785648346,0.16384297609329224,0.1460963785648346,0.1977325826883316,0.15408477187156677
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.7,0.14777623116970062,0.06559199094772339,-0.03116603195667267,-0.10326866060495377,-0.03458433970808983,-0.04475560784339905,0.020528525114059448,-0.059578102082014084,0.020528525114059448,-0.014436277560889721,0.08589237183332443
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
chinese,0.21388240158557892,0.27965980768203735,0.2611498236656189,0.2798983156681061,0.22201411426067352,0.10456231981515884,0.20821347832679749,0.10783760249614716,0.20821347832679749,0.23347966372966766,0.20843194425106049
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.5,0.11662096530199051,0.004535737447440624,-0.04753794148564339,-0.059359967708587646,-0.05621783435344696,-0.07542779296636581,0.027939535677433014,-0.021571850404143333,0.027939535677433014,-0.05123047158122063,0.12970097362995148
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
japanese,0.13902048766613007,0.20251749455928802,0.19364133477210999,0.3326369822025299,0.12749850749969482,0.07962291687726974,0.1623581349849701,0.16877061128616333,0.1623581349849701,0.12695123255252838,0.12021756172180176
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.4,0.12472651153802872,0.048305295407772064,-0.036944758147001266,-0.11046022921800613,-0.04023518040776253,-0.057911042124032974,0.01586216688156128,-0.059873323887586594,0.01586216688156128,-0.014724502339959145,0.07511142641305923
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
vietnamese,0.15397584438323975,0.23217660188674927,0.24254512786865234,0.2467806041240692,0.2522319257259369,0.03806213662028313,0.17982757091522217,0.1427117884159088,0.17982757091522217,0.22655706107616425,0.20862986147403717
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.2,0.07823733985424042,0.0034833820536732674,-0.04147898033261299,-0.1250542402267456,-0.10101484507322311,-0.03362811356782913,-0.03351614996790886,-0.08490914106369019,-0.03351614996790886,-0.05115312710404396,0.04143255949020386
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
korean,0.18516632914543152,0.2577587366104126,0.17748858034610748,0.35399341583251953,0.1336521953344345,0.12490303069353104,0.13685940206050873,0.17745114862918854,0.13685940206050873,0.2351166307926178,0.1996629685163498
),0.17939934134483337,0.16602720320224762,0.202372208237648,0.30758509039878845,0.18634183704853058,0.11144528537988663,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
849,0.06527117639780045,0.008006326854228973,0.13199566304683685,0.3659781515598297,-0.026288101449608803,-0.05195397138595581,0.06285666674375534,0.12087488174438477,0.06285666674375534,0.0033331518061459064,0.31859782338142395
(,0.1676948219537735,0.1455259770154953,0.18371321260929108,0.3044136166572571,0.17817604541778564,0.1014781966805458,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
0.2,0.07823733985424042,0.0034833820536732674,-0.04147898033261299,-0.1250542402267456,-0.10101484507322311,-0.03362811356782913,-0.03351614996790886,-0.08490914106369019,-0.03351614996790886,-0.05115312710404396,0.04143255949020386
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.202372208237648,0.30758509039878845,0.18634183704853058,0.11144528537988663,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
pacific,0.11169099807739258,0.19013962149620056,0.27421602606773376,0.2746988534927368,0.1676480919122696,0.08148595690727234,0.19652380049228668,0.34335553646087646,0.19652380049228668,0.20197948813438416,0.13060949742794037
islander,0.14643776416778564,0.19551847875118256,0.3141895532608032,0.2990224063396454,0.26738065481185913,0.16639553010463715,0.2078763097524643,0.24990227818489075,0.2078763097524643,0.30532997846603394,0.18424275517463684
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
"111,984",0.11228210479021072,0.24660739302635193,0.15025164186954498,0.07473108172416687,0.2077413648366928,-0.04691580682992935,0.12783128023147583,-0.007525671273469925,0.12783128023147583,0.03025568090379238,0.048017214983701706
(,0.1676948219537735,0.1455259770154953,0.18371321260929108,0.3044136166572571,0.17817604541778564,0.1014781966805458,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
22.6,-0.0030124615877866745,0.037976089864969254,-0.07805322855710983,-0.18836981058120728,0.06979167461395264,0.0018544315826147795,-0.01829403080046177,0.040210992097854614,-0.01829403080046177,-0.043607790023088455,-0.015966175124049187
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.202372208237648,0.30758509039878845,0.18634183704853058,0.11144528537988663,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
from,0.22939439117908478,0.33099696040153503,0.21972554922103882,0.20110583305358887,0.30292633175849915,0.2555878162384033,0.4274188280105591,0.26358702778816223,0.4274188280105591,0.21823202073574066,0.19969791173934937
other,0.3591516315937042,0.6324484348297119,0.2919522821903229,0.2411116361618042,0.39234280586242676,0.21369525790214539,0.39989137649536133,0.14004750549793243,0.39989137649536133,0.2974168360233307,0.24682199954986572
races,0.10291893780231476,0.2152329981327057,0.24710041284561157,0.20171375572681427,0.2456410974264145,0.17066645622253418,0.20279844105243683,0.1859075427055359,0.20279844105243683,0.2516736686229706,0.12153562903404236
",",0.22659391164779663,0.40610817074775696,0.30732813477516174,0.3048616647720337,0.36644625663757324,0.2688181400299072,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.26731550693511963,0.32290002703666687,0.3016039729118347,0.31492555141448975,0.4954058527946472,0.21513071656227112,0.4954058527946472,0.27321958541870117,0.20544172823429108
"24,513",0.03573441505432129,0.16032525897026062,0.08825375884771347,-0.006363559979945421,0.019792530685663223,0.16310913860797882,0.0872686356306076,0.036867689341306686,0.0872686356306076,0.1317775994539261,-0.0646880567073822
(,0.1676948219537735,0.1455259770154953,0.18371321260929108,0.3044136166572571,0.17817604541778564,0.1014781966805458,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
5.0,-0.10232453793287277,-0.04963821917772293,0.008935699239373207,-0.09416770935058594,0.08194440603256226,-0.0490129292011261,0.034117985516786575,0.021021749824285507,0.034117985516786575,0.056631334125995636,-0.13750655949115753
%,0.1237400695681572,0.24948352575302124,0.32014983892440796,0.06834287941455841,0.26192399859428406,0.1455192118883133,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.17939934134483337,0.16602720320224762,0.202372208237648,0.30758509039878845,0.18634183704853058,0.11144528537988663,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
from,0.22939439117908478,0.33099696040153503,0.21972554922103882,0.20110583305358887,0.30292633175849915,0.2555878162384033,0.4274188280105591,0.26358702778816223,0.4274188280105591,0.21823202073574066,0.19969791173934937
two,0.2499001920223236,0.5147606730461121,0.14677639305591583,0.18351642787456512,0.16884666681289673,0.23058925569057465,0.36463531851768494,0.17640221118927002,0.36463531851768494,0.1984543651342392,0.19645625352859497
or,0.3378981947898865,0.36905089020729065,0.23914238810539246,0.15763404965400696,0.335800439119339,0.23158186674118042,0.3586423695087433,0.16191594302654266,0.3586423695087433,0.22861367464065552,0.32389625906944275
more,0.4319567084312439,0.48608261346817017,0.17989231646060944,0.14813844859600067,0.3351196348667145,0.18076851963996887,0.32563260197639465,0.12007031589746475,0.32563260197639465,0.26551592350006104,0.27894994616508484
races,0.10291893780231476,0.2152329981327057,0.24710041284561157,0.20171375572681427,0.2456410974264145,0.17066645622253418,0.20279844105243683,0.1859075427055359,0.20279844105243683,0.2516736686229706,0.12153562903404236
.,0.3287222981452942,0.3974229395389557,0.28723880648612976,0.29108086228370667,0.33118996024131775,0.252914160490036,0.5591574311256409,0.2480216920375824,0.5591574311256409,0.26320725679397583,0.4130953550338745
