,what,crew,sent,the,first,ever,live,images,of,the,earth,and,moon,to,earth,?
the,0.42745697498321533,0.25329816341400146,0.3010627329349518,1.0,0.49448907375335693,0.3474041819572449,0.2995128035545349,0.22232814133167267,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.23613092303276062,0.535392165184021,0.2801888585090637,0.22068053483963013
earth,0.25883176922798157,0.1996253877878189,0.14674870669841766,0.2801888585090637,0.23709720373153687,0.30730652809143066,0.201178640127182,0.23365189135074615,0.2329314798116684,0.2801888585090637,1.0,0.27524080872535706,0.5198023319244385,0.2486501932144165,1.0,0.17717236280441284
and,0.31309178471565247,0.22802916169166565,0.32548439502716064,0.5171257257461548,0.3167642652988434,0.22324110567569733,0.29040172696113586,0.1939600706100464,0.5116966962814331,0.5171257257461548,0.27524080872535706,1.0,0.2018347829580307,0.48971283435821533,0.27524080872535706,0.20544172823429108
the,0.42745697498321533,0.25329816341400146,0.3010627329349518,1.0,0.49448907375335693,0.3474041819572449,0.2995128035545349,0.22232814133167267,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.23613092303276062,0.535392165184021,0.2801888585090637,0.22068053483963013
moon,0.15898863971233368,0.24565747380256653,0.1755635142326355,0.23613092303276062,0.2546434998512268,0.14271241426467896,0.08024363964796066,0.26822155714035034,0.18815091252326965,0.23613092303276062,0.5198023319244385,0.2018347829580307,1.0,0.17707908153533936,0.5198023319244385,0.1442703753709793
back,0.2965294420719147,0.15587568283081055,0.3323052227497101,0.3612101674079895,0.26990386843681335,0.21242856979370117,0.22199426591396332,0.17448081076145172,0.23051875829696655,0.3612101674079895,0.22372058033943176,0.32774487137794495,0.17210103571414948,0.4675939381122589,0.22372058033943176,0.2397768795490265
to,0.455847829580307,0.21819929778575897,0.34694167971611023,0.535392165184021,0.3792489171028137,0.33233755826950073,0.298321396112442,0.2165423482656479,0.41548454761505127,0.535392165184021,0.2486501932144165,0.48971283435821533,0.17707908153533936,1.0,0.2486501932144165,0.29463258385658264
earth,0.25883176922798157,0.1996253877878189,0.14674870669841766,0.2801888585090637,0.23709720373153687,0.30730652809143066,0.201178640127182,0.23365189135074615,0.2329314798116684,0.2801888585090637,1.0,0.27524080872535706,0.5198023319244385,0.2486501932144165,1.0,0.17717236280441284
",",0.3087472915649414,0.2217068374156952,0.2487054318189621,0.4933079481124878,0.34503069519996643,0.2519058883190155,0.29754534363746643,0.23035936057567596,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.6633074283599854,0.18567080795764923,0.44245919585227966,0.23186853528022766,0.31091248989105225
and,0.31309178471565247,0.22802916169166565,0.32548439502716064,0.5171257257461548,0.3167642652988434,0.22324110567569733,0.29040172696113586,0.1939600706100464,0.5116966962814331,0.5171257257461548,0.27524080872535706,1.0,0.2018347829580307,0.48971283435821533,0.27524080872535706,0.20544172823429108
read,0.4041415750980377,0.07405925542116165,0.25034627318382263,0.25299927592277527,0.2440762221813202,0.20960569381713867,0.18299153447151184,0.29097530245780945,0.16905911266803741,0.25299927592277527,0.17860199511051178,0.23960065841674805,0.15069139003753662,0.3265438377857208,0.17860199511051178,0.30917879939079285
from,0.2737620174884796,0.18104949593544006,0.2365139275789261,0.40150508284568787,0.23348960280418396,0.20405036211013794,0.19593046605587006,0.22353748977184296,0.4249346852302551,0.40150508284568787,0.1997482180595398,0.3601827025413513,0.1715833693742752,0.4069952368736267,0.1997482180595398,0.19969791173934937
the,0.42745697498321533,0.25329816341400146,0.3010627329349518,1.0,0.49448907375335693,0.3474041819572449,0.2995128035545349,0.22232814133167267,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.23613092303276062,0.535392165184021,0.2801888585090637,0.22068053483963013
creation,0.2653278112411499,0.14021015167236328,0.1335902363061905,0.34625571966171265,0.24566496908664703,0.20015594363212585,0.11588981747627258,0.2189176231622696,0.35750406980514526,0.34625571966171265,0.2191527783870697,0.22428621351718903,0.22463680803775787,0.28549936413764954,0.2191527783870697,0.2407430112361908
story,0.3410749137401581,0.16834859549999237,0.1500961184501648,0.2915393114089966,0.29524773359298706,0.20899046957492828,0.2287658005952835,0.1650862693786621,0.2687002420425415,0.2915393114089966,0.19783428311347961,0.22456516325473785,0.260027140378952,0.2319863736629486,0.19783428311347961,0.2304346114397049
in,0.30808621644973755,0.18897703289985657,0.25609636306762695,0.6662389636039734,0.4127444326877594,0.31014615297317505,0.3068392276763916,0.1735273003578186,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.4954058527946472,0.1284755915403366,0.45010748505592346,0.18566735088825226,0.20430970191955566
the,0.42745697498321533,0.25329816341400146,0.3010627329349518,1.0,0.49448907375335693,0.3474041819572449,0.2995128035545349,0.22232814133167267,0.733189046382904,1.0,0.2801888585090637,0.5171257257461548,0.23613092303276062,0.535392165184021,0.2801888585090637,0.22068053483963013
book,0.2872225046157837,0.12164407968521118,0.18282540142536163,0.2652374505996704,0.28297871351242065,0.18238618969917297,0.07700134068727493,0.16816246509552002,0.22602593898773193,0.2652374505996704,0.25950729846954346,0.28024056553840637,0.18802861869335175,0.20275522768497467,0.25950729846954346,0.20572158694267273
of,0.33290785551071167,0.20427432656288147,0.28923630714416504,0.733189046382904,0.3536086082458496,0.22901833057403564,0.27734068036079407,0.2139289528131485,1.0,0.733189046382904,0.2329314798116684,0.5116966962814331,0.18815091252326965,0.41548454761505127,0.2329314798116684,0.1826142966747284
genesis,0.27655747532844543,0.16730278730392456,0.1208922266960144,0.2291790246963501,0.33678728342056274,0.16217802464962006,0.14206139743328094,0.16389356553554535,0.16213548183441162,0.2291790246963501,0.35389259457588196,0.15338657796382904,0.3185194432735443,0.1967007964849472,0.35389259457588196,0.2113482803106308
",",0.3087472915649414,0.2217068374156952,0.2487054318189621,0.4933079481124878,0.34503069519996643,0.2519058883190155,0.29754534363746643,0.23035936057567596,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.6633074283599854,0.18567080795764923,0.44245919585227966,0.23186853528022766,0.31091248989105225
on,0.34226128458976746,0.24291740357875824,0.21862196922302246,0.5107308030128479,0.3120559751987457,0.30485501885414124,0.24591919779777527,0.24004612863063812,0.3966929316520691,0.5107308030128479,0.20645220577716827,0.4077630043029785,0.20249907672405243,0.41031414270401,0.20645220577716827,0.2714994251728058
christmas,0.2578675448894501,0.15419574081897736,0.16254578530788422,0.2044597715139389,0.22545620799064636,0.2468012273311615,0.22054147720336914,0.20576319098472595,0.14198152720928192,0.2044597715139389,0.21245045959949493,0.1769854575395584,0.15767796337604523,0.17153602838516235,0.21245045959949493,0.23817040026187897
eve,0.20910058915615082,0.15119856595993042,0.053301479667425156,0.21724742650985718,0.23383386433124542,0.24459072947502136,0.1712210476398468,0.14088748395442963,0.11783141642808914,0.21724742650985718,0.13806703686714172,0.20105350017547607,0.1699143350124359,0.17965903878211975,0.13806703686714172,0.23469486832618713
",",0.3087472915649414,0.2217068374156952,0.2487054318189621,0.4933079481124878,0.34503069519996643,0.2519058883190155,0.29754534363746643,0.23035936057567596,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.6633074283599854,0.18567080795764923,0.44245919585227966,0.23186853528022766,0.31091248989105225
1968,-0.07854823768138885,0.013047114945948124,0.02299731969833374,0.07431387901306152,-0.03741158917546272,0.02672629989683628,0.026874778792262077,-0.02541275881230831,0.09872698038816452,0.07431387901306152,-0.012394962832331657,0.06726996600627899,-0.07458163052797318,0.06488213688135147,-0.012394962832331657,-0.08543776720762253
.,0.3567904531955719,0.24222686886787415,0.27534595131874084,0.5934505462646484,0.4345304071903229,0.3149608373641968,0.32964062690734863,0.20531399548053741,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.588965117931366,0.2040150910615921,0.4645031690597534,0.2542925775051117,0.4130953550338745
