,what,is,an,example,of,illegal,disobedience,?
e.g,0.044121697545051575,0.02077377215027809,-0.004047596361488104,0.0737188458442688,0.017287904396653175,0.04054246470332146,-0.0022814455442130566,-0.03681480139493942
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.20234015583992004,0.2603943943977356,0.4130953550338745
,what,is,an,example,of,illegal,disobedience,?
bedau,0.1564604640007019,0.23747612535953522,0.17082901298999786,0.13752073049545288,0.29930275678634644,0.11595591902732849,0.29452526569366455,0.1762317717075348
also,0.42747777700424194,0.5012649297714233,0.36835694313049316,0.4438605010509491,0.4924938678741455,0.3030167818069458,0.30266615748405457,0.21848613023757935
notes,0.19507816433906555,0.18739700317382812,0.12772762775421143,0.2037847936153412,0.13280174136161804,0.14721733331680298,0.11750734597444534,0.23920853435993195
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.20470735430717468,0.2878543734550476,0.31091248989105225
though,0.4089210331439972,0.3265945613384247,0.22405017912387848,0.2817342281341553,0.37307101488113403,0.293835312128067,0.25921431183815,0.3188856542110443
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.20470735430717468,0.2878543734550476,0.31091248989105225
that,0.6297725439071655,0.3995479643344879,0.365763783454895,0.429897665977478,0.41498205065727234,0.30866581201553345,0.3551425039768219,0.32716336846351624
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
very,0.37053924798965454,0.3671363294124603,0.2752308249473572,0.37579405307769775,0.34437474608421326,0.15773266553878784,0.24428260326385498,0.20864155888557434
harmlessness,0.35575491189956665,0.28497883677482605,0.20697064697742462,0.35559970140457153,0.27554431557655334,0.30119359493255615,0.40650513768196106,0.2799035906791687
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.19375135004520416,0.31932318210601807,0.1826142966747284
such,0.23989605903625488,0.23545363545417786,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.3021989166736603,0.20085255801677704,0.17851735651493073
entirely,0.38249561190605164,0.36407458782196045,0.25412383675575256,0.21998658776283264,0.2849496901035309,0.2055489718914032,0.2544534206390381,0.19651781022548676
symbolic,0.2530723214149475,0.2213144153356552,0.20290116965770721,0.33387699723243713,0.37559205293655396,0.14887487888336182,0.301830917596817,0.1387629508972168
illegal,0.21956031024456024,0.17237605154514313,0.1913483887910843,0.3038743734359741,0.19375135004520416,1.0,0.35090160369873047,0.1562941074371338
protests,0.15672723948955536,0.1474403291940689,0.18079403042793274,0.1309085637331009,0.24181179702281952,0.30630549788475037,0.4980515241622925,0.18455082178115845
toward,0.2619364559650421,0.20858484506607056,0.15470409393310547,0.21336479485034943,0.25209522247314453,0.1838081032037735,0.2830926775932312,0.09989774227142334
public,0.1729622185230255,0.1980048567056656,0.19681620597839355,0.14509497582912445,0.2391265481710434,0.28737348318099976,0.3216745853424072,0.19872993230819702
policy,0.3869883120059967,0.15952111780643463,0.19907741248607635,0.1952272653579712,0.24393197894096375,0.218474879860878,0.36744561791419983,0.30462446808815
goals,0.13392581045627594,0.08126746863126755,0.10663053393363953,0.07416308671236038,0.10088890790939331,0.12237529456615448,0.1251269429922104,0.16318443417549133
may,0.25739946961402893,0.322792649269104,0.30457955598831177,0.2943519949913025,0.26447007060050964,0.19594068825244904,0.24693389236927032,0.2768254578113556
serve,0.23061832785606384,0.22737301886081696,0.12070374935865402,0.19570226967334747,0.2656401991844177,0.1500745415687561,0.25467926263809204,0.19925682246685028
a,0.3320399522781372,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.20074772834777832,0.25352153182029724,0.23916715383529663
propaganda,0.286500483751297,0.17199662327766418,0.17506849765777588,0.2845444977283478,0.23603281378746033,0.2737797498703003,0.438597172498703,0.24190068244934082
purpose,0.33113807439804077,0.25441038608551025,0.157002791762352,0.29277855157852173,0.23855330049991608,0.27767714858055115,0.2816290855407715,0.21892647445201874
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.20234015583992004,0.2603943943977356,0.4130953550338745
,what,is,an,example,of,illegal,disobedience,?
some,0.4491020441055298,0.3038453459739685,0.2864145338535309,0.5190876126289368,0.4300730526447296,0.2960055470466614,0.28606411814689636,0.2562315762042999
civil,0.15091551840305328,0.16941262781620026,0.15803322196006775,0.2001555860042572,0.24698495864868164,0.17244401574134827,0.5442691445350647,0.1494513899087906
disobedients,0.3241478204727173,0.22793690860271454,0.24769273400306702,0.3310547173023224,0.32510921359062195,0.3693588376045227,0.8955491185188293,0.18925230205059052
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.20470735430717468,0.2878543734550476,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.3021989166736603,0.20085255801677704,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.2117311954498291,0.25773370265960693,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
proprietors,0.16715747117996216,0.21198464930057526,0.20007669925689697,0.11064517498016357,0.297958105802536,0.229914590716362,0.22025901079177856,0.10467316955327988
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.19375135004520416,0.31932318210601807,0.1826142966747284
illegal,0.21956031024456024,0.17237605154514313,0.1913483887910843,0.3038743734359741,0.19375135004520416,1.0,0.35090160369873047,0.1562941074371338
medical,0.2389855533838272,0.22198186814785004,0.2328396886587143,0.18309350311756134,0.2826511859893799,0.23356939852237701,0.26904088258743286,0.13234087824821472
cannabis,0.19893696904182434,0.2005523443222046,0.17956681549549103,0.3080833852291107,0.18103986978530884,0.5634512901306152,0.2907513380050659,0.17839333415031433
dispensaries,0.33956003189086914,0.1960088610649109,0.16387899219989777,0.2710532546043396,0.3943612575531006,0.3185043931007385,0.4805951714515686,0.2910919189453125
and,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.2925715148448944,0.3041999638080597,0.20544172823429108
voice,0.19483280181884766,0.20807290077209473,0.22315523028373718,0.19945989549160004,0.1260928511619568,0.05729091539978981,0.22009825706481934,0.17046543955802917
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.30483278632164,0.5696388483047485,0.21311107277870178,0.3054615259170532,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
wilderness,0.23615862429141998,0.1638929545879364,0.14902469515800476,0.15467897057533264,0.2411338835954666,0.11750122904777527,0.2982480525970459,0.1363435983657837
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.20470735430717468,0.2878543734550476,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.3611921966075897,0.45943138003349304,0.5011631846427917,0.25010383129119873,0.3121037483215332,0.25814583897590637
brought,0.26212388277053833,0.1763010025024414,0.17566871643066406,0.21100576221942902,0.3339962065219879,0.15047118067741394,0.26444506645202637,0.2339296191930771
medicine,0.20377366244792938,0.13468733429908752,0.15927281975746155,0.2197483479976654,0.20997224748134613,0.20563089847564697,0.16166353225708008,0.14826606214046478
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.26434260606765747,0.30665844678878784,0.29463258385658264
iraq,0.19968436658382416,0.1696840524673462,0.18860967457294464,0.19624961912631989,0.24110949039459229,0.2754470705986023,0.31236952543258667,0.13788843154907227
without,0.3181614279747009,0.22869740426540375,0.20276303589344025,0.36860889196395874,0.3081340193748474,0.29042771458625793,0.30126285552978516,0.2928665280342102
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
permission,0.29350385069847107,0.14330899715423584,0.21112602949142456,0.22899049520492554,0.20709235966205597,0.3369608521461487,0.36111751198768616,0.2520243525505066
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.19375135004520416,0.31932318210601807,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
u.s.,0.11178889125585556,-0.05269147455692291,-0.004288777709007263,0.02297166734933853,0.011562774889171124,0.018066363409161568,-0.026888160035014153,0.07886100560426712
government,0.28074538707733154,0.20343491435050964,0.15164874494075775,0.15536615252494812,0.3475167155265808,0.2657006084918976,0.39617401361465454,0.18851417303085327
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.20470735430717468,0.2878543734550476,0.31091248989105225
directly,0.3618607521057129,0.2819631099700928,0.21385347843170166,0.3266098201274872,0.2998887896537781,0.2472768872976303,0.20148561894893646,0.2187996357679367
achieve,0.2524374723434448,0.18980827927589417,0.18877805769443512,0.2581345736980438,0.24381192028522491,0.17118193209171295,0.29567745327949524,0.17526866495609283
a,0.3320399522781372,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,0.20074772834777832,0.25352153182029724,0.23916715383529663
desired,0.32847166061401367,0.19060547649860382,0.2510060966014862,0.3956006169319153,0.2489352971315384,0.18724924325942993,0.24698962271213531,0.30338212847709656
social,0.22217629849910736,0.15944984555244446,0.1521279513835907,0.22240042686462402,0.2605111300945282,0.21690398454666138,0.323582261800766,0.1615191102027893
goal,0.2571476101875305,0.20883920788764954,0.16866573691368103,0.17326121032238007,0.1838325709104538,0.20184466242790222,0.21402046084403992,0.1964566856622696
(,0.2411840260028839,0.35393038392066956,0.286407470703125,0.23614145815372467,0.35032153129577637,0.11165259033441544,0.14515410363674164,0.40561532974243164
such,0.23989605903625488,0.23545363545417786,0.2025681436061859,0.4555383324623108,0.3209529519081116,0.3021989166736603,0.20085255801677704,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.37218472361564636,0.35903409123420715,0.3886612355709076,0.2117311954498291,0.25773370265960693,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
provision,0.23705077171325684,0.18396711349487305,0.22017765045166016,0.2617509067058563,0.24258814752101898,0.32951316237449646,0.4043474793434143,0.19758205115795135
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.19375135004520416,0.31932318210601807,0.1826142966747284
medication,0.28847256302833557,0.2604193687438965,0.2268637865781784,0.36373206973075867,0.2616158723831177,0.3543376922607422,0.339354008436203,0.2275196760892868
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.26434260606765747,0.30665844678878784,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
sick,0.23248423635959625,0.13808564841747284,0.18645310401916504,0.2810540795326233,0.2389625459909439,0.32241636514663696,0.28548356890678406,0.1836603581905365
),0.26259949803352356,0.37732169032096863,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.1392718106508255,0.1570320576429367,0.42300865054130554
while,0.35511791706085205,0.2713196575641632,0.23181851208209991,0.29871246218681335,0.3366928696632385,0.29484787583351135,0.26316946744918823,0.21076419949531555
openly,0.24464668333530426,0.18584933876991272,0.18145424127578735,0.1362898051738739,0.14141330122947693,0.28769972920417786,0.3068491518497467,0.16308623552322388
breaking,0.2832198143005371,0.18105864524841309,0.19376040995121002,0.2562836706638336,0.2451951652765274,0.1704564094543457,0.3046424388885498,0.16709092259407043
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.18815846741199493,0.30963727831840515,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.17270056903362274,0.2273862659931183,0.2816956341266632,0.3386971950531006,0.3980846405029297,0.1528988480567932
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.20234015583992004,0.2603943943977356,0.4130953550338745
