,where,by,mass,is,oxygen,a,major,part,?
by,0.2641284465789795,1.0000001192092896,0.21824167668819427,0.3899846076965332,0.1292176991701126,0.32094135880470276,0.19764594733715057,0.28271573781967163,0.17966607213020325
mass,0.18837785720825195,0.21824167668819427,1.0000001192092896,0.21063528954982758,0.28330692648887634,0.21558082103729248,0.11274272203445435,0.20446710288524628,0.2076406031847
),0.20711064338684082,0.2151763141155243,0.18670302629470825,0.37732169032096863,0.19541971385478973,0.3640355169773102,0.17611342668533325,0.24734117090702057,0.42300865054130554
.,0.41390106081962585,0.3936232924461365,0.25224974751472473,0.4569662809371948,0.2554275095462799,0.50484299659729,0.3054012954235077,0.32817673683166504,0.4130953550338745
,where,by,mass,is,oxygen,a,major,part,?
oxygen,0.1672561913728714,0.1292176991701126,0.28330692648887634,0.21825239062309265,0.9999999403953552,0.21662019193172455,0.1290738582611084,0.17520982027053833,0.16786395013332367
is,0.3586711287498474,0.3899846076965332,0.21063528954982758,1.0,0.21825239062309265,0.658733606338501,0.19079607725143433,0.4582172930240631,0.22961433231830597
the,0.5003893971443176,0.4408751428127289,0.2284930944442749,0.5823672413825989,0.20428593456745148,0.5829201340675354,0.31775903701782227,0.527681291103363,0.22068053483963013
most,0.3678402900695801,0.270847886800766,0.15011264383792877,0.41165053844451904,0.21728017926216125,0.3508910834789276,0.28731590509414673,0.35998284816741943,0.2107497900724411
abundant,0.23284128308296204,0.12328586727380753,0.24218623340129852,0.28058749437332153,0.4410693645477295,0.1943012773990631,0.1984919309616089,0.23298875987529755,0.13836130499839783
chemical,0.19196319580078125,0.21947693824768066,0.2730231285095215,0.2387559562921524,0.46001601219177246,0.24089328944683075,0.16697286069393158,0.18612417578697205,0.2040288895368576
element,0.22715578973293304,0.1585245132446289,0.3031277060508728,0.3385811448097229,0.35867807269096375,0.3271445333957672,0.11222601681947708,0.23323659598827362,0.18393386900424957
by,0.2641284465789795,1.0000001192092896,0.21824167668819427,0.3899846076965332,0.1292176991701126,0.32094135880470276,0.19764594733715057,0.28271573781967163,0.17966607213020325
mass,0.18837785720825195,0.21824167668819427,1.0000001192092896,0.21063528954982758,0.28330692648887634,0.21558082103729248,0.11274272203445435,0.20446710288524628,0.2076406031847
in,0.5344807505607605,0.370934396982193,0.1766357719898224,0.5394441485404968,0.1672476977109909,0.539380669593811,0.3249945342540741,0.4499994218349457,0.20430970191955566
the,0.5003893971443176,0.4408751428127289,0.2284930944442749,0.5823672413825989,0.20428593456745148,0.5829201340675354,0.31775903701782227,0.527681291103363,0.22068053483963013
earth,0.23126177489757538,0.1861492097377777,0.23690102994441986,0.26888176798820496,0.3065866231918335,0.21121151745319366,0.18192006647586823,0.16151063144207,0.17717236280441284
's,0.0007701900321990252,-0.010884488001465797,0.022538112476468086,0.02396530658006668,-0.011648092418909073,0.04866964742541313,-0.010959804058074951,0.007562864106148481,-0.023395681753754616
biosphere,0.20180512964725494,0.15222041308879852,0.1984005868434906,0.270405650138855,0.3454684019088745,0.17744971811771393,0.21456250548362732,0.27957475185394287,0.15510359406471252
",",0.3149496018886566,0.3680937886238098,0.2439754158258438,0.4691906273365021,0.21812842786312103,0.427140474319458,0.29355156421661377,0.3376222252845764,0.31091248989105225
air,0.17073245346546173,0.19110813736915588,0.16809456050395966,0.2280944287776947,0.3506372570991516,0.23199330270290375,0.16630366444587708,0.15813080966472626,0.1491677612066269
",",0.3149496018886566,0.3680937886238098,0.2439754158258438,0.4691906273365021,0.21812842786312103,0.427140474319458,0.29355156421661377,0.3376222252845764,0.31091248989105225
sea,0.18630823493003845,0.19145366549491882,0.12069623172283173,0.22288988530635834,0.20720016956329346,0.17038485407829285,0.19465169310569763,0.19213546812534332,0.15551945567131042
and,0.43859338760375977,0.4289871156215668,0.21843883395195007,0.3859752118587494,0.22261030972003937,0.3739250600337982,0.29795366525650024,0.35301485657691956,0.20544172823429108
land,0.21639515459537506,0.2530721127986908,0.17313659191131592,0.22457899153232574,0.19648531079292297,0.247930645942688,0.12734200060367584,0.2675820291042328,0.1432059109210968
.,0.41390106081962585,0.3936232924461365,0.25224974751472473,0.4569662809371948,0.2554275095462799,0.50484299659729,0.3054012954235077,0.32817673683166504,0.4130953550338745
