,what,is,one,variable,on,which,the,running,time,may,be,contingent,?
solve,0.3072938323020935,0.21876689791679382,0.2828848958015442,0.29668453335762024,0.16527216136455536,0.21744050085544586,0.16557666659355164,0.19705837965011597,0.27471593022346497,0.18896207213401794,0.3135510981082916,0.1953137218952179,0.27457404136657715
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.30834314227104187,0.3848365545272827,0.56894451379776,0.5829201340675354,0.30176547169685364,0.3292340338230133,0.29255667328834534,0.39883795380592346,0.24649842083454132,0.23916715383529663
problem,0.42183366417884827,0.23238427937030792,0.36451512575149536,0.2821519076824188,0.19349780678749084,0.309948593378067,0.24928659200668335,0.22484801709651947,0.3373833894729614,0.2297496646642685,0.347878634929657,0.2563972473144531,0.3762950301170349
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.1934523731470108,0.28656116127967834,0.2589828372001648,0.33289089798927307,0.19851703941822052,0.28391751646995544,0.35500821471214294,0.2349044382572174,0.15535521507263184,0.40561532974243164
or,0.33867141604423523,0.41870999336242676,0.4022330939769745,0.3462861180305481,0.2897229492664337,0.5105096101760864,0.4174870550632477,0.29235610365867615,0.2774261236190796,0.399771511554718,0.5260903835296631,0.32111984491348267,0.32389625906944275
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.18287865817546844,0.5107308030128479,0.6521818041801453,1.0,0.28883472084999084,0.43061500787734985,0.2694292366504669,0.4248143136501312,0.32567715644836426,0.22068053483963013
space,0.20525942742824554,0.18578536808490753,0.2563493549823761,0.19811657071113586,0.15890881419181824,0.2025344967842102,0.24495907127857208,0.142493337392807,0.2780037522315979,0.17307262122631073,0.21281394362449646,0.15927299857139587,0.1885536164045334
required,0.2506856620311737,0.21426478028297424,0.2598664164543152,0.32856452465057373,0.193476602435112,0.33025646209716797,0.27848219871520996,0.14210912585258484,0.3149583637714386,0.24076144397258759,0.3677930235862732,0.26733240485191345,0.24962718784809113
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.18179240822792053,0.49057599902153015,0.3658004403114319,0.4933079481124878,0.24165967106819153,0.3029961884021759,0.5007920861244202,0.39254459738731384,0.2645936608314514,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4022330939769745,0.3462861180305481,0.2897229492664337,0.5105096101760864,0.4174870550632477,0.29235610365867615,0.2774261236190796,0.399771511554718,0.5260903835296631,0.32111984491348267,0.32389625906944275
any,0.43670421838760376,0.35691767930984497,0.47406086325645447,0.3448382019996643,0.2894362509250641,0.5186169743537903,0.4525727927684784,0.22953012585639954,0.3699842095375061,0.341971218585968,0.5107080936431885,0.37080708146095276,0.4113408327102661
measure,0.2807709276676178,0.2864217460155487,0.26058200001716614,0.4068167209625244,0.1926666796207428,0.3194787800312042,0.2528008222579956,0.17530113458633423,0.23244519531726837,0.19424107670783997,0.3525533676147461,0.2424742728471756,0.22092340886592865
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.1980873942375183,0.3966929316520691,0.5011631846427917,0.733189046382904,0.2329012006521225,0.35127586126327515,0.26447007060050964,0.33904364705085754,0.31769317388534546,0.1826142966747284
complexity,0.33747240900993347,0.2541271150112152,0.30865851044654846,0.40565627813339233,0.22000707685947418,0.2941568195819855,0.21171598136425018,0.18113593757152557,0.2680857479572296,0.2401694655418396,0.34982410073280334,0.30881014466285706,0.23062916100025177
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.17337962985038757,0.29937487840652466,0.2758678197860718,0.3456730246543884,0.19923414289951324,0.2857224941253662,0.3756577968597412,0.24578070640563965,0.16319230198860168,0.42300865054130554
is,0.28837618231773376,1.0,0.4544198513031006,0.2842993140220642,0.3635730445384979,0.4457404911518097,0.5823672413825989,0.23768527805805206,0.25187405943870544,0.322792649269104,0.4819129705429077,0.2019515335559845,0.22961433231830597
calculated,0.2573434114456177,0.21423059701919556,0.3097965121269226,0.41179269552230835,0.2082255333662033,0.2877553403377533,0.2651555836200714,0.15503205358982086,0.33458375930786133,0.1854235678911209,0.33703863620758057,0.18438193202018738,0.2048630565404892
as,0.31749409437179565,0.43216490745544434,0.3954789340496063,0.22872738540172577,0.36047765612602234,0.41006597876548767,0.48381632566452026,0.23864935338497162,0.3239102065563202,0.32133710384368896,0.5230465531349182,0.273147851228714,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.30834314227104187,0.3848365545272827,0.56894451379776,0.5829201340675354,0.30176547169685364,0.3292340338230133,0.29255667328834534,0.39883795380592346,0.24649842083454132,0.23916715383529663
function,0.22155974805355072,0.17586156725883484,0.22186066210269928,0.4457544982433319,0.12460551410913467,0.3040701746940613,0.2037137746810913,0.16871491074562073,0.2496948391199112,0.17717042565345764,0.23198768496513367,0.1892058402299881,0.20672395825386047
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.1980873942375183,0.3966929316520691,0.5011631846427917,0.733189046382904,0.2329012006521225,0.35127586126327515,0.26447007060050964,0.33904364705085754,0.31769317388534546,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.18287865817546844,0.5107308030128479,0.6521818041801453,1.0,0.28883472084999084,0.43061500787734985,0.2694292366504669,0.4248143136501312,0.32567715644836426,0.22068053483963013
size,0.2566739320755005,0.22983339428901672,0.23012298345565796,0.3503536581993103,0.22330769896507263,0.3073295056819916,0.2946445941925049,0.12645947933197021,0.25952205061912537,0.19432638585567474,0.28390660881996155,0.21245574951171875,0.13693112134933472
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.1980873942375183,0.3966929316520691,0.5011631846427917,0.733189046382904,0.2329012006521225,0.35127586126327515,0.26447007060050964,0.33904364705085754,0.31769317388534546,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.18287865817546844,0.5107308030128479,0.6521818041801453,1.0,0.28883472084999084,0.43061500787734985,0.2694292366504669,0.4248143136501312,0.32567715644836426,0.22068053483963013
instance,0.3862040638923645,0.33154773712158203,0.40681207180023193,0.43512386083602905,0.27506861090660095,0.45323771238327026,0.3539782464504242,0.2016104906797409,0.31412214040756226,0.22549742460250854,0.43630778789520264,0.3159407377243042,0.30205854773521423
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.18651412427425385,0.49257001280784607,0.45942068099975586,0.5934505462646484,0.27780240774154663,0.371569961309433,0.35826805233955383,0.4383580684661865,0.2678346037864685,0.4130953550338745
