,why,do,people,chose,civil,disobedience,to,protest,?
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
south,0.09886185824871063,0.17977531254291534,0.25090140104293823,0.1462426632642746,0.26806536316871643,0.2275371253490448,0.25657615065574646,0.21053571999073029,0.12336621433496475
africa,0.15285712480545044,0.21155282855033875,0.17379696667194366,0.11127785593271255,0.17994844913482666,0.24691563844680786,0.23667606711387634,0.19603542983531952,0.12926554679870605
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
fight,0.28095516562461853,0.22766068577766418,0.20937874913215637,0.25108134746551514,0.24232299625873566,0.38511529564857483,0.3154832720756531,0.26633504033088684,0.16463038325309753
against,0.21670548617839813,0.22739747166633606,0.20144562423229218,0.2065262645483017,0.22722691297531128,0.3858777582645416,0.310872346162796,0.41560912132263184,0.18095137178897858
apartheid,0.1577979028224945,0.16580145061016083,0.22347381711006165,0.15432167053222656,0.34782013297080994,0.4770008325576782,0.22097185254096985,0.48485639691352844,0.1311584711074829
",",0.2827242314815521,0.3283645510673523,0.36644625663757324,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.2963520884513855,0.31091248989105225
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
american,0.19654372334480286,0.15991057455539703,0.11335212737321854,0.18967695534229279,0.2562917470932007,0.2408485859632492,0.16338081657886505,0.1576499342918396,0.18877598643302917
civil,0.14097142219543457,0.12413616478443146,0.24625034630298615,0.11955538392066956,1.0,0.5442691445350647,0.2019355595111847,0.29364001750946045,0.1494513899087906
rights,0.17263634502887726,0.1529831737279892,0.2565329372882843,0.15275073051452637,0.4687685966491699,0.4210108518600464,0.2570022940635681,0.36833247542381287,0.21814769506454468
movement,0.18108204007148743,0.14219339191913605,0.18507449328899384,0.11504697054624557,0.24947896599769592,0.3983685374259949,0.2780168950557709,0.33877918124198914,0.1423349231481552
",",0.2827242314815521,0.3283645510673523,0.36644625663757324,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.2963520884513855,0.31091248989105225
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
singing,0.21717019379138947,0.18351194262504578,0.17921970784664154,0.1910286694765091,0.14216934144496918,0.3224974274635315,0.20086175203323364,0.2337285876274109,0.16125191748142242
revolution,0.17523181438446045,0.12635375559329987,0.22981400787830353,0.1562337875366211,0.3380163013935089,0.3442854583263397,0.18777814507484436,0.33608606457710266,0.1727980077266693
to,0.4100138247013092,0.38876664638519287,0.37275731563568115,0.33018890023231506,0.2019355595111847,0.30665844678878784,1.0,0.22359536588191986,0.29463258385658264
bring,0.3075896203517914,0.35017213225364685,0.25613003969192505,0.2408614456653595,0.24223020672798157,0.31379690766334534,0.4213464558124542,0.19518515467643738,0.250621497631073
independence,0.16213414072990417,0.17361943423748016,0.23699839413166046,0.1756563037633896,0.32815662026405334,0.40463489294052124,0.1964111477136612,0.35078027844429016,0.12301119416952133
to,0.4100138247013092,0.38876664638519287,0.37275731563568115,0.33018890023231506,0.2019355595111847,0.30665844678878784,1.0,0.22359536588191986,0.29463258385658264
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
baltic,0.07499832659959793,0.0779266282916069,0.19056643545627594,0.09519736468791962,0.13600385189056396,0.1623852550983429,0.1890144944190979,0.09841596335172653,0.06320890039205551
countries,0.17245282232761383,0.25890177488327026,0.3888087868690491,0.186969593167305,0.21527278423309326,0.31026434898376465,0.3111797273159027,0.25460001826286316,0.15128466486930847
from,0.2592364251613617,0.20424067974090576,0.30292633175849915,0.17025920748710632,0.11420916765928268,0.1641564965248108,0.4069952368736267,0.1838717758655548,0.19969791173934937
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
soviet,0.09585648030042648,0.13475793600082397,0.1977074146270752,0.08614769577980042,0.21523307263851166,0.22742103040218353,0.19090956449508667,0.260536253452301,0.08693568408489227
union,0.08109608292579651,0.1497163474559784,0.17553997039794922,0.13715197145938873,0.32730230689048767,0.30900609493255615,0.16926777362823486,0.27117425203323364,0.07797172665596008
",",0.2827242314815521,0.3283645510673523,0.36644625663757324,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.2963520884513855,0.31091248989105225
recently,0.3202669024467468,0.24662968516349792,0.17290593683719635,0.1405332088470459,0.13260480761528015,0.15481065213680267,0.36710911989212036,0.15702800452709198,0.18352322280406952
with,0.24107445776462555,0.23744353652000427,0.20958639681339264,0.17455020546913147,0.13053880631923676,0.21576236188411713,0.4239959120750427,0.14256584644317627,0.2433311939239502
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
2003,-0.20915715396404266,-0.1542314887046814,-0.1357971578836441,-0.06406411528587341,-0.0984472781419754,-0.09063290804624557,-0.1959497481584549,-0.14518049359321594,-0.17560148239135742
rose,0.09239812195301056,0.024698173627257347,0.13739429414272308,0.15744027495384216,0.14210473001003265,0.15720805525779724,0.15193326771259308,0.11481928825378418,0.11847885698080063
revolution,0.17523181438446045,0.12635375559329987,0.22981400787830353,0.1562337875366211,0.3380163013935089,0.3442854583263397,0.18777814507484436,0.33608606457710266,0.1727980077266693
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
georgia,0.10053862631320953,0.12424133718013763,0.13885754346847534,0.10627119243144989,0.16737420856952667,0.18656671047210693,0.18951797485351562,0.21744638681411743,0.14345775544643402
and,0.27806392312049866,0.276123583316803,0.3016039729118347,0.21694043278694153,0.25259146094322205,0.3041999638080597,0.48971283435821533,0.24044445157051086,0.20544172823429108
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
2004,-0.2488832026720047,-0.16404575109481812,-0.24191541969776154,0.012655126862227917,-0.0567830465734005,-0.04134608805179596,-0.3218703269958496,-0.10131039470434189,-0.15923042595386505
orange,0.08999019116163254,0.17943155765533447,0.15191654860973358,0.11737971752882004,0.11806199699640274,0.11824873834848404,0.21824884414672852,0.15666045248508453,0.1066059097647667
revolution,0.17523181438446045,0.12635375559329987,0.22981400787830353,0.1562337875366211,0.3380163013935089,0.3442854583263397,0.18777814507484436,0.33608606457710266,0.1727980077266693
in,0.23227278888225555,0.23402775824069977,0.39605680108070374,0.2265765517950058,0.26466667652130127,0.3054615259170532,0.45010748505592346,0.29343265295028687,0.20430970191955566
ukraine,0.13870768249034882,0.12073338776826859,0.1864168792963028,0.13020585477352142,0.1563154011964798,0.15224076807498932,0.15578573942184448,0.2462949901819229,0.1616296023130417
",",0.2827242314815521,0.3283645510673523,0.36644625663757324,0.2518025040626526,0.24795588850975037,0.2878543734550476,0.44245919585227966,0.2963520884513855,0.31091248989105225
among,0.22042018175125122,0.21025244891643524,0.22164304554462433,0.16956600546836853,0.1348482370376587,0.22375743091106415,0.26594701409339905,0.16388870775699615,0.14343059062957764
other,0.321101576089859,0.34946969151496887,0.39234280586242676,0.24509800970554352,0.17309200763702393,0.24770691990852356,0.4193183183670044,0.185896635055542,0.24682199954986572
various,0.21605631709098816,0.22750963270664215,0.17459091544151306,0.0894492119550705,0.13808923959732056,0.2675376534461975,0.33564820885658264,0.13160529732704163,0.12823495268821716
movements,0.15004007518291473,0.18108947575092316,0.23154081404209137,0.07369083166122437,0.2419094443321228,0.37486886978149414,0.278380423784256,0.2698366045951843,0.1501890867948532
worldwide,0.12265630811452866,0.139451801776886,0.1887565553188324,0.10713443905115128,0.14691197872161865,0.16727186739444733,0.24071235954761505,0.14603310823440552,0.2253960371017456
.,0.32909876108169556,0.3613996207714081,0.33118996024131775,0.2372245341539383,0.2541380822658539,0.2603943943977356,0.4645031690597534,0.2598128020763397,0.4130953550338745
,why,do,people,chose,civil,disobedience,to,protest,?
civil,0.14097142219543457,0.12413616478443146,0.24625034630298615,0.11955538392066956,1.0,0.5442691445350647,0.2019355595111847,0.29364001750946045,0.1494513899087906
disobedience,0.22061246633529663,0.26727163791656494,0.2943185269832611,0.26089850068092346,0.5442691445350647,1.0,0.30665844678878784,0.5334797501564026,0.19890835881233215
is,0.26410171389579773,0.30895981192588806,0.34254953265190125,0.1858261227607727,0.16941262781620026,0.21453623473644257,0.42745086550712585,0.16113008558750153,0.22961433231830597
one,0.37620118260383606,0.26478132605552673,0.2841606140136719,0.2609127461910248,0.15266822278499603,0.20541732013225555,0.4025384783744812,0.22410526871681213,0.2673267424106598
of,0.28464117646217346,0.26150479912757874,0.3251037895679474,0.2676139771938324,0.24698495864868164,0.31932318210601807,0.41548454761505127,0.24564224481582642,0.1826142966747284
the,0.30742117762565613,0.30239659547805786,0.36838498711586,0.3029356896877289,0.2477465271949768,0.30963727831840515,0.535392165184021,0.25126034021377563,0.22068053483963013
many,0.38531482219696045,0.38738366961479187,0.4171447455883026,0.19571933150291443,0.2212105095386505,0.2810143232345581,0.40243685245513916,0.24246296286582947,0.2124512493610382
ways,0.383261501789093,0.29822927713394165,0.32541295886039734,0.22137904167175293,0.13581056892871857,0.28342676162719727,0.3916551172733307,0.15549500286579132,0.2710120975971222
people,0.2737221121788025,0.2961650788784027,1.0000001192092896,0.26555636525154114,0.24625034630298615,0.2943185269832611,0.37275731563568115,0.29243555665016174,0.23739641904830933
have,0.4418443739414215,0.49831271171569824,0.3380994498729706,0.19154974818229675,0.16153892874717712,0.22560594975948334,0.4544740617275238,0.1995134800672531,0.32991164922714233
rebelled,0.17579883337020874,0.2199513167142868,0.23935385048389435,0.2749023735523224,0.3283209502696991,0.4009906053543091,0.23109355568885803,0.2979181408882141,0.1209515780210495
against,0.21670548617839813,0.22739747166633606,0.20144562423229218,0.2065262645483017,0.22722691297531128,0.3858777582645416,0.310872346162796,0.41560912132263184,0.18095137178897858
what,0.6109785437583923,0.4609605669975281,0.32444337010383606,0.2544066309928894,0.15091551840305328,0.3298627436161041,0.455847829580307,0.20248152315616608,0.5051238536834717
they,0.39327314496040344,0.4667694866657257,0.4418129622936249,0.2938365340232849,0.14507707953453064,0.3148254156112671,0.5452046394348145,0.23475071787834167,0.2753053903579712
deem,0.3354156017303467,0.335884690284729,0.1533244252204895,0.17723298072814941,0.19901473820209503,0.35977885127067566,0.29245811700820923,0.24992240965366364,0.3993493318557739
to,0.4100138247013092,0.38876664638519287,0.37275731563568115,0.33018890023231506,0.2019355595111847,0.30665844678878784,1.0,0.22359536588191986,0.29463258385658264
be,0.4042811989784241,0.36575672030448914,0.2593584358692169,0.20633047819137573,0.18061059713363647,0.2944406270980835,0.4972836375236511,0.1804484724998474,0.3324260413646698
unfair,0.35019561648368835,0.3368774652481079,0.2624204158782959,0.2355879247188568,0.2615568935871124,0.46226534247398376,0.30964505672454834,0.4515019655227661,0.2510303556919098
laws,0.22738422453403473,0.2906854450702667,0.2833867371082306,0.1621149182319641,0.2589532434940338,0.4583999514579773,0.2910608649253845,0.34785160422325134,0.17911791801452637
.,0.32909876108169556,0.3613996207714081,0.33118996024131775,0.2372245341539383,0.2541380822658539,0.2603943943977356,0.4645031690597534,0.2598128020763397,0.4130953550338745
