,what,revolutionary,war,midnight,rider,was,a,huguenot,descendant,?
south,0.15388517081737518,0.15605942904949188,0.25075680017471313,0.1423976868391037,0.1131443902850151,0.2792486846446991,0.23680485785007477,0.23090137541294098,0.20283356308937073,0.12336621433496475
carolina,0.1956660896539688,0.23140743374824524,0.15998567640781403,0.14360007643699646,0.11577373743057251,0.26687008142471313,0.1979188621044159,0.17832261323928833,0.15660476684570312,0.11847445368766785
;,0.10986888408660889,-0.02722574770450592,0.048548635095357895,-0.02304960787296295,-0.03625530004501343,0.0754367932677269,-0.02122584730386734,0.03235732764005661,0.06200134754180908,0.10349778085947037
jack,0.10011694580316544,0.19662952423095703,0.16797810792922974,0.29586344957351685,0.16099432110786438,0.18024607002735138,0.194427952170372,0.1126057580113411,0.08199215680360794,0.10524740070104599
jouett,0.14675696194171906,0.2652519941329956,0.23175421357154846,0.24931807816028595,0.2780478000640869,0.30730679631233215,0.2328958809375763,0.42609134316444397,0.23905953764915466,0.14277958869934082
",",0.3087472915649414,0.26820501685142517,0.2671184241771698,0.2546866536140442,0.21583496034145355,0.45456063747406006,0.427140474319458,0.24752236902713776,0.24288435280323029,0.31091248989105225
who,0.40942975878715515,0.22930976748466492,0.24286115169525146,0.16358831524848938,0.2094506174325943,0.3318818509578705,0.36608949303627014,0.32233482599258423,0.3264788091182709,0.26220351457595825
made,0.23419176042079926,0.1396608203649521,0.1988707333803177,0.11673808842897415,0.09451675415039062,0.3433256447315216,0.3180864453315735,0.13473695516586304,0.09245625138282776,0.17218779027462006
the,0.42745697498321533,0.24521014094352722,0.366199791431427,0.1777835637331009,0.2160169631242752,0.48711544275283813,0.5829201340675354,0.29557526111602783,0.27002206444740295,0.22068053483963013
ride,0.23404859006404877,0.18691430985927582,0.14358197152614594,0.4062601923942566,0.6401421427726746,0.19527606666088104,0.234205961227417,0.10236997902393341,0.11425210535526276,0.11468152701854706
from,0.2737620174884796,0.1538000851869583,0.1811102032661438,0.22537901997566223,0.09100453555583954,0.31171464920043945,0.322764128446579,0.1858682930469513,0.1833937168121338,0.19969791173934937
cuckoo,0.13914066553115845,0.11062546819448471,0.17326804995536804,0.20478205382823944,0.15850891172885895,0.07881493121385574,0.2148963212966919,0.13712158799171448,0.14022138714790344,0.23870910704135895
tavern,0.2047520875930786,0.2321673333644867,0.1573294699192047,0.2153184562921524,0.21593128144741058,0.26122984290122986,0.2557884156703949,0.2499561905860901,0.03603804484009743,0.2233741134405136
to,0.455847829580307,0.18605543673038483,0.2610234022140503,0.16860990226268768,0.16719314455986023,0.3636345863342285,0.45503583550453186,0.24496324360370636,0.18246990442276,0.29463258385658264
warn,0.3211245536804199,0.1351829320192337,0.22775711119174957,0.2679688036441803,0.2049693465232849,0.08472250401973724,0.21082547307014465,0.143824502825737,0.06436696648597717,0.27641502022743225
thomas,0.1806955188512802,0.19744528830051422,0.18517480790615082,0.13196344673633575,0.12555891275405884,0.26629963517189026,0.19268037378787994,0.31391704082489014,0.1641014665365219,0.16133050620555878
jefferson,0.14498691260814667,0.332629531621933,0.2711477279663086,0.16423708200454712,0.13668838143348694,0.24407356977462769,0.2106522023677826,0.21434026956558228,0.110489122569561,0.165650874376297
and,0.31309178471565247,0.20761948823928833,0.29695844650268555,0.22535207867622375,0.19869527220726013,0.3740963041782379,0.3739250600337982,0.2762077748775482,0.18630819022655487,0.20544172823429108
others,0.3888046145439148,0.1716482937335968,0.14441540837287903,0.1934329718351364,0.17570090293884277,0.21874937415122986,0.2675355076789856,0.24226213991641998,0.24041953682899475,0.26705288887023926
that,0.6297725439071655,0.20114073157310486,0.22443464398384094,0.17716915905475616,0.1469995081424713,0.33670201897621155,0.47537946701049805,0.19593703746795654,0.2645465135574341,0.32716336846351624
tarleton,0.20389585196971893,0.3047018349170685,0.3106611967086792,0.2175677865743637,0.1629263311624527,0.22064369916915894,0.21488100290298462,0.4535161256790161,0.19885113835334778,0.14577102661132812
and,0.31309178471565247,0.20761948823928833,0.29695844650268555,0.22535207867622375,0.19869527220726013,0.3740963041782379,0.3739250600337982,0.2762077748775482,0.18630819022655487,0.20544172823429108
his,0.26976513862609863,0.18757833540439606,0.2932312488555908,0.22701972723007202,0.23161618411540985,0.4405253231525421,0.3497250974178314,0.33871108293533325,0.2647243142127991,0.18075084686279297
men,0.18620994687080383,0.1999725103378296,0.22171741724014282,0.1927676647901535,0.23615798354148865,0.24763761460781097,0.18371513485908508,0.20108428597450256,0.16225795447826385,0.1408759206533432
were,0.22298263013362885,0.2045200616121292,0.3151806890964508,0.1585218757390976,0.11272300779819489,0.590133786201477,0.17203083634376526,0.23719102144241333,0.2547535300254822,0.17890112102031708
on,0.34226128458976746,0.16862216591835022,0.23017507791519165,0.2411913126707077,0.1621122807264328,0.3909217119216919,0.3848365545272827,0.1345445066690445,0.10835776478052139,0.2714994251728058
their,0.35142919421195984,0.16518056392669678,0.2163475602865219,0.2011786550283432,0.1569964736700058,0.2396296262741089,0.29698723554611206,0.2711643874645233,0.1630655825138092,0.1898253709077835
way,0.4835909903049469,0.17275746166706085,0.2057754099369049,0.2423330694437027,0.1681624948978424,0.2418399453163147,0.3330821096897125,0.19997748732566833,0.13885398209095,0.31575819849967957
to,0.455847829580307,0.18605543673038483,0.2610234022140503,0.16860990226268768,0.16719314455986023,0.3636345863342285,0.45503583550453186,0.24496324360370636,0.18246990442276,0.29463258385658264
arrest,0.19790410995483398,0.324092835187912,0.19943417608737946,0.22064337134361267,0.21134234964847565,0.2724606692790985,0.2083061933517456,0.25565508008003235,0.20231302082538605,0.1830197125673294
him,0.34912991523742676,0.19355714321136475,0.2721579074859619,0.23887379467487335,0.255127489566803,0.3675798773765564,0.32137390971183777,0.24256151914596558,0.19154347479343414,0.23943768441677094
for,0.3017193675041199,0.15224315226078033,0.22632956504821777,0.18311990797519684,0.2193891853094101,0.3863949179649353,0.44038116931915283,0.14738403260707855,0.13423679769039154,0.264628142118454
crimes,0.28134700655937195,0.26864364743232727,0.399379700422287,0.16795101761817932,0.15980231761932373,0.18500246107578278,0.17391081154346466,0.21837981045246124,0.13703790307044983,0.22146688401699066
against,0.24561616778373718,0.25376826524734497,0.319843053817749,0.1552859991788864,0.1217554360628128,0.22972732782363892,0.2227657586336136,0.2263410985469818,0.147593155503273,0.18095137178897858
the,0.42745697498321533,0.24521014094352722,0.366199791431427,0.1777835637331009,0.2160169631242752,0.48711544275283813,0.5829201340675354,0.29557526111602783,0.27002206444740295,0.22068053483963013
king,0.18449601531028748,0.22187186777591705,0.2670030891895294,0.23029877245426178,0.16324491798877716,0.27377256751060486,0.18420645594596863,0.2899644374847412,0.2997416853904724,0.19130074977874756
;,0.10986888408660889,-0.02722574770450592,0.048548635095357895,-0.02304960787296295,-0.03625530004501343,0.0754367932677269,-0.02122584730386734,0.03235732764005661,0.06200134754180908,0.10349778085947037
francis,0.17941924929618835,0.225569486618042,0.22895117104053497,0.1254897117614746,0.1505775898694992,0.3005248010158539,0.18490271270275116,0.2823171019554138,0.23521415889263153,0.11903949081897736
marion,0.12425383925437927,0.31631195545196533,0.17181003093719482,0.23009954392910004,0.22739742696285248,0.26957181096076965,0.2045425921678543,0.3278956711292267,0.2397015243768692,0.05577502399682999
",",0.3087472915649414,0.26820501685142517,0.2671184241771698,0.2546866536140442,0.21583496034145355,0.45456063747406006,0.427140474319458,0.24752236902713776,0.24288435280323029,0.31091248989105225
and,0.31309178471565247,0.20761948823928833,0.29695844650268555,0.22535207867622375,0.19869527220726013,0.3740963041782379,0.3739250600337982,0.2762077748775482,0.18630819022655487,0.20544172823429108
a,0.3320399522781372,0.2602968215942383,0.2368277609348297,0.20020133256912231,0.2320866584777832,0.4508470594882965,1.0,0.22502337396144867,0.21776242554187775,0.23916715383529663
number,0.23046229779720306,0.07728487998247147,0.16833604872226715,0.1979709416627884,0.17140187323093414,0.1855042725801468,0.2992287278175354,0.1813536137342453,0.12337598204612732,0.19256845116615295
of,0.33290785551071167,0.29118266701698303,0.31680163741111755,0.14197178184986115,0.11310602724552155,0.4069072902202606,0.5052502155303955,0.29061198234558105,0.29808375239372253,0.1826142966747284
other,0.341873437166214,0.18547238409519196,0.22263076901435852,0.20529867708683014,0.16619138419628143,0.14651623368263245,0.2806335389614105,0.17889368534088135,0.15659458935260773,0.24682199954986572
leaders,0.2629711329936981,0.3470216989517212,0.33235710859298706,0.11339534819126129,0.19106705486774445,0.2612215280532837,0.16248153150081635,0.31777268648147583,0.24503086507320404,0.13927052915096283
of,0.33290785551071167,0.29118266701698303,0.31680163741111755,0.14197178184986115,0.11310602724552155,0.4069072902202606,0.5052502155303955,0.29061198234558105,0.29808375239372253,0.1826142966747284
the,0.42745697498321533,0.24521014094352722,0.366199791431427,0.1777835637331009,0.2160169631242752,0.48711544275283813,0.5829201340675354,0.29557526111602783,0.27002206444740295,0.22068053483963013
american,0.1909721940755844,0.33802783489227295,0.2592540383338928,0.16594921052455902,0.1879776269197464,0.31632548570632935,0.22026167809963226,0.17916548252105713,0.20119225978851318,0.18877598643302917
revolution,0.1946869045495987,0.8334789872169495,0.39998123049736023,0.23654355108737946,0.19337138533592224,0.3365444839000702,0.23590148985385895,0.32019543647766113,0.22120052576065063,0.1727980077266693
and,0.31309178471565247,0.20761948823928833,0.29695844650268555,0.22535207867622375,0.19869527220726013,0.3740963041782379,0.3739250600337982,0.2762077748775482,0.18630819022655487,0.20544172823429108
later,0.2517229914665222,0.25536254048347473,0.27191078662872314,0.20511505007743835,0.07314955443143845,0.5684447288513184,0.34254932403564453,0.22229710221290588,0.22836929559707642,0.1417175978422165
statesmen,0.24659642577171326,0.4127746820449829,0.3279670774936676,0.13547442853450775,0.09887025505304337,0.19215922057628632,0.09180933982133865,0.33147552609443665,0.2616654634475708,0.21988297998905182
.,0.3567904531955719,0.2612297534942627,0.3000848889350891,0.18561848998069763,0.1934403032064438,0.40146201848983765,0.50484299659729,0.2060975730419159,0.16307644546031952,0.4130953550338745
