,it,is,now,possible,to,convert,old,relative,ages,into,what,type,of,ages,using,isotopic,dating,?
sequences,0.20090454816818237,0.19739049673080444,0.16286875307559967,0.355197936296463,0.22955146431922913,0.2697136104106903,0.09776130318641663,0.3033888638019562,0.16421997547149658,0.18113577365875244,0.22366639971733093,0.18966631591320038,0.16947661340236664,0.16421997547149658,0.2783963978290558,0.4023996889591217,0.25439903140068054,0.1885564625263214
in,0.5130809545516968,0.5394441485404968,0.3619694113731384,0.2287878543138504,0.45010748505592346,0.17258451879024506,0.2865324318408966,0.19146351516246796,0.23238429427146912,0.38021373748779297,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23238429427146912,0.2717311978340149,0.15804724395275116,0.2300887107849121,0.20430970191955566
which,0.616637647151947,0.4457404911518097,0.4048815965652466,0.3714272081851959,0.5345056653022766,0.2401721328496933,0.3071022629737854,0.2950720489025116,0.24161876738071442,0.4405161738395691,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.24161876738071442,0.43351176381111145,0.2933647036552429,0.2229909896850586,0.25814583897590637
there,0.4020688533782959,0.3904260993003845,0.37896034121513367,0.42263469099998474,0.40669289231300354,0.18195033073425293,0.2585259974002838,0.22587038576602936,0.26776084303855896,0.2823928892612457,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.26776084303855896,0.2854459285736084,0.23684273660182953,0.23141717910766602,0.29405656456947327
was,0.4577186405658722,0.5810302495956421,0.35876134037971497,0.19756397604942322,0.3636345863342285,0.10694126784801483,0.2867572605609894,0.12899231910705566,0.20646628737449646,0.2322220653295517,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.20646628737449646,0.18766598403453827,0.10671540349721909,0.17555896937847137,0.18412111699581146
datable,0.1861972063779831,0.16753841936588287,0.13744916021823883,0.35892200469970703,0.20667512714862823,0.26076897978782654,0.17740659415721893,0.22503238916397095,0.15312552452087402,0.1464507281780243,0.27710798382759094,0.25233134627342224,0.1502005010843277,0.15312552452087402,0.30492231249809265,0.38218972086906433,0.2693272531032562,0.28133681416511536
material,0.3145681917667389,0.2518187463283539,0.18854860961437225,0.3031783401966095,0.29219651222229004,0.24105273187160492,0.12554366886615753,0.2058165967464447,0.23411034047603607,0.22730562090873718,0.2591213285923004,0.2429523766040802,0.27520954608917236,0.23411034047603607,0.26639610528945923,0.38761499524116516,0.23042374849319458,0.18117131292819977
",",0.48329564929008484,0.4691906273365021,0.43216821551322937,0.3032452464103699,0.44245919585227966,0.18199317157268524,0.26524028182029724,0.21147610247135162,0.20853061974048615,0.2826121151447296,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20853061974048615,0.27050045132637024,0.16429710388183594,0.2450258880853653,0.31091248989105225
converting,0.26496970653533936,0.24564222991466522,0.1581902801990509,0.2555661201477051,0.3228590488433838,0.8520240187644958,0.10428839921951294,0.20516209304332733,0.09905529022216797,0.31359872221946716,0.23847343027591705,0.15800902247428894,0.25009793043136597,0.09905529022216797,0.44055837392807007,0.2782374620437622,0.22164171934127808,0.23131810128688812
the,0.6251175999641418,0.5823672413825989,0.38266420364379883,0.32701125741004944,0.535392165184021,0.20079432427883148,0.31849798560142517,0.24540278315544128,0.28271523118019104,0.39493247866630554,0.42745697498321533,0.21819381415843964,0.733189046382904,0.28271523118019104,0.28364112973213196,0.16612645983695984,0.23401090502738953,0.22068053483963013
old,0.22670866549015045,0.24332627654075623,0.31262558698654175,0.13002564013004303,0.2412436157464981,0.10006839781999588,1.0000001192092896,0.09053974598646164,0.32432541251182556,0.19712132215499878,0.22117848694324493,0.1471032202243805,0.30522194504737854,0.32432541251182556,0.22416165471076965,0.12937790155410767,0.30138590931892395,0.20577076077461243
relative,0.1756780445575714,0.23987647891044617,0.12180961668491364,0.29509982466697693,0.283727765083313,0.22599740326404572,0.09053974598646164,1.0000001192092896,0.15142597258090973,0.1142573282122612,0.24426062405109406,0.15984711050987244,0.32158899307250977,0.15142597258090973,0.18788865208625793,0.43053022027015686,0.1867489069700241,0.1457768678665161
ages,0.282471239566803,0.18691010773181915,0.16681356728076935,0.20577619969844818,0.18168984353542328,0.05622502416372299,0.32432541251182556,0.15142597258090973,1.0,0.12031994760036469,0.2546566128730774,0.1992737352848053,0.27638155221939087,1.0,0.1500706523656845,0.2407248318195343,0.37358954548835754,0.16701677441596985
into,0.33015328645706177,0.2619607150554657,0.21851246058940887,0.2190636545419693,0.38810545206069946,0.3214605152606964,0.19712132215499878,0.1142573282122612,0.12031994760036469,1.0,0.2180619090795517,0.14269600808620453,0.32255905866622925,0.12031994760036469,0.2842160165309906,0.11366333812475204,0.08763175457715988,0.15662476420402527
new,0.23156195878982544,0.2208656519651413,0.31683605909347534,0.22988058626651764,0.33159172534942627,0.09376084804534912,0.3384166657924652,0.1313367336988449,0.13543811440467834,0.2611604928970337,0.2130378633737564,0.20896777510643005,0.343457967042923,0.13543811440467834,0.22660274803638458,0.1315106302499771,0.15407629311084747,0.14782847464084625
absolute,0.23544947803020477,0.2352413386106491,0.1500377357006073,0.2696595788002014,0.26245933771133423,0.23344743251800537,0.09528791159391403,0.42464950680732727,0.2057202011346817,0.04757692292332649,0.3186502158641815,0.15380609035491943,0.2950317859649658,0.2057202011346817,0.23739516735076904,0.3230172395706177,0.13376139104366302,0.22724391520023346
ages,0.282471239566803,0.18691010773181915,0.16681356728076935,0.20577619969844818,0.18168984353542328,0.05622502416372299,0.32432541251182556,0.15142597258090973,1.0,0.12031994760036469,0.2546566128730774,0.1992737352848053,0.27638155221939087,1.0,0.1500706523656845,0.2407248318195343,0.37358954548835754,0.16701677441596985
.,0.5593622326850891,0.4569662809371948,0.36271902918815613,0.2935521602630615,0.4645031690597534,0.23991471529006958,0.32390445470809937,0.21581801772117615,0.26537013053894043,0.26250120997428894,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26537013053894043,0.3629456162452698,0.22894316911697388,0.2222111076116562,0.4130953550338745
