,how,many,paintings,did,john,sheeshanks,give,to,the,museum,?
a,0.29312583804130554,0.2872205972671509,0.15623857080936432,0.2552328109741211,0.20638683438301086,0.3109264075756073,0.3436131179332733,0.45503583550453186,0.5829201340675354,0.14725451171398163,0.23916715383529663
similar,0.2738620936870575,0.41891413927078247,0.13490474224090576,0.29411372542381287,0.08773703128099442,0.1877843290567398,0.24327774345874786,0.2888135313987732,0.2963123023509979,0.13421915471553802,0.23309361934661865
number,0.2725796401500702,0.41408368945121765,0.10740683227777481,0.19046731293201447,0.1263035535812378,0.21126821637153625,0.22123870253562927,0.2706126868724823,0.35145696997642517,0.10465078800916672,0.19256845116615295
of,0.2480744868516922,0.37253960967063904,0.21768251061439514,0.2513895630836487,0.2407056987285614,0.22689513862133026,0.33489471673965454,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
drawings,0.26425811648368835,0.30470409989356995,0.608963131904602,0.210775688290596,0.12626059353351593,0.26068806648254395,0.1959724724292755,0.21154889464378357,0.19117170572280884,0.3178909718990326,0.15541397035121918
to,0.44169697165489197,0.40243685245513916,0.21597011387348175,0.4452643394470215,0.2070634365081787,0.28888440132141113,0.4396136403083801,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.2167874127626419,0.34736719727516174,0.2230520099401474,0.2935260534286499,0.29086416959762573,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
museum,0.08534817397594452,0.16926175355911255,0.3647291660308838,0.14870306849479675,0.14412403106689453,0.14936886727809906,0.029324721544981003,0.1640389859676361,0.24861779808998108,1.0000001192092896,0.14128351211547852
with,0.3525622487068176,0.35744401812553406,0.1865503191947937,0.25472134351730347,0.1736196130514145,0.2910466492176056,0.32338687777519226,0.4239959120750427,0.4223487675189972,0.08185859024524689,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.2167874127626419,0.34736719727516174,0.2230520099401474,0.2935260534286499,0.29086416959762573,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
intention,0.2640412449836731,0.19338490068912506,0.16787314414978027,0.36771532893180847,0.16788670420646667,0.1281355768442154,0.2363899201154709,0.37529003620147705,0.25965142250061035,0.15542453527450562,0.27262312173843384
of,0.2480744868516922,0.37253960967063904,0.21768251061439514,0.2513895630836487,0.2407056987285614,0.22689513862133026,0.33489471673965454,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
forming,0.11470136046409607,0.1822899580001831,0.13406610488891602,0.15440939366817474,0.14097130298614502,0.1798187792301178,0.14369834959506989,0.2519476115703583,0.3776164948940277,0.11846648156642914,0.11404796689748764
a,0.29312583804130554,0.2872205972671509,0.15623857080936432,0.2552328109741211,0.20638683438301086,0.3109264075756073,0.3436131179332733,0.45503583550453186,0.5829201340675354,0.14725451171398163,0.23916715383529663
'a,0.06281763315200806,-0.07084820419549942,-0.056350190192461014,0.015590691938996315,0.22114001214504242,0.0805697813630104,0.06729331612586975,0.015332612209022045,0.02646963857114315,0.012334097176790237,0.07730923593044281
national,0.13248363137245178,0.21160955727100372,0.18414539098739624,0.17743784189224243,0.12190906703472137,0.05034084618091583,0.1315648853778839,0.21067756414413452,0.32739606499671936,0.2500859498977661,0.15643028914928436
gallery,0.12040410190820694,0.23669981956481934,0.5526458621025085,0.10746263712644577,0.12570537626743317,0.1555279642343521,0.1767437756061554,0.19736915826797485,0.19251246750354767,0.5823723077774048,0.18202216923236847
of,0.2480744868516922,0.37253960967063904,0.21768251061439514,0.2513895630836487,0.2407056987285614,0.22689513862133026,0.33489471673965454,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
british,0.17564475536346436,0.23270447552204132,0.16699564456939697,0.2039594054222107,0.2667495906352997,0.31769752502441406,0.16256682574748993,0.22690963745117188,0.28973397612571716,0.1519032120704651,0.09711728990077972
art,0.17110610008239746,0.24921295046806335,0.535490870475769,0.1711656004190445,0.14772957563400269,0.22387535870075226,0.1229909360408783,0.22068513929843903,0.20297785103321075,0.5128974318504333,0.138971745967865
',0.18823795020580292,0.15973903238773346,0.17073166370391846,0.25488927960395813,0.19397948682308197,0.28720253705978394,0.18830449879169464,0.34544456005096436,0.474788099527359,0.1479852944612503,0.330942302942276
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.15623857080936432,0.2552328109741211,0.20638683438301086,0.3109264075756073,0.3436131179332733,0.45503583550453186,0.5829201340675354,0.14725451171398163,0.23916715383529663
role,0.19391292333602905,0.24574100971221924,0.10556610673666,0.16237343847751617,0.1990225911140442,0.23109471797943115,0.12859635055065155,0.17841029167175293,0.26607486605644226,0.08189619332551956,0.18676944077014923
since,0.2347431182861328,0.34386345744132996,0.1852654069662094,0.27613121271133423,0.1370808482170105,0.22121764719486237,0.20900897681713104,0.3733763098716736,0.4054957628250122,0.2203783243894577,0.2876587212085724
taken,0.22504179179668427,0.23880314826965332,0.21357741951942444,0.2038538008928299,0.1658785045146942,0.1491808146238327,0.3451031744480133,0.2772596478462219,0.3309854567050934,0.15757493674755096,0.17662954330444336
on,0.32655060291290283,0.32520127296447754,0.20831486582756042,0.2670976221561432,0.194100484251976,0.3490314483642578,0.24458909034729004,0.41031414270401,0.5107308030128479,0.1697414517402649,0.2714994251728058
by,0.34370526671409607,0.3409687578678131,0.24946486949920654,0.18574509024620056,0.2502059042453766,0.34301090240478516,0.1874368041753769,0.33534231781959534,0.4408751428127289,0.15592984855175018,0.17966607213020325
tate,0.14957140386104584,0.19017012417316437,0.2925175130367279,0.06125911697745323,0.23915334045886993,0.3979454040527344,0.1303793340921402,0.16125568747520447,0.18388135731220245,0.288246750831604,0.20980916917324066
britain,0.21808192133903503,0.31913602352142334,0.19071927666664124,0.23567047715187073,0.2414906769990921,0.22191885113716125,0.1920890361070633,0.25324371457099915,0.29784059524536133,0.17979341745376587,0.1268460750579834
;,0.07230665534734726,0.11763367056846619,0.026017429307103157,0.10727239400148392,-0.03077564761042595,0.02103145606815815,0.01522127166390419,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
artists,0.18595759570598602,0.32100793719291687,0.525743842124939,0.20933641493320465,0.1472584307193756,0.28201767802238464,0.1298692375421524,0.2258228361606598,0.2150506228208542,0.22386404871940613,0.1482434719800949
represented,0.16157718002796173,0.20285002887248993,0.21890172362327576,0.154952272772789,0.12029799073934555,0.15299378335475922,0.1498492956161499,0.18846964836120605,0.3256146013736725,0.09223581105470657,0.11276352405548096
are,0.311818927526474,0.5655534863471985,0.2476382851600647,0.2159031480550766,0.12806348502635956,0.27312690019607544,0.2951275110244751,0.3504326641559601,0.40399202704429626,0.12469582259654999,0.24591213464736938
william,0.1955212652683258,0.13709884881973267,0.2111300528049469,0.24349860846996307,0.45851513743400574,0.2083577811717987,0.2011519968509674,0.19802416861057281,0.21537061035633087,0.17144906520843506,0.14462219178676605
blake,0.17623525857925415,0.18331792950630188,0.2529239058494568,0.18454092741012573,0.31202176213264465,0.3612266480922699,0.0764865055680275,0.18092228472232819,0.2173265963792801,0.19607332348823547,0.1444810926914215
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
james,0.12216517329216003,0.15292519330978394,0.09725338965654373,0.20904116332530975,0.4770623743534088,0.24939501285552979,0.10492996126413345,0.22204333543777466,0.22481533885002136,0.15925109386444092,0.12139993160963058
barry,0.14449043571949005,0.19866998493671417,0.14276781678199768,0.13091443479061127,0.3074069321155548,0.35937970876693726,0.09928199648857117,0.18275320529937744,0.22098763287067413,0.11160700023174286,0.12684106826782227
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
henry,0.1289038211107254,0.1650906354188919,0.1520490050315857,0.22827239334583282,0.3833702504634857,0.27098262310028076,0.18590731918811798,0.2152724415063858,0.2542637586593628,0.18987026810646057,0.16836383938789368
fuseli,0.15300829708576202,0.22735612094402313,0.15212060511112213,0.12981396913528442,0.10718420892953873,0.33743026852607727,0.08405786007642746,0.21008466184139252,0.2640753388404846,0.23589324951171875,0.1850273758172989
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
sir,0.1664465218782425,0.1828220784664154,0.21540594100952148,0.15892378985881805,0.34155043959617615,0.3446808457374573,0.2073252946138382,0.2122868150472641,0.20237073302268982,0.13743771612644196,0.10503887385129929
edwin,0.15627354383468628,0.11038649082183838,0.15527351200580597,0.18906143307685852,0.33745673298835754,0.2372896820306778,0.17297253012657166,0.160683274269104,0.19826023280620575,0.1810428947210312,0.1910800039768219
henry,0.1289038211107254,0.1650906354188919,0.1520490050315857,0.22827239334583282,0.3833702504634857,0.27098262310028076,0.18590731918811798,0.2152724415063858,0.2542637586593628,0.18987026810646057,0.16836383938789368
landseer,0.1375536024570465,0.1572073996067047,0.2915154695510864,0.16034653782844543,0.21170541644096375,0.26594141125679016,0.14936204254627228,0.26678237318992615,0.3042328953742981,0.27642232179641724,0.14386266469955444
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
sir,0.1664465218782425,0.1828220784664154,0.21540594100952148,0.15892378985881805,0.34155043959617615,0.3446808457374573,0.2073252946138382,0.2122868150472641,0.20237073302268982,0.13743771612644196,0.10503887385129929
david,0.14805477857589722,0.1505916863679886,0.10141903907060623,0.15711668133735657,0.38872188329696655,0.27546051144599915,0.028760651126503944,0.10776355117559433,0.2237231284379959,0.21050193905830383,0.04158485680818558
wilkie,0.17416727542877197,0.1627701073884964,0.2183210253715515,0.21952703595161438,0.3954602777957916,0.41221919655799866,0.14885136485099792,0.2161971777677536,0.2626578211784363,0.19901242852210999,0.12453664839267731
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
william,0.1955212652683258,0.13709884881973267,0.2111300528049469,0.24349860846996307,0.45851513743400574,0.2083577811717987,0.2011519968509674,0.19802416861057281,0.21537061035633087,0.17144906520843506,0.14462219178676605
mulready,0.31156978011131287,0.33490699529647827,0.21895278990268707,0.311586856842041,0.29270729422569275,0.47419631481170654,0.2665819227695465,0.3869144022464752,0.37372925877571106,0.1960812360048294,0.2971127927303314
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
william,0.1955212652683258,0.13709884881973267,0.2111300528049469,0.24349860846996307,0.45851513743400574,0.2083577811717987,0.2011519968509674,0.19802416861057281,0.21537061035633087,0.17144906520843506,0.14462219178676605
powell,0.22383199632167816,0.1685754954814911,0.10911762714385986,0.17569278180599213,0.34062889218330383,0.4269346594810486,0.22133930027484894,0.2901201844215393,0.2418341487646103,0.11137969046831131,0.2445029318332672
frith,0.17676204442977905,0.1625850349664688,0.25657767057418823,0.20133183896541595,0.3219396770000458,0.40809327363967896,0.1852930784225464,0.21968485414981842,0.2448570281267166,0.20404669642448425,0.0917111411690712
",",0.22659391164779663,0.40610817074775696,0.22040317952632904,0.3015086054801941,0.23961079120635986,0.3968662619590759,0.2844066619873047,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
millais,0.19123302400112152,0.20093652606010437,0.29847630858421326,0.15864169597625732,0.33561190962791443,0.3026314377784729,0.15340110659599304,0.16903768479824066,0.2509969174861908,0.19311584532260895,0.13049952685832977
and,0.33647966384887695,0.5296266674995422,0.2532086968421936,0.34479495882987976,0.21634717285633087,0.34793683886528015,0.3040338158607483,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
hippolyte,0.17224842309951782,0.1298551708459854,0.16787190735340118,0.17592613399028778,0.22197283804416656,0.18786005675792694,0.13751725852489471,0.21706530451774597,0.29227396845817566,0.08112156391143799,0.1894065886735916
delaroche,0.21162830293178558,0.17473037540912628,0.25132662057876587,0.1277758628129959,0.2327616810798645,0.33675774931907654,0.133457750082016,0.1919274479150772,0.2932325601577759,0.21311478316783905,0.17048823833465576
.,0.3287222981452942,0.3974229395389557,0.26640555262565613,0.35288307070732117,0.26428887248039246,0.34078723192214966,0.34017711877822876,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.4130953550338745
