,who,created,the,theme,used,in,1986,?
which,0.3688730001449585,0.3362928330898285,0.6521818041801453,0.25756725668907166,0.414506196975708,0.4840516746044159,0.13014493882656097,0.25814583897590637
was,0.3318818509578705,0.3592788577079773,0.48711544275283813,0.21860456466674805,0.23679393529891968,0.45514053106307983,0.030121389776468277,0.18412111699581146
in,0.2792111933231354,0.2843434810638428,0.6662389636039734,0.21164380013942719,0.3090210556983948,1.0,0.05458921566605568,0.20430970191955566
turn,0.25479328632354736,0.11412792652845383,0.3359498679637909,0.19459255039691925,0.24157802760601044,0.1769595742225647,-0.057445328682661057,0.2072952687740326
replaced,0.1576022207736969,0.3508257567882538,0.2645455598831177,0.17746536433696747,0.3739944398403168,0.2068215310573578,0.14060495793819427,0.14945141971111298
by,0.39727845788002014,0.3492257595062256,0.4408751428127289,0.19824901223182678,0.27705541253089905,0.370934396982193,0.018979741260409355,0.17966607213020325
dominic,0.2815393805503845,0.07367673516273499,0.18171654641628265,0.14885647594928741,0.08561567217111588,0.17067578434944153,-0.011072502471506596,0.14737820625305176
glynn,0.2011079341173172,0.13514265418052673,0.2624288499355316,0.1418866217136383,0.10102051496505737,0.2199675440788269,-0.03157437592744827,0.12283693999052048
's,0.05599616840481758,-0.015766004100441933,-0.01540423184633255,0.010491529479622841,0.00600846204906702,-0.037580832839012146,-0.006848923396319151,-0.023395681753754616
arrangement,0.12936225533485413,0.14107978343963623,0.290839284658432,0.30165839195251465,0.239437535405159,0.20867182314395905,0.11307302117347717,0.11038770526647568
for,0.37110671401023865,0.25684574246406555,0.4739971458911896,0.23964181542396545,0.4236139953136444,0.4322226941585541,0.11612676829099655,0.264628142118454
the,0.3733934462070465,0.3539263904094696,1.0,0.2470158040523529,0.3718377649784088,0.6662389636039734,0.11024544388055801,0.22068053483963013
season-long,0.1740628033876419,0.16143840551376343,0.3003403842449188,0.275617778301239,0.2300906926393509,0.2500905990600586,0.09367925673723221,0.23360857367515564
serial,0.1957370638847351,0.1520291566848755,0.1900636851787567,0.20953303575515747,0.19554555416107178,0.20157626271247864,0.18354569375514984,0.15233060717582703
the,0.3733934462070465,0.3539263904094696,1.0,0.2470158040523529,0.3718377649784088,0.6662389636039734,0.11024544388055801,0.22068053483963013
trial,0.2378682643175125,0.10059293359518051,0.20843634009361267,0.17322222888469696,0.11024875193834305,0.22061339020729065,0.009680615738034248,0.16902455687522888
of,0.2827862501144409,0.32043445110321045,0.733189046382904,0.17537155747413635,0.3075267970561981,0.5696388483047485,0.11842719465494156,0.1826142966747284
a,0.36608949303627014,0.30777761340141296,0.5829201340675354,0.2278088480234146,0.3864384889602661,0.539380669593811,0.17319737374782562,0.23916715383529663
time,0.36634087562561035,0.23348867893218994,0.43061500787734985,0.23328810930252075,0.2869652807712555,0.3431483507156372,0.021655019372701645,0.27391523122787476
lord,0.25294241309165955,0.14150385558605194,0.2489406019449234,0.13065050542354584,0.1206614151597023,0.18930333852767944,0.026667417958378792,0.09544310718774796
in,0.2792111933231354,0.2843434810638428,0.6662389636039734,0.21164380013942719,0.3090210556983948,1.0,0.05458921566605568,0.20430970191955566
season,0.13809308409690857,0.1389758437871933,0.2507155239582062,0.20135252177715302,0.1434340626001358,0.2184021919965744,0.07116139680147171,0.16793298721313477
23,0.014098330400884151,-0.020977377891540527,-0.04008803516626358,-0.039782438427209854,-0.08187044411897659,-0.00097907695453614,0.01349080353975296,0.012076443061232567
(,0.2443375140428543,0.2334475964307785,0.33289089798927307,0.17606106400489807,0.19005385041236877,0.3087427020072937,0.08517013490200043,0.40561532974243164
1986,-0.06152013689279556,0.15628860890865326,0.11024544388055801,0.05544152483344078,0.16222700476646423,0.05458921566605568,1.0,0.14247135818004608
),0.2457384318113327,0.2251489907503128,0.3456730246543884,0.16467611491680145,0.1905621439218521,0.3326910734176636,0.10203931480646133,0.42300865054130554
.,0.3541337847709656,0.3230568766593933,0.5934505462646484,0.2135048359632492,0.33111312985420227,0.5591574311256409,0.08275266736745834,0.4130953550338745
