,how,many,points,did,carolina,lead,the,nfl,in,scoring,for,offensive,plays,?
(,0.1676948219537735,0.1455259770154953,0.23151743412017822,0.18979617953300476,0.18443597853183746,0.19488981366157532,0.33289089798927307,0.18641139566898346,0.3087427020072937,0.12265297770500183,0.3357032239437103,0.19796472787857056,0.22116804122924805,0.40561532974243164
500,-0.08018337935209274,-0.11001478880643845,-0.11935357004404068,-0.19424214959144592,-0.05914657562971115,-0.035498276352882385,-0.031206801533699036,-0.08816135674715042,-0.01686781458556652,-0.10075145959854126,-0.03065328672528267,-0.07567711919546127,0.05575393885374069,0.05473969131708145
points,0.22446410357952118,0.17477619647979736,1.0000001192092896,0.2069225311279297,0.1811133772134781,0.19567251205444336,0.2560983896255493,0.16934609413146973,0.1616203784942627,0.4390694797039032,0.22348499298095703,0.20944003760814667,0.1431010216474533,0.11006313562393188
),0.17939934134483337,0.16602720320224762,0.2394067943096161,0.18584993481636047,0.184937983751297,0.18732444941997528,0.3456730246543884,0.17973150312900543,0.3326910734176636,0.14383073151111603,0.3639558255672455,0.2024998515844345,0.2339126616716385,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2862778604030609,0.3015086054801941,0.2566046118736267,0.2561914026737213,0.4933079481124878,0.18939071893692017,0.5201468467712402,0.23282180726528168,0.4464869201183319,0.2524537146091461,0.24874751269817352,0.31091248989105225
was,0.16678167879581451,0.260356068611145,0.13673242926597595,0.41399896144866943,0.26687008142471313,0.1970783770084381,0.48711544275283813,0.20145657658576965,0.45514053106307983,0.2038055658340454,0.3863949179649353,0.2074536383152008,0.24187156558036804,0.18412111699581146
loaded,0.15680603682994843,0.21195508539676666,0.08416541665792465,0.09509504586458206,0.09009448438882828,0.08992168307304382,0.23766323924064636,0.1256479024887085,0.18317674100399017,0.07778892666101456,0.15332964062690735,0.1653372347354889,0.042238857597112656,0.23396320641040802
with,0.3525622487068176,0.35744401812553406,0.2832765281200409,0.25472134351730347,0.1565731316804886,0.22399857640266418,0.4223487675189972,0.18521657586097717,0.4080928862094879,0.26361650228500366,0.39140474796295166,0.17706257104873657,0.16238746047019958,0.2433311939239502
talent,0.22808058559894562,0.2327459454536438,0.17282000184059143,0.2546952962875366,0.174147367477417,0.22341296076774597,0.21520425379276276,0.21517276763916016,0.2388242483139038,0.2702086865901947,0.27040550112724304,0.2181241363286972,0.17461790144443512,0.16550226509571075
",",0.22659391164779663,0.40610817074775696,0.2862778604030609,0.3015086054801941,0.2566046118736267,0.2561914026737213,0.4933079481124878,0.18939071893692017,0.5201468467712402,0.23282180726528168,0.4464869201183319,0.2524537146091461,0.24874751269817352,0.31091248989105225
boasting,0.3074793219566345,0.3160076439380646,0.15162628889083862,0.18090026080608368,0.14940814673900604,0.2583768367767334,0.3384164273738861,0.11826140433549881,0.26482847332954407,0.2339681088924408,0.3426191508769989,0.2523568570613861,0.15426671504974365,0.24996808171272278
six,0.20644865930080414,0.37673795223236084,0.1832362562417984,0.20388470590114594,0.21415087580680847,0.11968152970075607,0.3614266812801361,0.1474575251340866,0.3013422191143036,0.16125187277793884,0.2699260711669922,0.05876045301556587,0.1642778068780899,0.15298804640769958
pro,0.18713277578353882,0.13571034371852875,0.091352678835392,0.14497412741184235,0.20122501254081726,0.16308405995368958,0.2149612456560135,0.26757359504699707,0.152218297123909,0.13823555409908295,0.2676255404949188,0.3254973292350769,0.06319721043109894,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.1368209570646286,0.18569406867027283,0.2087959349155426,0.1691603809595108,0.21576224267482758,0.48354101181030273,0.17236235737800598,0.2707948684692383,0.24430087208747864,0.28262776136398315,0.08166265487670898,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.22697044909000397,0.20442557334899902,0.10475172102451324,0.10955333709716797,0.2473832219839096,0.28465980291366577,0.19756057858467102,0.21153005957603455,0.35665056109428406,0.1669776439666748,0.1352836638689041,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.19175463914871216,0.35288307070732117,0.2702518403530121,0.2305188626050949,0.5934505462646484,0.1964210718870163,0.5591574311256409,0.2129979431629181,0.4726039469242096,0.19044362008571625,0.20513367652893066,0.4130953550338745
