,when,did,tesla,make,the,induction,motor,?
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.3146495521068573,1.0,0.26266005635261536,0.26024484634399414,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.1552019715309143,0.2208128273487091,0.34367692470550537,0.1757781058549881,0.22847726941108704,0.17266890406608582
states,0.24639196693897247,0.21754568815231323,0.17635658383369446,0.20832738280296326,0.3463578522205353,0.19142445921897888,0.19839374721050262,0.16272737085819244
because,0.6114379167556763,0.45674043893814087,0.13535168766975403,0.5252931714057922,0.44596394896507263,0.251424640417099,0.19513671100139618,0.2528740465641022
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.2912110388278961,0.733189046382904,0.273759663105011,0.20839329063892365,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.20526613295078278,0.29290565848350525,0.559237003326416,0.20223058760166168,0.2535884380340576,0.15103481709957123
advantages,0.22473154962062836,0.2152351289987564,0.22407718002796173,0.29749923944473267,0.2436356246471405,0.2567378580570221,0.21180234849452972,0.1219927966594696
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.268858402967453,0.6662389636039734,0.18288569152355194,0.21732762455940247,0.20430970191955566
long-distance,0.2630245089530945,0.16043807566165924,0.2425035685300827,0.1736094057559967,0.29401952028274536,0.233535036444664,0.20922499895095825,0.14623819291591644
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.324553906917572,0.4933079481124878,0.1864306777715683,0.16592276096343994,0.31091248989105225
high-voltage,0.23169535398483276,0.17168061435222626,0.38331884145736694,0.2208390235900879,0.3004293739795685,0.4301339089870453,0.3341774642467499,0.23572029173374176
transmission,0.22322627902030945,0.09576284140348434,0.32000529766082764,0.20367982983589172,0.26124435663223267,0.40752559900283813,0.4348399043083191,0.16372337937355042
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.3547073304653168,0.5934505462646484,0.20635078847408295,0.19128412008285522,0.4130953550338745
