,when,did,the,different,colonies,come,together,and,form,kenya,?
independence,0.1640492081642151,0.19588761031627655,0.2836182415485382,0.10973040759563446,0.4038378894329071,0.18909934163093567,0.15713804960250854,0.19334110617637634,0.14297345280647278,0.2788098156452179,0.12301119416952133
being,0.47212454676628113,0.27905046939849854,0.419739305973053,0.2530251145362854,0.21492893993854523,0.23037156462669373,0.1761525720357895,0.4286794066429138,0.21737761795520782,0.14490431547164917,0.26743772625923157
conferred,0.16204488277435303,0.17678791284561157,0.3050553798675537,0.17429745197296143,0.1743575483560562,0.24194476008415222,0.1225920170545578,0.25919464230537415,0.173818901181221,0.17277681827545166,0.10300537198781967
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.3056946098804474,0.19056418538093567,0.22001175582408905,0.28666210174560547,0.4077630043029785,0.1214052140712738,0.18445201218128204,0.2714994251728058
all,0.35107192397117615,0.33943864703178406,0.4860881567001343,0.42947903275489807,0.23929573595523834,0.42916786670684814,0.2828194797039032,0.4542157053947449,0.2039855718612671,0.18323364853858948,0.29575422406196594
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3747533857822418,0.2890703082084656,0.3194141983985901,0.26678720116615295,0.5116966962814331,0.29600051045417786,0.22226637601852417,0.1826142966747284
kenya,0.11853623390197754,0.16214214265346527,0.21657514572143555,0.14144453406333923,0.18769590556621552,0.1500818133354187,0.17036072909832,0.20742860436439514,0.10288314521312714,1.0,0.17197901010513306
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.31511759757995605,0.27309566736221313,0.2866859436035156,0.2842161953449249,0.588965117931366,0.28317511081695557,0.24234211444854736,0.4130953550338745
,when,did,the,different,colonies,come,together,and,form,kenya,?
the,0.5091903209686279,0.34736719727516174,1.0,0.36412742733955383,0.30451729893684387,0.36020293831825256,0.26662585139274597,0.5171257257461548,0.29286009073257446,0.21657514572143555,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.34367692470550537,0.2241927534341812,0.3136608302593231,0.1817139983177185,0.13807885348796844,0.28213179111480713,0.1789586991071701,0.2613162100315094,0.17266890406608582
kingdom,0.19648540019989014,0.15448923408985138,0.3143408000469208,0.21055066585540771,0.2607794404029846,0.15852424502372742,0.1387730985879898,0.3048160970211029,0.1962696760892868,0.22234469652175903,0.12927088141441345
ceded,0.22507764399051666,0.21863986551761627,0.337197870016098,0.0731828436255455,0.3080019950866699,0.2163091003894806,0.1777021884918213,0.2989547550678253,0.12145838886499405,0.20966766774654388,0.13127154111862183
sovereignty,0.1481887549161911,0.1916259080171585,0.26170846819877625,0.1371738463640213,0.41989415884017944,0.22540263831615448,0.12911690771579742,0.21673350036144257,0.11413415521383286,0.19420814514160156,0.1958751529455185
over,0.36642953753471375,0.2535076439380646,0.39856547117233276,0.3395211398601532,0.21510107815265656,0.2590237855911255,0.23220300674438477,0.4021143913269043,0.20586645603179932,0.20699773728847504,0.25742942094802856
the,0.5091903209686279,0.34736719727516174,1.0,0.36412742733955383,0.30451729893684387,0.36020293831825256,0.26662585139274597,0.5171257257461548,0.29286009073257446,0.21657514572143555,0.22068053483963013
colony,0.23867273330688477,0.17398406565189362,0.2740810811519623,0.16477768123149872,0.7375558614730835,0.1799638420343399,0.14023640751838684,0.2406650185585022,0.1936379224061966,0.22999060153961182,0.13831071555614471
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3747533857822418,0.2890703082084656,0.3194141983985901,0.26678720116615295,0.5116966962814331,0.29600051045417786,0.22226637601852417,0.1826142966747284
kenya,0.11853623390197754,0.16214214265346527,0.21657514572143555,0.14144453406333923,0.18769590556621552,0.1500818133354187,0.17036072909832,0.20742860436439514,0.10288314521312714,1.0,0.17197901010513306
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.39536112546920776,0.311396062374115,0.3412281572818756,0.37008100748062134,1.0,0.30469027161598206,0.20742860436439514,0.20544172823429108
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.32220861315727234,0.23384660482406616,0.350309282541275,0.2912277579307556,0.6633074283599854,0.21805599331855774,0.23432263731956482,0.31091248989105225
under,0.3172987401485443,0.20815621316432953,0.3348022699356079,0.2488885074853897,0.16517388820648193,0.16152432560920715,0.21400968730449677,0.3005301356315613,0.1617700457572937,0.07996218651533127,0.18233340978622437
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.20424599945545197,0.13473175466060638,0.15195004642009735,0.13278141617774963,0.2838519215583801,0.1558980643749237,0.1525012105703354,0.19793890416622162
agreement,0.23616954684257507,0.2812501788139343,0.2490699142217636,0.18457075953483582,0.26614654064178467,0.25143036246299744,0.2483435720205307,0.22375741600990295,0.15094143152236938,0.1356610208749771,0.15830197930335999
dated,0.1799352616071701,0.19078712165355682,0.2046709507703781,0.1312336027622223,0.1115126833319664,0.16680806875228882,0.1671430468559265,0.19221575558185577,0.13996346294879913,0.19077937304973602,0.215650275349617
8,0.010968375019729137,-0.004101584665477276,0.0063715726137161255,0.00393950380384922,-0.08579614013433456,0.060095276683568954,-0.08441775292158127,-0.0012589808320626616,0.019403081387281418,-0.003395206993445754,-0.04056251794099808
october,0.273419588804245,0.2746104896068573,0.2621108889579773,0.06727099418640137,0.15176573395729065,0.14667077362537384,0.13555708527565002,0.2883152663707733,0.09940657019615173,0.183663010597229,0.29706719517707825
1963,-0.029794543981552124,0.022874606773257256,0.03728247061371803,-0.03262339159846306,-0.042853329330682755,-0.0006981880869716406,-0.0033329823054373264,0.09263621270656586,0.040228188037872314,0.0339445136487484,0.03411978855729103
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.32220861315727234,0.23384660482406616,0.350309282541275,0.2912277579307556,0.6633074283599854,0.21805599331855774,0.23432263731956482,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.36412742733955383,0.30451729893684387,0.36020293831825256,0.26662585139274597,0.5171257257461548,0.29286009073257446,0.21657514572143555,0.22068053483963013
sultan,0.18346792459487915,0.11990440636873245,0.20653769373893738,0.04138800874352455,0.17249584197998047,0.13455139100551605,0.12455593049526215,0.21854037046432495,0.13225694000720978,0.21961957216262817,0.11157335340976715
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3747533857822418,0.2890703082084656,0.3194141983985901,0.26678720116615295,0.5116966962814331,0.29600051045417786,0.22226637601852417,0.1826142966747284
zanzibar,0.16839449107646942,0.14244933426380157,0.23705746233463287,0.10658092051744461,0.2999509572982788,0.16661854088306427,0.163850799202919,0.24286384880542755,0.20531904697418213,0.42715778946876526,0.07503319531679153
agreed,0.26048845052719116,0.47254884243011475,0.24722334742546082,0.219508096575737,0.23202131688594818,0.2982940077781677,0.27781304717063904,0.2597125470638275,0.16737566888332367,0.09362711757421494,0.21258382499217987
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.4608689844608307,0.21322624385356903,0.41515251994132996,0.28340306878089905,0.4731321930885315,0.31894639134407043,0.18006594479084015,0.32716336846351624
simultaneous,0.22395484149456024,0.09737241268157959,0.20599642395973206,0.3582664430141449,0.16826967895030975,0.152452751994133,0.19684769213199615,0.18287762999534607,0.26388171315193176,0.120439812541008,0.13119907677173615
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.3571763038635254,0.17207865417003632,0.27227720618247986,0.48732393980026245,0.5477725267410278,0.29348593950271606,0.13224487006664276,0.2433311939239502
independence,0.1640492081642151,0.19588761031627655,0.2836182415485382,0.10973040759563446,0.4038378894329071,0.18909934163093567,0.15713804960250854,0.19334110617637634,0.14297345280647278,0.2788098156452179,0.12301119416952133
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.34825223684310913,0.19675298035144806,0.2792086601257324,0.20928718149662018,0.5064792633056641,0.2342945635318756,0.22047242522239685,0.264628142118454
the,0.5091903209686279,0.34736719727516174,1.0,0.36412742733955383,0.30451729893684387,0.36020293831825256,0.26662585139274597,0.5171257257461548,0.29286009073257446,0.21657514572143555,0.22068053483963013
colony,0.23867273330688477,0.17398406565189362,0.2740810811519623,0.16477768123149872,0.7375558614730835,0.1799638420343399,0.14023640751838684,0.2406650185585022,0.1936379224061966,0.22999060153961182,0.13831071555614471
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3747533857822418,0.2890703082084656,0.3194141983985901,0.26678720116615295,0.5116966962814331,0.29600051045417786,0.22226637601852417,0.1826142966747284
kenya,0.11853623390197754,0.16214214265346527,0.21657514572143555,0.14144453406333923,0.18769590556621552,0.1500818133354187,0.17036072909832,0.20742860436439514,0.10288314521312714,1.0,0.17197901010513306
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.32220861315727234,0.23384660482406616,0.350309282541275,0.2912277579307556,0.6633074283599854,0.21805599331855774,0.23432263731956482,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.36412742733955383,0.30451729893684387,0.36020293831825256,0.26662585139274597,0.5171257257461548,0.29286009073257446,0.21657514572143555,0.22068053483963013
sultan,0.18346792459487915,0.11990440636873245,0.20653769373893738,0.04138800874352455,0.17249584197998047,0.13455139100551605,0.12455593049526215,0.21854037046432495,0.13225694000720978,0.21961957216262817,0.11157335340976715
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.28642526268959045,0.2439955770969391,0.37367525696754456,0.24288856983184814,0.34921059012413025,0.22430874407291412,0.1261807531118393,0.37178951501846313
cease,0.3092784881591797,0.24001330137252808,0.317424476146698,0.18355637788772583,0.2136506736278534,0.27773693203926086,0.14200371503829956,0.22589343786239624,0.20854035019874573,0.1280653029680252,0.19625024497509003
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.3617510497570038,0.2835637629032135,0.4297197163105011,0.33225905895233154,0.48971283435821533,0.2772196829319,0.17769291996955872,0.29463258385658264
have,0.40555819869041443,0.3783526122570038,0.40389683842658997,0.5267002582550049,0.3004967272281647,0.4500013291835785,0.29204943776130676,0.4711785912513733,0.3062373399734497,0.17783501744270325,0.32991164922714233
sovereignty,0.1481887549161911,0.1916259080171585,0.26170846819877625,0.1371738463640213,0.41989415884017944,0.22540263831615448,0.12911690771579742,0.21673350036144257,0.11413415521383286,0.19420814514160156,0.1958751529455185
over,0.36642953753471375,0.2535076439380646,0.39856547117233276,0.3395211398601532,0.21510107815265656,0.2590237855911255,0.23220300674438477,0.4021143913269043,0.20586645603179932,0.20699773728847504,0.25742942094802856
the,0.5091903209686279,0.34736719727516174,1.0,0.36412742733955383,0.30451729893684387,0.36020293831825256,0.26662585139274597,0.5171257257461548,0.29286009073257446,0.21657514572143555,0.22068053483963013
protectorate,0.19512973725795746,0.164311021566391,0.2715727984905243,0.12418734282255173,0.3411330282688141,0.13852085173130035,0.20462733507156372,0.28061163425445557,0.15307854115962982,0.3262830078601837,0.09938298910856247
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3747533857822418,0.2890703082084656,0.3194141983985901,0.26678720116615295,0.5116966962814331,0.29600051045417786,0.22226637601852417,0.1826142966747284
kenya,0.11853623390197754,0.16214214265346527,0.21657514572143555,0.14144453406333923,0.18769590556621552,0.1500818133354187,0.17036072909832,0.20742860436439514,0.10288314521312714,1.0,0.17197901010513306
so,0.560259222984314,0.43696269392967224,0.4296516180038452,0.4321499168872833,0.22152669727802277,0.40251344442367554,0.3034808337688446,0.4655851125717163,0.31336361169815063,0.16079139709472656,0.43163934350013733
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.4608689844608307,0.21322624385356903,0.41515251994132996,0.28340306878089905,0.4731321930885315,0.31894639134407043,0.18006594479084015,0.32716336846351624
all,0.35107192397117615,0.33943864703178406,0.4860881567001343,0.42947903275489807,0.23929573595523834,0.42916786670684814,0.2828194797039032,0.4542157053947449,0.2039855718612671,0.18323364853858948,0.29575422406196594
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3747533857822418,0.2890703082084656,0.3194141983985901,0.26678720116615295,0.5116966962814331,0.29600051045417786,0.22226637601852417,0.1826142966747284
kenya,0.11853623390197754,0.16214214265346527,0.21657514572143555,0.14144453406333923,0.18769590556621552,0.1500818133354187,0.17036072909832,0.20742860436439514,0.10288314521312714,1.0,0.17197901010513306
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.28642526268959045,0.2439955770969391,0.37367525696754456,0.24288856983184814,0.34921059012413025,0.22430874407291412,0.1261807531118393,0.37178951501846313
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.3756779432296753,0.1996641308069229,0.30159616470336914,0.20941530168056488,0.41766801476478577,0.3391776382923126,0.11485160887241364,0.3324260413646698
one,0.38307374715805054,0.27659472823143005,0.5514441132545471,0.3770311772823334,0.18063342571258545,0.31002354621887207,0.32663747668266296,0.42438167333602905,0.2667044997215271,0.17448458075523376,0.2673267424106598
sovereign,0.1619783192873001,0.20425617694854736,0.3078061044216156,0.15155869722366333,0.39883822202682495,0.17037640511989594,0.12441171705722809,0.22412198781967163,0.1370486617088318,0.1734609454870224,0.1680317223072052
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.32220861315727234,0.23384660482406616,0.350309282541275,0.2912277579307556,0.6633074283599854,0.21805599331855774,0.23432263731956482,0.31091248989105225
independent,0.2464742362499237,0.22794869542121887,0.2927691638469696,0.22432082891464233,0.28304731845855713,0.21381014585494995,0.20457963645458221,0.22274264693260193,0.17854085564613342,0.20693354308605194,0.11902587860822678
state,0.2549494504928589,0.152080237865448,0.3097178041934967,0.17896579205989838,0.33531516790390015,0.17647039890289307,0.13094671070575714,0.2653750479221344,0.18559840321540833,0.1420120745897293,0.1160883978009224
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.31511759757995605,0.27309566736221313,0.2866859436035156,0.2842161953449249,0.588965117931366,0.28317511081695557,0.24234211444854736,0.4130953550338745
