,according,to,wilson,'s,theorem,",",what,factorial,must,be,divisible,by,n,if,some,integer,n,>,4,is,to,be,considered,composite,?
n,0.15300437808036804,0.16421891748905182,0.1737172156572342,0.13510282337665558,0.23515747487545013,0.2316582053899765,0.16510315239429474,0.3270322382450104,0.2495199292898178,0.1837998479604721,0.21958380937576294,0.17974872887134552,1.0,0.23619018495082855,0.09764911234378815,0.3231755495071411,1.0,0.2048463225364685,0.04749995097517967,0.2254602462053299,0.16421891748905182,0.1837998479604721,0.12406370788812637,0.26047003269195557,0.19161871075630188
>,0.08271599560976028,0.1386966109275818,0.14200112223625183,0.08055411279201508,0.05788879096508026,0.1912437379360199,0.10452091693878174,0.18920719623565674,0.17359919846057892,0.21307604014873505,0.22608132660388947,0.13443799316883087,0.2048463225364685,0.22860383987426758,0.19774891436100006,0.23496054112911224,0.2048463225364685,1.0,0.011105695739388466,0.09800601750612259,0.1386966109275818,0.21307604014873505,0.1749899983406067,0.1493833214044571,0.25022614002227783
4,0.03609421104192734,0.059323787689208984,0.11924446374177933,-0.0858617052435875,-0.049817103892564774,0.15652385354042053,-0.04324747622013092,-0.014054790139198303,-0.01666731759905815,-0.031255580484867096,0.05505887791514397,0.14685025811195374,0.04749995097517967,-0.051096875220537186,-0.09016409516334534,-0.03526390716433525,0.04749995097517967,0.011105695739388466,1.0000001192092896,0.025936461985111237,0.059323787689208984,-0.031255580484867096,0.042516518384218216,0.03738406300544739,0.010515431873500347
is,0.2838992476463318,0.42745086550712585,0.09424737840890884,0.02396530658006668,0.23679251968860626,0.4691906273365021,0.28837618231773376,0.2297896295785904,0.3093329071998596,0.4819129705429077,0.24465152621269226,0.3899846076965332,0.2254602462053299,0.30927813053131104,0.3038453459739685,0.2086324691772461,0.2254602462053299,0.09800601750612259,0.025936461985111237,1.0,0.42745086550712585,0.4819129705429077,0.4096149802207947,0.2680354416370392,0.22961433231830597
composite,0.08717969805002213,0.2628105580806732,0.09719577431678772,0.04060094431042671,0.2989688217639923,0.22170902788639069,0.20413389801979065,0.33250656723976135,0.2413824200630188,0.23722496628761292,0.27539825439453125,0.18750335276126862,0.26047003269195557,0.23845010995864868,0.230892151594162,0.3552619516849518,0.26047003269195557,0.1493833214044571,0.03738406300544739,0.2680354416370392,0.2628105580806732,0.23722496628761292,0.2150188833475113,0.9999999403953552,0.10732094198465347
if,0.15097758173942566,0.4559597074985504,0.14715835452079773,-0.0015437148977071047,0.2543347477912903,0.257730096578598,0.5277165174484253,0.2753743827342987,0.5808357000350952,0.5628611445426941,0.31472691893577576,0.2429230511188507,0.23619018495082855,1.0,0.4167235493659973,0.38328951597213745,0.23619018495082855,0.22860383987426758,-0.051096875220537186,0.30927813053131104,0.4559597074985504,0.5628611445426941,0.2923738658428192,0.23845010995864868,0.4441644251346588
and,0.30645591020584106,0.48971283435821533,0.26030388474464417,0.06895173341035843,0.10136619955301285,0.6633074283599854,0.31309178471565247,0.26456418633461,0.33253467082977295,0.41766801476478577,0.23279815912246704,0.4289871156215668,0.2290663868188858,0.3498523235321045,0.5337774157524109,0.14794570207595825,0.2290663868188858,0.24280625581741333,0.11143114417791367,0.3859752118587494,0.48971283435821533,0.41766801476478577,0.3359341621398926,0.24496574699878693,0.20544172823429108
only,0.2409883737564087,0.5096819996833801,0.11860650777816772,0.08984304964542389,0.26466360688209534,0.4220978021621704,0.41415658593177795,0.2517218589782715,0.37705567479133606,0.46042704582214355,0.3473210632801056,0.36511722207069397,0.2039499133825302,0.5164433121681213,0.54151451587677,0.2523172199726105,0.2039499133825302,0.15978044271469116,0.04349416494369507,0.44708555936813354,0.5096819996833801,0.46042704582214355,0.3756130337715149,0.24301186203956604,0.2767370045185089
if,0.15097758173942566,0.4559597074985504,0.14715835452079773,-0.0015437148977071047,0.2543347477912903,0.257730096578598,0.5277165174484253,0.2753743827342987,0.5808357000350952,0.5628611445426941,0.31472691893577576,0.2429230511188507,0.23619018495082855,1.0,0.4167235493659973,0.38328951597213745,0.23619018495082855,0.22860383987426758,-0.051096875220537186,0.30927813053131104,0.4559597074985504,0.5628611445426941,0.2923738658428192,0.23845010995864868,0.4441644251346588
(,0.19962136447429657,0.30882009863853455,0.1710127741098404,0.0012731997994706035,0.16467396914958954,0.6363511681556702,0.2411840260028839,0.11274010688066483,0.20299430191516876,0.2349044382572174,0.20779775083065033,0.20696312189102173,0.23732076585292816,0.26899856328964233,0.2279975414276123,0.19773975014686584,0.23732076585292816,0.2951261103153229,0.1848795861005783,0.35393038392066956,0.30882009863853455,0.2349044382572174,0.22818490862846375,0.1885688155889511,0.40561532974243164
n,0.15300437808036804,0.16421891748905182,0.1737172156572342,0.13510282337665558,0.23515747487545013,0.2316582053899765,0.16510315239429474,0.3270322382450104,0.2495199292898178,0.1837998479604721,0.21958380937576294,0.17974872887134552,1.0,0.23619018495082855,0.09764911234378815,0.3231755495071411,1.0,0.2048463225364685,0.04749995097517967,0.2254602462053299,0.16421891748905182,0.1837998479604721,0.12406370788812637,0.26047003269195557,0.19161871075630188
−,0.0712197795510292,0.20089128613471985,0.11917206645011902,0.06571318954229355,0.25738728046417236,0.25622230768203735,0.14940914511680603,0.20304860174655914,0.12133032083511353,0.17289069294929504,0.26877695322036743,0.08930157870054245,0.26215770840644836,0.20505276322364807,0.12799504399299622,0.3807077705860138,0.26215770840644836,0.2347521185874939,-0.040135085582733154,0.16782180964946747,0.20089128613471985,0.17289069294929504,0.11271116137504578,0.27124398946762085,0.22067660093307495
1,-0.1403331756591797,-0.2769182622432709,-0.2164074331521988,0.003928052727133036,-0.19035573303699493,-0.15742997825145721,-0.21266892552375793,-0.14660818874835968,-0.2533520460128784,-0.2923636734485626,-0.18026161193847656,-0.2582099735736847,-0.08674373477697372,-0.3333838880062103,-0.24203214049339294,-0.18673858046531677,-0.08674373477697372,-0.12961597740650177,-0.022251660004258156,-0.12491171807050705,-0.2769182622432709,-0.2923636734485626,-0.19963058829307556,-0.04089200869202614,-0.249979168176651
),0.19621314108371735,0.31236231327056885,0.162875697016716,0.021107977256178856,0.16883030533790588,0.63033527135849,0.26259949803352356,0.12043684720993042,0.19068287312984467,0.24578070640563965,0.20337744057178497,0.2151763141155243,0.23685944080352783,0.2878422141075134,0.2398642599582672,0.20820841193199158,0.23685944080352783,0.3260525166988373,0.18945647776126862,0.37732169032096863,0.31236231327056885,0.24578070640563965,0.2430245578289032,0.19130705296993256,0.42300865054130554
!,0.13661402463912964,0.1950651854276657,0.13753871619701385,0.006517036817967892,0.1809585690498352,0.28909194469451904,0.2836626470088959,0.17068153619766235,0.19050735235214233,0.23319953680038452,0.15445329248905182,0.195795476436615,0.22500190138816833,0.33119964599609375,0.17712795734405518,0.1792149841785431,0.22500190138816833,0.18358004093170166,0.02264784835278988,0.14908525347709656,0.1950651854276657,0.23319953680038452,0.047321777790784836,0.1353020817041397,0.45165371894836426
