,how,many,years,was,john,fox,the,head,coach,of,the,denver,broncos,?
a,0.29312583804130554,0.2872205972671509,0.23773819208145142,0.4508470594882965,0.20638683438301086,0.16995559632778168,0.5829201340675354,0.2807295620441437,0.16662418842315674,0.5052502155303955,0.5829201340675354,0.179859921336174,0.19771797955036163,0.23916715383529663
mutual,0.25919464230537415,0.18976223468780518,0.16613565385341644,0.10678567737340927,0.10404369980096817,0.19608846306800842,0.21255530416965485,0.06464860588312149,0.0739947035908699,0.22917376458644867,0.21255530416965485,0.16568413376808167,0.1722354292869568,0.14322642982006073
parting,0.21035048365592957,0.2819530963897705,0.16717949509620667,0.15869779884815216,0.07390954345464706,0.11501701921224594,0.2963137626647949,0.1395207643508911,0.11676628142595291,0.22257444262504578,0.2963137626647949,0.19160202145576477,0.23499689996242523,0.1695823073387146
with,0.3525622487068176,0.35744401812553406,0.21224987506866455,0.27411898970603943,0.1736196130514145,0.17364606261253357,0.4223487675189972,0.2096976488828659,0.2121175080537796,0.41827285289764404,0.4223487675189972,0.20079316198825836,0.2245701551437378,0.2433311939239502
head,0.17195114493370056,0.1185159832239151,0.11371049284934998,0.2465479075908661,0.15809836983680725,0.07893308252096176,0.3079071640968323,0.9999998807907104,0.41754329204559326,0.2945564389228821,0.3079071640968323,0.19997245073318481,0.2802664041519165,0.10879309475421906
coach,0.12556599080562592,0.08077322691679001,0.18034127354621887,0.20918557047843933,0.19683262705802917,0.17076337337493896,0.14297698438167572,0.41754329204559326,0.9999998807907104,0.144924595952034,0.14297698438167572,0.29413852095603943,0.40552663803100586,0.11963751912117004
john,0.16882067918777466,0.12777787446975708,0.13242320716381073,0.2875721752643585,1.0000001192092896,0.15413518249988556,0.2230520099401474,0.15809836983680725,0.19683262705802917,0.2407056987285614,0.2230520099401474,0.20788034796714783,0.2301175743341446,0.13162356615066528
fox,0.16577140986919403,0.1604108065366745,0.12332650274038315,0.18574436008930206,0.15413518249988556,1.0,0.24760441482067108,0.07893308252096176,0.17076337337493896,0.13095848262310028,0.24760441482067108,0.24840685725212097,0.3150620460510254,0.1670110523700714
(,0.1676948219537735,0.1455259770154953,0.21505801379680634,0.2980341613292694,0.21336311101913452,0.1854509860277176,0.33289089798927307,0.23052836954593658,0.2267160564661026,0.35032153129577637,0.33289089798927307,0.23238550126552582,0.22258663177490234,0.40561532974243164
who,0.4070430099964142,0.4149286150932312,0.29867154359817505,0.3318818509578705,0.30388808250427246,0.20670369267463684,0.3733934462070465,0.20998527109622955,0.1715262234210968,0.2827862501144409,0.3733934462070465,0.20955970883369446,0.1763724684715271,0.26220351457595825
had,0.2549138069152832,0.40130746364593506,0.36797329783439636,0.5927209258079529,0.20482271909713745,0.16836102306842804,0.3875846862792969,0.24529026448726654,0.1863328069448471,0.37755560874938965,0.3875846862792969,0.22139029204845428,0.19590453803539276,0.20728366076946259
won,0.13434793055057526,0.2252970188856125,0.23718126118183136,0.35383549332618713,0.22759193181991577,0.12744981050491333,0.29432493448257446,0.15105806291103363,0.2705681324005127,0.20832067728042603,0.29432493448257446,0.1950361430644989,0.29654255509376526,0.17925700545310974
four,0.1955733299255371,0.4139232039451599,0.3219561278820038,0.2866098880767822,0.1519157588481903,0.10621914267539978,0.40344667434692383,0.15748171508312225,0.14225079119205475,0.36293646693229675,0.40344667434692383,0.16628514230251312,0.2302631437778473,0.14532537758350372
divisional,0.1030944287776947,0.1702820211648941,0.17243003845214844,0.22680401802062988,0.18666589260101318,0.17315903306007385,0.29866886138916016,0.14744974672794342,0.16330519318580627,0.3047286868095398,0.29866886138916016,0.19392408430576324,0.32206958532333374,0.08093056827783585
championships,0.12247534096240997,0.21021327376365662,0.260407418012619,0.24317452311515808,0.16666512191295624,0.12967266142368317,0.2617073357105255,0.14123131334781647,0.39409053325653076,0.2130236178636551,0.2617073357105255,0.24664808809757233,0.42363396286964417,0.12499503791332245
in,0.2601168751716614,0.41474202275276184,0.33554986119270325,0.45514053106307983,0.22177861630916595,0.22528515756130219,0.6662389636039734,0.21927717328071594,0.1651318073272705,0.5696388483047485,0.6662389636039734,0.2221570909023285,0.20316283404827118,0.20430970191955566
his,0.24614305794239044,0.3188176155090332,0.3523389995098114,0.4405253231525421,0.288114070892334,0.20168918371200562,0.4394008219242096,0.2232082635164261,0.21406444907188416,0.38364991545677185,0.4394008219242096,0.1710202693939209,0.22318051755428314,0.18075084686279297
four,0.1955733299255371,0.4139232039451599,0.3219561278820038,0.2866098880767822,0.1519157588481903,0.10621914267539978,0.40344667434692383,0.15748171508312225,0.14225079119205475,0.36293646693229675,0.40344667434692383,0.16628514230251312,0.2302631437778473,0.14532537758350372
years,0.21949264407157898,0.2731519937515259,1.0,0.35855233669281006,0.13242320716381073,0.12332650274038315,0.2912273406982422,0.11371049284934998,0.18034127354621887,0.2904134690761566,0.2912273406982422,0.24351242184638977,0.24300086498260498,0.1914375126361847
as,0.33782753348350525,0.4070141911506653,0.234328031539917,0.3677520453929901,0.1664888858795166,0.19823981821537018,0.48381632566452026,0.23658350110054016,0.1861812025308609,0.3886612355709076,0.48381632566452026,0.23965661227703094,0.23052668571472168,0.27043893933296204
broncos,0.11217407882213593,0.1706678420305252,0.24300086498260498,0.23574475944042206,0.2301175743341446,0.3150620460510254,0.25985947251319885,0.2802664041519165,0.40552663803100586,0.19310332834720612,0.25985947251319885,0.5774994492530823,1.0000001192092896,0.18377114832401276
head,0.17195114493370056,0.1185159832239151,0.11371049284934998,0.2465479075908661,0.15809836983680725,0.07893308252096176,0.3079071640968323,0.9999998807907104,0.41754329204559326,0.2945564389228821,0.3079071640968323,0.19997245073318481,0.2802664041519165,0.10879309475421906
coach,0.12556599080562592,0.08077322691679001,0.18034127354621887,0.20918557047843933,0.19683262705802917,0.17076337337493896,0.14297698438167572,0.41754329204559326,0.9999998807907104,0.144924595952034,0.14297698438167572,0.29413852095603943,0.40552663803100586,0.11963751912117004
),0.17939934134483337,0.16602720320224762,0.20000751316547394,0.3267642855644226,0.22096103429794312,0.1723320633172989,0.3456730246543884,0.24616102874279022,0.22604507207870483,0.3680361211299896,0.3456730246543884,0.2208423912525177,0.20362429320812225,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2589467465877533,0.45456063747406006,0.23961079120635986,0.21118731796741486,0.4933079481124878,0.2711189091205597,0.2760384678840637,0.4946078956127167,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.300204873085022,0.3740963041782379,0.21634717285633087,0.22043024003505707,0.5171257257461548,0.24040718376636505,0.2508825957775116,0.5116966962814331,0.5171257257461548,0.20625516772270203,0.20959050953388214,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.48711544275283813,0.2230520099401474,0.24760441482067108,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.2052404284477234,0.25985947251319885,0.22068053483963013
hiring,0.23194169998168945,0.2390609085559845,0.18907275795936584,0.2188761681318283,0.2049545794725418,0.20870238542556763,0.19678819179534912,0.169167160987854,0.1324983835220337,0.17499062418937683,0.19678819179534912,0.27337971329689026,0.23447872698307037,0.18248823285102844
of,0.2480744868516922,0.37253960967063904,0.2904134690761566,0.4069072902202606,0.2407056987285614,0.13095848262310028,0.733189046382904,0.2945564389228821,0.144924595952034,1.0,0.733189046382904,0.14595118165016174,0.19310332834720612,0.1826142966747284
gary,0.14828187227249146,0.17031745612621307,0.1742352694272995,0.23893626034259796,0.3358928859233856,0.24991777539253235,0.16962489485740662,0.1472642421722412,0.2571870684623718,0.153360977768898,0.16962489485740662,0.31782636046409607,0.2396838366985321,0.06767930835485458
kubiak,0.06607796996831894,0.10550004988908768,0.08466687053442001,0.2883514165878296,0.20432592928409576,0.2766065299510956,0.1740415245294571,0.38312670588493347,0.4861065447330475,0.15710368752479553,0.1740415245294571,0.2754456698894501,0.40566664934158325,0.15975911915302277
as,0.33782753348350525,0.4070141911506653,0.234328031539917,0.3677520453929901,0.1664888858795166,0.19823981821537018,0.48381632566452026,0.23658350110054016,0.1861812025308609,0.3886612355709076,0.48381632566452026,0.23965661227703094,0.23052668571472168,0.27043893933296204
the,0.33890387415885925,0.4335206151008606,0.2912273406982422,0.48711544275283813,0.2230520099401474,0.24760441482067108,1.0,0.3079071640968323,0.14297698438167572,0.733189046382904,1.0,0.2052404284477234,0.25985947251319885,0.22068053483963013
new,0.20832711458206177,0.2992318272590637,0.20363415777683258,0.2748313844203949,0.21047446131706238,0.13097921013832092,0.3845241069793701,0.18110334873199463,0.16024479269981384,0.343457967042923,0.3845241069793701,0.2101706713438034,0.2461613565683365,0.14782847464084625
head,0.17195114493370056,0.1185159832239151,0.11371049284934998,0.2465479075908661,0.15809836983680725,0.07893308252096176,0.3079071640968323,0.9999998807907104,0.41754329204559326,0.2945564389228821,0.3079071640968323,0.19997245073318481,0.2802664041519165,0.10879309475421906
coach,0.12556599080562592,0.08077322691679001,0.18034127354621887,0.20918557047843933,0.19683262705802917,0.17076337337493896,0.14297698438167572,0.41754329204559326,0.9999998807907104,0.144924595952034,0.14297698438167572,0.29413852095603943,0.40552663803100586,0.11963751912117004
.,0.3287222981452942,0.3974229395389557,0.31919315457344055,0.40146201848983765,0.26428887248039246,0.2519562542438507,0.5934505462646484,0.2515932321548462,0.20588655769824982,0.5352458953857422,0.5934505462646484,0.2573630213737488,0.2612393796443939,0.4130953550338745
