,when,did,the,iranian,government,enjoy,something,of,a,resurgence,?
countries,0.26415354013442993,0.2888847887516022,0.33290645480155945,0.17333050072193146,0.34346339106559753,0.2130897343158722,0.2489657998085022,0.2800094783306122,0.2672088146209717,0.24250482022762299,0.15128466486930847
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.21150918304920197,0.29558056592941284,0.258151650428772,0.6027913093566895,0.41498205065727234,0.47537946701049805,0.29855599999427795,0.32716336846351624
also,0.5475645065307617,0.39334940910339355,0.6021018624305725,0.2077564150094986,0.262620747089386,0.2955859303474426,0.34996140003204346,0.4924938678741455,0.5149940252304077,0.28616130352020264,0.21848613023757935
have,0.40555819869041443,0.3783526122570038,0.40389683842658997,0.17906859517097473,0.23351164162158966,0.3506983816623688,0.431578665971756,0.3802283704280853,0.338716596364975,0.22492715716362,0.32991164922714233
large,0.2779814898967743,0.2084006518125534,0.3828733265399933,0.1207970604300499,0.2013227492570877,0.19023199379444122,0.24128104746341705,0.3569655418395996,0.3740714490413666,0.20197318494319916,0.1355665624141693
shiite,0.1685895025730133,0.1543891280889511,0.26444509625434875,0.48136425018310547,0.3558639883995056,0.17030484974384308,0.19682832062244415,0.32282471656799316,0.22672991454601288,0.361564964056015,0.17869096994400024
populations,0.2120709866285324,0.10798442363739014,0.2796059846878052,0.0995749980211258,0.2423233985900879,0.18073667585849762,0.15986301004886627,0.2561377286911011,0.20712152123451233,0.24322348833084106,0.17519071698188782
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.21824561059474945,0.15263929963111877,0.12793982028961182,0.25130602717399597,0.3680361211299896,0.3640355169773102,0.224250927567482,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.22688403725624084,0.2521961033344269,0.20255951583385468,0.28171658515930176,0.5352458953857422,0.50484299659729,0.245474174618721,0.4130953550338745
,when,did,the,iranian,government,enjoy,something,of,a,resurgence,?
during,0.46721696853637695,0.30679523944854736,0.4838213622570038,0.17942260205745697,0.25454002618789673,0.287322998046875,0.15279358625411987,0.3869180977344513,0.30341604351997375,0.34106916189193726,0.1325719803571701
the,0.5091903209686279,0.34736719727516174,1.0,0.21625958383083344,0.31798112392425537,0.19656315445899963,0.32640767097473145,0.733189046382904,0.5829201340675354,0.3228895366191864,0.22068053483963013
2006,0.023816242814064026,-0.07636451721191406,0.11294147372245789,-0.010766283608973026,-0.019045671448111534,0.024462753906846046,0.0360826700925827,0.10009169578552246,0.09566660970449448,-0.00010663628199836239,-0.1194092258810997
israel-lebanon,0.19553644955158234,0.18495602905750275,0.23297229409217834,0.3906911611557007,0.2514757812023163,0.14725206792354584,0.21479938924312592,0.2179998904466629,0.20103013515472412,0.2702876031398773,0.2531062662601471
conflict,0.2741304636001587,0.20577645301818848,0.2974752187728882,0.16917742788791656,0.33733171224594116,0.13182751834392548,0.32916539907455444,0.2620731294155121,0.2236446589231491,0.3911271095275879,0.26744839549064636
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20104601979255676,0.27344048023223877,0.27890104055404663,0.24105922877788544,0.4946078956127167,0.427140474319458,0.2598235011100769,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.21625958383083344,0.31798112392425537,0.19656315445899963,0.32640767097473145,0.733189046382904,0.5829201340675354,0.3228895366191864,0.22068053483963013
iranian,0.12405554205179214,0.1345420926809311,0.21625958383083344,1.0,0.18126358091831207,0.14005959033966064,0.15931522846221924,0.19742776453495026,0.2339317500591278,0.24167241156101227,0.13520781695842743
government,0.23078718781471252,0.2792121469974518,0.31798112392425537,0.18126358091831207,1.0000001192092896,0.14432701468467712,0.24777618050575256,0.3475167155265808,0.25158295035362244,0.26420462131500244,0.18851417303085327
enjoyed,0.266980916261673,0.3251018226146698,0.18685349822044373,0.0843081846833229,0.19577567279338837,0.6604371070861816,0.2134525328874588,0.21542632579803467,0.22706007957458496,0.23829424381256104,0.09301155805587769
something,0.4493243098258972,0.31644681096076965,0.32640767097473145,0.15931522846221924,0.24777618050575256,0.29767656326293945,0.9999999403953552,0.2189858853816986,0.4335615932941437,0.26565366983413696,0.4761815667152405
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.19742776453495026,0.3475167155265808,0.21310144662857056,0.2189858853816986,1.0,0.5052502155303955,0.30038365721702576,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2339317500591278,0.25158295035362244,0.208265021443367,0.4335615932941437,0.5052502155303955,1.0,0.2303868979215622,0.23916715383529663
resurgence,0.19652262330055237,0.19937846064567566,0.3228895366191864,0.24167241156101227,0.26420462131500244,0.14684417843818665,0.26565366983413696,0.30038365721702576,0.2303868979215622,1.0,0.16093435883522034
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.19482189416885376,0.3066793978214264,0.21678471565246582,0.2275991588830948,0.5696388483047485,0.539380669593811,0.26721858978271484,0.20430970191955566
popularity,0.19648975133895874,0.22251276671886444,0.24727706611156464,0.15101870894432068,0.13291658461093903,0.3161579966545105,0.24734382331371307,0.20717091858386993,0.23447343707084656,0.342042475938797,0.16941240429878235
amongst,0.18194732069969177,0.21257755160331726,0.30752041935920715,0.1031506210565567,0.1834700107574463,0.265278160572052,0.16338872909545898,0.29788947105407715,0.129265695810318,0.29440411925315857,0.16806721687316895
the,0.5091903209686279,0.34736719727516174,1.0,0.21625958383083344,0.31798112392425537,0.19656315445899963,0.32640767097473145,0.733189046382904,0.5829201340675354,0.3228895366191864,0.22068053483963013
predominantly,0.2583344280719757,0.07212658226490021,0.3429192900657654,0.2952496409416199,0.17325140535831451,0.1622726172208786,0.16972409188747406,0.2868182361125946,0.2456686794757843,0.34831470251083374,0.06528439372777939
sunni,0.13003109395503998,0.19257347285747528,0.23035748302936554,0.44818541407585144,0.3235050141811371,0.19626830518245697,0.17143839597702026,0.25304439663887024,0.13497205078601837,0.3772816061973572,0.17507030069828033
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.1188744455575943,0.09259884804487228,-0.08722168207168579,0.0628630593419075,0.06780257821083069,0.07272057235240936,0.07440582662820816,0.0685480609536171
arab,0.16604845225811005,0.16366532444953918,0.2674407660961151,0.45326143503189087,0.1594809740781784,0.176844984292984,0.1587190479040146,0.22039446234703064,0.1530216783285141,0.27675431966781616,0.18450474739074707
street,0.15712179243564606,0.13786788284778595,0.20947860181331635,0.11654185503721237,0.11146839708089828,0.14154700934886932,0.11917179077863693,0.18984536826610565,0.18956080079078674,0.16719533503055573,0.07315441966056824
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20104601979255676,0.27344048023223877,0.27890104055404663,0.24105922877788544,0.4946078956127167,0.427140474319458,0.2598235011100769,0.31091248989105225
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,0.033676061779260635,0.01981239765882492,-0.07143831998109818,-0.002740332158282399,0.13035868108272552,0.04890415817499161,-0.04208299517631531,0.018684765323996544
due,0.27254438400268555,0.15152592957019806,0.22577603161334991,0.07202990353107452,0.13459475338459015,0.18018867075443268,0.20907393097877502,0.2533245384693146,0.2190696746110916,0.25828224420547485,0.10954997688531876
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.11043429374694824,0.28343796730041504,0.22729535400867462,0.41753658652305603,0.41548454761505127,0.45503583550453186,0.2341705709695816,0.29463258385658264
its,0.34032323956489563,0.19922670722007751,0.559237003326416,0.10480640828609467,0.27754512429237366,0.21213987469673157,0.3188169598579407,0.48690423369407654,0.4424409866333008,0.252781480550766,0.15103481709957123
support,0.19993360340595245,0.2911772131919861,0.22984638810157776,0.16716888546943665,0.24983343482017517,0.1868342161178589,0.24588847160339355,0.2307697981595993,0.2484646886587143,0.27276086807250977,0.22626608610153198
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.14880423247814178,0.23902073502540588,0.3090849220752716,0.296322762966156,0.4185989499092102,0.44038116931915283,0.20797626674175262,0.264628142118454
hezbollah,0.24492117762565613,0.25377559661865234,0.3005337715148926,0.5107018947601318,0.37375709414482117,0.13625933229923248,0.22777128219604492,0.22558878362178802,0.2603694200515747,0.38307568430900574,0.2066831886768341
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.19249634444713593,0.2859337627887726,0.2900097072124481,0.25568434596061707,0.5116966962814331,0.3739250600337982,0.2569514513015747,0.20544172823429108
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.11043429374694824,0.28343796730041504,0.22729535400867462,0.41753658652305603,0.41548454761505127,0.45503583550453186,0.2341705709695816,0.29463258385658264
president,0.17933911085128784,0.1801012009382248,0.24330610036849976,0.19696947932243347,0.3982211649417877,0.05660093575716019,0.1522708386182785,0.21610750257968903,0.16959697008132935,0.22657926380634308,0.14148259162902832
mahmoud,0.13704407215118408,0.13764555752277374,0.17839695513248444,0.538338840007782,0.2796526253223419,0.12264364212751389,0.22856424748897552,0.17338280379772186,0.2316645085811615,0.24010586738586426,0.23020991683006287
ahmadinejad,0.22044940292835236,0.16845160722732544,0.31042852997779846,0.5716560482978821,0.4090713858604431,0.14100521802902222,0.2322530746459961,0.3046036958694458,0.25853481888771057,0.402866393327713,0.2349763810634613
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,0.02761235274374485,0.00033092309604398906,0.03015332669019699,0.09383774548768997,-0.03817026689648628,0.04866964742541313,0.062061555683612823,-0.023395681753754616
vehement,0.2607981264591217,0.24118667840957642,0.3060821294784546,0.23966814577579498,0.25943219661712646,0.25307467579841614,0.4002014696598053,0.3019542694091797,0.33965396881103516,0.34280169010162354,0.272889107465744
opposition,0.24762092530727386,0.21891070902347565,0.26783087849617004,0.22305142879486084,0.42827489972114563,0.10613982379436493,0.226067915558815,0.27615541219711304,0.22200161218643188,0.3617876470088959,0.15647298097610474
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.11043429374694824,0.28343796730041504,0.22729535400867462,0.41753658652305603,0.41548454761505127,0.45503583550453186,0.2341705709695816,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,1.0,0.21625958383083344,0.31798112392425537,0.19656315445899963,0.32640767097473145,0.733189046382904,0.5829201340675354,0.3228895366191864,0.22068053483963013
united,0.2490900456905365,0.21137088537216187,0.34367692470550537,0.1945900171995163,0.33881843090057373,0.1768418550491333,0.1743999570608139,0.3187655806541443,0.2732578217983246,0.21743807196617126,0.17266890406608582
states,0.24639196693897247,0.21754568815231323,0.3463578522205353,0.188675194978714,0.3665940761566162,0.18917739391326904,0.18781039118766785,0.30884552001953125,0.24708621203899384,0.21920375525951385,0.16272737085819244
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.19249634444713593,0.2859337627887726,0.2900097072124481,0.25568434596061707,0.5116966962814331,0.3739250600337982,0.2569514513015747,0.20544172823429108
his,0.37120407819747925,0.3546801507472992,0.4394008219242096,0.13856855034828186,0.23050804436206818,0.2498837262392044,0.2540106773376465,0.38364991545677185,0.3497250974178314,0.29778048396110535,0.18075084686279297
call,0.2321246862411499,0.22224749624729156,0.26640447974205017,0.09060359746217728,0.16519519686698914,0.2186116874217987,0.25751614570617676,0.2378445267677307,0.2774817645549774,0.2259807288646698,0.23091886937618256
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.21150918304920197,0.29558056592941284,0.258151650428772,0.6027913093566895,0.41498205065727234,0.47537946701049805,0.29855599999427795,0.32716336846351624
israel,0.17024831473827362,0.16748307645320892,0.21617624163627625,0.2771283686161041,0.21959365904331207,0.13696782290935516,0.19622235000133514,0.18146966397762299,0.17491912841796875,0.23805539309978485,0.15015864372253418
shall,0.2545054256916046,0.29529356956481934,0.28226348757743835,0.16305147111415863,0.17460821568965912,0.2783321142196655,0.2856714725494385,0.2537289261817932,0.2228122502565384,0.16673441231250763,0.3077273964881897
vanish,0.21615613996982574,0.16948866844177246,0.22264687716960907,0.2630102038383484,0.0691431537270546,0.21174684166908264,0.3197237253189087,0.12836502492427826,0.2736624777317047,0.260405570268631,0.25438910722732544
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.22688403725624084,0.2521961033344269,0.20255951583385468,0.28171658515930176,0.5352458953857422,0.50484299659729,0.245474174618721,0.4130953550338745
