,who,presented,the,mac,to,the,scottish,parliament,when,it,was,initially,opened,?
",",0.3365725874900818,0.28443270921707153,0.4933079481124878,0.29863473773002625,0.44245919585227966,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.23403345048427582,0.24598844349384308,0.31091248989105225
the,0.3733934462070465,0.3251480758190155,1.0,0.13527071475982666,0.535392165184021,1.0,0.21724988520145416,0.26521381735801697,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.2997018098831177,0.28544309735298157,0.22068053483963013
mace,0.23624876141548157,0.0957636833190918,0.18704354763031006,0.4590758681297302,0.11557292193174362,0.18704354763031006,0.27674221992492676,0.15684230625629425,0.2063646912574768,0.18789002299308777,0.14381486177444458,0.08983783423900604,0.054638881236314774,0.07025778293609619
is,0.24293622374534607,0.22408393025398254,0.5823672413825989,0.1314775049686432,0.42745086550712585,0.5823672413825989,0.16398480534553528,0.19676777720451355,0.3471449911594391,0.6328473687171936,0.5810302495956421,0.18891194462776184,0.15947836637496948,0.22961433231830597
displayed,0.10972671210765839,0.3853546380996704,0.2887660264968872,0.14461873471736908,0.19166001677513123,0.2887660264968872,0.15168964862823486,0.1459779590368271,0.1827479749917984,0.21789099276065826,0.12936300039291382,0.22417637705802917,0.19261084496974945,0.20322057604789734
in,0.2792111933231354,0.3047972023487091,0.6662389636039734,0.05314561352133751,0.45010748505592346,0.6662389636039734,0.16512006521224976,0.2323146015405655,0.4431333839893341,0.5130809545516968,0.45514053106307983,0.2391221970319748,0.2972770035266876,0.20430970191955566
a,0.36608949303627014,0.24034897983074188,0.5829201340675354,0.12594474852085114,0.45503583550453186,0.5829201340675354,0.18544672429561615,0.22951169312000275,0.44397395849227905,0.5452592968940735,0.4508470594882965,0.25532233715057373,0.20146222412586212,0.23916715383529663
glass,0.19077414274215698,0.2138345092535019,0.20646950602531433,0.1686461716890335,0.2111847698688507,0.20646950602531433,0.1722005009651184,0.2021535485982895,0.2142861932516098,0.22964802384376526,0.18738797307014465,0.08955762535333633,0.1598331183195114,0.1252557635307312
case,0.2483663111925125,0.20177674293518066,0.31022098660469055,0.10373853147029877,0.3172709345817566,0.31022098660469055,0.16843055188655853,0.18793907761573792,0.3450794816017151,0.27522414922714233,0.18986068665981293,0.23139961063861847,0.1302310824394226,0.33232852816581726
suspended,0.10853397101163864,0.2694827616214752,0.28768354654312134,0.13344493508338928,0.20259469747543335,0.28768354654312134,0.1550850123167038,0.23860453069210052,0.27219924330711365,0.17751415073871613,0.2645036280155182,0.2558692991733551,0.2488907128572464,0.13118882477283478
from,0.27839982509613037,0.1551906168460846,0.40150508284568787,0.10282517969608307,0.4069952368736267,0.40150508284568787,0.15378767251968384,0.18214061856269836,0.405669629573822,0.325604110956192,0.31171464920043945,0.1962183266878128,0.14575611054897308,0.19969791173934937
the,0.3733934462070465,0.3251480758190155,1.0,0.13527071475982666,0.535392165184021,1.0,0.21724988520145416,0.26521381735801697,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.2997018098831177,0.28544309735298157,0.22068053483963013
lid,0.12388856709003448,0.039415065199136734,0.14996309578418732,0.22384370863437653,0.12968729436397552,0.14996309578418732,0.08377088606357574,0.14348973333835602,0.23907408118247986,0.16237471997737885,0.1322975754737854,0.08087241649627686,0.17016683518886566,0.2704247236251831
.,0.3541337847709656,0.2494649887084961,0.5934505462646484,0.1925295740365982,0.4645031690597534,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.475719153881073,0.5593622326850891,0.40146201848983765,0.23941664397716522,0.26111578941345215,0.4130953550338745
