,what,ca,n't,parliament,do,that,causes,equality,and,democracy,to,be,deficient,?
can,0.34502777457237244,0.17511597275733948,-0.13075803220272064,0.1599172055721283,0.45775556564331055,0.4522190988063812,0.3209187388420105,0.17638659477233887,0.3675691485404968,0.13024796545505524,0.4979398250579834,0.5791122913360596,0.43484702706336975,0.3226337134838104
not,0.5449194312095642,0.057417500764131546,-0.11552248895168304,0.22406005859375,0.6619802713394165,0.6600887179374695,0.22349552810192108,0.2704179883003235,0.39099299907684326,0.21274015307426453,0.5149973034858704,0.5788898468017578,0.411607950925827,0.41942933201789856
initiate,0.27222952246665955,0.1918415129184723,-0.0873807892203331,0.13332894444465637,0.28202638030052185,0.2918963134288788,0.10861619561910629,0.2098636031150818,0.2265593558549881,0.23434384167194366,0.36740177869796753,0.27807021141052246,0.17986184358596802,0.22985298931598663
legislation,0.26615777611732483,0.16186614334583282,-0.021532395854592323,0.5930427312850952,0.2001306712627411,0.2797568440437317,0.1679808497428894,0.3844118118286133,0.2457927167415619,0.3893270790576935,0.25758448243141174,0.2503572702407837,0.2283923625946045,0.21123437583446503
against,0.24561616778373718,0.09531684219837189,-0.10421167314052582,0.23333200812339783,0.22739747166633606,0.3318655490875244,0.17057837545871735,0.2760941982269287,0.3292689621448517,0.28123313188552856,0.310872346162796,0.18640132248401642,0.19928233325481415,0.18095137178897858
the,0.42745697498321533,0.15812695026397705,-0.11449059844017029,0.26521381735801697,0.30239659547805786,0.5473989248275757,0.2518732249736786,0.2277037352323532,0.5171257257461548,0.22284646332263947,0.535392165184021,0.4248143136501312,0.26661884784698486,0.22068053483963013
commission,0.22273972630500793,0.14593569934368134,-0.01746305264532566,0.34298184514045715,0.13298019766807556,0.22035260498523712,0.16665108501911163,0.30407145619392395,0.21015366911888123,0.3098503351211548,0.24674905836582184,0.19977925717830658,0.1524820327758789,0.16231559216976166
's,0.02692362666130066,-0.028758324682712555,-0.06347019225358963,0.012842429801821709,-0.01994597539305687,0.04397977516055107,-0.08486879616975784,0.023906923830509186,0.06895173341035843,0.03976527601480484,0.03782717138528824,0.025217169895768166,-0.028580913320183754,-0.023395681753754616
wishes,0.36962834000587463,0.06974371522665024,-0.013993345201015472,0.20640861988067627,0.2961369454860687,0.331592321395874,0.2578231394290924,0.28285127878189087,0.2662690281867981,0.2634645700454712,0.3927125632762909,0.26353511214256287,0.13679419457912445,0.30480876564979553
",",0.3087472915649414,0.26931890845298767,0.11016341298818588,0.25442883372306824,0.3283645510673523,0.4137537479400635,0.3057606518268585,0.2189975380897522,0.6633074283599854,0.2104731798171997,0.44245919585227966,0.39254459738731384,0.26042988896369934,0.31091248989105225
citizens,0.1905079185962677,0.1333194077014923,0.010209103114902973,0.4167788028717041,0.17953090369701385,0.21861132979393005,0.13214142620563507,0.4058094620704651,0.23546771705150604,0.43134406208992004,0.2594742178916931,0.1949996054172516,0.14932426810264587,0.14885954558849335
of,0.33290785551071167,0.16882166266441345,-0.021397603675723076,0.2885259687900543,0.26150479912757874,0.41498205065727234,0.2544642984867096,0.26455768942832947,0.5116966962814331,0.2194477766752243,0.41548454761505127,0.33904364705085754,0.2431602030992508,0.1826142966747284
smallest,0.2000153660774231,0.16528157889842987,-0.15249720215797424,0.13513873517513275,0.20749640464782715,0.2372952401638031,0.18143871426582336,0.12230458110570908,0.21763697266578674,0.06590336561203003,0.21616685390472412,0.24015752971172333,0.24265031516551971,0.11955065280199051
countries,0.22319257259368896,0.09505322575569153,-0.07301843166351318,0.29054734110832214,0.25890177488327026,0.31063947081565857,0.1801166534423828,0.25489944219589233,0.37200918793678284,0.3040708899497986,0.3111797273159027,0.2855869233608246,0.2226458191871643,0.15128466486930847
have,0.39808809757232666,0.13721753656864166,-0.1346980780363083,0.16643136739730835,0.49831271171569824,0.6182622313499451,0.23320406675338745,0.19868417084217072,0.4711785912513733,0.17592957615852356,0.4544740617275238,0.5760743618011475,0.4243583381175995,0.32991164922714233
ten,0.1616830825805664,0.0912293791770935,-0.010181356221437454,0.10794323682785034,0.13663049042224884,0.25370344519615173,0.12109838426113129,0.17314274609088898,0.2873084545135498,0.09729086607694626,0.2618066668510437,0.19608524441719055,0.1866360902786255,0.14471080899238586
times,0.21414996683597565,0.1411585509777069,0.0016892282292246819,0.11964190006256104,0.14708955585956573,0.2866678833961487,0.18862076103687286,0.1771724820137024,0.2611900568008423,0.11105072498321533,0.32875269651412964,0.26316767930984497,0.21968060731887817,0.18880689144134521
the,0.42745697498321533,0.15812695026397705,-0.11449059844017029,0.26521381735801697,0.30239659547805786,0.5473989248275757,0.2518732249736786,0.2277037352323532,0.5171257257461548,0.22284646332263947,0.535392165184021,0.4248143136501312,0.26661884784698486,0.22068053483963013
voting,0.32501840591430664,0.14742708206176758,-0.008057820610702038,0.413930207490921,0.22359317541122437,0.3155273199081421,0.15407413244247437,0.3437482714653015,0.2101096510887146,0.39049187302589417,0.2493610978126526,0.2873421013355255,0.15452900528907776,0.31114646792411804
weight,0.20223349332809448,0.14412622153759003,0.004288136027753353,0.10648000240325928,0.161696657538414,0.2684006989002228,0.21185632050037384,0.23271115124225616,0.20614244043827057,0.07165490090847015,0.2257474809885025,0.28025588393211365,0.31122711300849915,0.18111222982406616
in,0.30808621644973755,0.12653891742229462,-0.0012929976219311357,0.2323146015405655,0.23402775824069977,0.435920387506485,0.2674790024757385,0.1692870706319809,0.4954058527946472,0.19644030928611755,0.45010748505592346,0.3481820821762085,0.22775745391845703,0.20430970191955566
parliament,0.21650300920009613,0.1331840306520462,0.12146173417568207,1.0,0.12404073029756546,0.17629513144493103,0.11796782910823822,0.3073523938655853,0.26227831840515137,0.4489254355430603,0.20290622115135193,0.1534755527973175,0.11451510339975357,0.1586504578590393
as,0.31749409437179565,0.15538617968559265,-0.08284513652324677,0.1639251410961151,0.38329678773880005,0.4735107421875,0.17395921051502228,0.22893013060092926,0.49487000703811646,0.16072523593902588,0.42092081904411316,0.5230465531349182,0.29150956869125366,0.27043893933296204
citizens,0.1905079185962677,0.1333194077014923,0.010209103114902973,0.4167788028717041,0.17953090369701385,0.21861132979393005,0.13214142620563507,0.4058094620704651,0.23546771705150604,0.43134406208992004,0.2594742178916931,0.1949996054172516,0.14932426810264587,0.14885954558849335
of,0.33290785551071167,0.16882166266441345,-0.021397603675723076,0.2885259687900543,0.26150479912757874,0.41498205065727234,0.2544642984867096,0.26455768942832947,0.5116966962814331,0.2194477766752243,0.41548454761505127,0.33904364705085754,0.2431602030992508,0.1826142966747284
the,0.42745697498321533,0.15812695026397705,-0.11449059844017029,0.26521381735801697,0.30239659547805786,0.5473989248275757,0.2518732249736786,0.2277037352323532,0.5171257257461548,0.22284646332263947,0.535392165184021,0.4248143136501312,0.26661884784698486,0.22068053483963013
largest,0.13463157415390015,0.1778154820203781,-0.05168149992823601,0.17586193978786469,0.17675110697746277,0.19412246346473694,0.1504945009946823,0.06883998960256577,0.24602696299552917,0.13005688786506653,0.18687231838703156,0.14467397332191467,0.22921602427959442,0.12401245534420013
countries,0.22319257259368896,0.09505322575569153,-0.07301843166351318,0.29054734110832214,0.25890177488327026,0.31063947081565857,0.1801166534423828,0.25489944219589233,0.37200918793678284,0.3040708899497986,0.3111797273159027,0.2855869233608246,0.2226458191871643,0.15128466486930847
",",0.3087472915649414,0.26931890845298767,0.11016341298818588,0.25442883372306824,0.3283645510673523,0.4137537479400635,0.3057606518268585,0.2189975380897522,0.6633074283599854,0.2104731798171997,0.44245919585227966,0.39254459738731384,0.26042988896369934,0.31091248989105225
and,0.31309178471565247,0.21252579987049103,-0.0602874718606472,0.26227831840515137,0.276123583316803,0.4731321930885315,0.2964467406272888,0.27724745869636536,1.0,0.21234042942523956,0.48971283435821533,0.41766801476478577,0.30286654829978943,0.20544172823429108
``,0.008517155423760414,0.047693829983472824,0.1096503809094429,0.08920595794916153,0.06628920882940292,0.05285148695111275,0.07334253937005997,0.09047146886587143,0.036644238978624344,0.07051009684801102,0.06720756739377975,0.07670000940561295,0.0938166081905365,0.0685480609536171
qualified,0.19747373461723328,0.014645706862211227,0.03985477611422539,0.18792910873889923,0.26909732818603516,0.29058706760406494,0.08208194375038147,0.21477781236171722,0.2353402078151703,0.10889437794685364,0.2360132336616516,0.214191272854805,0.21162202954292297,0.1370558738708496
majorities,0.2653049826622009,0.11313804984092712,0.035468559712171555,0.3937610685825348,0.2750312387943268,0.3382183611392975,0.17778845131397247,0.31912973523139954,0.39855796098709106,0.3865256905555725,0.3231908977031708,0.30356523394584656,0.22989752888679504,0.21103507280349731
'',0.08143015950918198,-0.055854491889476776,0.017899289727211,0.042836062610149384,-0.00043653504690155387,0.007880004122853279,0.01131901890039444,-0.03279367834329605,0.021612688899040222,-0.0740191787481308,-0.009905828163027763,0.08835477381944656,0.0047611151821911335,0.018684765323996544
or,0.33867141604423523,0.12087846547365189,-0.056045327335596085,0.209258034825325,0.39439281821250916,0.4729836881160736,0.2709061801433563,0.23805083334445953,0.4713204801082611,0.17760130763053894,0.38921234011650085,0.5260903835296631,0.37487173080444336,0.32389625906944275
consensus,0.40389591455459595,0.13314011693000793,-0.030914513394236565,0.25565797090530396,0.3104965090751648,0.3492645025253296,0.10861674696207047,0.29978811740875244,0.16719374060630798,0.2898644208908081,0.3241267502307892,0.3306424021720886,0.2518438994884491,0.3630031645298004
of,0.33290785551071167,0.16882166266441345,-0.021397603675723076,0.2885259687900543,0.26150479912757874,0.41498205065727234,0.2544642984867096,0.26455768942832947,0.5116966962814331,0.2194477766752243,0.41548454761505127,0.33904364705085754,0.2431602030992508,0.1826142966747284
the,0.42745697498321533,0.15812695026397705,-0.11449059844017029,0.26521381735801697,0.30239659547805786,0.5473989248275757,0.2518732249736786,0.2277037352323532,0.5171257257461548,0.22284646332263947,0.535392165184021,0.4248143136501312,0.26661884784698486,0.22068053483963013
council,0.16933071613311768,0.15303796529769897,-0.0011476700892671943,0.4229061007499695,0.10125786811113358,0.18148750066757202,0.05734345689415932,0.23777222633361816,0.25117602944374084,0.3174511194229126,0.23829470574855804,0.1781650185585022,0.14523527026176453,0.1160062924027443
are,0.29724663496017456,0.1191050261259079,-0.1517762839794159,0.09480422735214233,0.41111594438552856,0.45265161991119385,0.21512891352176666,0.1863248646259308,0.48576638102531433,0.15860235691070557,0.3504326641559601,0.5556803941726685,0.3488158583641052,0.24591213464736938
required,0.2506856620311737,0.0026913981419056654,-0.08154822140932083,0.16867902874946594,0.3894413411617279,0.37379229068756104,0.12897242605686188,0.29931724071502686,0.25104308128356934,0.1431620568037033,0.3613971471786499,0.3677930235862732,0.38809511065483093,0.24962718784809113
to,0.455847829580307,0.17532634735107422,-0.14541994035243988,0.20290622115135193,0.38876664638519287,0.5436353087425232,0.2537674903869629,0.24343636631965637,0.48971283435821533,0.1917584091424942,1.0,0.4972836375236511,0.2989615201950073,0.29463258385658264
legislate,0.2920765280723572,0.16641591489315033,-0.04107361286878586,0.605234682559967,0.27654537558555603,0.2962489426136017,0.17065836489200592,0.3132980167865753,0.2602018713951111,0.3748738467693329,0.29117169976234436,0.2593609392642975,0.20394816994667053,0.24869191646575928
.,0.3567904531955719,0.2047528773546219,0.01884327083826065,0.23747818171977997,0.3613996207714081,0.4460422694683075,0.26090872287750244,0.22462227940559387,0.588965117931366,0.188507542014122,0.4645031690597534,0.4383580684661865,0.2686367928981781,0.4130953550338745
