,what,organization,was,led,by,hasan,al-hudaybi,?
al-hudaybi,0.22849895060062408,0.20154696702957153,0.27269309759140015,0.1792096197605133,0.17986024916172028,0.5635098218917847,1.0,0.273107647895813
",",0.3087472915649414,0.1819751113653183,0.45456063747406006,0.22548827528953552,0.3680937886238098,0.22302143275737762,0.3180411756038666,0.31091248989105225
remained,0.1733817607164383,0.1472235918045044,0.49345076084136963,0.3379095196723938,0.16297771036624908,0.1341073364019394,0.16005411744117737,0.08263323456048965
moderate,0.21703524887561798,0.25034472346305847,0.1690223067998886,0.20571860671043396,0.12571123242378235,0.10221057385206223,0.12095722556114197,0.14408792555332184
and,0.31309178471565247,0.21951423585414886,0.3740963041782379,0.2780643701553345,0.4289871156215668,0.20847448706626892,0.2488284558057785,0.20544172823429108
interested,0.35256704688072205,0.26876041293144226,0.22676867246627808,0.2261306494474411,0.21389754116535187,0.06305097788572311,0.19277316331863403,0.2901444137096405
in,0.30808621644973755,0.2513086795806885,0.45514053106307983,0.2990247309207916,0.370934396982193,0.1818476766347885,0.24707773327827454,0.20430970191955566
political,0.21846716105937958,0.3284916579723358,0.24282537400722504,0.26899486780166626,0.22635963559150696,0.22287078201770782,0.22111700475215912,0.17130474746227264
negotiation,0.1473013460636139,0.3298494815826416,0.253998726606369,0.3163926303386688,0.18176165223121643,0.1985219568014145,0.2071295827627182,0.12353809177875519
and,0.31309178471565247,0.21951423585414886,0.3740963041782379,0.2780643701553345,0.4289871156215668,0.20847448706626892,0.2488284558057785,0.20544172823429108
activism,0.2612215280532837,0.4419674277305603,0.28262457251548767,0.24244225025177002,0.19652187824249268,0.17850983142852783,0.18539109826087952,0.21153755486011505
.,0.3567904531955719,0.20656518638134003,0.40146201848983765,0.19335708022117615,0.3936232924461365,0.1968209594488144,0.26403218507766724,0.4130953550338745
