,what,kind,of,audience,share,did,mnf,allow,abc,to,attain,according,to,goldenson,?
regularly,0.23673877120018005,0.2224396914243698,0.17059080302715302,0.27528151869773865,0.1465296745300293,0.28920117020606995,0.21399009227752686,0.28393781185150146,0.15277884900569916,0.3375299572944641,0.12016268074512482,0.14165714383125305,0.3375299572944641,0.21748341619968414,0.24666962027549744
score,0.1703568547964096,0.10033014416694641,0.1790168732404709,0.2892207205295563,0.14118778705596924,0.1936793327331543,0.18586327135562897,0.127873957157135,0.04223344847559929,0.18782086670398712,0.13752219080924988,0.1071324422955513,0.18782086670398712,0.3515530824661255,0.199510395526886
an,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.15859822928905487,0.13699986040592194,0.22598257660865784,0.23997196555137634,0.17340564727783203,0.16561369597911835,0.3138085603713989,0.1343679428100586,0.16550497710704803,0.3138085603713989,0.21420323848724365,0.19793890416622162
audience,0.3657536208629608,0.15926843881607056,0.1875116527080536,1.0,0.22395242750644684,0.2623780071735382,0.19926194846630096,0.20365600287914276,0.09336394816637039,0.3071196377277374,0.21369019150733948,0.22241464257240295,0.3071196377277374,0.17078393697738647,0.2740955352783203
share,0.2764742076396942,0.19053596258163452,0.2850857973098755,0.22395242750644684,1.0,0.25244811177253723,0.19354310631752014,0.29830625653266907,0.12420445680618286,0.27366065979003906,0.19629165530204773,0.23197996616363525,0.27366065979003906,0.19079406559467316,0.1754547506570816
of,0.33290785551071167,0.2285657674074173,1.0,0.1875116527080536,0.2850857973098755,0.2513895630836487,0.3208426535129547,0.28057926893234253,0.14607268571853638,0.41548454761505127,0.27881741523742676,0.3307822346687317,0.41548454761505127,0.21861588954925537,0.1826142966747284
15,-0.01077192835509777,0.0031295150984078646,-0.02319195494055748,0.03033142350614071,-0.0009415172971785069,0.03605250269174576,-0.029863987118005753,-0.08087729662656784,-0.008084669709205627,-0.047946229577064514,0.008504899218678474,-0.029262540861964226,-0.047946229577064514,0.058929454535245895,-0.010706285014748573
%,0.20738190412521362,0.1554429829120636,0.19953428208827972,0.12115626782178879,0.23419179022312164,0.1450016051530838,0.2649119198322296,0.17219482362270355,0.061222776770591736,0.18513022363185883,0.17640472948551178,0.1994079053401947,0.18513022363185883,0.1993432193994522,0.21441808342933655
–16,0.1511349081993103,0.019833534955978394,0.24978041648864746,0.006993119139224291,0.03007432445883751,0.12250007688999176,0.19523359835147858,0.132764995098114,0.01588783971965313,0.1475829929113388,0.1283562183380127,0.13762661814689636,0.1475829929113388,0.02348719909787178,0.12937794625759125
%,0.20738190412521362,0.1554429829120636,0.19953428208827972,0.12115626782178879,0.23419179022312164,0.1450016051530838,0.2649119198322296,0.17219482362270355,0.061222776770591736,0.18513022363185883,0.17640472948551178,0.1994079053401947,0.18513022363185883,0.1993432193994522,0.21441808342933655
;,0.10986888408660889,0.024945750832557678,0.054534342139959335,-0.002338674385100603,0.12279551476240158,0.10727239400148392,0.06558213382959366,0.01770295761525631,-0.0012340332614257932,0.0979827418923378,0.051906537264585495,0.0183003768324852,0.0979827418923378,0.09767092764377594,0.10349778085947037
abc,0.1317344456911087,0.16052275896072388,0.14607268571853638,0.09336394816637039,0.12420445680618286,0.13353709876537323,0.31312915682792664,0.14492779970169067,1.0000001192092896,0.1762417107820511,0.012086250819265842,0.17095112800598145,0.1762417107820511,0.29072654247283936,0.19065172970294952
sports,0.13245077431201935,0.12507063150405884,0.24392472207546234,0.16555637121200562,0.07856589555740356,0.12759751081466675,0.2724464535713196,0.1375507265329361,0.20410163700580597,0.1915440857410431,0.010056478902697563,0.09448375552892685,0.1915440857410431,0.14770053327083588,0.04557104781270027
managed,0.1400795578956604,0.06129191815853119,0.19627609848976135,0.18581415712833405,0.20586375892162323,0.31631556153297424,0.15866324305534363,0.1949957013130188,0.056083835661411285,0.29769739508628845,0.08354688435792923,0.1455206573009491,0.29769739508628845,0.11301659047603607,0.1315973401069641
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.26795145869255066,0.249948650598526,0.34736719727516174,0.3896211087703705,0.27822166681289673,0.2068762183189392,0.535392165184021,0.254512220621109,0.3202974498271942,0.535392165184021,0.28907305002212524,0.22068053483963013
budget,0.1832011640071869,0.06537774950265884,0.19846364855766296,0.25659218430519104,0.12811647355556488,0.2349563091993332,0.2392071783542633,0.18025590479373932,0.2173558622598648,0.24614150822162628,0.23687072098255157,0.17746087908744812,0.24614150822162628,0.22600401937961578,0.14098747074604034
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.2772541642189026,0.24338656663894653,0.318512886762619,0.3407486379146576,0.34999027848243713,0.22510288655757904,0.4451248347759247,0.24336008727550507,0.1956551969051361,0.4451248347759247,0.2793877124786377,0.264628142118454
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.26795145869255066,0.249948650598526,0.34736719727516174,0.3896211087703705,0.27822166681289673,0.2068762183189392,0.535392165184021,0.254512220621109,0.3202974498271942,0.535392165184021,0.28907305002212524,0.22068053483963013
monday,0.2309933304786682,0.1122768372297287,0.11139426380395889,0.25597089529037476,0.22413334250450134,0.17025557160377502,0.3435167372226715,0.17307329177856445,0.32618746161460876,0.2069530338048935,0.05796407163143158,0.16972783207893372,0.2069530338048935,0.21626411378383636,0.21348176896572113
night,0.20251014828681946,0.17595313489437103,0.19958451390266418,0.22217467427253723,0.1068917065858841,0.22770699858665466,0.23554417490959167,0.13862784206867218,0.21145369112491608,0.1691640168428421,0.13204970955848694,0.17696967720985413,0.1691640168428421,0.24620766937732697,0.13794848322868347
time,0.36319252848625183,0.28243488073349,0.35127586126327515,0.17647041380405426,0.16803762316703796,0.3567926585674286,0.2146231234073639,0.27766481041908264,0.17553414404392242,0.3679993152618408,0.23839139938354492,0.19635933637619019,0.3679993152618408,0.2348010540008545,0.27391523122787476
slot,0.2188974916934967,0.1649915874004364,0.15411685407161713,0.22339104115962982,0.18665121495723724,0.18485519289970398,0.17172524333000183,0.2862924039363861,0.2539001405239105,0.24559418857097626,0.15948034822940826,0.12149620801210403,0.24559418857097626,0.25992050766944885,0.22194187343120575
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.3071196377277374,0.27366065979003906,0.4452643394470215,0.3333909213542938,0.4900954067707062,0.1762417107820511,1.0,0.3310965299606323,0.28520727157592773,1.0,0.18715453147888184,0.29463258385658264
reallocate,0.42483818531036377,0.3089122474193573,0.32993289828300476,0.2686767876148224,0.30282697081565857,0.2801933288574219,0.2401832640171051,0.4288333058357239,0.16593942046165466,0.4386516511440277,0.25640082359313965,0.25676754117012024,0.4386516511440277,0.2530086934566498,0.37165164947509766
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.26795145869255066,0.249948650598526,0.34736719727516174,0.3896211087703705,0.27822166681289673,0.2068762183189392,0.535392165184021,0.254512220621109,0.3202974498271942,0.535392165184021,0.28907305002212524,0.22068053483963013
weekly,0.1908067911863327,0.08148422837257385,0.1427893489599228,0.3002970516681671,0.13409723341464996,0.15142609179019928,0.24403472244739532,0.16492235660552979,0.28375357389450073,0.2027357816696167,0.05750374123454094,0.2508735656738281,0.2027357816696167,0.24516530334949493,0.12748977541923523
budget,0.1832011640071869,0.06537774950265884,0.19846364855766296,0.25659218430519104,0.12811647355556488,0.2349563091993332,0.2392071783542633,0.18025590479373932,0.2173558622598648,0.24614150822162628,0.23687072098255157,0.17746087908744812,0.24614150822162628,0.22600401937961578,0.14098747074604034
for,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.2772541642189026,0.24338656663894653,0.318512886762619,0.3407486379146576,0.34999027848243713,0.22510288655757904,0.4451248347759247,0.24336008727550507,0.1956551969051361,0.4451248347759247,0.2793877124786377,0.264628142118454
abc,0.1317344456911087,0.16052275896072388,0.14607268571853638,0.09336394816637039,0.12420445680618286,0.13353709876537323,0.31312915682792664,0.14492779970169067,1.0000001192092896,0.1762417107820511,0.012086250819265842,0.17095112800598145,0.1762417107820511,0.29072654247283936,0.19065172970294952
's,0.02692362666130066,0.046514540910720825,-0.03817026689648628,0.02227688394486904,0.10465416312217712,0.05069678649306297,0.023059936240315437,0.02137329988181591,0.06670809537172318,0.03782717138528824,-0.008869567885994911,-0.0037221983075141907,0.03782717138528824,0.09304779767990112,-0.023395681753754616
prime,0.15586113929748535,0.1437150239944458,0.23935265839099884,0.08671797066926956,0.1030285656452179,0.15196266770362854,0.19276145100593567,0.09104923903942108,0.16913822293281555,0.2015804797410965,0.15307345986366272,0.1510218381881714,0.2015804797410965,0.12972837686538696,0.11276303976774216
time,0.36319252848625183,0.28243488073349,0.35127586126327515,0.17647041380405426,0.16803762316703796,0.3567926585674286,0.2146231234073639,0.27766481041908264,0.17553414404392242,0.3679993152618408,0.23839139938354492,0.19635933637619019,0.3679993152618408,0.2348010540008545,0.27391523122787476
schedule,0.22513388097286224,0.13955643773078918,0.14875110983848572,0.2473989874124527,0.08092056959867477,0.2402072250843048,0.31796130537986755,0.20092448592185974,0.24818992614746094,0.2847902476787567,0.18237195909023285,0.17356644570827484,0.2847902476787567,0.1537315845489502,0.16743622720241547
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.3071196377277374,0.27366065979003906,0.4452643394470215,0.3333909213542938,0.4900954067707062,0.1762417107820511,1.0,0.3310965299606323,0.28520727157592773,1.0,0.18715453147888184,0.29463258385658264
just,0.5854880809783936,0.29270756244659424,0.35124439001083374,0.32057422399520874,0.2465299516916275,0.38283270597457886,0.1999761015176773,0.335329532623291,0.15737098455429077,0.5153104066848755,0.2360786348581314,0.1500471979379654,0.5153104066848755,0.2595093846321106,0.4144178032875061
six,0.1779850870370865,0.10917361825704575,0.3317931592464447,0.11103950440883636,0.13154199719429016,0.20388470590114594,0.24762485921382904,0.16608239710330963,0.16650718450546265,0.2762264311313629,0.17383231222629547,0.2157803177833557,0.2762264311313629,0.2412344515323639,0.15298804640769958
days,0.2191895991563797,0.14919430017471313,0.23668107390403748,0.14784815907478333,0.08723540604114532,0.2182302623987198,0.25583192706108093,0.17788195610046387,0.174025297164917,0.2942236363887787,0.22558975219726562,0.15664085745811462,0.2942236363887787,0.1851639449596405,0.2198754847049713
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20119218528270721,0.29725754261016846,0.3015086054801941,0.34382107853889465,0.24557842314243317,0.2097204476594925,0.44245919585227966,0.21641060709953308,0.3107093870639801,0.44245919585227966,0.3194567561149597,0.31091248989105225
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.22215747833251953,0.21369688212871552,0.3596470057964325,0.3379025459289551,0.25002720952033997,0.2286096066236496,0.42092081904411316,0.2643917202949524,0.24795791506767273,0.42092081904411316,0.21473665535449982,0.27043893933296204
opposed,0.35573211312294006,0.25989866256713867,0.25387564301490784,0.1473848670721054,0.21183472871780396,0.3237369954586029,0.15876281261444092,0.3385885953903198,0.07827769964933395,0.2678636610507965,0.22338998317718506,0.2593519687652588,0.2678636610507965,0.10109125822782516,0.23428945243358612
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.3071196377277374,0.27366065979003906,0.4452643394470215,0.3333909213542938,0.4900954067707062,0.1762417107820511,1.0,0.3310965299606323,0.28520727157592773,1.0,0.18715453147888184,0.29463258385658264
seven,0.15978287160396576,0.10742460936307907,0.273354172706604,0.10684085637331009,0.14232487976551056,0.11491922289133072,0.23618251085281372,0.16687773168087006,0.16383257508277893,0.2853301167488098,0.17315587401390076,0.2150428146123886,0.2853301167488098,0.16831262409687042,0.1732930988073349
on,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.2427697628736496,0.22679877281188965,0.2670976221561432,0.3250753581523895,0.27814438939094543,0.2862928807735443,0.41031414270401,0.12507648766040802,0.2925943434238434,0.41031414270401,0.2385363131761551,0.2714994251728058
competing,0.24616995453834534,0.1842491179704666,0.19861507415771484,0.2142048478126526,0.2450050413608551,0.21526478230953217,0.2321654111146927,0.20348678529262543,0.12181573361158371,0.17591790854930878,0.13937048614025116,0.04004739969968796,0.17591790854930878,0.21974676847457886,0.1428171843290329
networks,0.18279550969600677,0.14558880031108856,0.17763681709766388,0.21592074632644653,0.2592046856880188,0.06869131326675415,0.27608877420425415,0.2758110761642456,0.350273072719574,0.23877078294754028,0.06025023013353348,0.08400634676218033,0.23877078294754028,0.1906329095363617,0.17815114557743073
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2541061341762543,0.24849677085876465,0.35288307070732117,0.39863359928131104,0.28562283515930176,0.2567209303379059,0.4645031690597534,0.23961491882801056,0.29052162170410156,0.4645031690597534,0.2818927466869354,0.4130953550338745
