,what,was,the,given,name,of,miami,'s,stadium,at,the,time,of,super,bowl,50,?
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.1981271654367447,0.19623230397701263,0.343457967042923,0.273945152759552,-0.008355522528290749,0.17546728253364563,0.1898733228445053,0.3845241069793701,0.2320125252008438,0.343457967042923,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.14782847464084625
orleans,0.14538788795471191,0.25941523909568787,0.22309443354606628,0.11021964251995087,0.14456430077552795,0.20952944457530975,0.4642077684402466,0.040043119341135025,0.13913080096244812,0.178949773311615,0.22309443354606628,0.22027355432510376,0.20952944457530975,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.13097690045833588
',0.3245812654495239,0.33675912022590637,0.474788099527359,0.25781694054603577,0.3737941086292267,0.39136970043182373,0.14294792711734772,0.07651367038488388,0.17962510883808136,0.22634780406951904,0.474788099527359,0.24727515876293182,0.39136970043182373,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.330942302942276
mercedes-benz,0.15212507545948029,0.2598739266395569,0.19218237698078156,0.1933121383190155,0.25027787685394287,0.17663422226905823,0.23995056748390198,0.08687551319599152,0.22348326444625854,0.17634034156799316,0.19218237698078156,0.16327975690364838,0.17663422226905823,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.20224438607692719
superdome,0.13333910703659058,0.27980396151542664,0.24818874895572662,0.056984126567840576,0.20495690405368805,0.19121742248535156,0.4057529866695404,0.06076943501830101,0.4002038836479187,0.2266094982624054,0.24818874895572662,0.18929333984851837,0.19121742248535156,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.10737294703722
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2843315005302429,0.28145334124565125,0.4946078956127167,0.2643101215362549,-0.0016132977325469255,0.2056228220462799,0.38314947485923767,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
miami,0.1000966876745224,0.22150732576847076,0.19180938601493835,0.1089073047041893,0.12913408875465393,0.15650133788585663,1.0000001192092896,0.017450083047151566,0.2434653639793396,0.22480493783950806,0.19180938601493835,0.1826622188091278,0.15650133788585663,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.14054250717163086
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.024429189041256905,0.08507627248764038,-0.03817026689648628,0.017450083047151566,0.9999999403953552,0.06718146800994873,-0.08481216430664062,-0.01540423184633255,0.01301188487559557,-0.03817026689648628,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
sun,0.207769975066185,0.20506168901920319,0.258540540933609,0.15709704160690308,0.17632262408733368,0.22858914732933044,0.2602541148662567,0.018280325457453728,0.14790156483650208,0.22982341051101685,0.258540540933609,0.2594333589076996,0.22858914732933044,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.1497713327407837
life,0.24693015217781067,0.22970539331436157,0.23528170585632324,0.1558445692062378,0.22854015231132507,0.2788603901863098,0.1090955138206482,0.03983813151717186,0.10503630340099335,0.20837508141994476,0.23528170585632324,0.33237090706825256,0.2788603901863098,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.21677987277507782
stadium,0.12456028908491135,0.20318599045276642,0.21145665645599365,0.10434480011463165,0.1942804455757141,0.17126937210559845,0.2434653639793396,0.06718146800994873,1.0,0.22218671441078186,0.21145665645599365,0.15391530096530914,0.17126937210559845,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2843315005302429,0.28145334124565125,0.4946078956127167,0.2643101215362549,-0.0016132977325469255,0.2056228220462799,0.38314947485923767,0.4933079481124878,0.3029961884021759,0.4946078956127167,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.30185943841934204,0.21235932409763336,0.5116966962814331,0.21090377867221832,0.06895173341035843,0.11777293682098389,0.3571503460407257,0.5171257257461548,0.3025408685207367,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,1.0,0.37508252263069153,0.3171212375164032,0.733189046382904,0.19180938601493835,-0.01540423184633255,0.21145665645599365,0.457212895154953,1.0,0.43061500787734985,0.733189046382904,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
san,0.19375550746917725,0.2675222158432007,0.2858080565929413,0.14461182057857513,0.14419548213481903,0.25237205624580383,0.3835955858230591,-0.022058377042412758,0.2035229355096817,0.21309925615787506,0.2858080565929413,0.21043255925178528,0.25237205624580383,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.10952327400445938
francisco,0.17887917160987854,0.24025709927082062,0.25086042284965515,0.13253377377986908,0.10963184386491776,0.19117538630962372,0.36394280195236206,0.024126283824443817,0.21494066715240479,0.19574089348316193,0.25086042284965515,0.1803545206785202,0.19117538630962372,0.1658499836921692,0.20152677595615387,-0.012375159189105034,0.1020219698548317
bay,0.20251236855983734,0.18626409769058228,0.2441686987876892,0.08163848519325256,0.17973171174526215,0.20480380952358246,0.2541936933994293,0.04795898124575615,0.22726500034332275,0.163857102394104,0.2441686987876892,0.09150619804859161,0.20480380952358246,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.10773546993732452
area,0.21965408325195312,0.24981513619422913,0.37834644317626953,0.1887875646352768,0.205547034740448,0.3409860134124756,0.22475723922252655,-0.002423585159704089,0.22079673409461975,0.25113749504089355,0.37834644317626953,0.23011040687561035,0.3409860134124756,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.12640461325645447
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.024429189041256905,0.08507627248764038,-0.03817026689648628,0.017450083047151566,0.9999999403953552,0.06718146800994873,-0.08481216430664062,-0.01540423184633255,0.01301188487559557,-0.03817026689648628,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
levi,0.13056978583335876,0.22001278400421143,0.15661084651947021,0.14314572513103485,0.10812456160783768,0.14476609230041504,0.21586942672729492,0.0004511454317253083,0.16388165950775146,0.1250557154417038,0.15661084651947021,0.06614271551370621,0.14476609230041504,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.09252339601516724
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,-0.024429189041256905,0.08507627248764038,-0.03817026689648628,0.017450083047151566,0.9999999403953552,0.06718146800994873,-0.08481216430664062,-0.01540423184633255,0.01301188487559557,-0.03817026689648628,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
stadium,0.12456028908491135,0.20318599045276642,0.21145665645599365,0.10434480011463165,0.1942804455757141,0.17126937210559845,0.2434653639793396,0.06718146800994873,1.0,0.22218671441078186,0.21145665645599365,0.15391530096530914,0.17126937210559845,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.07579939067363739
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3169408142566681,0.24737101793289185,0.5352458953857422,0.2522616982460022,-0.003708066651597619,0.1958179920911789,0.4549728035926819,0.5934505462646484,0.371569961309433,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
