,what,tactic,did,researchers,employ,to,offset,the,former,deficit,of,work,surrounding,the,complexity,of,algorithmic,problems,?
started,0.21609699726104736,0.17479968070983887,0.3904789686203003,0.18238362669944763,0.18100255727767944,0.24973157048225403,-0.03033023327589035,0.3222070634365082,0.16116292774677277,0.15126657485961914,0.22928385436534882,0.24396638572216034,0.0836629569530487,0.3222070634365082,0.12961480021476746,0.22928385436534882,0.12927904725074768,0.22225043177604675,0.19447724521160126
off,0.2350364625453949,0.1698075234889984,0.17696987092494965,0.10063231736421585,0.13736747205257416,0.3533020317554474,0.2996752858161926,0.2773582935333252,0.0686054602265358,0.14970745146274567,0.20023372769355774,0.23229999840259552,0.2465357780456543,0.2773582935333252,0.1212572306394577,0.20023372769355774,0.13178688287734985,0.11659185588359833,0.12937544286251068
",",0.3087472915649414,0.14785915613174438,0.3015086054801941,0.2712523639202118,0.16914863884449005,0.44245919585227966,0.12507453560829163,0.4933079481124878,0.2738454341888428,0.23365440964698792,0.4946078956127167,0.3283594250679016,0.26042264699935913,0.4933079481124878,0.27822354435920715,0.4946078956127167,0.23214754462242126,0.2596952021121979,0.31091248989105225
numerous,0.1867249608039856,0.1600428968667984,0.18944735825061798,0.25304338335990906,0.19879794120788574,0.23493526875972748,0.09916668385267258,0.3353725075721741,0.1383657455444336,0.15491344034671783,0.3024154603481293,0.21934430301189423,0.2817772924900055,0.3353725075721741,0.20436929166316986,0.3024154603481293,0.15794120728969574,0.25269201397895813,0.0875130444765091
foundations,0.17929114401340485,0.09820584207773209,0.14266040921211243,0.3054061532020569,0.28252166509628296,0.2047368735074997,0.13474635779857635,0.24636128544807434,0.11480522155761719,0.1531650871038437,0.2833683490753174,0.3223152160644531,0.19780635833740234,0.24636128544807434,0.2854854464530945,0.2833683490753174,0.2369164526462555,0.31027430295944214,0.1452419012784958
were,0.22298263013362885,0.17996585369110107,0.4162326455116272,0.2671568691730499,0.1884041726589203,0.31913647055625916,0.11491360515356064,0.3906462490558624,0.1692831814289093,0.11144304275512695,0.34038281440734863,0.23814889788627625,0.22324807941913605,0.3906462490558624,0.1592656373977661,0.34038281440734863,0.11581113189458847,0.2077484428882599,0.17890112102031708
laid,0.1648951917886734,0.14228487014770508,0.2033681571483612,0.12901373207569122,0.27471041679382324,0.1803169697523117,0.20853206515312195,0.30588608980178833,0.18366971611976624,0.06646629422903061,0.3146350383758545,0.26246318221092224,0.25972530245780945,0.30588608980178833,0.22311148047447205,0.3146350383758545,0.14896260201931,0.1582440286874771,0.11215737462043762
out,0.3633197546005249,0.14130522310733795,0.28413498401641846,0.2501707971096039,0.1674395054578781,0.42386990785598755,0.1372329443693161,0.39404502511024475,0.18727615475654602,0.23232002556324005,0.34176841378211975,0.2687481939792633,0.26139429211616516,0.39404502511024475,0.2140352427959442,0.34176841378211975,0.1964665651321411,0.29801610112190247,0.22020699083805084
by,0.2455483376979828,0.19587360322475433,0.18574509024620056,0.23709560930728912,0.21414299309253693,0.33534231781959534,0.1532001495361328,0.4408751428127289,0.18490687012672424,0.1763981431722641,0.3646814823150635,0.25005507469177246,0.25132909417152405,0.4408751428127289,0.17643122375011444,0.3646814823150635,0.18882648646831512,0.20223401486873627,0.17966607213020325
various,0.26045072078704834,0.1509457379579544,0.19538888335227966,0.2870888411998749,0.2793903648853302,0.33564820885658264,0.14112979173660278,0.3235042691230774,0.1355944126844406,0.20720438659191132,0.3196488320827484,0.26302003860473633,0.2511705160140991,0.3235042691230774,0.27165597677230835,0.3196488320827484,0.22027310729026794,0.25349846482276917,0.12823495268821716
researchers,0.29493099451065063,0.16035625338554382,0.24296683073043823,1.0,0.2166425734758377,0.320869117975235,0.09719232469797134,0.27997422218322754,0.06700965017080307,0.3296758234500885,0.23457743227481842,0.3215557336807251,0.2202433943748474,0.27997422218322754,0.3123810887336731,0.23457743227481842,0.27978092432022095,0.2729051411151886,0.14480042457580566
.,0.3567904531955719,0.20305943489074707,0.35288307070732117,0.24884258210659027,0.19460618495941162,0.4645031690597534,0.1968851536512375,0.5934505462646484,0.20895031094551086,0.2518966794013977,0.5352458953857422,0.33121398091316223,0.23067207634449005,0.5934505462646484,0.21340465545654297,0.5352458953857422,0.1965297907590866,0.2602308988571167,0.4130953550338745
