,what,is,the,name,of,the,supposition,that,any,number,larger,than,2,can,be,represented,as,the,sum,of,two,primes,?
goldbach,0.25013065338134766,0.2291368693113327,0.24237017333507538,0.17772801220417023,0.19600863754749298,0.24237017333507538,0.26906415820121765,0.27170032262802124,0.21623295545578003,0.2704787254333496,0.1751876324415207,0.17075692117214203,-0.04575006663799286,0.1608685851097107,0.22230930626392365,0.23960041999816895,0.2164699137210846,0.24237017333507538,0.24930039048194885,0.19600863754749298,0.2822816073894501,0.37099871039390564,0.2395816594362259
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.011967494152486324,0.04397977516055107,0.09017360955476761,0.033178191632032394,0.06408897042274475,0.0585811510682106,0.10492397099733353,-0.02075597457587719,0.025217169895768166,0.09158138185739517,-0.05775856226682663,-0.01540423184633255,-0.011954233050346375,-0.03817026689648628,0.038143858313560486,0.011744771152734756,-0.023395681753754616
conjecture,0.2976536452770233,0.29003211855888367,0.19382554292678833,0.1831604391336441,0.21028703451156616,0.19382554292678833,0.3701026141643524,0.33185112476348877,0.28643718361854553,0.27806779742240906,0.1357787847518921,0.228083997964859,0.002628542250022292,0.23434816300868988,0.2526881992816925,0.1745980829000473,0.19035784900188446,0.19382554292678833,0.3534153699874878,0.21028703451156616,0.19797132909297943,0.5185601711273193,0.23591084778308868
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2237488031387329,0.2264307141304016,0.2452365607023239,0.16158060729503632,0.09953869879245758,0.19419437646865845,-0.012299480848014355,0.22726960480213165,0.2349044382572174,0.22401557862758636,0.32029855251312256,0.33289089798927307,0.17830850183963776,0.35032153129577637,0.2169162482023239,0.210494726896286,0.40561532974243164
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.4358087480068207,1.0,0.5484943389892578,0.32951247692108154,0.3079192042350769,0.4891277849674225,-0.04901214689016342,0.4522190988063812,0.6036020517349243,0.23772460222244263,0.4735107421875,0.5473989248275757,0.3294830620288849,0.41498205065727234,0.3858162462711334,0.30276167392730713,0.32716336846351624
every,0.30284011363983154,0.3428492546081543,0.4023689329624176,0.1540657877922058,0.3414052724838257,0.4023689329624176,0.25703033804893494,0.4773697257041931,0.45271188020706177,0.30216899514198303,0.20159226655960083,0.31630176305770874,-0.03784062713384628,0.3617136478424072,0.3856845796108246,0.22872839868068695,0.2483101338148117,0.4023689329624176,0.2917729914188385,0.3414052724838257,0.344627320766449,0.21308013796806335,0.24066033959388733
even,0.40872135758399963,0.28202980756759644,0.37996912002563477,0.19008907675743103,0.34735506772994995,0.37996912002563477,0.28235921263694763,0.5503504276275635,0.5437874794006348,0.3470761179924011,0.3559529483318329,0.4934680163860321,-0.03395697474479675,0.4626958966255188,0.4886775612831116,0.16402865946292877,0.37670591473579407,0.37996912002563477,0.238929882645607,0.34735506772994995,0.3349483013153076,0.2890140116214752,0.30082517862319946
integer,0.23293888568878174,0.2086324691772461,0.14182277023792267,0.14683988690376282,0.158325657248497,0.14182277023792267,0.24690763652324677,0.26981496810913086,0.304497092962265,0.46157369017601013,0.26109403371810913,0.2785238027572632,-0.01789299212396145,0.29095104336738586,0.2557193338871002,0.2184515744447708,0.18676306307315826,0.14182277023792267,0.47473201155662537,0.158325657248497,0.2279278188943863,0.5403520464897156,0.2503974437713623
greater,0.1946859508752823,0.21338969469070435,0.2814446687698364,0.11110681295394897,0.34470728039741516,0.2814446687698364,0.142909437417984,0.2520751655101776,0.3009572923183441,0.2183322310447693,0.4403572082519531,0.4072994291782379,-0.03809231519699097,0.17744551599025726,0.2287398725748062,0.23295949399471283,0.1750667840242386,0.2814446687698364,0.2857617139816284,0.34470728039741516,0.17450055480003357,0.19917280972003937,0.09723397344350815
than,0.29388150572776794,0.2839990258216858,0.3227543234825134,0.13796374201774597,0.33036211133003235,0.3227543234825134,0.25633859634399414,0.4891277849674225,0.4801669418811798,0.2816639244556427,0.5064740180969238,1.0,-0.04757285863161087,0.3532506823539734,0.46516597270965576,0.21716128289699554,0.40532299876213074,0.3227543234825134,0.2449851632118225,0.33036211133003235,0.37341010570526123,0.28400641679763794,0.24917294085025787
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.0185689777135849,-0.013777675107121468,-0.019434669986367226,0.0600849986076355,-0.04901214689016342,-0.07780590653419495,0.04057243838906288,-0.04031788185238838,-0.04757285863161087,0.9999998807907104,0.01035431306809187,0.02104739472270012,0.02341417782008648,-0.038299113512039185,-0.019434669986367226,-0.07089316844940186,-0.013777675107121468,0.061530034989118576,0.014338861219584942,0.001977203879505396
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.1310177892446518,0.2603091299533844,0.312528520822525,0.3402981162071228,0.4522190988063812,0.5010802745819092,0.33886176347732544,0.31163960695266724,0.3532506823539734,0.01035431306809187,1.0,0.5791122913360596,0.17607195675373077,0.3245031237602234,0.312528520822525,0.24193312227725983,0.2603091299533844,0.282000333070755,0.2540391981601715,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.4248143136501312,0.3518981337547302,0.6036020517349243,0.5107080936431885,0.28840136528015137,0.319801926612854,0.46516597270965576,0.02104739472270012,0.5791122913360596,1.0,0.2569103240966797,0.5230465531349182,0.4248143136501312,0.2493368238210678,0.33904364705085754,0.28515341877937317,0.24869440495967865,0.3324260413646698
expressed,0.20227427780628204,0.18876376748085022,0.25207287073135376,0.09806251525878906,0.2687252461910248,0.25207287073135376,0.32835644483566284,0.3005213737487793,0.3105599582195282,0.2114528864622116,0.1270776391029358,0.22526338696479797,-0.045494869351387024,0.2116832584142685,0.25860801339149475,0.36569228768348694,0.2749443054199219,0.25207287073135376,0.3113557696342468,0.2687252461910248,0.1991659700870514,0.2393392026424408,0.17175263166427612
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2851914167404175,0.3886612355709076,0.48381632566452026,0.3040417730808258,0.4735107421875,0.35746830701828003,0.26786008477211,0.2847188115119934,0.40532299876213074,-0.038299113512039185,0.3245031237602234,0.5230465531349182,0.2912856340408325,1.0,0.48381632566452026,0.13355539739131927,0.3886612355709076,0.3029302954673767,0.23833559453487396,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3880316913127899,0.5473989248275757,0.4525727927684784,0.35145696997642517,0.378620445728302,0.3227543234825134,-0.019434669986367226,0.312528520822525,0.4248143136501312,0.3256146013736725,0.48381632566452026,1.0,0.1759771853685379,0.733189046382904,0.43858039379119873,0.22359657287597656,0.22068053483963013
sum,0.2714475691318512,0.22143769264221191,0.1759771853685379,0.06430552899837494,0.22365950047969818,0.1759771853685379,0.29177406430244446,0.3294830620288849,0.29761600494384766,0.36563411355018616,0.24006099998950958,0.2449851632118225,-0.07089316844940186,0.24193312227725983,0.2493368238210678,0.15266601741313934,0.13355539739131927,0.1759771853685379,1.0,0.22365950047969818,0.24580292403697968,0.3634170889854431,0.1473705917596817
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3422314524650574,0.41498205065727234,0.3769088089466095,0.2778518795967102,0.32469573616981506,0.33036211133003235,-0.013777675107121468,0.2603091299533844,0.33904364705085754,0.3891753554344177,0.3886612355709076,0.733189046382904,0.22365950047969818,1.0,0.37726253271102905,0.22199293971061707,0.1826142966747284
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.18348293006420135,0.37726253271102905,0.43858039379119873,0.28306877613067627,0.3858162462711334,0.38160666823387146,0.4088359773159027,0.29814252257347107,0.37341010570526123,0.061530034989118576,0.282000333070755,0.28515341877937317,0.2501705288887024,0.3029302954673767,0.43858039379119873,0.24580292403697968,0.37726253271102905,1.0000001192092896,0.2600075304508209,0.19645625352859497
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.22359657287597656,0.2990061640739441,0.30276167392730713,0.23316331207752228,0.42379385232925415,0.21288448572158813,0.28400641679763794,0.014338861219584942,0.2540391981601715,0.24869440495967865,0.2672630846500397,0.23833559453487396,0.22359657287597656,0.3634170889854431,0.22199293971061707,0.2600075304508209,1.0,0.18851876258850098
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.24482321739196777,0.23478686809539795,0.26768192648887634,0.19318018853664398,0.11167450249195099,0.21982109546661377,-0.04114554822444916,0.23216170072555542,0.24578070640563965,0.20974697172641754,0.32161882519721985,0.3456730246543884,0.18748140335083008,0.3680361211299896,0.24161455035209656,0.20394806563854218,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.24216924607753754,0.4137537479400635,0.3237466514110565,0.2535701394081116,0.2491181194782257,0.3371901512145996,-0.08638399094343185,0.3139454126358032,0.39254459738731384,0.3088570833206177,0.48816442489624023,0.4933079481124878,0.2446640431880951,0.4946078956127167,0.35859420895576477,0.29003697633743286,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.30594566464424133,0.4731321930885315,0.3363793194293976,0.28545793890953064,0.34781917929649353,0.39361441135406494,-0.0926629975438118,0.3675691485404968,0.41766801476478577,0.2506123185157776,0.49487000703811646,0.5171257257461548,0.2477797120809555,0.5116966962814331,0.4671151638031006,0.24551862478256226,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3880316913127899,0.5473989248275757,0.4525727927684784,0.35145696997642517,0.378620445728302,0.3227543234825134,-0.019434669986367226,0.312528520822525,0.4248143136501312,0.3256146013736725,0.48381632566452026,1.0,0.1759771853685379,0.733189046382904,0.43858039379119873,0.22359657287597656,0.22068053483963013
twin,0.07402893155813217,0.18512579798698425,0.15579135715961456,0.17804989218711853,0.1680169254541397,0.15579135715961456,0.09945793449878693,0.11037977039813995,0.10070574283599854,0.12961073219776154,0.17009323835372925,0.10961254686117172,-0.0443255715072155,0.11007563024759293,0.054702598601579666,0.20810972154140472,0.19213002920150757,0.15579135715961456,0.03165838494896889,0.1680169254541397,0.27589815855026245,0.2879462242126465,0.12249694019556046
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.19960100948810577,0.2541818916797638,0.18163643777370453,0.11211950331926346,0.2556258738040924,0.1134101077914238,0.1307777762413025,0.058812014758586884,0.1305878609418869,0.14576895534992218,0.22543124854564667,0.17482610046863556,0.19960100948810577,0.20612673461437225,0.23935265839099884,0.15357251465320587,0.7104739546775818,0.11276303976774216
conjecture,0.2976536452770233,0.29003211855888367,0.19382554292678833,0.1831604391336441,0.21028703451156616,0.19382554292678833,0.3701026141643524,0.33185112476348877,0.28643718361854553,0.27806779742240906,0.1357787847518921,0.228083997964859,0.002628542250022292,0.23434816300868988,0.2526881992816925,0.1745980829000473,0.19035784900188446,0.19382554292678833,0.3534153699874878,0.21028703451156616,0.19797132909297943,0.5185601711273193,0.23591084778308868
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2237488031387329,0.2264307141304016,0.2452365607023239,0.16158060729503632,0.09953869879245758,0.19419437646865845,-0.012299480848014355,0.22726960480213165,0.2349044382572174,0.22401557862758636,0.32029855251312256,0.33289089798927307,0.17830850183963776,0.35032153129577637,0.2169162482023239,0.210494726896286,0.40561532974243164
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.4358087480068207,1.0,0.5484943389892578,0.32951247692108154,0.3079192042350769,0.4891277849674225,-0.04901214689016342,0.4522190988063812,0.6036020517349243,0.23772460222244263,0.4735107421875,0.5473989248275757,0.3294830620288849,0.41498205065727234,0.3858162462711334,0.30276167392730713,0.32716336846351624
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.1687372922897339,0.44397735595703125,0.47025805711746216,0.25235337018966675,0.6006520986557007,0.4219859838485718,0.35469454526901245,0.30686068534851074,0.4433900713920593,-0.02594512142241001,0.36423051357269287,0.41019052267074585,0.26125791668891907,0.33535557985305786,0.47025805711746216,0.2216535359621048,0.44397735595703125,0.40416133403778076,0.2533605694770813,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.2844686806201935,0.45265161991119385,0.40178635716438293,0.3537501394748688,0.33036646246910095,0.39206281304359436,-0.028399748727679253,0.5408529043197632,0.5556803941726685,0.25353574752807617,0.3826591968536377,0.40399202704429626,0.22560006380081177,0.39081433415412903,0.46276170015335083,0.2606703042984009,0.24591213464736938
infinitely,0.3249160349369049,0.21537445485591888,0.22954502701759338,0.11221421509981155,0.22627422213554382,0.22954502701759338,0.2873331904411316,0.41766390204429626,0.37874335050582886,0.3878130316734314,0.28184759616851807,0.27313393354415894,0.05394313856959343,0.312574177980423,0.3661438226699829,0.1674850583076477,0.2657506763935089,0.22954502701759338,0.3746756911277771,0.22627422213554382,0.2922550439834595,0.38976576924324036,0.3284112513065338
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.206878662109375,0.37253960967063904,0.4335206151008606,0.2615402936935425,0.5391656160354614,0.39810672402381897,0.41408368945121765,0.2907698154449463,0.39069414138793945,-0.06294522434473038,0.4275496006011963,0.3961109519004822,0.20285002887248993,0.4070141911506653,0.4335206151008606,0.16164201498031616,0.37253960967063904,0.5147606730461121,0.2377949059009552,0.2124512493610382
pairs,0.1697886735200882,0.1598605364561081,0.19104152917861938,0.021302644163370132,0.14035318791866302,0.19104152917861938,0.24073153734207153,0.24004410207271576,0.24397286772727966,0.2868763506412506,0.2422592043876648,0.17122136056423187,0.012642499059438705,0.263097882270813,0.24788609147071838,0.21535848081111908,0.1707509309053421,0.19104152917861938,0.2422085851430893,0.14035318791866302,0.38478177785873413,0.2949044406414032,0.1550348997116089
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.3422314524650574,0.41498205065727234,0.3769088089466095,0.2778518795967102,0.32469573616981506,0.33036211133003235,-0.013777675107121468,0.2603091299533844,0.33904364705085754,0.3891753554344177,0.3886612355709076,0.733189046382904,0.22365950047969818,1.0,0.37726253271102905,0.22199293971061707,0.1826142966747284
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.22359657287597656,0.2990061640739441,0.30276167392730713,0.23316331207752228,0.42379385232925415,0.21288448572158813,0.28400641679763794,0.014338861219584942,0.2540391981601715,0.24869440495967865,0.2672630846500397,0.23833559453487396,0.22359657287597656,0.3634170889854431,0.22199293971061707,0.2600075304508209,1.0,0.18851876258850098
whose,0.22831642627716064,0.26491984724998474,0.38253846764564514,0.2720237076282501,0.37058958411216736,0.38253846764564514,0.21941633522510529,0.3740115463733673,0.33604681491851807,0.22953078150749207,0.18236520886421204,0.25180259346961975,-0.07999265193939209,0.18723824620246887,0.26299139857292175,0.22921188175678253,0.3202406167984009,0.38253846764564514,0.18736734986305237,0.37058958411216736,0.292228102684021,0.13648207485675812,0.16990536451339722
difference,0.4114832878112793,0.32414332032203674,0.3050459623336792,0.17193292081356049,0.28326788544654846,0.3050459623336792,0.4044061303138733,0.40625134110450745,0.4004698693752289,0.2772560119628906,0.2900087237358093,0.33451396226882935,-0.07576251029968262,0.3837621808052063,0.30691781640052795,0.22225160896778107,0.1895521879196167,0.3050459623336792,0.30206629633903503,0.28326788544654846,0.31798091530799866,0.3030249774456024,0.2842230200767517
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.32567769289016724,0.3995479643344879,0.35691767930984497,0.22390379011631012,0.24218857288360596,0.2839990258216858,-0.07940074801445007,0.44256699085235596,0.4819129705429077,0.30249524116516113,0.43216490745544434,0.5823672413825989,0.22143769264221191,0.4854315221309662,0.2315155267715454,0.2382466346025467,0.22961433231830597
2,-0.049862053245306015,-0.07940074801445007,-0.019434669986367226,-0.0185689777135849,-0.013777675107121468,-0.019434669986367226,0.0600849986076355,-0.04901214689016342,-0.07780590653419495,0.04057243838906288,-0.04031788185238838,-0.04757285863161087,0.9999998807907104,0.01035431306809187,0.02104739472270012,0.02341417782008648,-0.038299113512039185,-0.019434669986367226,-0.07089316844940186,-0.013777675107121468,0.061530034989118576,0.014338861219584942,0.001977203879505396
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.24482321739196777,0.23478686809539795,0.26768192648887634,0.19318018853664398,0.11167450249195099,0.21982109546661377,-0.04114554822444916,0.23216170072555542,0.24578070640563965,0.20974697172641754,0.32161882519721985,0.3456730246543884,0.18748140335083008,0.3680361211299896,0.24161455035209656,0.20394806563854218,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.28924229741096497,0.4460422694683075,0.39295488595962524,0.3256329298019409,0.25803330540657043,0.3594527542591095,-0.037111926823854446,0.35783761739730835,0.4383580684661865,0.26645728945732117,0.515582263469696,0.5934505462646484,0.1653650403022766,0.5352458953857422,0.3524959683418274,0.2564551830291748,0.4130953550338745
