,what,conjecture,holds,that,there,are,always,a,minimum,of,4,primes,between,the,squares,of,consecutive,primes,greater,than,2,?
four,0.18057085573673248,0.2010299563407898,0.20846077799797058,0.29253774881362915,0.29540538787841797,0.3568944036960602,0.28396961092948914,0.28236961364746094,0.2157735824584961,0.36293646693229675,0.05966099724173546,0.24062134325504303,0.32580968737602234,0.40344667434692383,0.25998902320861816,0.36293646693229675,0.41774752736091614,0.24062134325504303,0.1619676649570465,0.2951599359512329,0.007706941571086645,0.14532537758350372
primes,0.2505246102809906,0.5185601711273193,0.12347538769245148,0.30276167392730713,0.2533605694770813,0.2606703042984009,0.27175700664520264,0.21026647090911865,0.26333653926849365,0.22199293971061707,-0.04339820519089699,1.0,0.19596226513385773,0.22359657287597656,0.31107932329177856,0.22199293971061707,0.31081733107566833,1.0,0.19917280972003937,0.28400641679763794,0.014338861219584942,0.18851876258850098
between,0.2462156116962433,0.0961189866065979,0.17014354467391968,0.299440860748291,0.37209540605545044,0.2766000032424927,0.2795160710811615,0.29385313391685486,0.25074881315231323,0.3737983703613281,0.05175559222698212,0.19596226513385773,0.9999999403953552,0.39067012071609497,0.20277100801467896,0.3737983703613281,0.21060232818126678,0.19596226513385773,0.2937897741794586,0.2741905152797699,-0.014141567051410675,0.12887074053287506
the,0.42745697498321533,0.19382554292678833,0.28190866112709045,0.5473989248275757,0.47025805711746216,0.40399202704429626,0.31570959091186523,0.5829201340675354,0.21698720753192902,0.733189046382904,0.15499350428581238,0.22359657287597656,0.39067012071609497,1.0,0.2891741096973419,0.733189046382904,0.2850041091442108,0.22359657287597656,0.2814446687698364,0.3227543234825134,-0.019434669986367226,0.22068053483963013
squares,0.1665968894958496,0.21510618925094604,0.19434787333011627,0.2147403359413147,0.2919827103614807,0.3009814918041229,0.28606247901916504,0.2719079554080963,0.19942374527454376,0.25657013058662415,0.05005473271012306,0.31107932329177856,0.20277100801467896,0.2891741096973419,1.0000001192092896,0.25657013058662415,0.25965651869773865,0.31107932329177856,0.21500560641288757,0.22083152830600739,-0.03389624506235123,0.18866023421287537
of,0.33290785551071167,0.21028703451156616,0.2644946873188019,0.41498205065727234,0.44397735595703125,0.39081433415412903,0.25258868932724,0.5052502155303955,0.23140138387680054,1.0,0.17227263748645782,0.22199293971061707,0.3737983703613281,0.733189046382904,0.25657013058662415,1.0,0.21385234594345093,0.22199293971061707,0.34470728039741516,0.33036211133003235,-0.013777675107121468,0.1826142966747284
consecutive,0.12055178731679916,0.15968412160873413,0.3345913887023926,0.20084287226200104,0.18886809051036835,0.18338324129581451,0.24705488979816437,0.22098831832408905,0.2441631555557251,0.21385234594345093,0.05500609800219536,0.31081733107566833,0.21060232818126678,0.2850041091442108,0.25965651869773865,0.21385234594345093,1.0000001192092896,0.31081733107566833,0.22510221600532532,0.21829412877559662,-0.061583276838064194,0.16441477835178375
primes,0.2505246102809906,0.5185601711273193,0.12347538769245148,0.30276167392730713,0.2533605694770813,0.2606703042984009,0.27175700664520264,0.21026647090911865,0.26333653926849365,0.22199293971061707,-0.04339820519089699,1.0,0.19596226513385773,0.22359657287597656,0.31107932329177856,0.22199293971061707,0.31081733107566833,1.0,0.19917280972003937,0.28400641679763794,0.014338861219584942,0.18851876258850098
greater,0.1946859508752823,0.146732360124588,0.15102101862430573,0.2520751655101776,0.23510071635246277,0.19981995224952698,0.18481124937534332,0.20286329090595245,0.2620840072631836,0.34470728039741516,0.005505543202161789,0.19917280972003937,0.2937897741794586,0.2814446687698364,0.21500560641288757,0.34470728039741516,0.22510221600532532,0.19917280972003937,1.0000001192092896,0.4072994291782379,-0.03809231519699097,0.09723397344350815
than,0.29388150572776794,0.228083997964859,0.21714429557323456,0.4891277849674225,0.4433900713920593,0.39206281304359436,0.3271460235118866,0.3126874566078186,0.3420521020889282,0.33036211133003235,-0.07253728806972504,0.28400641679763794,0.2741905152797699,0.3227543234825134,0.22083152830600739,0.33036211133003235,0.21829412877559662,0.28400641679763794,0.4072994291782379,1.0,-0.04757285863161087,0.24917294085025787
2,-0.049862053245306015,0.002628542250022292,-0.12107561528682709,-0.04901214689016342,-0.02594512142241001,-0.028399748727679253,-0.09359142184257507,-0.05323360115289688,0.0032121355179697275,-0.013777675107121468,-0.012798311188817024,0.014338861219584942,-0.014141567051410675,-0.019434669986367226,-0.03389624506235123,-0.013777675107121468,-0.061583276838064194,0.014338861219584942,-0.03809231519699097,-0.04757285863161087,0.9999998807907104,0.001977203879505396
.,0.3567904531955719,0.2158232480287552,0.21555174887180328,0.4460422694683075,0.43897318840026855,0.3452940285205841,0.3116702139377594,0.50484299659729,0.16740559041500092,0.5352458953857422,0.0835196003317833,0.2564551830291748,0.30295518040657043,0.5934505462646484,0.25650039315223694,0.5352458953857422,0.20474044978618622,0.2564551830291748,0.20152446627616882,0.3594527542591095,-0.037111926823854446,0.4130953550338745
