,what,type,of,destination,is,the,area,around,grey,'s,monument,?
monument,0.16629868745803833,0.1282833218574524,0.23529943823814392,0.25629040598869324,0.2182770073413849,0.23366175591945648,0.23604701459407806,0.18706199526786804,0.11343783140182495,-0.008981022983789444,0.9999999403953552,0.1146806851029396
mall,0.16073396801948547,0.12989522516727448,0.19005939364433289,0.30020445585250854,0.19921734929084778,0.24676764011383057,0.33081069588661194,0.2756348252296448,0.09738624095916748,-0.006871939171105623,0.28896793723106384,0.11636045575141907
complexes,0.17202474176883698,0.1447383016347885,0.25659966468811035,0.23722073435783386,0.25629928708076477,0.2574344575405121,0.23695029318332672,0.2554576098918915,0.07819284498691559,-0.009073828347027302,0.23768176138401031,0.06042792648077011
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22128739953041077,0.4691906273365021,0.4933079481124878,0.2664283812046051,0.3298884332180023,0.26616328954696655,-0.0016132977325469255,0.20374365150928497,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3243162930011749,0.5823672413825989,1.0,0.37834644317626953,0.40085816383361816,0.3208131790161133,-0.01540423184633255,0.23366175591945648,0.22068053483963013
newgate,0.2266463339328766,0.19505392014980316,0.2910844385623932,0.29731857776641846,0.23955903947353363,0.33714213967323303,0.22811895608901978,0.30402061343193054,0.25262752175331116,0.0011856735218316317,0.2472761571407318,0.20389355719089508
centre,0.12324132025241852,0.14357152581214905,0.2769378423690796,0.2935140132904053,0.29804176092147827,0.32783594727516174,0.3305371105670929,0.2976363003253937,0.03602695092558861,0.045265499502420425,0.2367607206106186,0.019365152344107628
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22128739953041077,0.4691906273365021,0.4933079481124878,0.2664283812046051,0.3298884332180023,0.26616328954696655,-0.0016132977325469255,0.20374365150928497,0.31091248989105225
central,0.17723965644836426,0.1270158439874649,0.3415789008140564,0.19575007259845734,0.273421049118042,0.3417201042175293,0.3370662033557892,0.2882954478263855,0.17127390205860138,-0.03171226754784584,0.16826316714286804,0.14787602424621582
arcade,0.1728038489818573,0.1828218400478363,0.207239031791687,0.23416244983673096,0.19353051483631134,0.2661975920200348,0.1812218576669693,0.20149248838424683,0.14413268864154816,0.035138677805662155,0.20855167508125305,0.17511790990829468
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2021334022283554,0.3859752118587494,0.5171257257461548,0.3044000566005707,0.34341543912887573,0.2760346531867981,0.06895173341035843,0.18470770120620728,0.20544172823429108
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3243162930011749,0.5823672413825989,1.0,0.37834644317626953,0.40085816383361816,0.3208131790161133,-0.01540423184633255,0.23366175591945648,0.22068053483963013
traditional,0.20066824555397034,0.24226014316082,0.32287317514419556,0.20222896337509155,0.24577821791172028,0.25703898072242737,0.14684569835662842,0.19880925118923187,0.09148243814706802,0.05243854969739914,0.1336025595664978,0.1327509582042694
grainger,0.19038473069667816,0.12170808762311935,0.19878338277339935,0.059855710715055466,0.1666562706232071,0.19754326343536377,0.06910525262355804,0.14336945116519928,0.3110596239566803,0.05577683821320534,0.1407286375761032,0.14470532536506653
market,0.12116116285324097,0.13423770666122437,0.1694333702325821,0.20612551271915436,0.2463478147983551,0.2041238248348236,0.1794949620962143,0.22381511330604553,0.15640750527381897,0.07352017611265182,0.20352578163146973,0.12805593013763428
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2400459349155426,0.4569662809371948,0.5934505462646484,0.2760866582393646,0.3712388277053833,0.2928028106689453,-0.003708066651597619,0.2158583402633667,0.4130953550338745
