,refineries,",",process,chemical,",",power,generation,",",mills,and,manufacturing,plants,are,under,what,sector,of,construction,?
infrastructure,0.45050695538520813,0.2647097706794739,0.2775714695453644,0.2716199457645416,0.2647097706794739,0.27585023641586304,0.20008905231952667,0.2647097706794739,0.256450355052948,0.31217846274375916,0.4102383852005005,0.2480340600013733,0.22093160450458527,0.21129079163074493,0.23299327492713928,0.4679083824157715,0.27721908688545227,0.5223988890647888,0.15828795731067657
is,0.24385987222194672,0.4691906273365021,0.21762968599796295,0.2387559562921524,0.4691906273365021,0.15234114229679108,0.1891886591911316,0.4691906273365021,0.1990041583776474,0.3859752118587494,0.19076082110404968,0.2423158437013626,0.5330929756164551,0.21294879913330078,0.28837618231773376,0.22561627626419067,0.4854315221309662,0.2135658711194992,0.22961433231830597
often,0.25579211115837097,0.24139221012592316,0.28196385502815247,0.242802232503891,0.24139221012592316,0.21014900505542755,0.14822328090667725,0.24139221012592316,0.2003462165594101,0.42465832829475403,0.19568926095962524,0.29753610491752625,0.5443448424339294,0.19278492033481598,0.3849453330039978,0.20625190436840057,0.3351972997188568,0.21097835898399353,0.23748154938220978
called,0.19847168028354645,0.26549121737480164,0.20657534897327423,0.20777979493141174,0.26549121737480164,0.21258427202701569,0.20348744094371796,0.26549121737480164,0.2053896188735962,0.3251761794090271,0.2018871009349823,0.24850299954414368,0.3676711618900299,0.22955714166164398,0.3235960602760315,0.18237200379371643,0.4222904443740845,0.19655390083789825,0.18963319063186646
heavy/highway,0.30340656638145447,0.30537307262420654,0.25740525126457214,0.22592076659202576,0.30537307262420654,0.18186798691749573,0.1468713879585266,0.30537307262420654,0.23317435383796692,0.3282683789730072,0.2933831810951233,0.17818590998649597,0.22830328345298767,0.22744640707969666,0.2795315384864807,0.3101140856742859,0.2725914418697357,0.32172471284866333,0.22572331130504608
",",0.3045821487903595,1.0000001192092896,0.2061346471309662,0.20593619346618652,1.0000001192092896,0.2231994867324829,0.2031247764825821,1.0000001192092896,0.31102821230888367,0.6633074283599854,0.24209043383598328,0.2555769681930542,0.4062570035457611,0.24875585734844208,0.3087472915649414,0.23930709064006805,0.4946078956127167,0.23704268038272858,0.31091248989105225
heavy,0.2466300129890442,0.2612200081348419,0.20837751030921936,0.22045676410198212,0.2612200081348419,0.21641260385513306,0.1482943892478943,0.2612200081348419,0.21041329205036163,0.3313291370868683,0.2806249260902405,0.16686885058879852,0.21976612508296967,0.2778560519218445,0.19175288081169128,0.1968306303024292,0.24240271747112274,0.32138577103614807,0.16717074811458588
civil,0.2061040699481964,0.24795588850975037,0.2037157267332077,0.13766606152057648,0.24795588850975037,0.1645406037569046,0.15918639302253723,0.24795588850975037,0.2292409986257553,0.25259146094322205,0.25116848945617676,0.1302863359451294,0.12244163453578949,0.14464205503463745,0.15091551840305328,0.29317569732666016,0.24698495864868164,0.22060129046440125,0.1494513899087906
or,0.24954663217067719,0.3769497275352478,0.33829233050346375,0.2565906345844269,0.3769497275352478,0.23362433910369873,0.19681638479232788,0.3769497275352478,0.13642895221710205,0.4713204801082611,0.18665167689323425,0.34268948435783386,0.5374364256858826,0.24295192956924438,0.33867141604423523,0.28199073672294617,0.3792596757411957,0.20974527299404144,0.32389625906944275
heavy,0.2466300129890442,0.2612200081348419,0.20837751030921936,0.22045676410198212,0.2612200081348419,0.21641260385513306,0.1482943892478943,0.2612200081348419,0.21041329205036163,0.3313291370868683,0.2806249260902405,0.16686885058879852,0.21976612508296967,0.2778560519218445,0.19175288081169128,0.1968306303024292,0.24240271747112274,0.32138577103614807,0.16717074811458588
engineering,0.3830156922340393,0.24572694301605225,0.2958608865737915,0.36878618597984314,0.24572694301605225,0.23947235941886902,0.16699616611003876,0.24572694301605225,0.260212242603302,0.2482127696275711,0.49492308497428894,0.2538444697856903,0.18530334532260895,0.1692395657300949,0.1897483468055725,0.3207911550998688,0.2630712687969208,0.43152761459350586,0.16555240750312805
.,0.2968595325946808,0.6812511086463928,0.23766504228115082,0.23593789339065552,0.6812511086463928,0.2141435295343399,0.2710578441619873,0.6812511086463928,0.2706886827945709,0.588965117931366,0.2327806055545807,0.2542511522769928,0.3452940285205841,0.2901604175567627,0.3567904531955719,0.2173098623752594,0.5352458953857422,0.23682771623134613,0.4130953550338745
