,what,had,to,happen,to,each,mission,before,they,would,continue,on,to,the,next,mission,?
and,0.31309178471565247,0.3872550129890442,0.48971283435821533,0.23779208958148956,0.48971283435821533,0.2984027564525604,0.16932862997055054,0.3518902659416199,0.5073080658912659,0.34921059012413025,0.3147966265678406,0.4077630043029785,0.48971283435821533,0.5171257257461548,0.22333113849163055,0.16932862997055054,0.20544172823429108
it,0.45803478360176086,0.2910259962081909,0.513711154460907,0.2887475788593292,0.513711154460907,0.31343626976013184,0.19417105615139008,0.34684064984321594,0.44394949078559875,0.36398744583129883,0.27182549238204956,0.4529881477355957,0.513711154460907,0.6251175999641418,0.2716643214225769,0.19417105615139008,0.25732165575027466
was,0.22111038863658905,0.5927209258079529,0.3636345863342285,0.1582590490579605,0.3636345863342285,0.14424845576286316,0.20951420068740845,0.38607707619667053,0.3300964832305908,0.41663143038749695,0.19536785781383514,0.3909217119216919,0.3636345863342285,0.48711544275283813,0.25374743342399597,0.20951420068740845,0.18412111699581146
unknown,0.2441980093717575,0.2690185308456421,0.2203521579504013,0.16460517048835754,0.2203521579504013,0.2050991952419281,0.2368994951248169,0.17625129222869873,0.1869329810142517,0.24298015236854553,0.1813686341047287,0.2316989302635193,0.2203521579504013,0.23777544498443604,0.12934713065624237,0.2368994951248169,0.22083927690982819
how,0.6468034982681274,0.2549138069152832,0.44169697165489197,0.38690677285194397,0.44169697165489197,0.4183253347873688,0.17383652925491333,0.33293965458869934,0.43247655034065247,0.43239715695381165,0.3478761613368988,0.32655060291290283,0.44169697165489197,0.33890387415885925,0.24492809176445007,0.17383652925491333,0.4024120569229126
many,0.36131182312965393,0.40130746364593506,0.40243685245513916,0.3494596779346466,0.40243685245513916,0.35348209738731384,0.160925030708313,0.2728588581085205,0.5400822758674622,0.33440667390823364,0.3345869183540344,0.32520127296447754,0.40243685245513916,0.4335206151008606,0.17440924048423767,0.160925030708313,0.2124512493610382
tries,0.28354936838150024,0.21018390357494354,0.4353625774383545,0.273104727268219,0.4353625774383545,0.2418619692325592,0.21952319145202637,0.19423602521419525,0.2866043746471405,0.3479176163673401,0.2543652355670929,0.14962443709373474,0.4353625774383545,0.24422700703144073,0.1749178171157837,0.21952319145202637,0.2212056666612625
of,0.33290785551071167,0.37755560874938965,0.41548454761505127,0.23650258779525757,0.41548454761505127,0.38460010290145874,0.20170781016349792,0.3282964527606964,0.3426007330417633,0.3353942930698395,0.19578875601291656,0.3966929316520691,0.41548454761505127,0.733189046382904,0.2935165464878082,0.20170781016349792,0.1826142966747284
each,0.3353266417980194,0.27658215165138245,0.3941934108734131,0.29384976625442505,0.3941934108734131,1.0,0.11563625186681747,0.255837619304657,0.394076406955719,0.36680325865745544,0.2602345943450928,0.30782750248908997,0.3941934108734131,0.470844566822052,0.3543279767036438,0.11563625186681747,0.21173812448978424
mission,0.2317502647638321,0.1780654937028885,0.26700642704963684,0.08663881570100784,0.26700642704963684,0.11563625186681747,1.0,0.16783833503723145,0.1754726767539978,0.19374151527881622,0.17187082767486572,0.21317659318447113,0.26700642704963684,0.22673439979553223,0.1162659078836441,1.0,0.19506393373012543
would,0.45766422152519226,0.5436059832572937,0.5965728163719177,0.3438337445259094,0.5965728163719177,0.36680325865745544,0.19374151527881622,0.3843644857406616,0.5262938141822815,1.0000001192092896,0.4452403485774994,0.35589995980262756,0.5965728163719177,0.4133751392364502,0.2764621376991272,0.19374151527881622,0.37178951501846313
be,0.3929833769798279,0.35315439105033875,0.4972836375236511,0.407311350107193,0.4972836375236511,0.3907950520515442,0.13588100671768188,0.34914204478263855,0.4858434796333313,0.5202695727348328,0.3588188588619232,0.37900757789611816,0.4972836375236511,0.4248143136501312,0.2168046534061432,0.13588100671768188,0.3324260413646698
necessary,0.3794087767601013,0.22332684695720673,0.40437278151512146,0.3893781900405884,0.40437278151512146,0.3571676015853882,0.18468737602233887,0.26871630549430847,0.3407168686389923,0.467003732919693,0.3213670253753662,0.21217460930347443,0.40437278151512146,0.28364068269729614,0.1649007350206375,0.18468737602233887,0.3430270850658417
;,0.10986888408660889,0.036781277507543564,0.0979827418923378,0.024026740342378616,0.0979827418923378,0.01858360320329666,0.0010433782590553164,0.04281490668654442,0.14797019958496094,0.06441773474216461,0.14585813879966736,-0.017878999933600426,0.0979827418923378,0.09152708947658539,-0.0710882917046547,0.0010433782590553164,0.10349778085947037
therefore,0.4125064015388489,0.3024051785469055,0.49267399311065674,0.34541717171669006,0.49267399311065674,0.36442920565605164,0.16583670675754547,0.3491862118244171,0.448416143655777,0.575452446937561,0.3413337171077728,0.25684699416160583,0.49267399311065674,0.4141571819782257,0.20304805040359497,0.16583670675754547,0.3325358033180237
letters,0.1743541657924652,0.18633514642715454,0.18536488711833954,0.07738978415727615,0.18536488711833954,0.267155259847641,0.13799338042736053,0.16878217458724976,0.24383121728897095,0.1968226581811905,0.17298905551433563,0.15543219447135925,0.18536488711833954,0.23764781653881073,0.09830927103757858,0.13799338042736053,0.18739263713359833
were,0.22298263013362885,0.6150832772254944,0.31913647055625916,0.2685878872871399,0.31913647055625916,0.23227569460868835,0.16210246086120605,0.3127685785293579,0.5580583214759827,0.37426912784576416,0.24676457047462463,0.2774328887462616,0.31913647055625916,0.3906462490558624,0.17014962434768677,0.16210246086120605,0.17890112102031708
used,0.27546408772468567,0.2477826625108719,0.40058770775794983,0.29860758781433105,0.40058770775794983,0.3008110821247101,0.11525200307369232,0.23564469814300537,0.37411078810691833,0.35597336292266846,0.2337895929813385,0.24785758554935455,0.40058770775794983,0.3718377649784088,0.11760515719652176,0.11525200307369232,0.22430120408535004
instead,0.4104403555393219,0.22950682044029236,0.457004189491272,0.25929903984069824,0.457004189491272,0.35841965675354004,0.12197502702474594,0.4460048973560333,0.3707234859466553,0.44335541129112244,0.4083831310272217,0.3444349467754364,0.457004189491272,0.3940567970275879,0.22704511880874634,0.12197502702474594,0.2942638397216797
of,0.33290785551071167,0.37755560874938965,0.41548454761505127,0.23650258779525757,0.41548454761505127,0.38460010290145874,0.20170781016349792,0.3282964527606964,0.3426007330417633,0.3353942930698395,0.19578875601291656,0.3966929316520691,0.41548454761505127,0.733189046382904,0.2935165464878082,0.20170781016349792,0.1826142966747284
numbers,0.24586999416351318,0.21943619847297668,0.29515770077705383,0.20306766033172607,0.29515770077705383,0.3118036687374115,0.08777008950710297,0.22039830684661865,0.3460351526737213,0.27861475944519043,0.19400964677333832,0.20438247919082642,0.29515770077705383,0.293011337518692,0.15612360835075378,0.08777008950710297,0.19297972321510315
.,0.3567904531955719,0.37348684668540955,0.4645031690597534,0.2506430745124817,0.4645031690597534,0.31204065680503845,0.2227463275194168,0.36693984270095825,0.4510921239852905,0.35067233443260193,0.2855175733566284,0.49257001280784607,0.4645031690597534,0.5934505462646484,0.2761645019054413,0.2227463275194168,0.4130953550338745
,what,had,to,happen,to,each,mission,before,they,would,continue,on,to,the,next,mission,?
in,0.30808621644973755,0.385026752948761,0.45010748505592346,0.2613373398780823,0.45010748505592346,0.30816060304641724,0.2224319875240326,0.4155850410461426,0.4330179989337921,0.30461156368255615,0.249076247215271,0.46853652596473694,0.45010748505592346,0.6662389636039734,0.29307645559310913,0.2224319875240326,0.20430970191955566
september,0.2153792530298233,0.263927698135376,0.22485187649726868,0.17758549749851227,0.22485187649726868,0.08492296934127808,0.1694384217262268,0.3160199224948883,0.13353362679481506,0.2518996000289917,0.1929084211587906,0.39627984166145325,0.22485187649726868,0.2516939043998718,0.21394750475883484,0.1694384217262268,0.2665146589279175
1967,-0.0218155886977911,-0.07578501105308533,-0.0018660398200154305,-0.17257840931415558,-0.0018660398200154305,-0.0213621836155653,-0.08712975680828094,-0.09748713672161102,-0.1678936779499054,-0.06800637394189835,-0.08407637476921082,-0.11705082654953003,-0.0018660398200154305,-0.012038951739668846,-0.08291105926036835,-0.08712975680828094,0.017933469265699387
",",0.3087472915649414,0.35487717390060425,0.44245919585227966,0.25441640615463257,0.44245919585227966,0.207483172416687,0.21226151287555695,0.3156566619873047,0.390799880027771,0.32586824893951416,0.3163892924785614,0.49057599902153015,0.44245919585227966,0.4933079481124878,0.2665692865848541,0.21226151287555695,0.31091248989105225
mueller,0.1313520073890686,0.21044954657554626,0.08670014888048172,0.10371343791484833,0.08670014888048172,0.11119246482849121,0.18331769108772278,0.17534612119197845,0.18746647238731384,0.13260065019130707,0.09222391247749329,0.20331783592700958,0.08670014888048172,0.2319459170103073,0.08981101959943771,0.18331769108772278,0.1575169712305069
approved,0.23795665800571442,0.284201443195343,0.2687867283821106,0.19467565417289734,0.2687867283821106,0.1834942102432251,0.23764881491661072,0.28888997435569763,0.2146640419960022,0.3306914269924164,0.26775529980659485,0.276600182056427,0.2687867283821106,0.30207422375679016,0.19226215779781342,0.23764881491661072,0.25914356112480164
a,0.3320399522781372,0.34897568821907043,0.45503583550453186,0.27358970046043396,0.45503583550453186,0.434999018907547,0.2477724254131317,0.3583870828151703,0.3528250455856323,0.398599237203598,0.21998350322246552,0.3848365545272827,0.45503583550453186,0.5829201340675354,0.3054417371749878,0.2477724254131317,0.23916715383529663
sequence,0.19736266136169434,0.1440785527229309,0.21427768468856812,0.25676271319389343,0.21427768468856812,0.27510666847229004,0.1427672803401947,0.1796860247850418,0.22588396072387695,0.2037678211927414,0.19357886910438538,0.11435865610837936,0.21427768468856812,0.2635619342327118,0.16275393962860107,0.1427672803401947,0.1508881151676178
of,0.33290785551071167,0.37755560874938965,0.41548454761505127,0.23650258779525757,0.41548454761505127,0.38460010290145874,0.20170781016349792,0.3282964527606964,0.3426007330417633,0.3353942930698395,0.19578875601291656,0.3966929316520691,0.41548454761505127,0.733189046382904,0.2935165464878082,0.20170781016349792,0.1826142966747284
mission,0.2317502647638321,0.1780654937028885,0.26700642704963684,0.08663881570100784,0.26700642704963684,0.11563625186681747,1.0,0.16783833503723145,0.1754726767539978,0.19374151527881622,0.17187082767486572,0.21317659318447113,0.26700642704963684,0.22673439979553223,0.1162659078836441,1.0,0.19506393373012543
types,0.25706279277801514,0.16879546642303467,0.20054484903812408,0.30077049136161804,0.20054484903812408,0.361520916223526,0.02962181530892849,0.1264394372701645,0.34538209438323975,0.16394191980361938,0.1687082201242447,0.2141326367855072,0.20054484903812408,0.23509301245212555,0.0686907097697258,0.02962181530892849,0.1285012811422348
which,0.5261979103088379,0.3188965916633606,0.5345056653022766,0.3443140685558319,0.5345056653022766,0.5572347640991211,0.19417668879032135,0.3430410623550415,0.5165667533874512,0.3854503035545349,0.2816554009914398,0.4245251417160034,0.5345056653022766,0.6521818041801453,0.3187560439109802,0.19417668879032135,0.25814583897590637
had,0.23849567770957947,0.9999999403953552,0.37984350323677063,0.2594691514968872,0.37984350323677063,0.27658215165138245,0.1780654937028885,0.3737051784992218,0.4949169158935547,0.5436059832572937,0.2806638777256012,0.36692994832992554,0.37984350323677063,0.3875846862792969,0.29034528136253357,0.1780654937028885,0.20728366076946259
to,0.455847829580307,0.37984350323677063,1.0,0.25324898958206177,1.0,0.3941934108734131,0.26700642704963684,0.4190867841243744,0.5452046394348145,0.5965728163719177,0.4441169500350952,0.41031414270401,1.0,0.535392165184021,0.3416391611099243,0.26700642704963684,0.29463258385658264
be,0.3929833769798279,0.35315439105033875,0.4972836375236511,0.407311350107193,0.4972836375236511,0.3907950520515442,0.13588100671768188,0.34914204478263855,0.4858434796333313,0.5202695727348328,0.3588188588619232,0.37900757789611816,0.4972836375236511,0.4248143136501312,0.2168046534061432,0.13588100671768188,0.3324260413646698
successfully,0.20084762573242188,0.3147822618484497,0.37246158719062805,0.18506744503974915,0.37246158719062805,0.26627418398857117,0.31961068511009216,0.33507007360458374,0.3240625262260437,0.27932873368263245,0.31625521183013916,0.22496876120567322,0.37246158719062805,0.32525569200515747,0.24176038801670074,0.31961068511009216,0.0971045047044754
accomplished,0.2744372487068176,0.2966546416282654,0.2549437880516052,0.28784334659576416,0.2549437880516052,0.1944221407175064,0.2283397912979126,0.261490136384964,0.23074479401111603,0.29326486587524414,0.31563887000083923,0.2253618836402893,0.2549437880516052,0.23005253076553345,0.1368822306394577,0.2283397912979126,0.2554141879081726
in,0.30808621644973755,0.385026752948761,0.45010748505592346,0.2613373398780823,0.45010748505592346,0.30816060304641724,0.2224319875240326,0.4155850410461426,0.4330179989337921,0.30461156368255615,0.249076247215271,0.46853652596473694,0.45010748505592346,0.6662389636039734,0.29307645559310913,0.2224319875240326,0.20430970191955566
order,0.16634008288383484,0.22447334229946136,0.35544881224632263,0.1150897890329361,0.35544881224632263,0.2354213148355484,0.19801001250743866,0.19256320595741272,0.30929040908813477,0.26961007714271545,0.22489742934703827,0.17813007533550262,0.35544881224632263,0.3284194767475128,0.13250236213207245,0.19801001250743866,0.13725648820400238
to,0.455847829580307,0.37984350323677063,1.0,0.25324898958206177,1.0,0.3941934108734131,0.26700642704963684,0.4190867841243744,0.5452046394348145,0.5965728163719177,0.4441169500350952,0.41031414270401,1.0,0.535392165184021,0.3416391611099243,0.26700642704963684,0.29463258385658264
achieve,0.2524374723434448,0.20996123552322388,0.3419070541858673,0.2908152937889099,0.3419070541858673,0.2552109658718109,0.18385840952396393,0.230519101023674,0.2364218831062317,0.27249521017074585,0.3184315860271454,0.16021420061588287,0.3419070541858673,0.23965083062648773,0.16196830570697784,0.18385840952396393,0.17526866495609283
the,0.42745697498321533,0.3875846862792969,0.535392165184021,0.2880464494228363,0.535392165184021,0.470844566822052,0.22673439979553223,0.45900648832321167,0.49925389885902405,0.4133751392364502,0.28966447710990906,0.5107308030128479,0.535392165184021,1.0,0.35833123326301575,0.22673439979553223,0.22068053483963013
manned,0.16094419360160828,0.23989708721637726,0.21649380028247833,0.19153860211372375,0.21649380028247833,0.1736491620540619,0.496903657913208,0.267734557390213,0.221416637301445,0.252983033657074,0.2172991782426834,0.22706209123134613,0.21649380028247833,0.2392944097518921,0.1594824492931366,0.496903657913208,0.17514055967330933
lunar,0.18274477124214172,0.12961961328983307,0.15437743067741394,0.178182452917099,0.15437743067741394,0.20090074837207794,0.3878321945667267,0.2158772349357605,0.19410352408885956,0.20055215060710907,0.19860906898975372,0.22814977169036865,0.15437743067741394,0.23309995234012604,0.1021273285150528,0.3878321945667267,0.1628302037715912
landing,0.17083740234375,0.2184573858976364,0.27316537499427795,0.2099740207195282,0.27316537499427795,0.14816658198833466,0.3639855980873108,0.22434940934181213,0.19630518555641174,0.22148221731185913,0.1381502002477646,0.31166619062423706,0.27316537499427795,0.24055521190166473,0.138106107711792,0.3639855980873108,0.11133739352226257
.,0.3567904531955719,0.37348684668540955,0.4645031690597534,0.2506430745124817,0.4645031690597534,0.31204065680503845,0.2227463275194168,0.36693984270095825,0.4510921239852905,0.35067233443260193,0.2855175733566284,0.49257001280784607,0.4645031690597534,0.5934505462646484,0.2761645019054413,0.2227463275194168,0.4130953550338745
