,why,is,the,statement,doubtful,in,the,eyes,of,scholars,?
since,0.3056725263595581,0.3567592203617096,0.4054957628250122,0.2653830349445343,0.22160941362380981,0.4325680434703827,0.4054957628250122,0.13868016004562378,0.35513219237327576,0.15782207250595093,0.2876587212085724
they,0.39327314496040344,0.330102801322937,0.49925389885902405,0.2229074239730835,0.2303907424211502,0.4330179989337921,0.49925389885902405,0.27840375900268555,0.3426007330417633,0.24395941197872162,0.2753053903579712
were,0.2287064492702484,0.29386836290359497,0.3906462490558624,0.1481083780527115,0.18664930760860443,0.3815755248069763,0.3906462490558624,0.1792273074388504,0.34038281440734863,0.23658210039138794,0.17890112102031708
inserted,0.23204196989536285,0.1834256798028946,0.2794579565525055,0.2862662374973297,0.3051016926765442,0.19496984779834747,0.2794579565525055,0.19752393662929535,0.2407018095254898,0.09264780580997467,0.21677616238594055
before,0.32499244809150696,0.25183290243148804,0.45900648832321167,0.24287833273410797,0.17358602583408356,0.4155850410461426,0.45900648832321167,0.15069302916526794,0.3282964527606964,0.18287423253059387,0.2507109045982361
``,0.05334433168172836,0.058766357600688934,0.029072100296616554,0.08327054977416992,0.10448075830936432,0.04765888676047325,0.029072100296616554,0.03052009642124176,0.06780257821083069,0.020995181053876877,0.0685480609536171
may,0.25454580783843994,0.322792649269104,0.2694292366504669,0.21196995675563812,0.24023544788360596,0.3424151837825775,0.2694292366504669,0.22075743973255157,0.26447007060050964,0.20480899512767792,0.2768254578113556
god,0.31549373269081116,0.2211674600839615,0.24689088761806488,0.293925940990448,0.3242869973182678,0.1355067938566208,0.24689088761806488,0.24325339496135712,0.2159487009048462,0.2632123827934265,0.23396754264831543
help,0.33606424927711487,0.152378648519516,0.30064165592193604,0.19248570501804352,0.21865364909172058,0.21321536600589752,0.30064165592193604,0.22846969962120056,0.22745388746261597,0.15116266906261444,0.28403452038764954
me,0.377591997385025,0.20281767845153809,0.20063884556293488,0.30213621258735657,0.2967086136341095,0.14430944621562958,0.20063884556293488,0.20638050138950348,0.11113286763429642,0.12984687089920044,0.4646095037460327
'',-0.038651224225759506,0.0793738141655922,0.041273195296525955,-0.01801685243844986,0.061675090342760086,0.07432962208986282,0.041273195296525955,0.02637881226837635,0.13035868108272552,0.12016328424215317,0.018684765323996544
only,0.43416354060173035,0.44708555936813354,0.5497692227363586,0.2888619303703308,0.3576204776763916,0.42992329597473145,0.5497692227363586,0.25617700815200806,0.49632513523101807,0.19611532986164093,0.2767370045185089
in,0.23227278888225555,0.5394441485404968,0.6662389636039734,0.17217876017093658,0.18669043481349945,1.0,0.6662389636039734,0.15376155078411102,0.5696388483047485,0.137682244181633,0.20430970191955566
later,0.2519053816795349,0.21527644991874695,0.4060266613960266,0.19369260966777802,0.14536356925964355,0.40857815742492676,0.4060266613960266,0.14656700193881989,0.3458743393421173,0.29833516478538513,0.1417175978422165
versions,0.20307719707489014,0.19668248295783997,0.2621293067932129,0.2313568890094757,0.14880011975765228,0.17707763612270355,0.2621293067932129,0.2122214436531067,0.17600277066230774,0.23201501369476318,0.2371230572462082
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.1980573982000351,0.2769303321838379,0.5696388483047485,0.733189046382904,0.1866634339094162,1.0,0.2583930194377899,0.1826142966747284
the,0.30742117762565613,0.5823672413825989,1.0,0.20954233407974243,0.239092618227005,0.6662389636039734,1.0,0.24057909846305847,0.733189046382904,0.2524346709251404,0.22068053483963013
speech,0.18670785427093506,0.21914222836494446,0.2542078197002411,0.31125637888908386,0.22267746925354004,0.22392018139362335,0.2542078197002411,0.2102549523115158,0.23325279355049133,0.22439159452915192,0.1412617564201355
and,0.27806392312049866,0.3859752118587494,0.5171257257461548,0.17807939648628235,0.22195182740688324,0.4954058527946472,0.5171257257461548,0.30207008123397827,0.5116966962814331,0.24718980491161346,0.20544172823429108
not,0.5504072904586792,0.3776007890701294,0.4310511648654938,0.36617037653923035,0.40586134791374207,0.3403114080429077,0.4310511648654938,0.23642100393772125,0.3307090103626251,0.19963021576404572,0.41942933201789856
recorded,0.12956683337688446,0.19766312837600708,0.2759207487106323,0.16244196891784668,0.17154237627983093,0.27585887908935547,0.2759207487106323,0.16338764131069183,0.21896186470985413,0.14017082750797272,0.19213420152664185
in,0.23227278888225555,0.5394441485404968,0.6662389636039734,0.17217876017093658,0.18669043481349945,1.0,0.6662389636039734,0.15376155078411102,0.5696388483047485,0.137682244181633,0.20430970191955566
witness,0.22316011786460876,0.15350733697414398,0.22720687091350555,0.38852658867836,0.31438300013542175,0.158882737159729,0.22720687091350555,0.2554803192615509,0.17089621722698212,0.2331404983997345,0.1954546421766281
accounts,0.2918846011161804,0.19645372033119202,0.20863397419452667,0.28356629610061646,0.33732548356056213,0.16891200840473175,0.20863397419452667,0.15439261496067047,0.2083580046892166,0.29716217517852783,0.32252734899520874
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.1980573982000351,0.2769303321838379,0.5696388483047485,0.733189046382904,0.1866634339094162,1.0,0.2583930194377899,0.1826142966747284
the,0.30742117762565613,0.5823672413825989,1.0,0.20954233407974243,0.239092618227005,0.6662389636039734,1.0,0.24057909846305847,0.733189046382904,0.2524346709251404,0.22068053483963013
proceedings,0.17454026639461517,0.13935744762420654,0.26050370931625366,0.3421763479709625,0.28423354029655457,0.18590514361858368,0.26050370931625366,0.10245759785175323,0.2803191840648651,0.28832849860191345,0.17969121038913727
.,0.32909876108169556,0.4569662809371948,0.5934505462646484,0.21827399730682373,0.2840041518211365,0.5591574311256409,0.5934505462646484,0.2474268227815628,0.5352458953857422,0.15168285369873047,0.4130953550338745
