,what,do,scholars,sometimes,assert,that,luther,believed,about,what,faith,and,reason,were,to,each,other,?
reason,0.3762516975402832,0.3240116238594055,0.20811647176742554,0.23559503257274628,0.371139794588089,0.462776243686676,0.1425657421350479,0.2445339858531952,0.2876431345939636,0.3762516975402832,0.25525468587875366,0.26490068435668945,1.0,0.1868613064289093,0.3437597155570984,0.25672075152397156,0.27736610174179077,0.3403966724872589
were,0.22298263013362885,0.23274902999401093,0.23658210039138794,0.3034863770008087,0.044925935566425323,0.35517072677612305,0.18652333319187164,0.35804519057273865,0.29814305901527405,0.22298263013362885,0.18950022757053375,0.42175528407096863,0.1868613064289093,1.0000001192092896,0.31913647055625916,0.23227569460868835,0.4041554927825928,0.17890112102031708
antithetical,0.35316574573516846,0.2743977904319763,0.28811517357826233,0.29135751724243164,0.34393176436424255,0.372305303812027,0.21312658488750458,0.30100157856941223,0.23879797756671906,0.35316574573516846,0.24231034517288208,0.24743513762950897,0.3305116593837738,0.27166974544525146,0.317918598651886,0.30673617124557495,0.3527524471282959,0.28381913900375366
in,0.30808621644973755,0.23402775824069977,0.137682244181633,0.31462913751602173,0.2012619823217392,0.435920387506485,0.20523880422115326,0.2605416774749756,0.39797019958496094,0.30808621644973755,0.16146141290664673,0.4954058527946472,0.21220409870147705,0.3815755248069763,0.45010748505592346,0.30816060304641724,0.39989137649536133,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.2524346709251404,0.35816407203674316,0.19907058775424957,0.5473989248275757,0.1759674996137619,0.324635773897171,0.37995871901512146,0.42745697498321533,0.20665863156318665,0.5171257257461548,0.29647648334503174,0.3906462490558624,0.535392165184021,0.470844566822052,0.44152235984802246,0.22068053483963013
sense,0.3673125207424164,0.30647221207618713,0.12419921904802322,0.29140913486480713,0.32145750522613525,0.3660537302494049,0.17231106758117676,0.24312296509742737,0.2603295147418976,0.3673125207424164,0.3022260069847107,0.2834228277206421,0.3515148460865021,0.11267241090536118,0.29030367732048035,0.24530178308486938,0.2544541656970978,0.25268280506134033
that,0.6297725439071655,0.44533252716064453,0.30800777673721313,0.3928869664669037,0.31909456849098206,1.0,0.21746599674224854,0.4644409120082855,0.4500710964202881,0.6297725439071655,0.29499298334121704,0.4731321930885315,0.462776243686676,0.35517072677612305,0.5436353087425232,0.46111494302749634,0.5570666193962097,0.32716336846351624
questions,0.4857400059700012,0.3485393822193146,0.32097572088241577,0.23454080522060394,0.35044291615486145,0.3304099440574646,0.21036848425865173,0.21867889165878296,0.3800232708454132,0.4857400059700012,0.2895115911960602,0.242636039853096,0.3311878442764282,0.20437248051166534,0.317446768283844,0.2753382921218872,0.2925741672515869,0.42967134714126587
of,0.33290785551071167,0.26150479912757874,0.2583930194377899,0.296434611082077,0.2426251471042633,0.41498205065727234,0.1719115972518921,0.2945859134197235,0.40939709544181824,0.33290785551071167,0.20991961658000946,0.5116966962814331,0.23645815253257751,0.34038281440734863,0.41548454761505127,0.38460010290145874,0.38583824038505554,0.1826142966747284
faith,0.3120079040527344,0.2685910761356354,0.2974238395690918,0.14128437638282776,0.27093276381492615,0.29499298334121704,0.2839079797267914,0.2640364468097687,0.2067527323961258,0.3120079040527344,1.0,0.2653059959411621,0.25525468587875366,0.18950022757053375,0.2426898032426834,0.132785364985466,0.15003646910190582,0.2833177447319031
could,0.4188697934150696,0.42262277007102966,0.20709694921970367,0.36730414628982544,0.22724902629852295,0.5584503412246704,0.1768653839826584,0.386944979429245,0.29409685730934143,0.4188697934150696,0.20057570934295654,0.3385082483291626,0.3438085615634918,0.40738195180892944,0.5461788773536682,0.3254189193248749,0.36747515201568604,0.3411986827850342
not,0.5449194312095642,0.6619802713394165,0.19963021576404572,0.4352559447288513,0.39980947971343994,0.6600887179374695,0.21636232733726501,0.338882714509964,0.36646416783332825,0.5449194312095642,0.2913705110549927,0.39099299907684326,0.4808345437049866,0.33318549394607544,0.5149973034858704,0.32419833540916443,0.4341118037700653,0.41942933201789856
be,0.3929833769798279,0.36575672030448914,0.22129200398921967,0.40308091044425964,0.2511935532093048,0.6036020517349243,0.15299063920974731,0.32833608984947205,0.26362910866737366,0.3929833769798279,0.25434166193008423,0.41766801476478577,0.3769439458847046,0.4064064621925354,0.4972836375236511,0.3907950520515442,0.4629868268966675,0.3324260413646698
illuminated,0.1660466343164444,0.19597212970256805,0.2247205227613449,0.12537644803524017,0.11135048419237137,0.23726719617843628,0.12910154461860657,0.2030394971370697,0.18024493753910065,0.1660466343164444,0.16160953044891357,0.22432473301887512,0.23407304286956787,0.18470105528831482,0.19845034182071686,0.18684259057044983,0.17864806950092316,0.14651840925216675
by,0.2455483376979828,0.1481526494026184,0.17651315033435822,0.22042182087898254,0.12504197657108307,0.37496164441108704,0.15382802486419678,0.3129139244556427,0.30091190338134766,0.2455483376979828,0.15042667090892792,0.4289871156215668,0.18194518983364105,0.4406847059726715,0.33534231781959534,0.29190269112586975,0.3321913778781891,0.17966607213020325
reason,0.3762516975402832,0.3240116238594055,0.20811647176742554,0.23559503257274628,0.371139794588089,0.462776243686676,0.1425657421350479,0.2445339858531952,0.2876431345939636,0.3762516975402832,0.25525468587875366,0.26490068435668945,1.0,0.1868613064289093,0.3437597155570984,0.25672075152397156,0.27736610174179077,0.3403966724872589
.,0.3567904531955719,0.3613996207714081,0.15168285369873047,0.24956031143665314,0.21252663433551788,0.4460422694683075,0.24907569587230682,0.26106974482536316,0.42038556933403015,0.3567904531955719,0.2496335357427597,0.588965117931366,0.3219331204891205,0.3378238379955292,0.4645031690597534,0.31204065680503845,0.41511186957359314,0.4130953550338745
