,how,much,money,is,being,spent,on,other,super,bowl-related,events,?
events,0.23171864449977875,0.17882570624351501,0.19693608582019806,0.17093729972839355,0.19572816789150238,0.09601005911827087,0.17586995661258698,0.2375173419713974,0.19044578075408936,0.32322657108306885,1.0000001192092896,0.09835197776556015
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.4691906273365021,0.34499165415763855,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.22322475910186768,0.3410509526729584,0.16838376224040985,0.31091248989105225
including,0.20270724594593048,0.25625187158584595,0.2431754469871521,0.25093933939933777,0.2191343605518341,0.21094317734241486,0.324923574924469,0.5162608623504639,0.20355892181396484,0.29925885796546936,0.23229701817035675,0.1633303165435791
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.658733606338501,0.3727131485939026,0.22275763750076294,0.3848365545272827,0.2806335389614105,0.26005712151527405,0.3120773434638977,0.21595865488052368,0.23916715383529663
week-long,0.29250025749206543,0.31988850235939026,0.27221447229385376,0.2610941231250763,0.343979150056839,0.3063504099845886,0.42491212487220764,0.30156493186950684,0.22447513043880463,0.3729996979236603,0.3079727590084076,0.32830461859703064
event,0.1736278086900711,0.19925867021083832,0.2149200290441513,0.2078172266483307,0.2569045126438141,0.0760866329073906,0.21758322417736053,0.19113582372665405,0.20683135092258453,0.28581759333610535,0.6932221055030823,0.16076280176639557
at,0.2154216170310974,0.23158283531665802,0.16084402799606323,0.25906258821487427,0.2686914801597595,0.319078266620636,0.4806317389011383,0.24329762160778046,0.11449114978313446,0.33917123079299927,0.25329744815826416,0.21978627145290375
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.5823672413825989,0.419739305973053,0.24215754866600037,0.5107308030128479,0.44152235984802246,0.21959073841571808,0.31784093379974365,0.3102840185165405,0.22068053483963013
santa,0.1530441790819168,0.14963364601135254,0.12859073281288147,0.1796122044324875,0.16989272832870483,0.10150504112243652,0.26520177721977234,0.15774822235107422,0.13846853375434875,0.18009857833385468,0.12418388575315475,0.17321589589118958
clara,0.1157928928732872,0.10597459226846695,0.17583681643009186,0.1567191481590271,0.13650694489479065,0.13927704095840454,0.23241697251796722,0.14141230285167694,0.14021645486354828,0.134568989276886,0.12535427510738373,0.11961202323436737
convention,0.12141910940408707,0.17309828102588654,0.13075903058052063,0.19678325951099396,0.22476525604724884,0.06110245734453201,0.2354971170425415,0.19571997225284576,0.11018379032611847,0.12887680530548096,0.2136329561471939,0.1647067815065384
center,0.12502175569534302,0.16991764307022095,0.09106100350618362,0.24782158434391022,0.14968270063400269,0.0935443788766861,0.23809784650802612,0.18266704678535461,0.10317984968423843,0.1695609837770462,0.15263570845127106,0.12538520991802216
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.4691906273365021,0.34499165415763855,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.22322475910186768,0.3410509526729584,0.16838376224040985,0.31091248989105225
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.658733606338501,0.3727131485939026,0.22275763750076294,0.3848365545272827,0.2806335389614105,0.26005712151527405,0.3120773434638977,0.21595865488052368,0.23916715383529663
beer,0.16117510199546814,0.19173000752925873,0.2741325795650482,0.23714494705200195,0.20230379700660706,0.15150150656700134,0.1486988365650177,0.17011697590351105,0.027908554300665855,0.22994813323020935,0.13858258724212646,0.15216413140296936
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.4691906273365021,0.34499165415763855,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.22322475910186768,0.3410509526729584,0.16838376224040985,0.31091248989105225
wine,0.14533600211143494,0.20075742900371552,0.23830698430538177,0.25320321321487427,0.18814274668693542,0.1421210616827011,0.11521834880113602,0.22381789982318878,0.05938699096441269,0.18273010849952698,0.069048210978508,0.12747588753700256
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.3859752118587494,0.4286794066429138,0.2740579843521118,0.4077630043029785,0.5504306554794312,0.18368244171142578,0.30677330493927,0.2040661722421646,0.20544172823429108
food,0.22970743477344513,0.270298033952713,0.3573358356952667,0.20563258230686188,0.23003390431404114,0.1707633137702942,0.18752937018871307,0.2845616638660431,0.16003532707691193,0.20401842892169952,0.158624067902565,0.15376032888889313
festival,0.14565487205982208,0.16836722195148468,0.1438693404197693,0.1853252649307251,0.13858020305633545,0.12017741054296494,0.1707397699356079,0.10427691787481308,0.12157493829727173,0.10049251466989517,0.238645538687706,0.17767390608787537
at,0.2154216170310974,0.23158283531665802,0.16084402799606323,0.25906258821487427,0.2686914801597595,0.319078266620636,0.4806317389011383,0.24329762160778046,0.11449114978313446,0.33917123079299927,0.25329744815826416,0.21978627145290375
bellomy,0.21562924981117249,0.30520597100257874,0.2372785061597824,0.2843242287635803,0.25577059388160706,0.16694657504558563,0.18120670318603516,0.25661560893058777,0.10717953741550446,0.37448906898498535,0.12618903815746307,0.2137424647808075
field,0.19519785046577454,0.1637846827507019,0.1317276954650879,0.17269009351730347,0.1572093516588211,0.13313625752925873,0.192391499876976,0.21335455775260925,0.1592533439397812,0.258007287979126,0.14561614394187927,0.11279727518558502
at,0.2154216170310974,0.23158283531665802,0.16084402799606323,0.25906258821487427,0.2686914801597595,0.319078266620636,0.4806317389011383,0.24329762160778046,0.11449114978313446,0.33917123079299927,0.25329744815826416,0.21978627145290375
santa,0.1530441790819168,0.14963364601135254,0.12859073281288147,0.1796122044324875,0.16989272832870483,0.10150504112243652,0.26520177721977234,0.15774822235107422,0.13846853375434875,0.18009857833385468,0.12418388575315475,0.17321589589118958
clara,0.1157928928732872,0.10597459226846695,0.17583681643009186,0.1567191481590271,0.13650694489479065,0.13927704095840454,0.23241697251796722,0.14141230285167694,0.14021645486354828,0.134568989276886,0.12535427510738373,0.11961202323436737
university,0.12992997467517853,0.18962399661540985,0.19893814623355865,0.20346471667289734,0.15422090888023376,0.24888396263122559,0.18291500210762024,0.1804676055908203,0.1637851893901825,0.23345686495304108,0.1682363599538803,0.11887256056070328
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.4691906273365021,0.34499165415763855,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.22322475910186768,0.3410509526729584,0.16838376224040985,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.3859752118587494,0.4286794066429138,0.2740579843521118,0.4077630043029785,0.5504306554794312,0.18368244171142578,0.30677330493927,0.2040661722421646,0.20544172823429108
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.658733606338501,0.3727131485939026,0.22275763750076294,0.3848365545272827,0.2806335389614105,0.26005712151527405,0.3120773434638977,0.21595865488052368,0.23916715383529663
pep,0.11363960057497025,0.12609726190567017,0.17618609964847565,0.14880329370498657,0.14623768627643585,0.07448184490203857,0.16133113205432892,0.11688459664583206,0.20630589127540588,0.25012296438217163,0.05159902572631836,0.10961396992206573
rally,0.09248580783605576,0.13816381990909576,0.15923719108104706,0.12269892543554306,0.19525550305843353,0.1511603742837906,0.15856167674064636,0.08192127197980881,0.22420664131641388,0.13717204332351685,0.18765810132026672,0.14344990253448486
.,0.3287222981452942,0.3374604284763336,0.2570818066596985,0.4569662809371948,0.35574623942375183,0.24406199157238007,0.49257001280784607,0.41511186957359314,0.2757420241832733,0.30114510655403137,0.1484961062669754,0.4130953550338745
