,along,with,solar,",",coal,and,nuclear,",",what,sort,of,plants,notable,use,the,rankine,process,?
%,0.13956651091575623,0.16614031791687012,0.19965411722660065,0.22757403552532196,0.17948518693447113,0.24616369605064392,0.12088287621736526,0.22757403552532196,0.20738190412521362,0.17696478962898254,0.19953428208827972,0.19948729872703552,0.12910306453704834,0.20253288745880127,0.21490740776062012,0.22089210152626038,0.17185230553150177,0.21441808342933655
of,0.34889817237854004,0.41827285289764404,0.22685161232948303,0.4946078956127167,0.2543368637561798,0.5116966962814331,0.2591283917427063,0.4946078956127167,0.33290785551071167,0.2691255807876587,1.0,0.29386165738105774,0.1985267549753189,0.2750902473926544,0.733189046382904,0.22334030270576477,0.23962904512882233,0.1826142966747284
all,0.2718259394168854,0.3876307010650635,0.1706313192844391,0.425624817609787,0.17172537744045258,0.4542157053947449,0.20804165303707123,0.425624817609787,0.41981086134910583,0.30579712986946106,0.42798417806625366,0.30408617854118347,0.26015132665634155,0.38276857137680054,0.4860881567001343,0.1791410893201828,0.2530641257762909,0.29575422406196594
electric,0.22418370842933655,0.17031213641166687,0.3032807409763336,0.22981849312782288,0.21066662669181824,0.212884783744812,0.24960649013519287,0.22981849312782288,0.15451551973819733,0.15065452456474304,0.17329032719135284,0.19813087582588196,0.12060748040676117,0.29847803711891174,0.21345196664333344,0.2226884365081787,0.18297700583934784,0.15674720704555511
power,0.19456323981285095,0.20798128843307495,0.4036041796207428,0.2231994867324829,0.31303882598876953,0.27496716380119324,0.41085806488990784,0.2231994867324829,0.22216427326202393,0.1557551920413971,0.25273123383522034,0.3196038007736206,0.13419635593891144,0.23791898787021637,0.2647338807582855,0.20409034192562103,0.20187073945999146,0.15304024517536163
used,0.1619422286748886,0.3047430217266083,0.2246316373348236,0.3120402991771698,0.2525128424167633,0.3150506615638733,0.1891578882932663,0.3120402991771698,0.27546408772468567,0.33937495946884155,0.3075267970561981,0.29238224029541016,0.160323828458786,0.7127541303634644,0.3718377649784088,0.14842726290225983,0.2672698497772217,0.22430120408535004
throughout,0.34579187631607056,0.3559260964393616,0.24565285444259644,0.22385434806346893,0.13034126162528992,0.36296960711479187,0.17440097033977509,0.22385434806346893,0.2130906730890274,0.15681858360767365,0.35374847054481506,0.2528092861175537,0.2004326581954956,0.25963813066482544,0.4158564507961273,0.19836747646331787,0.18240082263946533,0.12665234506130219
the,0.39495137333869934,0.4223487675189972,0.2513602674007416,0.4933079481124878,0.23263108730316162,0.5171257257461548,0.23911187052726746,0.4933079481124878,0.42745697498321533,0.31158876419067383,0.733189046382904,0.29499560594558716,0.20948168635368347,0.34342584013938904,1.0,0.22060109674930573,0.264274537563324,0.22068053483963013
world,0.164489284157753,0.2832821011543274,0.20359131693840027,0.26091980934143066,0.1702268123626709,0.3246132433414459,0.22625431418418884,0.26091980934143066,0.21669597923755646,0.14253193140029907,0.2828933000564575,0.18318378925323486,0.22881001234054565,0.21907508373260498,0.33604270219802856,0.2938811182975769,0.16533683240413666,0.17579582333564758
",",0.29824912548065186,0.4120737314224243,0.21096153557300568,1.0000001192092896,0.2299477756023407,0.6633074283599854,0.23752127587795258,1.0000001192092896,0.3087472915649414,0.21703937649726868,0.4946078956127167,0.2555769681930542,0.31026551127433777,0.3276674151420593,0.4933079481124878,0.2938905656337738,0.2061346471309662,0.31091248989105225
including,0.34122973680496216,0.37174999713897705,0.1421586275100708,0.4127510190010071,0.15443001687526703,0.5144438743591309,0.18621589243412018,0.4127510190010071,0.18328791856765747,0.15447337925434113,0.44195112586021423,0.23864507675170898,0.22649095952510834,0.2895544767379761,0.3738902807235718,0.145561084151268,0.11782954633235931,0.1633303165435791
virtually,0.18844732642173767,0.2500038743019104,0.1673807054758072,0.19403667747974396,0.14723575115203857,0.2941075265407562,0.1679256558418274,0.19403667747974396,0.2943752110004425,0.2326357215642929,0.2850329577922821,0.2090074121952057,0.27481475472450256,0.21425342559814453,0.29132160544395447,0.1305525153875351,0.27404507994651794,0.18244148790836334
all,0.2718259394168854,0.3876307010650635,0.1706313192844391,0.425624817609787,0.17172537744045258,0.4542157053947449,0.20804165303707123,0.425624817609787,0.41981086134910583,0.30579712986946106,0.42798417806625366,0.30408617854118347,0.26015132665634155,0.38276857137680054,0.4860881567001343,0.1791410893201828,0.2530641257762909,0.29575422406196594
solar,0.11076896637678146,0.12487583607435226,0.9999999403953552,0.21096153557300568,0.27396517992019653,0.1899670958518982,0.33939024806022644,0.21096153557300568,0.19109857082366943,0.1633126437664032,0.22685161232948303,0.3932688534259796,0.15647609531879425,0.23375548422336578,0.2513602674007416,0.3028148114681244,0.22056114673614502,0.18617206811904907
",",0.29824912548065186,0.4120737314224243,0.21096153557300568,1.0000001192092896,0.2299477756023407,0.6633074283599854,0.23752127587795258,1.0000001192092896,0.3087472915649414,0.21703937649726868,0.4946078956127167,0.2555769681930542,0.31026551127433777,0.3276674151420593,0.4933079481124878,0.2938905656337738,0.2061346471309662,0.31091248989105225
biomass,0.15678729116916656,0.17346717417240143,0.47720128297805786,0.2515539824962616,0.4887920618057251,0.24392937123775482,0.3984736204147339,0.2515539824962616,0.22379423677921295,0.18320220708847046,0.2884552776813507,0.5056411623954773,0.197066992521286,0.292995810508728,0.2455909252166748,0.34960323572158813,0.33896544575691223,0.17773602902889252
",",0.29824912548065186,0.4120737314224243,0.21096153557300568,1.0000001192092896,0.2299477756023407,0.6633074283599854,0.23752127587795258,1.0000001192092896,0.3087472915649414,0.21703937649726868,0.4946078956127167,0.2555769681930542,0.31026551127433777,0.3276674151420593,0.4933079481124878,0.2938905656337738,0.2061346471309662,0.31091248989105225
coal,0.13530774414539337,0.1598382443189621,0.27396517992019653,0.2299477756023407,1.0,0.23463141918182373,0.39447587728500366,0.2299477756023407,0.15859243273735046,0.125145822763443,0.2543368637561798,0.36951178312301636,0.07504595071077347,0.22161652147769928,0.23263108730316162,0.24486900866031647,0.26743486523628235,0.10339318215847015
and,0.4213258922100067,0.5477725267410278,0.1899670958518982,0.6633074283599854,0.23463141918182373,1.0,0.20250080525875092,0.6633074283599854,0.31309178471565247,0.20330104231834412,0.5116966962814331,0.3052898943424225,0.18581628799438477,0.34145063161849976,0.5171257257461548,0.2593007981777191,0.20204883813858032,0.20544172823429108
nuclear,0.13471058011054993,0.18639449775218964,0.33939024806022644,0.23752127587795258,0.39447587728500366,0.20250080525875092,1.0000001192092896,0.23752127587795258,0.23862333595752716,0.13516587018966675,0.2591283917427063,0.3942650556564331,0.14381594955921173,0.22434957325458527,0.23911187052726746,0.17596696317195892,0.23218585550785065,0.1865687519311905
power,0.19456323981285095,0.20798128843307495,0.4036041796207428,0.2231994867324829,0.31303882598876953,0.27496716380119324,0.41085806488990784,0.2231994867324829,0.22216427326202393,0.1557551920413971,0.25273123383522034,0.3196038007736206,0.13419635593891144,0.23791898787021637,0.2647338807582855,0.20409034192562103,0.20187073945999146,0.15304024517536163
plants,0.17416952550411224,0.1737212836742401,0.3932688534259796,0.2555769681930542,0.36951178312301636,0.3052898943424225,0.3942650556564331,0.2555769681930542,0.25144460797309875,0.19600079953670502,0.29386165738105774,1.0,0.13268740475177765,0.2802479863166809,0.29499560594558716,0.1993984878063202,0.30403652787208557,0.1473488062620163
.,0.27491724491119385,0.4446153938770294,0.1915981024503708,0.6812511086463928,0.16755032539367676,0.588965117931366,0.2137570083141327,0.6812511086463928,0.3567904531955719,0.24213188886642456,0.5352458953857422,0.2542511522769928,0.2256665676832199,0.3711656630039215,0.5934505462646484,0.24286073446273804,0.23766504228115082,0.4130953550338745
