,what,was,restored,in,the,sculpture,gallery,during,its,renovated,in,2006,?
sculpture,0.16644549369812012,0.23845447599887848,0.28866273164749146,0.23036405444145203,0.23690329492092133,1.0,0.47963690757751465,0.20082466304302216,0.19315779209136963,0.3596179187297821,0.23036405444145203,-0.08208004385232925,0.1571214497089386
gallery,0.1566055566072464,0.1648058146238327,0.2122247815132141,0.21665531396865845,0.19251246750354767,0.47963690757751465,1.0,0.11264073848724365,0.14130562543869019,0.2608451545238495,0.21665531396865845,-0.10951395332813263,0.18202216923236847
were,0.22298263013362885,0.590133786201477,0.2514154613018036,0.3815755248069763,0.3906462490558624,0.20986761152744293,0.13873814046382904,0.4064035415649414,0.20452921092510223,0.21197347342967987,0.3815755248069763,0.01956683211028576,0.17890112102031708
restored—most,0.34452715516090393,0.2787623107433319,0.905488908290863,0.3005050718784332,0.39331790804862976,0.2943764626979828,0.24796448647975922,0.21103060245513916,0.28616777062416077,0.4043780267238617,0.3005050718784332,-0.009483931586146355,0.2395385354757309
of,0.33290785551071167,0.4069072902202606,0.2796242833137512,0.5696388483047485,0.733189046382904,0.2746802270412445,0.1971534639596939,0.3869180977344513,0.48690423369407654,0.16831113398075104,0.5696388483047485,0.10009169578552246,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.29931989312171936,0.6662389636039734,1.0,0.23690329492092133,0.19251246750354767,0.4838213622570038,0.559237003326416,0.2306516468524933,0.6662389636039734,0.11294147372245789,0.22068053483963013
victorian,0.15513519942760468,0.27178600430488586,0.1386122852563858,0.21606117486953735,0.2753658890724182,0.29165393114089966,0.3184996545314789,0.2877660095691681,0.20901918411254883,0.25709831714630127,0.21606117486953735,-0.05244932323694229,0.07572567462921143
floors,0.12974466383457184,0.12783055007457733,0.2626721262931824,0.21350255608558655,0.20986685156822205,0.3536800444126129,0.2912082374095917,0.1704818308353424,0.20967844128608704,0.37787753343582153,0.21350255608558655,0.009953239932656288,0.1380118876695633
were,0.22298263013362885,0.590133786201477,0.2514154613018036,0.3815755248069763,0.3906462490558624,0.20986761152744293,0.13873814046382904,0.4064035415649414,0.20452921092510223,0.21197347342967987,0.3815755248069763,0.01956683211028576,0.17890112102031708
covered,0.24682468175888062,0.24235664308071136,0.27001067996025085,0.27591216564178467,0.3132939636707306,0.3099738359451294,0.21050748229026794,0.23067016899585724,0.2352508157491684,0.31157365441322327,0.27591216564178467,0.1366937756538391,0.139833465218544
in,0.30808621644973755,0.45514053106307983,0.22816066443920135,1.0,0.6662389636039734,0.23036405444145203,0.21665531396865845,0.4627237319946289,0.3793783485889435,0.21855036914348602,1.0,-0.04600946605205536,0.20430970191955566
linoleum,0.14555318653583527,0.25153109431266785,0.1671299785375595,0.27390313148498535,0.29401177167892456,0.233957439661026,0.2378130555152893,0.20971395075321198,0.26691964268684387,0.23037777841091156,0.27390313148498535,0.09019303321838379,0.11611827462911606
after,0.21973377466201782,0.49306565523147583,0.2797248661518097,0.44050168991088867,0.4565047025680542,0.16770832240581512,0.12969814240932465,0.528485894203186,0.29879069328308105,0.20260334014892578,0.44050168991088867,-0.026286179199814796,0.16608688235282898
the,0.42745697498321533,0.48711544275283813,0.29931989312171936,0.6662389636039734,1.0,0.23690329492092133,0.19251246750354767,0.4838213622570038,0.559237003326416,0.2306516468524933,0.6662389636039734,0.11294147372245789,0.22068053483963013
second,0.19948028028011322,0.3858029544353485,0.18189485371112823,0.34510284662246704,0.4620301127433777,0.1370646357536316,0.11580067873001099,0.3398754596710205,0.23407325148582458,0.20047375559806824,0.34510284662246704,0.046690668910741806,0.17239587008953094
world,0.21669597923755646,0.3097524344921112,0.14815542101860046,0.3038199245929718,0.33604270219802856,0.12298917770385742,0.16999474167823792,0.37288811802864075,0.23953673243522644,0.20074284076690674,0.3038199245929718,-0.04510511830449104,0.17579582333564758
war,0.22516006231307983,0.3560331463813782,0.20718444883823395,0.29904094338417053,0.366199791431427,0.17247837781906128,0.14425547420978546,0.4802435040473938,0.23775866627693176,0.22437675297260284,0.29904094338417053,-0.03440652787685394,0.15510529279708862
.,0.3567904531955719,0.40146201848983765,0.2842494547367096,0.5591574311256409,0.5934505462646484,0.2360875904560089,0.21326512098312378,0.3485563397407532,0.3566088080406189,0.21588090062141418,0.5591574311256409,-0.13838863372802734,0.4130953550338745
