,what,do,the,reactive,forms,of,oxygen,produce,in,organisms,?
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.1701417863368988,0.33835989236831665,1.0,0.16848602890968323,0.19541172683238983,0.5696388483047485,0.23870134353637695,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,1.0,0.16592693328857422,0.2950737178325653,0.733189046382904,0.20428593456745148,0.23457570374011993,0.6662389636039734,0.22463196516036987,0.22068053483963013
immune,0.2410416603088379,0.2294367402791977,0.21364226937294006,0.3578105866909027,0.2505412995815277,0.16620753705501556,0.3167511820793152,0.26148727536201477,0.14682820439338684,0.3922001123428345,0.16080476343631744
system,0.23557309806346893,0.18447506427764893,0.3233085572719574,0.2118406593799591,0.2846747636795044,0.25597915053367615,0.17158660292625427,0.184299036860466,0.21978288888931274,0.2424149215221405,0.15556083619594574
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.1701417863368988,0.33835989236831665,1.0,0.16848602890968323,0.19541172683238983,0.5696388483047485,0.23870134353637695,0.1826142966747284
higher,0.2538340389728546,0.25567880272865295,0.3292480409145355,0.29312705993652344,0.23847679793834686,0.3096220791339874,0.24069128930568695,0.2677399218082428,0.23285751044750214,0.24991826713085175,0.15679465234279633
organisms,0.22214920818805695,0.2771075963973999,0.22463196516036987,0.3371453285217285,0.3671189546585083,0.23870134353637695,0.42718103528022766,0.39158108830451965,0.21345661580562592,1.0,0.22621455788612366
create,0.2962724268436432,0.3618505895137787,0.25265660881996155,0.2279556393623352,0.281027615070343,0.23675619065761566,0.17417210340499878,0.47555118799209595,0.21287982165813446,0.25441908836364746,0.300167441368103
peroxide,0.23925615847110748,0.2788400948047638,0.17893627285957336,0.7052409052848816,0.2683367431163788,0.19088701903820038,0.6256583333015442,0.34479349851608276,0.18821410834789276,0.36815759539604187,0.23546335101127625
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2156391739845276,0.2570338547229767,0.4946078956127167,0.21812842786312103,0.19927625358104706,0.5201468467712402,0.20150232315063477,0.31091248989105225
superoxide,0.2502070963382721,0.24386811256408691,0.18880882859230042,0.6963291764259338,0.24904382228851318,0.19097040593624115,0.6105182766914368,0.3564164638519287,0.20432604849338531,0.42152899503707886,0.24550625681877136
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2156391739845276,0.2570338547229767,0.4946078956127167,0.21812842786312103,0.19927625358104706,0.5201468467712402,0.20150232315063477,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.5171257257461548,0.23052793741226196,0.31425848603248596,0.5116966962814331,0.22261030972003937,0.2701570689678192,0.4954058527946472,0.2444908618927002,0.20544172823429108
singlet,0.20141500234603882,0.18912409245967865,0.2022450864315033,0.22653500735759735,0.10820183157920837,0.16668915748596191,0.21857549250125885,0.21989138424396515,0.1821850836277008,0.22599737346172333,0.22683241963386536
oxygen,0.16781960427761078,0.22088919579982758,0.20428593456745148,0.516227126121521,0.21243564784526825,0.16848602890968323,0.9999999403953552,0.2946869134902954,0.1672476977109909,0.42718103528022766,0.16786395013332367
to,0.455847829580307,0.38876664638519287,0.535392165184021,0.23919129371643066,0.2363802045583725,0.41548454761505127,0.24193501472473145,0.30018290877342224,0.45010748505592346,0.26437875628471375,0.29463258385658264
destroy,0.24247540533542633,0.26636001467704773,0.29802682995796204,0.1988714188337326,0.15716731548309326,0.24830657243728638,0.20051173865795135,0.30814364552497864,0.2346177101135254,0.2079579085111618,0.1295877993106842
invading,0.29477816820144653,0.17578423023223877,0.3741975724697113,0.15890568494796753,0.23258820176124573,0.294779509305954,0.19051890075206757,0.17986924946308136,0.33901697397232056,0.3067833185195923,0.17586950957775116
microbes,0.27925968170166016,0.2759926915168762,0.30588477849960327,0.3624250590801239,0.29546454548835754,0.27299147844314575,0.46660399436950684,0.34765559434890747,0.24706831574440002,0.6624985337257385,0.172354593873024
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.29787561297416687,0.24305115640163422,0.5352458953857422,0.2554275095462799,0.2587496340274811,0.5591574311256409,0.2715383470058441,0.4130953550338745
,what,do,the,reactive,forms,of,oxygen,produce,in,organisms,?
reactive,0.26621317863464355,0.27949246764183044,0.16592693328857422,0.9999999403953552,0.24852286279201508,0.1701417863368988,0.516227126121521,0.35046160221099854,0.23160791397094727,0.3371453285217285,0.20790518820285797
oxygen,0.16781960427761078,0.22088919579982758,0.20428593456745148,0.516227126121521,0.21243564784526825,0.16848602890968323,0.9999999403953552,0.2946869134902954,0.1672476977109909,0.42718103528022766,0.16786395013332367
species,0.14617158472537994,0.20613440871238708,0.2522439956665039,0.25892287492752075,0.3189834654331207,0.23307405412197113,0.29576364159584045,0.26794517040252686,0.2179255336523056,0.543011486530304,0.1957087516784668
also,0.42747777700424194,0.36242780089378357,0.6021018624305725,0.28977689146995544,0.3271316885948181,0.4924938678741455,0.22828444838523865,0.31644847989082336,0.5073733329772949,0.23439531028270721,0.21848613023757935
play,0.2180248498916626,0.1816197782754898,0.24793598055839539,0.16172382235527039,0.12694966793060303,0.15350224077701569,0.17069974541664124,0.22506318986415863,0.24321173131465912,0.13699495792388916,0.11059518158435822
an,0.2821882665157318,0.25865980982780457,0.4207492768764496,0.24337391555309296,0.20661139488220215,0.32280945777893066,0.20976382493972778,0.18459483981132507,0.2605783939361572,0.17221201956272125,0.19793890416622162
important,0.31164905428886414,0.3145715296268463,0.39348116517066956,0.2673979103565216,0.22915977239608765,0.43301743268966675,0.19456547498703003,0.18759706616401672,0.3796374499797821,0.23571938276290894,0.17812499403953552
role,0.22614215314388275,0.10153601318597794,0.26607486605644226,0.133754700422287,0.13083021342754364,0.1797693818807602,0.11571505665779114,0.09901001304388046,0.243671715259552,0.17569060623645782,0.18676944077014923
in,0.30808621644973755,0.23402775824069977,0.6662389636039734,0.23160791397094727,0.26377561688423157,0.5696388483047485,0.1672476977109909,0.21160131692886353,1.0,0.21345661580562592,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,1.0,0.16592693328857422,0.2950737178325653,0.733189046382904,0.20428593456745148,0.23457570374011993,0.6662389636039734,0.22463196516036987,0.22068053483963013
hypersensitive,0.2850120961666107,0.2929550111293793,0.2105095088481903,0.48213815689086914,0.28325894474983215,0.21087519824504852,0.37771451473236084,0.32286307215690613,0.15399357676506042,0.37609872221946716,0.22263620793819427
response,0.3532308340072632,0.2198486179113388,0.28909924626350403,0.29804980754852295,0.17162036895751953,0.21864040195941925,0.18508070707321167,0.21940109133720398,0.20744606852531433,0.17816242575645447,0.2007838636636734
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.1701417863368988,0.33835989236831665,1.0,0.16848602890968323,0.19541172683238983,0.5696388483047485,0.23870134353637695,0.1826142966747284
plants,0.25144460797309875,0.2695476710796356,0.29499560594558716,0.2643584907054901,0.3006593585014343,0.29386165738105774,0.3117758631706238,0.39513707160949707,0.2697395086288452,0.558559775352478,0.1473488062620163
against,0.24561616778373718,0.22739747166633606,0.3090755045413971,0.1278347671031952,0.22592520713806152,0.2669808566570282,0.029733026400208473,0.11539879441261292,0.27273955941200256,0.1332431137561798,0.18095137178897858
pathogen,0.2550991475582123,0.2894016206264496,0.21664372086524963,0.40018415451049805,0.2756219506263733,0.22046351432800293,0.4739850163459778,0.35757043957710266,0.1709301620721817,0.5952157974243164,0.1893778294324875
attack,0.16093501448631287,0.1859261691570282,0.2508925497531891,0.19298483431339264,0.1428525298833847,0.20644454658031464,0.18038740754127502,0.1707063764333725,0.1944931447505951,0.08850803226232529,0.126759335398674
.,0.3567904531955719,0.3613996207714081,0.5934505462646484,0.29787561297416687,0.24305115640163422,0.5352458953857422,0.2554275095462799,0.2587496340274811,0.5591574311256409,0.2715383470058441,0.4130953550338745
