,after,the,peterloo,massacre,what,poet,wrote,the,massacre,of,anarchy,?
the,0.4565047025680542,1.0,0.35128697752952576,0.23870180547237396,0.42745697498321533,0.14614954590797424,0.2426944375038147,1.0,0.23870180547237396,0.733189046382904,0.18858380615711212,0.22068053483963013
mask,0.18962128460407257,0.21132248640060425,0.08277467638254166,0.18151111900806427,0.18539433181285858,0.08788411319255829,0.1204914003610611,0.21132248640060425,0.18151111900806427,0.16784228384494781,0.1929657906293869,0.1506187915802002
of,0.3867455720901489,0.733189046382904,0.3140549957752228,0.20526865124702454,0.33290785551071167,0.1686325967311859,0.30241408944129944,0.733189046382904,0.20526865124702454,1.0,0.19957754015922546,0.1826142966747284
anarchy,0.19105687737464905,0.18858380615711212,0.32298794388771057,0.19427885115146637,0.24923689663410187,0.17459262907505035,0.2298762947320938,0.18858380615711212,0.19427885115146637,0.19957754015922546,0.9999999403953552,0.2034674733877182
later,0.5807580947875977,0.4060266613960266,0.2727675139904022,0.16721346974372864,0.2517229914665222,0.21288450062274933,0.36647099256515503,0.4060266613960266,0.16721346974372864,0.3458743393421173,0.19324877858161926,0.1417175978422165
that,0.373811811208725,0.5473989248275757,0.23202501237392426,0.14543190598487854,0.6297725439071655,0.10302480310201645,0.27484676241874695,0.5473989248275757,0.14543190598487854,0.41498205065727234,0.20145976543426514,0.32716336846351624
year,0.336445689201355,0.3609684407711029,0.25223642587661743,0.22219371795654297,0.15184831619262695,0.16065964102745056,0.1648433953523636,0.3609684407711029,0.22219371795654297,0.2578314542770386,0.07013481110334396,0.18315006792545319
",",0.38860568404197693,0.4933079481124878,0.3074131906032562,0.22544804215431213,0.3087472915649414,0.27895280718803406,0.27225261926651,0.4933079481124878,0.22544804215431213,0.4946078956127167,0.20300085842609406,0.31091248989105225
that,0.373811811208725,0.5473989248275757,0.23202501237392426,0.14543190598487854,0.6297725439071655,0.10302480310201645,0.27484676241874695,0.5473989248275757,0.14543190598487854,0.41498205065727234,0.20145976543426514,0.32716336846351624
begins,0.3562854528427124,0.3446018099784851,0.20230619609355927,0.20470798015594482,0.1788426637649536,0.08448879420757294,0.163938969373703,0.3446018099784851,0.20470798015594482,0.27105480432510376,0.1404736489057541,0.09518900513648987
with,0.33843478560447693,0.4223487675189972,0.22343705594539642,0.06821724027395248,0.2464839518070221,0.13490720093250275,0.18946580588817596,0.4223487675189972,0.06821724027395248,0.41827285289764404,0.15379458665847778,0.2433311939239502
the,0.4565047025680542,1.0,0.35128697752952576,0.23870180547237396,0.42745697498321533,0.14614954590797424,0.2426944375038147,1.0,0.23870180547237396,0.733189046382904,0.18858380615711212,0.22068053483963013
images,0.10531295090913773,0.22232814133167267,0.13589118421077728,0.1273675411939621,0.23456238210201263,0.13160058856010437,0.12171408534049988,0.22232814133167267,0.1273675411939621,0.2139289528131485,0.11416144669055939,0.22502069175243378
of,0.3867455720901489,0.733189046382904,0.3140549957752228,0.20526865124702454,0.33290785551071167,0.1686325967311859,0.30241408944129944,0.733189046382904,0.20526865124702454,1.0,0.19957754015922546,0.1826142966747284
what,0.21973377466201782,0.42745697498321533,0.22300104796886444,0.16681800782680511,0.9999998807907104,0.10796449333429337,0.2664989233016968,0.42745697498321533,0.16681800782680511,0.33290785551071167,0.24923689663410187,0.5051238536834717
he,0.3936046361923218,0.4571082592010498,0.23009029030799866,0.17368966341018677,0.3114890456199646,0.26747965812683105,0.378974586725235,0.4571082592010498,0.17368966341018677,0.38706058263778687,0.158168762922287,0.2089974731206894
thought,0.29504358768463135,0.3509289622306824,0.152544766664505,0.15997062623500824,0.4469435214996338,0.14837190508842468,0.38084959983825684,0.3509289622306824,0.15997062623500824,0.34673458337783813,0.27599629759788513,0.2600135803222656
to,0.37890323996543884,0.535392165184021,0.27158141136169434,0.13038036227226257,0.455847829580307,0.10798834264278412,0.18888387084007263,0.535392165184021,0.13038036227226257,0.41548454761505127,0.17269267141819,0.29463258385658264
be,0.32360681891441345,0.4248143136501312,0.2124304324388504,0.06649738550186157,0.3929833769798279,0.1324271857738495,0.18142859637737274,0.4248143136501312,0.06649738550186157,0.33904364705085754,0.10905048251152039,0.3324260413646698
the,0.4565047025680542,1.0,0.35128697752952576,0.23870180547237396,0.42745697498321533,0.14614954590797424,0.2426944375038147,1.0,0.23870180547237396,0.733189046382904,0.18858380615711212,0.22068053483963013
unjust,0.25336796045303345,0.19062539935112,0.26128071546554565,0.227748841047287,0.37270641326904297,0.2362869381904602,0.2802850008010864,0.19062539935112,0.227748841047287,0.16003967821598053,0.4161534011363983,0.26097434759140015
forms,0.20554187893867493,0.2950737178325653,0.13393516838550568,0.11923647671937943,0.16334041953086853,0.1336773782968521,0.1904965192079544,0.2950737178325653,0.11923647671937943,0.33835989236831665,0.11299891769886017,0.1196754202246666
of,0.3867455720901489,0.733189046382904,0.3140549957752228,0.20526865124702454,0.33290785551071167,0.1686325967311859,0.30241408944129944,0.733189046382904,0.20526865124702454,1.0,0.19957754015922546,0.1826142966747284
authority,0.1273398995399475,0.2645063102245331,0.3002323806285858,0.11601444333791733,0.23046736419200897,0.12224939465522766,0.1331491470336914,0.2645063102245331,0.11601444333791733,0.28063252568244934,0.216409370303154,0.18404170870780945
of,0.3867455720901489,0.733189046382904,0.3140549957752228,0.20526865124702454,0.33290785551071167,0.1686325967311859,0.30241408944129944,0.733189046382904,0.20526865124702454,1.0,0.19957754015922546,0.1826142966747284
his,0.41949746012687683,0.4394008219242096,0.20974811911582947,0.18854345381259918,0.26976513862609863,0.25210973620414734,0.37588781118392944,0.4394008219242096,0.18854345381259918,0.38364991545677185,0.2159770280122757,0.18075084686279297
time—and,0.3057699501514435,0.3399730920791626,0.2614963948726654,0.10602978616952896,0.39861446619033813,0.2333499938249588,0.2301146388053894,0.3399730920791626,0.10602978616952896,0.2744106650352478,0.15276652574539185,0.3334274888038635
then,0.4163074791431427,0.4297412931919098,0.15690992772579193,0.12157536298036575,0.4072686731815338,0.1147134006023407,0.14571650326251984,0.4297412931919098,0.12157536298036575,0.2937326431274414,0.14212633669376373,0.2884598970413208
imagines,0.15947340428829193,0.25050967931747437,0.17885859310626984,0.10416604578495026,0.3548084795475006,0.14778126776218414,0.36357903480529785,0.25050967931747437,0.10416604578495026,0.24750719964504242,0.1939806193113327,0.2819980978965759
the,0.4565047025680542,1.0,0.35128697752952576,0.23870180547237396,0.42745697498321533,0.14614954590797424,0.2426944375038147,1.0,0.23870180547237396,0.733189046382904,0.18858380615711212,0.22068053483963013
stirrings,0.18590852618217468,0.2558434307575226,0.18734946846961975,0.1366328001022339,0.2447122484445572,0.17936202883720398,0.22678160667419434,0.2558434307575226,0.1366328001022339,0.24182774126529694,0.13493572175502777,0.16938374936580658
of,0.3867455720901489,0.733189046382904,0.3140549957752228,0.20526865124702454,0.33290785551071167,0.1686325967311859,0.30241408944129944,0.733189046382904,0.20526865124702454,1.0,0.19957754015922546,0.1826142966747284
a,0.3831600844860077,0.5829201340675354,0.24893757700920105,0.14726845920085907,0.3320399522781372,0.18922153115272522,0.232523575425148,0.5829201340675354,0.14726845920085907,0.5052502155303955,0.1843627244234085,0.23916715383529663
new,0.2620960772037506,0.3845241069793701,0.273876816034317,0.12319444119930267,0.2130378633737564,0.11558781564235687,0.16065242886543274,0.3845241069793701,0.12319444119930267,0.343457967042923,0.18133574724197388,0.14782847464084625
form,0.23307928442955017,0.29286009073257446,0.13951487839221954,0.04659239202737808,0.15868011116981506,0.1796603798866272,0.15332511067390442,0.29286009073257446,0.04659239202737808,0.29600051045417786,0.14763396978378296,0.1463010311126709
of,0.3867455720901489,0.733189046382904,0.3140549957752228,0.20526865124702454,0.33290785551071167,0.1686325967311859,0.30241408944129944,0.733189046382904,0.20526865124702454,1.0,0.19957754015922546,0.1826142966747284
social,0.12644502520561218,0.21797899901866913,0.20132243633270264,0.037108417600393295,0.22217629849910736,0.21844634413719177,0.20878705382347107,0.21797899901866913,0.037108417600393295,0.2605111300945282,0.34941503405570984,0.1615191102027893
action,0.14821480214595795,0.28415048122406006,0.2112242579460144,0.19282624125480652,0.30170392990112305,0.1016838476061821,0.1790689378976822,0.28415048122406006,0.19282624125480652,0.23570318520069122,0.2026205062866211,0.250188946723938
.,0.35870397090911865,0.5934505462646484,0.25406816601753235,0.17124898731708527,0.3567904531955719,0.19259244203567505,0.2480330765247345,0.5934505462646484,0.17124898731708527,0.5352458953857422,0.207096129655838,0.4130953550338745
