,since,when,was,the,rhine,part,of,the,areal,of,hallstatt,culture,?
late,0.3881728947162628,0.29498016834259033,0.4393066465854645,0.31481194496154785,0.17551858723163605,0.21615780889987946,0.21690747141838074,0.31481194496154785,0.1403793841600418,0.21690747141838074,0.30614879727363586,0.2337116301059723,0.11339222639799118
hallstatt,0.24418506026268005,0.1786089390516281,0.2573944330215454,0.30813807249069214,0.3849256634712219,0.26855868101119995,0.2430959939956665,0.30813807249069214,0.30483442544937134,0.2430959939956665,1.0000001192092896,0.351592481136322,0.2303967922925949
culture,0.26997941732406616,0.0962480753660202,0.23239882290363312,0.27157285809516907,0.11098742485046387,0.27171626687049866,0.27266472578048706,0.27157285809516907,0.24238479137420654,0.27266472578048706,0.351592481136322,1.0,0.13093146681785583
since,1.0000001192092896,0.42774689197540283,0.4384658932685852,0.4054957628250122,0.1959613710641861,0.3226414918899536,0.35513219237327576,0.4054957628250122,0.11986922472715378,0.35513219237327576,0.24418506026268005,0.26997941732406616,0.2876587212085724
the,0.4054957628250122,0.5091903209686279,0.48711544275283813,1.0,0.30735138058662415,0.527681291103363,0.733189046382904,1.0,0.12895698845386505,0.733189046382904,0.30813807249069214,0.27157285809516907,0.22068053483963013
6th,0.16217300295829773,0.1580248922109604,0.24189816415309906,0.26967379450798035,0.12270490825176239,0.17920447885990143,0.1798519492149353,0.26967379450798035,0.03709297254681587,0.1798519492149353,0.09862145036458969,0.08565016835927963,0.05849769711494446
century,0.32076296210289,0.22992412745952606,0.3521432876586914,0.3617299497127533,0.21836237609386444,0.22761808335781097,0.2826060354709625,0.3617299497127533,0.2715776562690735,0.2826060354709625,0.3573504090309143,0.24231542646884918,0.1026201918721199
bc,0.20850355923175812,0.20833487808704376,0.18112368881702423,0.2513079047203064,0.25015801191329956,0.1328347623348236,0.2062062919139862,0.2513079047203064,0.23922131955623627,0.2062062919139862,0.3095427453517914,0.24763576686382294,0.1382298320531845
",",0.3991432189941406,0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.1509624719619751,0.4946078956127167,0.2839767038822174,0.23807421326637268,0.31091248989105225
and,0.3515571057796478,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22029656171798706,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.14110027253627777,0.5116966962814331,0.22102046012878418,0.2617773115634918,0.20544172823429108
by,0.32704517245292664,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.18456800282001495,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.09318235516548157,0.3646814823150635,0.16442303359508514,0.19387008249759674,0.17966607213020325
the,0.4054957628250122,0.5091903209686279,0.48711544275283813,1.0,0.30735138058662415,0.527681291103363,0.733189046382904,1.0,0.12895698845386505,0.733189046382904,0.30813807249069214,0.27157285809516907,0.22068053483963013
1st,0.22964254021644592,0.18998867273330688,0.27590855956077576,0.2525756061077118,0.22343063354492188,0.18331559002399445,0.20500582456588745,0.2525756061077118,0.07637295871973038,0.20500582456588745,0.15210981667041779,0.08613722026348114,0.2033112645149231
century,0.32076296210289,0.22992412745952606,0.3521432876586914,0.3617299497127533,0.21836237609386444,0.22761808335781097,0.2826060354709625,0.3617299497127533,0.2715776562690735,0.2826060354709625,0.3573504090309143,0.24231542646884918,0.1026201918721199
bc,0.20850355923175812,0.20833487808704376,0.18112368881702423,0.2513079047203064,0.25015801191329956,0.1328347623348236,0.2062062919139862,0.2513079047203064,0.23922131955623627,0.2062062919139862,0.3095427453517914,0.24763576686382294,0.1382298320531845
",",0.3991432189941406,0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.1509624719619751,0.4946078956127167,0.2839767038822174,0.23807421326637268,0.31091248989105225
the,0.4054957628250122,0.5091903209686279,0.48711544275283813,1.0,0.30735138058662415,0.527681291103363,0.733189046382904,1.0,0.12895698845386505,0.733189046382904,0.30813807249069214,0.27157285809516907,0.22068053483963013
areal,0.11986922472715378,0.04880932718515396,0.03987563028931618,0.12895698845386505,0.14102803170681,0.22099736332893372,0.1454302817583084,0.12895698845386505,1.0,0.1454302817583084,0.30483442544937134,0.24238479137420654,0.18794073164463043
of,0.35513219237327576,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2548927664756775,0.452393114566803,1.0,0.733189046382904,0.1454302817583084,1.0,0.2430959939956665,0.27266472578048706,0.1826142966747284
the,0.4054957628250122,0.5091903209686279,0.48711544275283813,1.0,0.30735138058662415,0.527681291103363,0.733189046382904,1.0,0.12895698845386505,0.733189046382904,0.30813807249069214,0.27157285809516907,0.22068053483963013
la,0.16645754873752594,0.11340200901031494,0.1975202113389969,0.23999373614788055,0.10965444147586823,0.1731463372707367,0.2191537618637085,0.23999373614788055,0.1883412003517151,0.2191537618637085,0.30926889181137085,0.18879342079162598,0.16701938211917877
tène,0.321617990732193,0.20079445838928223,0.2691735029220581,0.35610103607177734,0.3426976501941681,0.2695499062538147,0.30865421891212463,0.35610103607177734,0.2698439657688141,0.30865421891212463,0.5372112393379211,0.4410095512866974,0.16487044095993042
culture,0.26997941732406616,0.0962480753660202,0.23239882290363312,0.27157285809516907,0.11098742485046387,0.27171626687049866,0.27266472578048706,0.27157285809516907,0.24238479137420654,0.27266472578048706,0.351592481136322,1.0,0.13093146681785583
covered,0.24394290149211884,0.23805780708789825,0.24235664308071136,0.3132939636707306,0.1892140507698059,0.3572072684764862,0.28798651695251465,0.3132939636707306,0.21542170643806458,0.28798651695251465,0.17601829767227173,0.19716250896453857,0.139833465218544
almost,0.35536280274391174,0.3277508616447449,0.2474903166294098,0.3341992199420929,0.15020117163658142,0.24868574738502502,0.3144364058971405,0.3341992199420929,0.1525564193725586,0.3144364058971405,0.17446939647197723,0.15608832240104675,0.1372147500514984
its,0.37237873673439026,0.34032323956489563,0.3518870174884796,0.559237003326416,0.17144687473773956,0.3693010210990906,0.48690423369407654,0.559237003326416,0.15864165127277374,0.48690423369407654,0.22915413975715637,0.25532251596450806,0.15103481709957123
entire,0.2583397626876831,0.32359495759010315,0.2562327980995178,0.4870373010635376,0.09420374780893326,0.46422430872917175,0.3766143023967743,0.4870373010635376,0.21505075693130493,0.3766143023967743,0.14162999391555786,0.19643649458885193,0.17068447172641754
length,0.1782100945711136,0.1391945332288742,0.13514478504657745,0.26581600308418274,0.20094704627990723,0.2555945813655853,0.22847424447536469,0.26581600308418274,0.2009515017271042,0.22847424447536469,0.11982474476099014,0.2131621241569519,0.16668567061424255
",",0.3991432189941406,0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.1509624719619751,0.4946078956127167,0.2839767038822174,0.23807421326637268,0.31091248989105225
forming,0.18114422261714935,0.30839982628822327,0.16271089017391205,0.3776164948940277,0.12743306159973145,0.355290025472641,0.36614730954170227,0.3776164948940277,0.12987078726291656,0.36614730954170227,0.08905191719532013,0.19224700331687927,0.11404796689748764
a,0.3303585946559906,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.1823403388261795,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.12179278582334518,0.5052502155303955,0.2904125154018402,0.23602306842803955,0.23916715383529663
contact,0.1801503747701645,0.35935094952583313,0.12009545415639877,0.2564430236816406,0.08168608695268631,0.1968817263841629,0.18051373958587646,0.2564430236816406,0.14529508352279663,0.18051373958587646,0.12130323052406311,0.22221790254116058,0.2231319397687912
zone,0.15181204676628113,0.17562852799892426,0.161222442984581,0.26423242688179016,0.18576377630233765,0.25239622592926025,0.22467142343521118,0.26423242688179016,0.23859059810638428,0.22467142343521118,0.10271114110946655,0.1545189917087555,0.1173049733042717
with,0.3120420575141907,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.18184249103069305,0.294111043214798,0.41827285289764404,0.4223487675189972,0.09911248832941055,0.41827285289764404,0.16228316724300385,0.13572028279304504,0.2433311939239502
the,0.4054957628250122,0.5091903209686279,0.48711544275283813,1.0,0.30735138058662415,0.527681291103363,0.733189046382904,1.0,0.12895698845386505,0.733189046382904,0.30813807249069214,0.27157285809516907,0.22068053483963013
jastorf,0.24076613783836365,0.14734198153018951,0.25209787487983704,0.30306145548820496,0.40391165018081665,0.32717275619506836,0.34105435013771057,0.30306145548820496,0.2583765983581543,0.34105435013771057,0.4967276155948639,0.2089499980211258,0.1854000985622406
culture,0.26997941732406616,0.0962480753660202,0.23239882290363312,0.27157285809516907,0.11098742485046387,0.27171626687049866,0.27266472578048706,0.27157285809516907,0.24238479137420654,0.27266472578048706,0.351592481136322,1.0,0.13093146681785583
",",0.3991432189941406,0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.1509624719619751,0.4946078956127167,0.2839767038822174,0.23807421326637268,0.31091248989105225
i.e,-0.03658878058195114,0.012486375868320465,0.008356699720025063,-0.11428935080766678,-0.09048254042863846,-0.05697239190340042,-0.09192006289958954,-0.11428935080766678,-0.16695360839366913,-0.09192006289958954,-0.16366706788539886,0.023588139563798904,-0.00816641841083765
.,0.431787371635437,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2089352011680603,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.12986814975738525,0.5352458953857422,0.32775378227233887,0.24176450073719025,0.4130953550338745
