,what,does,a,teacher,need,to,be,with,regards,to,their,subject,matter,?
matter,0.41697224974632263,0.322068452835083,0.25967463850975037,0.18490366637706757,0.3988880217075348,0.27089571952819824,0.41101786494255066,0.2980373203754425,0.3772423565387726,0.27089571952819824,0.2749252915382385,0.44346946477890015,0.9999999403953552,0.269619345664978
they,0.4431931674480438,0.34390902519226074,0.3528250455856323,0.1623399555683136,0.4473401606082916,0.5452046394348145,0.4858434796333313,0.42091572284698486,0.20552994310855865,0.5452046394348145,0.7104025483131409,0.2195959985256195,0.3509117662906647,0.2753053903579712
are,0.29724663496017456,0.3126322329044342,0.265255331993103,0.09182974696159363,0.46199482679367065,0.3504326641559601,0.5556803941726685,0.38996943831443787,0.2569580376148224,0.3504326641559601,0.46887820959091187,0.22845745086669922,0.31021252274513245,0.24591213464736938
teaching,0.27416905760765076,0.20767050981521606,0.21643459796905518,0.6199770569801331,0.2474919706583023,0.2762126624584198,0.2096574753522873,0.17801906168460846,0.22929047048091888,0.2762126624584198,0.24773161113262177,0.2041931301355362,0.1687767505645752,0.20424684882164001
.,0.3567904531955719,0.3022993505001068,0.50484299659729,0.225234717130661,0.26852357387542725,0.4645031690597534,0.4383580684661865,0.4446153938770294,0.2782854437828064,0.4645031690597534,0.34427863359451294,0.2536076307296753,0.2540481984615326,0.4130953550338745
,what,does,a,teacher,need,to,be,with,regards,to,their,subject,matter,?
an,0.2821882665157318,0.29477936029434204,0.44552403688430786,0.19733460247516632,0.20370949804782867,0.3138085603713989,0.33041056990623474,0.2730048894882202,0.17843082547187805,0.3138085603713989,0.19624626636505127,0.2926315367221832,0.21144568920135498,0.19793890416622162
enthusiastic,0.2375817894935608,0.19274970889091492,0.3215213119983673,0.2953716516494751,0.2717854082584381,0.22432135045528412,0.20584885776042938,0.24811232089996338,0.2971516251564026,0.22432135045528412,0.29557761549949646,0.23765861988067627,0.1672789305448532,0.18814921379089355
teacher,0.20492632687091827,0.1430262327194214,0.31202319264411926,0.9999998807907104,0.18438822031021118,0.1991342306137085,0.1891087293624878,0.13737362623214722,0.2193705439567566,0.1991342306137085,0.11377552151679993,0.2078711837530136,0.18490366637706757,0.1797819435596466
has,0.20338068902492523,0.42885294556617737,0.4670248031616211,0.16918911039829254,0.2697809636592865,0.3619994819164276,0.3863394856452942,0.44092974066734314,0.16582699120044708,0.3619994819164276,0.2814009487628937,0.23694247007369995,0.2641527056694031,0.15994466841220856
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.17760860919952393,0.2594960331916809,0.535392165184021,0.4248143136501312,0.4223487675189972,0.2506358325481415,0.535392165184021,0.516537070274353,0.2387523651123047,0.2957161068916321,0.22068053483963013
ability,0.26366251707077026,0.3431616425514221,0.27422255277633667,0.1877039670944214,0.4388565421104431,0.401883065700531,0.30294734239578247,0.2237129658460617,0.3084990680217743,0.401883065700531,0.3777703642845154,0.20264144241809845,0.23945379257202148,0.1955445408821106
to,0.455847829580307,0.4391997456550598,0.45503583550453186,0.1991342306137085,0.42094892263412476,1.0,0.4972836375236511,0.4239959120750427,0.31869420409202576,1.0,0.44619059562683105,0.3198980987071991,0.27089571952819824,0.29463258385658264
be,0.3929833769798279,0.28696945309638977,0.39883795380592346,0.1891087293624878,0.5365972518920898,0.4972836375236511,1.0,0.36101722717285156,0.37542226910591125,0.4972836375236511,0.3200586438179016,0.3231959342956543,0.41101786494255066,0.3324260413646698
very,0.37053924798965454,0.3347555100917816,0.45312565565109253,0.22527678310871124,0.3619483709335327,0.3902553617954254,0.4292002320289612,0.3860565423965454,0.2795979678630829,0.3902553617954254,0.33851557970046997,0.31340569257736206,0.3164074122905731,0.20864155888557434
influential,0.21743842959403992,0.13642248511314392,0.25374096632003784,0.30253082513809204,0.13949093222618103,0.13114871084690094,0.19617792963981628,0.14320960640907288,0.2195809930562973,0.13114871084690094,0.21604809165000916,0.2780313789844513,0.15556244552135468,0.1465693712234497
in,0.30808621644973755,0.214483380317688,0.539380669593811,0.22632350027561188,0.2129468470811844,0.45010748505592346,0.3481820821762085,0.4080928862094879,0.2236747145652771,0.45010748505592346,0.34976133704185486,0.21163184940814972,0.2179846465587616,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.17760860919952393,0.2594960331916809,0.535392165184021,0.4248143136501312,0.4223487675189972,0.2506358325481415,0.535392165184021,0.516537070274353,0.2387523651123047,0.2957161068916321,0.22068053483963013
young,0.18808799982070923,0.15968860685825348,0.2628135085105896,0.24275179207324982,0.1958288848400116,0.22202858328819275,0.21104183793067932,0.17333492636680603,0.113180972635746,0.22202858328819275,0.30538198351860046,0.16439154744148254,0.11948047578334808,0.14931946992874146
students,0.2380729615688324,0.18956486880779266,0.2676560878753662,0.5254908204078674,0.21741414070129395,0.2905822694301605,0.22850628197193146,0.17162418365478516,0.2116571068763733,0.2905822694301605,0.26472482085227966,0.26945367455482483,0.2159060686826706,0.18017297983169556
life,0.24693015217781067,0.14979252219200134,0.27076753973960876,0.23438766598701477,0.18367350101470947,0.24560359120368958,0.23466241359710693,0.21728253364562988,0.19680671393871307,0.24560359120368958,0.23799121379852295,0.28523367643356323,0.24512657523155212,0.21677987277507782
.,0.3567904531955719,0.3022993505001068,0.50484299659729,0.225234717130661,0.26852357387542725,0.4645031690597534,0.4383580684661865,0.4446153938770294,0.2782854437828064,0.4645031690597534,0.34427863359451294,0.2536076307296753,0.2540481984615326,0.4130953550338745
