,constitutional,impasse,is,different,from,civil,disobedience,because,does,not,include,what,type,of,person,?
public,0.27965688705444336,0.19975656270980835,0.1980048567056656,0.1990998089313507,0.22383596003055573,0.26383864879608154,0.3216745853424072,0.242704838514328,0.18710975348949432,0.20537999272346497,0.1918252408504486,0.1729622185230255,0.15508520603179932,0.2391265481710434,0.27968519926071167,0.19872993230819702
agencies,0.33524733781814575,0.1711563616991043,0.1606675088405609,0.31098124384880066,0.1670181006193161,0.24945448338985443,0.24546565115451813,0.18964442610740662,0.21558460593223572,0.22983641922473907,0.19117073714733124,0.2035544514656067,0.10812604427337646,0.22542637586593628,0.1983211189508438,0.1637895703315735
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.32220861315727234,0.39760664105415344,0.24795588850975037,0.2878543734550476,0.372031033039093,0.28617382049560547,0.3769696354866028,0.35606324672698975,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.31091248989105225
especially,0.1910065859556198,0.2993125915527344,0.32683345675468445,0.3822769522666931,0.2712631821632385,0.15699714422225952,0.2732999324798584,0.5356065034866333,0.2951308488845825,0.4181240499019623,0.45043739676475525,0.3590192496776581,0.2649726867675781,0.37220633029937744,0.27462926506996155,0.19751401245594025
two,0.2079426497220993,0.17338046431541443,0.2315155267715454,0.48983854055404663,0.25732070207595825,0.17554090917110443,0.17593710124492645,0.31710559129714966,0.2100418359041214,0.2686237692832947,0.2755211889743805,0.23363454639911652,0.14017313718795776,0.37726253271102905,0.19271370768547058,0.19645625352859497
equally,0.2971973419189453,0.18286825716495514,0.2864139676094055,0.35305824875831604,0.18986739218235016,0.22718475759029388,0.3547156751155853,0.4164187014102936,0.26817193627357483,0.41917747259140015,0.21591816842556,0.3545299768447876,0.20577824115753174,0.262323796749115,0.3274795413017273,0.22503766417503357
sovereign,0.48634645342826843,0.17820070683956146,0.21245938539505005,0.15155869722366333,0.17834560573101044,0.20627914369106293,0.36100801825523376,0.19453102350234985,0.19327418506145477,0.25674381852149963,0.16841626167297363,0.24675709009170532,0.08449513465166092,0.3624995946884155,0.2474052459001541,0.1680317223072052
branches,0.24424776434898376,0.12757158279418945,0.2068059891462326,0.2801600992679596,0.2086934894323349,0.1468725949525833,0.18580031394958496,0.1786177158355713,0.19476425647735596,0.15381351113319397,0.15446966886520386,0.1727389693260193,0.15162575244903564,0.3017720878124237,0.18840117752552032,0.12858285009860992
of,0.3563419580459595,0.26428720355033875,0.4854315221309662,0.3747533857822418,0.4249346852302551,0.24698495864868164,0.31932318210601807,0.4075504541397095,0.3119818866252899,0.3307090103626251,0.37431180477142334,0.33290785551071167,0.18112817406654358,1.0,0.27674683928489685,0.1826142966747284
government,0.5718100070953369,0.15412454307079315,0.20343491435050964,0.21736957132816315,0.16793464124202728,0.30626749992370605,0.39617401361465454,0.26671093702316284,0.19420266151428223,0.2722996473312378,0.10650508850812912,0.28074538707733154,0.09938877820968628,0.3475167155265808,0.28458428382873535,0.18851417303085327
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.32220861315727234,0.39760664105415344,0.24795588850975037,0.2878543734550476,0.372031033039093,0.28617382049560547,0.3769696354866028,0.35606324672698975,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.31091248989105225
conflict,0.3350617289543152,0.1872236132621765,0.18503378331661224,0.2240382879972458,0.1621488481760025,0.3430209457874298,0.41490665078163147,0.2756962180137634,0.19990573823451996,0.27031081914901733,0.11568333208560944,0.32742366194725037,0.10339812934398651,0.2620731294155121,0.17059186100959778,0.26744839549064636
.,0.22597159445285797,0.2614154815673828,0.4569662809371948,0.31511759757995605,0.41536515951156616,0.2541380822658539,0.2603943943977356,0.45765790343284607,0.3022993505001068,0.4824007451534271,0.21809983253479004,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.29091694951057434,0.4130953550338745
,constitutional,impasse,is,different,from,civil,disobedience,because,does,not,include,what,type,of,person,?
for,0.23558230698108673,0.29619264602661133,0.43268078565597534,0.34825223684310913,0.314039945602417,0.1685788929462433,0.23370130360126495,0.4676002562046051,0.35159170627593994,0.39280617237091064,0.39020416140556335,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.3028412163257599,0.264628142118454
instance,0.30058303475379944,0.22953851521015167,0.33154773712158203,0.3910246193408966,0.1961706429719925,0.12078451365232468,0.25085586309432983,0.39170917868614197,0.36771830916404724,0.42580389976501465,0.2765781879425049,0.3862040638923645,0.27324962615966797,0.3011147379875183,0.35011351108551025,0.30205854773521423
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.32220861315727234,0.39760664105415344,0.24795588850975037,0.2878543734550476,0.372031033039093,0.28617382049560547,0.3769696354866028,0.35606324672698975,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.31091248989105225
if,0.20500142872333527,0.24240316450595856,0.30927813053131104,0.29059454798698425,0.23692595958709717,0.12512178719043732,0.20446431636810303,0.5247287750244141,0.4740144908428192,0.6100378632545471,0.16433319449424744,0.5277165174484253,0.2994624078273773,0.2557544410228729,0.48828333616256714,0.4441644251346588
the,0.2926941215991974,0.28826791048049927,0.5823672413825989,0.36412742733955383,0.40150508284568787,0.2477465271949768,0.30963727831840515,0.44596394896507263,0.35928019881248474,0.4310511648654938,0.2951717972755432,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3487054407596588,0.22068053483963013
head,0.18246616423130035,0.14677084982395172,0.23193342983722687,0.141226127743721,0.19168074429035187,0.05735510215163231,0.11627155542373657,0.23153486847877502,0.18804560601711273,0.14797358214855194,0.13366900384426117,0.18919230997562408,0.12339848279953003,0.2945564389228821,0.25609108805656433,0.10879309475421906
of,0.3563419580459595,0.26428720355033875,0.4854315221309662,0.3747533857822418,0.4249346852302551,0.24698495864868164,0.31932318210601807,0.4075504541397095,0.3119818866252899,0.3307090103626251,0.37431180477142334,0.33290785551071167,0.18112817406654358,1.0,0.27674683928489685,0.1826142966747284
government,0.5718100070953369,0.15412454307079315,0.20343491435050964,0.21736957132816315,0.16793464124202728,0.30626749992370605,0.39617401361465454,0.26671093702316284,0.19420266151428223,0.2722996473312378,0.10650508850812912,0.28074538707733154,0.09938877820968628,0.3475167155265808,0.28458428382873535,0.18851417303085327
of,0.3563419580459595,0.26428720355033875,0.4854315221309662,0.3747533857822418,0.4249346852302551,0.24698495864868164,0.31932318210601807,0.4075504541397095,0.3119818866252899,0.3307090103626251,0.37431180477142334,0.33290785551071167,0.18112817406654358,1.0,0.27674683928489685,0.1826142966747284
a,0.2662247121334076,0.26916176080703735,0.658733606338501,0.29175353050231934,0.322764128446579,0.21693918108940125,0.25352153182029724,0.42230045795440674,0.38201746344566345,0.3791346549987793,0.18765322864055634,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.4078793525695801,0.23916715383529663
country,0.2717278301715851,0.24726144969463348,0.24409033358097076,0.23404330015182495,0.21630296111106873,0.2076026201248169,0.2641947567462921,0.29766952991485596,0.21151480078697205,0.22478289902210236,0.1814042031764984,0.22705033421516418,0.16337260603904724,0.28866857290267944,0.26081809401512146,0.12647280097007751
were,0.19255761802196503,0.19401344656944275,0.29386836290359497,0.3418048620223999,0.29991888999938965,0.2641898989677429,0.28859755396842957,0.3762696087360382,0.046230707317590714,0.33318549394607544,0.3062470853328705,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.16889125108718872,0.17890112102031708
to,0.2574991285800934,0.29393571615219116,0.42745086550712585,0.3617510497570038,0.4069952368736267,0.2019355595111847,0.30665844678878784,0.5166091918945312,0.4391997456550598,0.5149973034858704,0.1820748895406723,0.455847829580307,0.19930607080459595,0.41548454761505127,0.33486208319664,0.29463258385658264
refuse,0.3353356420993805,0.2820657193660736,0.20586010813713074,0.22094222903251648,0.18068590760231018,0.20696480572223663,0.46560195088386536,0.33140894770622253,0.4442458748817444,0.445904016494751,0.15389184653759003,0.3386227488517761,0.1463361382484436,0.2180326282978058,0.2829512357711792,0.24834518134593964
to,0.2574991285800934,0.29393571615219116,0.42745086550712585,0.3617510497570038,0.4069952368736267,0.2019355595111847,0.30665844678878784,0.5166091918945312,0.4391997456550598,0.5149973034858704,0.1820748895406723,0.455847829580307,0.19930607080459595,0.41548454761505127,0.33486208319664,0.29463258385658264
enforce,0.4463769197463989,0.29681992530822754,0.26115718483924866,0.25529563426971436,0.14295434951782227,0.3218132555484772,0.45003432035446167,0.29679223895072937,0.2812492549419403,0.3185786008834839,0.22476156055927277,0.335531085729599,0.08437857031822205,0.2509682774543762,0.26421812176704407,0.2633580267429352
a,0.2662247121334076,0.26916176080703735,0.658733606338501,0.29175353050231934,0.322764128446579,0.21693918108940125,0.25352153182029724,0.42230045795440674,0.38201746344566345,0.3791346549987793,0.18765322864055634,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.4078793525695801,0.23916715383529663
decision,0.40326809883117676,0.2875591218471527,0.2514069080352783,0.1590750515460968,0.2034977525472641,0.25410568714141846,0.35355138778686523,0.28477317094802856,0.21590669453144073,0.31816837191581726,0.09354516118764877,0.32053670287132263,0.11840678006410599,0.2331373691558838,0.27677130699157715,0.2796577215194702
of,0.3563419580459595,0.26428720355033875,0.4854315221309662,0.3747533857822418,0.4249346852302551,0.24698495864868164,0.31932318210601807,0.4075504541397095,0.3119818866252899,0.3307090103626251,0.37431180477142334,0.33290785551071167,0.18112817406654358,1.0,0.27674683928489685,0.1826142966747284
that,0.2671305537223816,0.24838867783546448,0.3995479643344879,0.4608689844608307,0.3477667272090912,0.16867391765117645,0.3551425039768219,0.6503599286079407,0.4764937460422516,0.6600887179374695,0.2797866463661194,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.4460006356239319,0.32716336846351624
country,0.2717278301715851,0.24726144969463348,0.24409033358097076,0.23404330015182495,0.21630296111106873,0.2076026201248169,0.2641947567462921,0.29766952991485596,0.21151480078697205,0.22478289902210236,0.1814042031764984,0.22705033421516418,0.16337260603904724,0.28866857290267944,0.26081809401512146,0.12647280097007751
's,-0.05937647446990013,0.08642824739217758,0.02396530658006668,0.05519130453467369,-0.01936490088701248,-0.06354409456253052,0.027719656005501747,0.05210670828819275,-0.02895052544772625,0.002583299996331334,-0.07849370688199997,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.016232607886195183,-0.023395681753754616
highest,0.18284893035888672,0.2471310943365097,0.27460670471191406,0.1997680813074112,0.1877705305814743,0.16038212180137634,0.16652023792266846,0.2112703174352646,0.17673532664775848,0.1784203052520752,0.13598006963729858,0.19637788832187653,0.09751620888710022,0.3223685622215271,0.24558907747268677,0.11527936160564423
court,0.49154651165008545,0.23271943628787994,0.20797641575336456,0.14770622551441193,0.18949919939041138,0.23601488769054413,0.3648757040500641,0.16920259594917297,0.14233313500881195,0.21835780143737793,0.09816768765449524,0.23440583050251007,0.057435330003499985,0.28835242986679077,0.21162201464176178,0.17100423574447632
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.32220861315727234,0.39760664105415344,0.24795588850975037,0.2878543734550476,0.372031033039093,0.28617382049560547,0.3769696354866028,0.35606324672698975,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.31091248989105225
it,0.21692055463790894,0.2786189317703247,0.6328473687171936,0.30863916873931885,0.325604110956192,0.17707513272762299,0.2648297846317291,0.4849289059638977,0.34188351035118103,0.4651523232460022,0.1939142346382141,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.35048896074295044,0.25732165575027466
would,0.24844315648078918,0.2514437735080719,0.33626067638397217,0.28642526268959045,0.26231399178504944,0.16814836859703064,0.29806897044181824,0.5055220723152161,0.5055691003799438,0.5854519605636597,0.13150931894779205,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.3100294768810272,0.37178951501846313
not,0.2985531687736511,0.2234025001525879,0.3776007890701294,0.3192916512489319,0.2567668557167053,0.18740713596343994,0.38157403469085693,0.6040527820587158,0.6355478763580322,0.9999999403953552,0.26363661885261536,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.3899572491645813,0.41942933201789856
be,0.26514506340026855,0.22148627042770386,0.4819129705429077,0.3756779432296753,0.3107333183288574,0.18061059713363647,0.2944406270980835,0.5052481293678284,0.28696945309638977,0.5788898468017578,0.29535481333732605,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.40550696849823,0.3324260413646698
civil,0.31163451075553894,0.20988640189170837,0.16941262781620026,0.13609759509563446,0.11420916765928268,1.0,0.5442691445350647,0.21662528812885284,0.09171415865421295,0.18740713596343994,0.09042375534772873,0.15091551840305328,0.05067194625735283,0.24698495864868164,0.14342966675758362,0.1494513899087906
disobedience,0.42238739132881165,0.29124635457992554,0.21453623473644257,0.2160884588956833,0.1641564965248108,0.5442691445350647,1.0,0.3254184126853943,0.2508189380168915,0.38157403469085693,0.1436312347650528,0.3298627436161041,0.13337014615535736,0.31932318210601807,0.3194018602371216,0.19890835881233215
",",0.26596060395240784,0.311462938785553,0.4691906273365021,0.32220861315727234,0.39760664105415344,0.24795588850975037,0.2878543734550476,0.372031033039093,0.28617382049560547,0.3769696354866028,0.35606324672698975,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2255365252494812,0.31091248989105225
since,0.2672275900840759,0.19670812785625458,0.3567592203617096,0.2527387738227844,0.34118619561195374,0.1963212639093399,0.12802569568157196,0.4480056166648865,0.23816218972206116,0.3510459065437317,0.18941061198711395,0.29783400893211365,0.17056550085544586,0.35513219237327576,0.2078118622303009,0.2876587212085724
the,0.2926941215991974,0.28826791048049927,0.5823672413825989,0.36412742733955383,0.40150508284568787,0.2477465271949768,0.30963727831840515,0.44596394896507263,0.35928019881248474,0.4310511648654938,0.2951717972755432,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3487054407596588,0.22068053483963013
head,0.18246616423130035,0.14677084982395172,0.23193342983722687,0.141226127743721,0.19168074429035187,0.05735510215163231,0.11627155542373657,0.23153486847877502,0.18804560601711273,0.14797358214855194,0.13366900384426117,0.18919230997562408,0.12339848279953003,0.2945564389228821,0.25609108805656433,0.10879309475421906
of,0.3563419580459595,0.26428720355033875,0.4854315221309662,0.3747533857822418,0.4249346852302551,0.24698495864868164,0.31932318210601807,0.4075504541397095,0.3119818866252899,0.3307090103626251,0.37431180477142334,0.33290785551071167,0.18112817406654358,1.0,0.27674683928489685,0.1826142966747284
government,0.5718100070953369,0.15412454307079315,0.20343491435050964,0.21736957132816315,0.16793464124202728,0.30626749992370605,0.39617401361465454,0.26671093702316284,0.19420266151428223,0.2722996473312378,0.10650508850812912,0.28074538707733154,0.09938877820968628,0.3475167155265808,0.28458428382873535,0.18851417303085327
would,0.24844315648078918,0.2514437735080719,0.33626067638397217,0.28642526268959045,0.26231399178504944,0.16814836859703064,0.29806897044181824,0.5055220723152161,0.5055691003799438,0.5854519605636597,0.13150931894779205,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.3100294768810272,0.37178951501846313
be,0.26514506340026855,0.22148627042770386,0.4819129705429077,0.3756779432296753,0.3107333183288574,0.18061059713363647,0.2944406270980835,0.5052481293678284,0.28696945309638977,0.5788898468017578,0.29535481333732605,0.3929833769798279,0.25716274976730347,0.33904364705085754,0.40550696849823,0.3324260413646698
acting,0.1875893473625183,0.12496276944875717,0.1378737837076187,0.14480814337730408,0.18491196632385254,0.1544818878173828,0.23182977735996246,0.15804614126682281,0.16673484444618225,0.18768973648548126,0.12308868020772934,0.2151678204536438,0.09140794724225998,0.25130656361579895,0.21753224730491638,0.15597198903560638
in,0.278969407081604,0.24801252782344818,0.5394441485404968,0.29409363865852356,0.4274188280105591,0.26466667652130127,0.3054615259170532,0.37423941493034363,0.214483380317688,0.3403114080429077,0.28694382309913635,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23876774311065674,0.20430970191955566
her,0.1723795086145401,0.20736931264400482,0.22762010991573334,0.1950230449438095,0.2772032916545868,0.17531102895736694,0.32259857654571533,0.31971728801727295,0.21875961124897003,0.2477131187915802,0.1642644852399826,0.2733216881752014,0.0933661162853241,0.27399197220802307,0.3520243167877197,0.20310723781585693
or,0.2618081569671631,0.2135375440120697,0.41870999336242676,0.41923218965530396,0.31242018938064575,0.12588919699192047,0.2553665041923523,0.46777650713920593,0.4248845875263214,0.5119067430496216,0.34163498878479004,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.5162758231163025,0.32389625906944275
his,0.19082318246364594,0.25311124324798584,0.24372583627700806,0.22589361667633057,0.3195365369319916,0.18942002952098846,0.3585605025291443,0.31541815400123596,0.20403875410556793,0.2710725963115692,0.15775534510612488,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.3255678117275238,0.18075084686279297
capacity,0.2272111028432846,0.28066515922546387,0.17435728013515472,0.18679483234882355,0.14570240676403046,0.06974108517169952,0.1605696976184845,0.18542620539665222,0.22758331894874573,0.2549728453159332,0.06826546043157578,0.16428391635417938,0.17697285115718842,0.21035969257354736,0.15046897530555725,0.17383241653442383
as,0.2500109374523163,0.20338362455368042,0.43216490745544434,0.2646806538105011,0.3251767158508301,0.18100082874298096,0.25773370265960693,0.42073941230773926,0.31202155351638794,0.5105602741241455,0.3469957113265991,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.18760068714618683,0.27043893933296204
public,0.27965688705444336,0.19975656270980835,0.1980048567056656,0.1990998089313507,0.22383596003055573,0.26383864879608154,0.3216745853424072,0.242704838514328,0.18710975348949432,0.20537999272346497,0.1918252408504486,0.1729622185230255,0.15508520603179932,0.2391265481710434,0.27968519926071167,0.19872993230819702
official,0.2613207697868347,0.1784769743680954,0.21236078441143036,0.148049995303154,0.1472557634115219,0.1858832836151123,0.1414945125579834,0.2032756805419922,0.16098397970199585,0.16867855191230774,0.1557159572839737,0.18967986106872559,0.07963163405656815,0.2864961326122284,0.12744279205799103,0.18097688257694244
rather,0.22262296080589294,0.26903536915779114,0.2886356711387634,0.34632155299186707,0.23058800399303436,0.1287601739168167,0.2947552800178528,0.46711185574531555,0.39748668670654297,0.4821464419364929,0.18974335491657257,0.3923804461956024,0.2488519549369812,0.3045461177825928,0.2889433801174164,0.3053998053073883
than,0.19374696910381317,0.18910658359527588,0.2839990258216858,0.3462667763233185,0.2633618414402008,0.12293031066656113,0.1432173252105713,0.4122711718082428,0.32178643345832825,0.3858577013015747,0.26059964299201965,0.29388150572776794,0.21065692603588104,0.33036211133003235,0.2697990834712982,0.24917294085025787
private,0.18301673233509064,0.1980283409357071,0.1420905888080597,0.18266212940216064,0.18150165677070618,0.2123924046754837,0.25349682569503784,0.17698708176612854,0.1316513568162918,0.181801438331604,0.11837748438119888,0.16778090596199036,0.2055162489414215,0.18706899881362915,0.23713552951812744,0.14389030635356903
citizen,0.3138251304626465,0.16170132160186768,0.20740796625614166,0.00025607505813241005,0.17294445633888245,0.20000368356704712,0.2703973650932312,0.24513033032417297,0.1156979352235794,0.23211289942264557,0.016345731914043427,0.20342512428760529,0.11922181397676468,0.19158314168453217,0.30903857946395874,0.1601516604423523
.,0.22597159445285797,0.2614154815673828,0.4569662809371948,0.31511759757995605,0.41536515951156616,0.2541380822658539,0.2603943943977356,0.45765790343284607,0.3022993505001068,0.4824007451534271,0.21809983253479004,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.29091694951057434,0.4130953550338745
