,who,was,the,first,doctor,to,travel,with,a,married,couple,?
rose,0.1951330006122589,0.2609468102455139,0.28326278924942017,0.19151684641838074,0.13310596346855164,0.15193326771259308,0.15060672163963318,0.16761144995689392,0.21820183098316193,0.2319916933774948,0.12869411706924438,0.11847885698080063
tyler,0.26302286982536316,0.24087727069854736,0.2185259610414505,0.2524331510066986,0.2593696117401123,0.19596189260482788,0.11895574629306793,0.1480763852596283,0.1613834947347641,0.2302345633506775,0.24143172800540924,0.13009242713451385
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.30882009863853455,0.1326044797897339,0.29503780603408813,0.3206180930137634,0.22276289761066437,0.20503774285316467,0.40561532974243164
billie,0.20191717147827148,0.22880376875400543,0.21176521480083466,0.2542276382446289,0.2159518599510193,0.13065212965011597,0.11897128820419312,0.15571144223213196,0.20706872642040253,0.2570640444755554,0.2058800607919693,0.19262483716011047
piper,0.2719639539718628,0.21217632293701172,0.2175988256931305,0.23246972262859344,0.26615527272224426,0.1955844759941101,0.1306416541337967,0.1836441308259964,0.2535422146320343,0.1612236499786377,0.16543786227703094,0.16040469706058502
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.31236231327056885,0.15050293505191803,0.3069596290588379,0.3640355169773102,0.22073489427566528,0.22126534581184387,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.44245919585227966,0.2159072756767273,0.4120737314224243,0.427140474319458,0.3299272358417511,0.2916649580001831,0.31091248989105225
martha,0.23445138335227966,0.1860070526599884,0.16404779255390167,0.2507418692111969,0.3009064793586731,0.20350335538387299,0.16814440488815308,0.15627937018871307,0.1314006894826889,0.30746719241142273,0.25184354186058044,0.16339485347270966
jones,0.265706866979599,0.23214209079742432,0.24446700513362885,0.1796036809682846,0.20512264966964722,0.19961781799793243,0.13151326775550842,0.1733245849609375,0.20566236972808838,0.2397703379392624,0.21373066306114197,0.1838836669921875
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.30882009863853455,0.1326044797897339,0.29503780603408813,0.3206180930137634,0.22276289761066437,0.20503774285316467,0.40561532974243164
freema,0.3010699450969696,0.24889011681079865,0.1477806121110916,0.20561817288398743,0.15710680186748505,0.17263726890087128,0.10056252777576447,0.12416757643222809,0.2321292906999588,0.22444112598896027,0.142473503947258,0.10373307764530182
agyeman,0.40330085158348083,0.3852754235267639,0.3451703190803528,0.3396070897579193,0.4071338176727295,0.23191186785697937,0.15553654730319977,0.2287951409816742,0.3276944160461426,0.32428622245788574,0.21366317570209503,0.23365311324596405
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.31236231327056885,0.15050293505191803,0.3069596290588379,0.3640355169773102,0.22073489427566528,0.22126534581184387,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.44245919585227966,0.2159072756767273,0.4120737314224243,0.427140474319458,0.3299272358417511,0.2916649580001831,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.21673844754695892,0.48971283435821533,0.24324584007263184,0.5477725267410278,0.3739250600337982,0.23728172481060028,0.292665034532547,0.20544172823429108
donna,0.19779469072818756,0.23108990490436554,0.17199060320854187,0.23742933571338654,0.2949490249156952,0.1399773359298706,0.05098140984773636,0.14216862618923187,0.174963116645813,0.35478174686431885,0.27710771560668945,0.15398068726062775
noble,0.20064976811408997,0.16863727569580078,0.2295120358467102,0.1385507881641388,0.15730127692222595,0.18826298415660858,0.11896523833274841,0.13586647808551788,0.2411855012178421,0.2130962461233139,0.14400695264339447,0.11942308396100998
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.30882009863853455,0.1326044797897339,0.29503780603408813,0.3206180930137634,0.22276289761066437,0.20503774285316467,0.40561532974243164
catherine,0.2121339589357376,0.3198481500148773,0.16774271428585052,0.16554369032382965,0.20609328150749207,0.1779678761959076,0.1155943050980568,0.1320008933544159,0.1986238658428192,0.4384984076023102,0.28377988934516907,0.14152087271213531
tate,0.23338109254837036,0.21971438825130463,0.18388135731220245,0.1940031498670578,0.18923500180244446,0.16125568747520447,0.23069803416728973,0.1865324229001999,0.1407374143600464,0.20585204660892487,0.22644299268722534,0.20980916917324066
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.31236231327056885,0.15050293505191803,0.3069596290588379,0.3640355169773102,0.22073489427566528,0.22126534581184387,0.42300865054130554
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.17277967929840088,0.4239959120750427,0.14772900938987732,0.9999999403953552,0.3783375024795532,0.164014995098114,0.2699568271636963,0.2433311939239502
mickey,0.24029521644115448,0.19567514955997467,0.2322179079055786,0.21373748779296875,0.21097980439662933,0.18437516689300537,0.14892537891864777,0.17313359677791595,0.24006333947181702,0.1687059849500656,0.24178878962993622,0.17520231008529663
smith,0.3096564710140228,0.23871435225009918,0.24611686170101166,0.2641378939151764,0.2512682378292084,0.17354577779769897,0.11803654581308365,0.25062206387519836,0.20341160893440247,0.2561044692993164,0.1555737853050232,0.21930724382400513
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.30882009863853455,0.1326044797897339,0.29503780603408813,0.3206180930137634,0.22276289761066437,0.20503774285316467,0.40561532974243164
noel,0.25147199630737305,0.30634865164756775,0.2665678858757019,0.2753589451313019,0.1816152185201645,0.17973704636096954,0.19061894714832306,0.23411385715007782,0.24679400026798248,0.2374161183834076,0.2403336465358734,0.17732830345630646
clarke,0.22636137902736664,0.2548557221889496,0.2327764630317688,0.22877638041973114,0.21412113308906555,0.22518180310726166,0.16812556982040405,0.19216810166835785,0.17354030907154083,0.12734085321426392,0.11435437202453613,0.10230768471956253
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.31236231327056885,0.15050293505191803,0.3069596290588379,0.3640355169773102,0.22073489427566528,0.22126534581184387,0.42300865054130554
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.21673844754695892,0.48971283435821533,0.24324584007263184,0.5477725267410278,0.3739250600337982,0.23728172481060028,0.292665034532547,0.20544172823429108
jack,0.2422252893447876,0.18024607002735138,0.17481134831905365,0.18143974244594574,0.24596163630485535,0.15721763670444489,0.0740862563252449,0.15595422685146332,0.194427952170372,0.17765890061855316,0.12875723838806152,0.10524740070104599
harkness,0.3289828598499298,0.2580784559249878,0.3288782238960266,0.30713361501693726,0.3724621534347534,0.22046707570552826,0.2772790193557739,0.1820148080587387,0.1838943362236023,0.21586871147155762,0.20795859396457672,0.1208789199590683
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2450505793094635,0.1570640504360199,0.30882009863853455,0.1326044797897339,0.29503780603408813,0.3206180930137634,0.22276289761066437,0.20503774285316467,0.40561532974243164
john,0.30388808250427246,0.2875721752643585,0.2230520099401474,0.2870165705680847,0.2020767480134964,0.2070634365081787,0.1449769288301468,0.1736196130514145,0.20638683438301086,0.19605442881584167,0.21531660854816437,0.13162356615066528
barrowman,0.3953073024749756,0.2919761538505554,0.35417208075523376,0.3098598122596741,0.36584535241127014,0.29401418566703796,0.2260020524263382,0.2175964117050171,0.30576005578041077,0.24889421463012695,0.1654689908027649,0.22003690898418427
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.27228695154190063,0.1509941965341568,0.31236231327056885,0.15050293505191803,0.3069596290588379,0.3640355169773102,0.22073489427566528,0.22126534581184387,0.42300865054130554
recurring,0.22610029578208923,0.13299378752708435,0.2161068171262741,0.19054457545280457,0.2919824719429016,0.1866482049226761,0.17820203304290771,0.24246935546398163,0.21036827564239502,0.18121707439422607,0.3098456859588623,0.18640388548374176
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.33842000365257263,0.17422905564308167,0.42092081904411316,0.2136022299528122,0.40387406945228577,0.39550232887268066,0.15175780653953552,0.20240306854248047,0.27043893933296204
secondary,0.12706179916858673,0.12099137902259827,0.21037471294403076,0.19768930971622467,0.14750708639621735,0.27947136759757996,0.16641879081726074,0.21208807826042175,0.225028395652771,0.09835614264011383,0.07157059013843536,0.18118004500865936
companion,0.28241121768951416,0.21982043981552124,0.2540271282196045,0.25213387608528137,0.42781779170036316,0.25826194882392883,0.3069493770599365,0.17172420024871826,0.23561611771583557,0.25033265352249146,0.17631635069847107,0.14478090405464172
figures,0.2154833972454071,0.22765325009822845,0.2664589285850525,0.13167129456996918,0.10998367518186569,0.21176555752754211,0.08201126009225845,0.23782886564731598,0.21570108830928802,0.0957341119647026,0.17196977138519287,0.15584851801395416
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22361043095588684,0.4645031690597534,0.22954578697681427,0.4446153938770294,0.50484299659729,0.2611352503299713,0.30736932158470154,0.4130953550338745
