,the,region,spans,starting,at,islands,found,in,which,body,of,water,?
and,0.5171257257461548,0.2372262328863144,0.2815682590007782,0.20327439904212952,0.3571503460407257,0.2816464602947235,0.27978911995887756,0.4954058527946472,0.506277859210968,0.2872275710105896,0.5116966962814331,0.3054247498512268,0.20544172823429108
coastal,0.2718130946159363,0.33082419633865356,0.19345852732658386,0.11162769049406052,0.1355087012052536,0.3558265268802643,0.23492838442325592,0.2924878001213074,0.26179441809654236,0.09853404015302658,0.29121753573417664,0.3059997856616974,0.13777320086956024
plains,0.291370153427124,0.34547191858291626,0.2982814311981201,0.11327055096626282,0.2313210815191269,0.3123514950275421,0.2428661584854126,0.27783435583114624,0.21817545592784882,0.11316829919815063,0.2842082381248474,0.2796497344970703,0.15602469444274902
",",0.4933079481124878,0.2119160145521164,0.22136400640010834,0.2485944926738739,0.38314947485923767,0.2641065716743469,0.27385151386260986,0.5201468467712402,0.3658004403114319,0.22437527775764465,0.4946078956127167,0.26706066727638245,0.31091248989105225
through,0.44071322679519653,0.2081601619720459,0.23342055082321167,0.2512134909629822,0.2170695960521698,0.12700079381465912,0.16585195064544678,0.38533157110214233,0.40321648120880127,0.19350562989711761,0.3647414743900299,0.3048591613769531,0.16913433372974396
the,1.0,0.35020557045936584,0.3057820200920105,0.37272053956985474,0.457212895154953,0.27959951758384705,0.3452354073524475,0.6662389636039734,0.6521818041801453,0.31682634353637695,0.733189046382904,0.297396719455719,0.22068053483963013
transverse,0.36831769347190857,0.16607114672660828,0.3252127170562744,0.2547299265861511,0.19595889747142792,0.19390718638896942,0.19926342368125916,0.24949908256530762,0.3995085656642914,0.32313722372055054,0.29355093836784363,0.2601959705352783,0.09685013443231583
and,0.5171257257461548,0.2372262328863144,0.2815682590007782,0.20327439904212952,0.3571503460407257,0.2816464602947235,0.27978911995887756,0.4954058527946472,0.506277859210968,0.2872275710105896,0.5116966962814331,0.3054247498512268,0.20544172823429108
peninsular,0.3144412636756897,0.3413005769252777,0.19415685534477234,0.18336841464042664,0.19066166877746582,0.40934598445892334,0.1578754037618637,0.24678723514080048,0.2688961923122406,0.19824305176734924,0.3385656476020813,0.16010218858718872,0.11961930245161057
ranges,0.2618407607078552,0.25814932584762573,0.2741258442401886,0.15670368075370789,0.253608375787735,0.24057279527187347,0.28474438190460205,0.19038642942905426,0.26190540194511414,0.1526729166507721,0.25018027424812317,0.15110445022583008,0.10840721428394318
with,0.4223487675189972,0.16874971985816956,0.22572357952594757,0.2254450023174286,0.29126521944999695,0.16523849964141846,0.2364431470632553,0.4080928862094879,0.46403205394744873,0.25971415638923645,0.41827285289764404,0.20542247593402863,0.2433311939239502
their,0.516537070274353,0.1464851349592209,0.2175300121307373,0.2544235289096832,0.23641370236873627,0.1555142104625702,0.16267240047454834,0.34976133704185486,0.4582767188549042,0.28403112292289734,0.4329940676689148,0.21034842729568481,0.1898253709077835
peaks,0.28557711839675903,0.2582337558269501,0.29404181241989136,0.17727239429950714,0.2274923473596573,0.2084169238805771,0.20739661157131195,0.24067933857440948,0.22220289707183838,0.12325626611709595,0.19317777454853058,0.21828781068325043,0.07843611389398575
",",0.4933079481124878,0.2119160145521164,0.22136400640010834,0.2485944926738739,0.38314947485923767,0.2641065716743469,0.27385151386260986,0.5201468467712402,0.3658004403114319,0.22437527775764465,0.4946078956127167,0.26706066727638245,0.31091248989105225
into,0.39493247866630554,0.14896553754806519,0.18373771011829376,0.16366586089134216,0.2095452845096588,0.11010871827602386,0.1823275089263916,0.38021373748779297,0.4405161738395691,0.2668304443359375,0.32255905866622925,0.2901814877986908,0.15662476420402527
the,1.0,0.35020557045936584,0.3057820200920105,0.37272053956985474,0.457212895154953,0.27959951758384705,0.3452354073524475,0.6662389636039734,0.6521818041801453,0.31682634353637695,0.733189046382904,0.297396719455719,0.22068053483963013
large,0.3828733265399933,0.276833713054657,0.25454673171043396,0.18300257623195648,0.2131899744272232,0.17413870990276337,0.25161072611808777,0.2841601073741913,0.46308431029319763,0.25685033202171326,0.3569655418395996,0.3049947917461395,0.1355665624141693
and,0.5171257257461548,0.2372262328863144,0.2815682590007782,0.20327439904212952,0.3571503460407257,0.2816464602947235,0.27978911995887756,0.4954058527946472,0.506277859210968,0.2872275710105896,0.5116966962814331,0.3054247498512268,0.20544172823429108
small,0.39655908942222595,0.21956251561641693,0.1902206987142563,0.19928118586540222,0.23262587189674377,0.25474876165390015,0.2775862216949463,0.3722202181816101,0.42979657649993896,0.25647497177124023,0.353353351354599,0.3081543445587158,0.13914890587329865
interior,0.30233609676361084,0.2274884730577469,0.18847987055778503,0.12035438418388367,0.23586533963680267,0.21279974281787872,0.19019410014152527,0.1942717432975769,0.19453293085098267,0.2152709811925888,0.31906411051750183,0.16843174397945404,0.07520901411771774
valleys,0.2766871154308319,0.32764479517936707,0.32254502177238464,0.12195257097482681,0.17638342082500458,0.3075030744075775,0.193436399102211,0.2468012124300003,0.2380891889333725,0.11638525873422623,0.2616893947124481,0.33188843727111816,0.125887930393219
",",0.4933079481124878,0.2119160145521164,0.22136400640010834,0.2485944926738739,0.38314947485923767,0.2641065716743469,0.27385151386260986,0.5201468467712402,0.3658004403114319,0.22437527775764465,0.4946078956127167,0.26706066727638245,0.31091248989105225
to,0.535392165184021,0.24118299782276154,0.1939634382724762,0.2819414734840393,0.36524343490600586,0.18220879137516022,0.25225648283958435,0.45010748505592346,0.5345056653022766,0.307265043258667,0.41548454761505127,0.27858173847198486,0.29463258385658264
the,1.0,0.35020557045936584,0.3057820200920105,0.37272053956985474,0.457212895154953,0.27959951758384705,0.3452354073524475,0.6662389636039734,0.6521818041801453,0.31682634353637695,0.733189046382904,0.297396719455719,0.22068053483963013
vast,0.28638118505477905,0.2719475030899048,0.18572485446929932,0.07764476537704468,0.13300594687461853,0.23236627876758575,0.21557098627090454,0.24572928249835968,0.3245699107646942,0.17720618844032288,0.28792089223861694,0.23851777613162994,0.12112510949373245
deserts,0.2802146077156067,0.30281928181648254,0.24475713074207306,0.11866745352745056,0.1645231395959854,0.3262116611003876,0.30548378825187683,0.27740365266799927,0.24318836629390717,0.16420553624629974,0.247413769364357,0.3914119303226471,0.17907465994358063
of,0.733189046382904,0.2852717339992523,0.24773009121418,0.23960795998573303,0.42558613419532776,0.277767539024353,0.2982911467552185,0.5696388483047485,0.5011631846427917,0.25063133239746094,1.0,0.2741255462169647,0.1826142966747284
california,0.2750805914402008,0.1643783003091812,0.1283656507730484,0.18018412590026855,0.256734162569046,0.18895979225635529,0.16289275884628296,0.2772824168205261,0.17128102481365204,0.12597741186618805,0.24929828941822052,0.20349638164043427,0.1409905105829239
.,0.5934505462646484,0.2506107687950134,0.21740767359733582,0.2759506106376648,0.4549728035926819,0.26146334409713745,0.3618174195289612,0.5591574311256409,0.45942068099975586,0.29751062393188477,0.5352458953857422,0.26634910702705383,0.4130953550338745
