,what,are,some,examples,of,territories,where,a,member,state,is,responsible,for,external,relations,?
for,0.3017193675041199,0.3895993232727051,0.4257155656814575,0.3848060369491577,0.4185989499092102,0.18598879873752594,0.38599511981010437,0.44038116931915283,0.2718653976917267,0.19460363686084747,0.43268078565597534,0.35061514377593994,0.9999999403953552,0.2222568839788437,0.17916683852672577,0.264628142118454
external,0.2436257004737854,0.25311222672462463,0.3054448962211609,0.2881873846054077,0.23313403129577637,0.16603083908557892,0.27839329838752747,0.2258543223142624,0.11369219422340393,0.1916329711675644,0.11640631407499313,0.254395455121994,0.2222568839788437,1.0000001192092896,0.2650418281555176,0.18867096304893494
relations,0.184731587767601,0.16859184205532074,0.17812490463256836,0.22498753666877747,0.272710919380188,0.29010164737701416,0.1637124866247177,0.19898086786270142,0.24925947189331055,0.19964557886123657,0.1847245991230011,0.21544243395328522,0.17916683852672577,0.2650418281555176,1.0000001192092896,0.13942402601242065
",",0.3087472915649414,0.4062570035457611,0.42400437593460083,0.2687304615974426,0.4946078956127167,0.24120540916919708,0.3149496018886566,0.427140474319458,0.25757819414138794,0.29481780529022217,0.4691906273365021,0.2192283272743225,0.4464869201183319,0.16491012275218964,0.31318399310112,0.31091248989105225
for,0.3017193675041199,0.3895993232727051,0.4257155656814575,0.3848060369491577,0.4185989499092102,0.18598879873752594,0.38599511981010437,0.44038116931915283,0.2718653976917267,0.19460363686084747,0.43268078565597534,0.35061514377593994,0.9999999403953552,0.2222568839788437,0.17916683852672577,0.264628142118454
example,0.3456268310546875,0.4108889698982239,0.5190876126289368,0.7060196995735168,0.3570667505264282,0.19514122605323792,0.3688216209411621,0.40234753489494324,0.11702059209346771,0.20616412162780762,0.36737263202667236,0.2781866192817688,0.45665353536605835,0.2879669666290283,0.1893908679485321,0.30374911427497864
gibraltar,0.16690662503242493,0.13049882650375366,0.13961586356163025,0.16562877595424652,0.20142702758312225,0.35180729627609253,0.12126526981592178,0.1933329850435257,0.04667912423610687,0.1713821142911911,0.17936711013317108,0.1332823634147644,0.16317643225193024,0.16184082627296448,0.17357493937015533,0.07528825104236603
and,0.31309178471565247,0.48576638102531433,0.5337774157524109,0.35639533400535583,0.5116966962814331,0.3149210512638092,0.43859338760375977,0.3739250600337982,0.28606608510017395,0.2653750479221344,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.23221412301063538,0.34710776805877686,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,0.4566698372364044,0.30092597007751465,0.733189046382904,0.30191943049430847,0.5003893971443176,0.5829201340675354,0.2806392312049866,0.3097178041934967,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.22874414920806885,0.2259310483932495,0.22068053483963013
åland,0.1521300971508026,0.23876817524433136,0.20114324986934662,0.1560775339603424,0.20503321290016174,0.4189833700656891,0.16890491545200348,0.18996275961399078,0.12697440385818481,0.18118350207805634,0.22138136625289917,0.09469235688447952,0.15925316512584686,0.16033925116062164,0.13456133008003235,0.18919521570205688
islands,0.12194207310676575,0.23168352246284485,0.18967799842357635,0.23448695242404938,0.277767539024353,0.4436521828174591,0.18639019131660461,0.2021784782409668,0.15459004044532776,0.153355672955513,0.18837878108024597,0.1681722104549408,0.20501042902469635,0.10679484903812408,0.19790935516357422,0.11824353039264679
.,0.3567904531955719,0.3452940285205841,0.40663889050483704,0.28905922174453735,0.5352458953857422,0.2594374716281891,0.41390106081962585,0.50484299659729,0.19907453656196594,0.31380724906921387,0.4569662809371948,0.2309054434299469,0.4726039469242096,0.18765710294246674,0.2321082353591919,0.4130953550338745
