,what,does,mark,u.,edwards,claim,as,a,possible,cause,of,luther,'s,antisemitism,?
book,0.2872225046157837,0.1788913756608963,0.16445410251617432,-0.11150237917900085,0.17184248566627502,0.22581210732460022,0.23037776350975037,0.19186489284038544,0.13514111936092377,0.13760168850421906,0.22602593898773193,0.2606102228164673,0.03493255004286766,0.24603153765201569,0.20572158694267273
luther,0.2134782373905182,0.14081993699073792,0.23420047760009766,-0.030764391645789146,0.20500709116458893,0.15138471126556396,0.20242992043495178,0.17967689037322998,0.15475015342235565,0.08742541074752808,0.1719115972518921,1.0,-0.009990512393414974,0.33306023478507996,0.1732746809720993
's,0.02692362666130066,-0.02895052544772625,-0.0162014439702034,-0.010568694211542606,-0.04786781221628189,-0.01196212600916624,-0.05775856226682663,0.04866964742541313,0.036827296018600464,-0.04770376905798912,-0.03817026689648628,-0.009990512393414974,0.9999999403953552,-0.03303133323788643,-0.023395681753754616
last,0.23175878822803497,0.15111127495765686,0.1633249968290329,0.02986394800245762,0.18673908710479736,0.1810905635356903,0.2661714553833008,0.2864423990249634,0.2328459620475769,0.1487705260515213,0.3052992522716522,0.18467779457569122,0.03682802617549896,0.13670383393764496,0.22371746599674225
battles,0.20100295543670654,0.09652160108089447,0.13642898201942444,0.08266625553369522,0.09270941466093063,0.21132279932498932,0.1707524061203003,0.1704104244709015,0.17639005184173584,0.20393463969230652,0.25613051652908325,0.14085690677165985,0.05331234633922577,0.18279020488262177,0.18091581761837006
:,-0.12022944539785385,-0.11934193223714828,-0.007377677131444216,0.0725221261382103,-0.07268349081277847,-0.0016473133582621813,-0.11037297546863556,-0.0007584693375974894,-0.12378542870283127,-0.13371454179286957,-0.08807745575904846,-0.0567622147500515,0.07621461898088455,0.043940238654613495,-0.07156077772378922
politics,0.2674756944179535,0.2057594209909439,0.1477660983800888,-0.05351652577519417,0.21629340946674347,0.1868281215429306,0.22954419255256653,0.2112010270357132,0.0977763682603836,0.16320432722568512,0.24890418350696564,0.18237851560115814,-0.0040336716920137405,0.4018350839614868,0.16389669477939606
and,0.31309178471565247,0.3461615741252899,0.21048615872859955,0.06528954207897186,0.2978705167770386,0.22851447761058807,0.49487000703811646,0.3739250600337982,0.29339438676834106,0.2858448028564453,0.5116966962814331,0.20796556770801544,0.06895173341035843,0.20131291449069977,0.20544172823429108
polemics,0.2821088135242462,0.26042258739471436,0.24256129562854767,-0.048682406544685364,0.2533639967441559,0.2542080581188202,0.2247464805841446,0.2521941065788269,0.2560623586177826,0.4006038010120392,0.2653586268424988,0.1782216578722,0.09847741574048996,0.4376162886619568,0.22443293035030365
1531–46,0.16680867969989777,0.03474016487598419,-0.041980449110269547,-0.15211190283298492,-0.060066841542720795,0.0873454362154007,0.007309461012482643,0.08058410882949829,0.08028750866651535,0.054820477962493896,0.10105077922344208,0.03345795348286629,0.12164425849914551,0.13864640891551971,0.11236575990915298
(,0.2411840260028839,0.2728188931941986,0.24017108976840973,0.09868192672729492,0.2091756910085678,0.14624854922294617,0.32029855251312256,0.3206180930137634,0.20266100764274597,0.20661279559135437,0.35032153129577637,0.1677781045436859,0.0012731997994706035,0.1093856543302536,0.40561532974243164
1983,0.025786560028791428,-0.006444977596402168,0.034907832741737366,-0.06766553968191147,-0.029327694326639175,-0.01646692119538784,0.01639425940811634,0.005996976047754288,-0.0028973992448300123,-0.008530324324965477,0.0639224499464035,-0.026567809283733368,0.13286671042442322,0.07698690891265869,0.09926492720842361
),0.26259949803352356,0.2575884759426117,0.2439788430929184,0.10126130282878876,0.20168793201446533,0.15273745357990265,0.32161882519721985,0.3640355169773102,0.23480179905891418,0.19041776657104492,0.3680361211299896,0.18587662279605865,0.021107977256178856,0.11215782165527344,0.42300865054130554
",",0.3087472915649414,0.28617382049560547,0.2642361521720886,0.13313612341880798,0.30003780126571655,0.2664267122745514,0.48816442489624023,0.427140474319458,0.3032452464103699,0.2546827793121338,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2100604623556137,0.31091248989105225
suggest,0.39558762311935425,0.3009047508239746,0.07227067649364471,-0.15622062981128693,0.06942342966794968,0.3174448013305664,0.2946849763393402,0.26818621158599854,0.4374255836009979,0.35431116819381714,0.28071948885917664,0.08022039383649826,-0.0313306488096714,0.2199324518442154,0.39672672748565674
that,0.6297725439071655,0.4764937460422516,0.18479634821414948,-0.05196933075785637,0.21318046748638153,0.39801377058029175,0.4735107421875,0.47537946701049805,0.42499589920043945,0.40003344416618347,0.41498205065727234,0.21746599674224854,0.04397977516055107,0.3171827793121338,0.32716336846351624
since,0.29783400893211365,0.23816218972206116,0.20241157710552216,0.09412521868944168,0.16269657015800476,0.21890856325626373,0.36245352029800415,0.3303585946559906,0.2171815186738968,0.18439115583896637,0.35513219237327576,0.11990752816200256,-0.04899144917726517,0.22698499262332916,0.2876587212085724
luther,0.2134782373905182,0.14081993699073792,0.23420047760009766,-0.030764391645789146,0.20500709116458893,0.15138471126556396,0.20242992043495178,0.17967689037322998,0.15475015342235565,0.08742541074752808,0.1719115972518921,1.0,-0.009990512393414974,0.33306023478507996,0.1732746809720993
's,0.02692362666130066,-0.02895052544772625,-0.0162014439702034,-0.010568694211542606,-0.04786781221628189,-0.01196212600916624,-0.05775856226682663,0.04866964742541313,0.036827296018600464,-0.04770376905798912,-0.03817026689648628,-0.009990512393414974,0.9999999403953552,-0.03303133323788643,-0.023395681753754616
increasingly,0.19974569976329803,0.21861733496189117,0.12251503765583038,-0.1131768673658371,0.19785548746585846,0.23754969239234924,0.3422496020793915,0.2660232484340668,0.3094954788684845,0.24275662004947662,0.2953035831451416,0.16430479288101196,0.00944199226796627,0.34944209456443787,0.059327382594347
antisemitic,0.23863151669502258,0.17545537650585175,0.10180670022964478,-0.11912685632705688,0.13885538280010223,0.265593945980072,0.2015322893857956,0.2383061945438385,0.1710822731256485,0.22129425406455994,0.19398409128189087,0.2897975742816925,-0.016132308170199394,0.8926652073860168,0.17317599058151245
views,0.32671356201171875,0.18072807788848877,0.020926833152770996,-0.05551717057824135,0.2025154083967209,0.233279749751091,0.20329707860946655,0.19887466728687286,0.23315009474754333,0.168690025806427,0.1923438459634781,0.19727660715579987,0.07306428998708725,0.3086300492286682,0.19388815760612488
developed,0.15555569529533386,0.14594046771526337,0.13546141982078552,0.02940799668431282,0.09422578662633896,0.1694834977388382,0.21440666913986206,0.286296546459198,0.24464620649814606,0.1365220844745636,0.21960023045539856,0.03738013654947281,0.04590931162238121,0.17694981396198273,0.10763012617826462
during,0.24137552082538605,0.15165476500988007,0.11476198583841324,0.12797634303569794,0.18282252550125122,0.13740764558315277,0.29671990871429443,0.30341604351997375,0.17944839596748352,0.27209991216659546,0.3869180977344513,0.18200165033340454,0.011294117197394371,0.24977745115756989,0.1325719803571701
the,0.42745697498321533,0.35928019881248474,0.2235521525144577,0.21289505064487457,0.22999197244644165,0.25873351097106934,0.48381632566452026,0.5829201340675354,0.32701125741004944,0.2551237642765045,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.20361100137233734,0.22068053483963013
years,0.1981470286846161,0.11878147721290588,0.10801108181476593,0.0718621090054512,0.20654085278511047,0.16633768379688263,0.234328031539917,0.23773819208145142,0.18989154696464539,0.1614069640636444,0.2904134690761566,0.1472962647676468,0.05563735216856003,0.18377836048603058,0.1914375126361847
his,0.26976513862609863,0.20403875410556793,0.18292218446731567,-0.03264967352151871,0.24741820991039276,0.24642159044742584,0.3146366477012634,0.3497250974178314,0.2212880551815033,0.20626290142536163,0.38364991545677185,0.27093374729156494,0.047556519508361816,0.3070656359195709,0.18075084686279297
health,0.21460163593292236,0.2216196060180664,0.026284970343112946,-0.04807448759675026,0.22034019231796265,0.16285869479179382,0.22845706343650818,0.21166443824768066,0.226608544588089,0.3323373794555664,0.28076469898223877,0.17949983477592468,0.018505536019802094,0.2907656729221344,0.16094304621219635
deteriorated,0.2037731409072876,0.23236985504627228,0.09635505825281143,-0.05480675771832466,0.132119283080101,0.2795236110687256,0.2649950683116913,0.26521652936935425,0.28783929347991943,0.35349589586257935,0.3613165020942688,0.12842576205730438,-0.10852832347154617,0.3805258274078369,0.09551439434289932
",",0.3087472915649414,0.28617382049560547,0.2642361521720886,0.13313612341880798,0.30003780126571655,0.2664267122745514,0.48816442489624023,0.427140474319458,0.3032452464103699,0.2546827793121338,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2100604623556137,0.31091248989105225
it,0.45803478360176086,0.34188351035118103,0.15471455454826355,0.09621771425008774,0.14205020666122437,0.2609662115573883,0.4461488723754883,0.5452592968940735,0.3402087390422821,0.26461511850357056,0.38761502504348755,0.15365919470787048,0.06608816236257553,0.18246613442897797,0.25732165575027466
is,0.28837618231773376,0.4403602182865143,0.16439194977283478,0.09768833220005035,0.17036952078342438,0.15920500457286835,0.43216490745544434,0.658733606338501,0.2872174084186554,0.218277707695961,0.4854315221309662,0.08282390236854553,0.02396530658006668,0.11459196358919144,0.22961433231830597
possible,0.3281886577606201,0.3614443242549896,0.059205517172813416,-0.05814528092741966,0.17314520478248596,0.27803072333335876,0.3206198215484619,0.3421713411808014,1.0,0.38018617033958435,0.3314395844936371,0.15475015342235565,0.036827296018600464,0.14057861268520355,0.3059970438480377
they,0.4431931674480438,0.34390902519226074,0.17904573678970337,-0.009787235409021378,0.21007713675498962,0.24334843456745148,0.3294360637664795,0.3528250455856323,0.3067009747028351,0.34206175804138184,0.3426007330417633,0.16441592574119568,0.03738465905189514,0.22856447100639343,0.2753053903579712
were,0.22298263013362885,0.046230707317590714,0.15706656873226166,0.12014316767454147,0.17698587477207184,0.19341787695884705,0.3025437891483307,0.17203083634376526,0.2087617963552475,0.16935448348522186,0.34038281440734863,0.18652333319187164,0.007088581565767527,0.22762882709503174,0.17890112102031708
at,0.2838611304759979,0.17465277016162872,0.14628271758556366,0.1611766815185547,0.28010764718055725,0.2042684257030487,0.28092536330223083,0.3095070421695709,0.27175527811050415,0.1972731053829193,0.42558613419532776,0.13834704458713531,-0.08481216430664062,0.12454311549663544,0.21978627145290375
least,0.3337163031101227,0.23802171647548676,0.09516964852809906,0.021152609959244728,0.21834039688110352,0.22551538050174713,0.2607470154762268,0.3442045748233795,0.38829898834228516,0.31613925099372864,0.32696738839149475,0.05617351457476616,0.05887432023882866,0.15137602388858795,0.28866854310035706
partly,0.2688411772251129,0.18253584206104279,-0.025224996730685234,0.02692776918411255,0.10181789845228195,0.19632714986801147,0.10637707263231277,0.20117881894111633,0.1521371603012085,0.25237902998924255,0.28944599628448486,0.13216793537139893,0.017523590475320816,0.2647548317909241,0.12213768810033798
the,0.42745697498321533,0.35928019881248474,0.2235521525144577,0.21289505064487457,0.22999197244644165,0.25873351097106934,0.48381632566452026,0.5829201340675354,0.32701125741004944,0.2551237642765045,0.733189046382904,0.1759674996137619,-0.01540423184633255,0.20361100137233734,0.22068053483963013
product,0.2465333193540573,0.2916180491447449,0.11248671263456345,-0.047737300395965576,0.13496509194374084,0.20973041653633118,0.24336670339107513,0.26422351598739624,0.31831595301628113,0.23315025866031647,0.19526132941246033,0.11712317168712616,-0.0510377511382103,0.14971813559532166,0.19651241600513458
of,0.33290785551071167,0.3119818866252899,0.16461719572544098,0.12047496438026428,0.18850749731063843,0.2833690047264099,0.3886612355709076,0.5052502155303955,0.3314395844936371,0.25979894399642944,1.0,0.1719115972518921,-0.03817026689648628,0.21233119070529938,0.1826142966747284
a,0.3320399522781372,0.38201746344566345,0.2278195023536682,0.05030097812414169,0.21698184311389923,0.19074557721614838,0.39550232887268066,1.0,0.3421713411808014,0.2715701162815094,0.5052502155303955,0.17967689037322998,0.04866964742541313,0.2005830705165863,0.23916715383529663
declining,0.2580306828022003,0.20686405897140503,0.15552088618278503,0.01293304841965437,0.17951370775699615,0.23387067019939423,0.25269442796707153,0.2245260328054428,0.2158837765455246,0.23851394653320312,0.2429467886686325,0.04745618999004364,0.03361240774393082,0.2901812791824341,0.1608004868030548
state,0.24273863434791565,0.15987756848335266,0.074666328728199,0.17286568880081177,0.16573740541934967,0.22857150435447693,0.26851922273635864,0.25097307562828064,0.2037895768880844,0.1210189238190651,0.34253445267677307,0.1824490875005722,0.038451772183179855,0.16872991621494293,0.1160883978009224
of,0.33290785551071167,0.3119818866252899,0.16461719572544098,0.12047496438026428,0.18850749731063843,0.2833690047264099,0.3886612355709076,0.5052502155303955,0.3314395844936371,0.25979894399642944,1.0,0.1719115972518921,-0.03817026689648628,0.21233119070529938,0.1826142966747284
mind,0.305233895778656,0.20130397379398346,0.10267668962478638,-0.1247999295592308,0.1882438212633133,0.25374293327331543,0.23618297278881073,0.1835121214389801,0.2637697756290436,0.2151150405406952,0.17234256863594055,0.16319639980793,0.007844338193535805,0.24536900222301483,0.22109316289424896
.,0.3567904531955719,0.3022993505001068,0.21911589801311493,0.15594571828842163,0.30917611718177795,0.24773532152175903,0.515582263469696,0.50484299659729,0.2935521602630615,0.267557293176651,0.5352458953857422,0.24907569587230682,-0.003708066651597619,0.23070161044597626,0.4130953550338745
