,which,logo,had,the,dw,tardis,insignia,removed,?
font,0.20906449854373932,0.2621327340602875,0.18232394754886627,0.20224379003047943,0.27427223324775696,0.15395192801952362,0.33927735686302185,0.14689959585666656,0.2416732758283615
remained,0.22100548446178436,0.08869155496358871,0.49069350957870483,0.3492392301559448,0.05364725738763809,0.1030544564127922,0.22683930397033691,0.3657687306404114,0.08263323456048965
",",0.3658004403114319,0.20034073293209076,0.35487717390060425,0.4933079481124878,0.24954408407211304,0.17403040826320648,0.2051050066947937,0.28478309512138367,0.31091248989105225
albeit,0.3490515351295471,0.28456911444664,0.2683557868003845,0.274771511554718,0.20388716459274292,0.14587773382663727,0.2527349591255188,0.3197951018810272,0.2858094274997711
with,0.46403205394744873,0.18333391845226288,0.4739086329936981,0.4223487675189972,0.14534991979599,0.20983701944351196,0.18206265568733215,0.24393028020858765,0.2433311939239502
a,0.56894451379776,0.21248295903205872,0.34897568821907043,0.5829201340675354,0.19345498085021973,0.2688678205013275,0.2747555077075958,0.2588162124156952,0.23916715383529663
slight,0.3812788426876068,0.16101853549480438,0.22621789574623108,0.33120888471603394,0.11712111532688141,0.21612493693828583,0.1373778134584427,0.1850746124982834,0.20713375508785248
edit,0.2460874617099762,0.18151725828647614,0.1807338148355484,0.17656266689300537,0.182074174284935,0.19442278146743774,0.12688010931015015,0.28420695662498474,0.39614927768707275
to,0.5345056653022766,0.2215760052204132,0.37984350323677063,0.535392165184021,0.20409812033176422,0.2524881064891815,0.19896836578845978,0.31205955147743225,0.29463258385658264
the,0.6521818041801453,0.2806010842323303,0.3875846862792969,1.0,0.1774909347295761,0.29145124554634094,0.31639766693115234,0.33493471145629883,0.22068053483963013
texture,0.3573136329650879,0.21870653331279755,0.14492486417293549,0.20392629504203796,0.07176701724529266,0.182952418923378,0.2066338062286377,0.19620643556118011,0.16759520769119263
every,0.4810190498828888,0.2149895280599594,0.3007311522960663,0.4023689329624176,0.11456023156642914,0.24616070091724396,0.1662530153989792,0.21692734956741333,0.24066033959388733
episode,0.23802484571933746,0.18296824395656586,0.21882744133472443,0.25342556834220886,0.17422549426555634,0.29305577278137207,0.11180050671100616,0.1794382929801941,0.23978739976882935
",",0.3658004403114319,0.20034073293209076,0.35487717390060425,0.4933079481124878,0.24954408407211304,0.17403040826320648,0.2051050066947937,0.28478309512138367,0.31091248989105225
with,0.46403205394744873,0.18333391845226288,0.4739086329936981,0.4223487675189972,0.14534991979599,0.20983701944351196,0.18206265568733215,0.24393028020858765,0.2433311939239502
the,0.6521818041801453,0.2806010842323303,0.3875846862792969,1.0,0.1774909347295761,0.29145124554634094,0.31639766693115234,0.33493471145629883,0.22068053483963013
texture,0.3573136329650879,0.21870653331279755,0.14492486417293549,0.20392629504203796,0.07176701724529266,0.182952418923378,0.2066338062286377,0.19620643556118011,0.16759520769119263
relating,0.3911570608615875,0.12392275035381317,0.19985966384410858,0.2858445942401886,0.08726319670677185,0.1670074462890625,0.19450251758098602,0.23118256032466888,0.2191188931465149
to,0.5345056653022766,0.2215760052204132,0.37984350323677063,0.535392165184021,0.20409812033176422,0.2524881064891815,0.19896836578845978,0.31205955147743225,0.29463258385658264
some,0.5407140851020813,0.19686661660671234,0.3648970425128937,0.4566698372364044,0.1767028570175171,0.2196078598499298,0.21211296319961548,0.2983275353908539,0.2562315762042999
aspect,0.3132780194282532,0.2692675292491913,0.1521705985069275,0.24363651871681213,0.1037486121058464,0.07718098163604736,0.294719934463501,0.09889861196279526,0.21104450523853302
of,0.5011631846427917,0.1528109908103943,0.37755560874938965,0.733189046382904,0.08907751739025116,0.1735842525959015,0.2997891306877136,0.2804315388202667,0.1826142966747284
the,0.6521818041801453,0.2806010842323303,0.3875846862792969,1.0,0.1774909347295761,0.29145124554634094,0.31639766693115234,0.33493471145629883,0.22068053483963013
story,0.25482407212257385,0.15848761796951294,0.25690320134162903,0.2915393114089966,0.10894864052534103,0.2397705614566803,0.17770837247371674,0.16174142062664032,0.2304346114397049
.,0.45942068099975586,0.2531629800796509,0.37348684668540955,0.5934505462646484,0.29250356554985046,0.224110946059227,0.25771769881248474,0.28908732533454895,0.4130953550338745
