,what,type,of,skills,does,the,market,bid,up,compensation,for,?
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.1754804253578186,0.1777622550725937,0.40150508284568787,0.1302083134651184,0.15921173989772797,0.2719550132751465,0.19207696616649628,0.314039945602417,0.19969791173934937
earning,0.12061654776334763,0.10294079035520554,0.2474178522825241,0.3794254958629608,0.18103636801242828,0.29019618034362793,0.24351167678833008,0.28541141748428345,0.17215754091739655,0.29671403765678406,0.35043564438819885,0.1980265974998474
excess,0.19351524114608765,0.1459057480096817,0.23833632469177246,0.16696353256702423,0.2808997631072998,0.21619649231433868,0.18544083833694458,0.17114558815956116,0.18009528517723083,0.3956577777862549,0.2080860137939453,0.16102707386016846
profits,0.22846324741840363,0.11696826666593552,0.16343750059604645,0.296027809381485,0.1970493346452713,0.2556864619255066,0.40359988808631897,0.2971024215221405,0.2242843508720398,0.4573151171207428,0.2327321320772171,0.1589900553226471
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.16489923000335693,0.143477201461792,0.4408751428127289,0.09993520379066467,0.17035947740077972,0.2738759219646454,0.2760377824306488,0.3248702883720398,0.17966607213020325
fostering,0.27597659826278687,0.08722737431526184,0.3021584451198578,0.3588080406188965,0.2018473595380783,0.285052090883255,0.13522940874099731,0.1562216430902481,0.21714158356189728,0.3700670003890991,0.262165904045105,0.19895856082439423
competition,0.18313148617744446,0.19080552458763123,0.2000187635421753,0.3809947669506073,0.20847772061824799,0.257230669260025,0.35420507192611694,0.2766607105731964,0.14734140038490295,0.3861083984375,0.3370633125305176,0.1394461691379547
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.29669415950775146,0.4391997456550598,0.535392165184021,0.23798635601997375,0.2567334473133087,0.40375280380249023,0.31278684735298157,0.4451248347759247,0.29463258385658264
cut,0.20727719366550446,0.1742144078016281,0.26061776280403137,0.14947395026683807,0.16209566593170166,0.29221418499946594,0.10750492662191391,0.21867507696151733,0.27162808179855347,0.24581818282604218,0.2519003450870514,0.1403924524784088
prices,0.23893781006336212,0.14688360691070557,0.168605774641037,0.25824517011642456,0.25724154710769653,0.24549299478530884,0.49915069341659546,0.2603660821914673,0.22340798377990723,0.4399056136608124,0.2769668698310852,0.14604969322681427
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21529243886470795,0.28617382049560547,0.4933079481124878,0.2499394416809082,0.17213009297847748,0.34193792939186096,0.24930427968502045,0.4464869201183319,0.31091248989105225
profits,0.22846324741840363,0.11696826666593552,0.16343750059604645,0.296027809381485,0.1970493346452713,0.2556864619255066,0.40359988808631897,0.2971024215221405,0.2242843508720398,0.4573151171207428,0.2327321320772171,0.1589900553226471
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.31597477197647095,0.3461615741252899,0.5171257257461548,0.23057621717453003,0.11974186450242996,0.4032393991947174,0.2642117738723755,0.5064792633056641,0.20544172823429108
large,0.2017821967601776,0.27216973900794983,0.3569655418395996,0.19113041460514069,0.22553202509880066,0.3828733265399933,0.22764621675014496,0.10667704045772552,0.3038237988948822,0.2244681864976883,0.22967137396335602,0.1355665624141693
compensation,0.3246670365333557,0.1747276782989502,0.29549533128738403,0.2948642373085022,0.27349555492401123,0.24913841485977173,0.26572713255882263,0.2587305009365082,0.19949930906295776,1.0,0.2912580370903015,0.20586632192134857
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.1679372638463974,0.3022993505001068,0.5934505462646484,0.19660170376300812,0.1806059330701828,0.351434588432312,0.21346372365951538,0.4726039469242096,0.4130953550338745
