,what,is,a,a,developing,economy,'s,level,of,inequality,bulging,out,called,?
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.5052502155303955,0.27299609780311584,0.2583308815956116,-0.03817026689648628,0.23504668474197388,1.0,0.27910974621772766,0.30167677998542786,0.34176841378211975,0.4222904443740845,0.1826142966747284
inequality,0.30072227120399475,0.1953488290309906,0.1783585250377655,0.1783585250377655,0.2728531062602997,0.41350439190864563,-0.0032307563815265894,0.24342113733291626,0.27910974621772766,1.0000001192092896,0.23397456109523773,0.20822980999946594,0.20080813765525818,0.23619021475315094
bulging,0.19551102817058563,0.23456665873527527,0.3492273986339569,0.3492273986339569,0.37286096811294556,0.16281989216804504,0.016157109290361404,0.21283960342407227,0.30167677998542786,0.23397456109523773,1.0,0.31412333250045776,0.24345740675926208,0.11113554239273071
out,0.3633197546005249,0.2817855477333069,0.34264278411865234,0.34264278411865234,0.20908987522125244,0.14277511835098267,0.0021837172098457813,0.17280593514442444,0.34176841378211975,0.20822980999946594,0.31412333250045776,1.0,0.3122950792312622,0.22020699083805084
to,0.455847829580307,0.42745086550712585,0.45503583550453186,0.45503583550453186,0.285153865814209,0.2613506615161896,0.03782717138528824,0.2976585030555725,0.41548454761505127,0.24361056089401245,0.25818580389022827,0.42386990785598755,0.2987143397331238,0.29463258385658264
form,0.15868011116981506,0.3218395411968231,0.3088195323944092,0.3088195323944092,0.23061503469944,0.16278181970119476,0.07059726119041443,0.21767279505729675,0.29600051045417786,0.2506323456764221,0.22765250504016876,0.2309473156929016,0.39092445373535156,0.1463010311126709
what,0.9999998807907104,0.28837618231773376,0.3320399522781372,0.3320399522781372,0.22094523906707764,0.21764783561229706,0.02692362666130066,0.27376922965049744,0.33290785551071167,0.30072227120399475,0.19551102817058563,0.3633197546005249,0.3235960602760315,0.5051238536834717
is,0.28837618231773376,1.0,0.658733606338501,0.658733606338501,0.22658659517765045,0.2698528468608856,0.02396530658006668,0.24803997576236725,0.4854315221309662,0.1953488290309906,0.23456665873527527,0.2817855477333069,0.430266410112381,0.22961433231830597
now,0.4903225302696228,0.39589470624923706,0.3046339154243469,0.3046339154243469,0.2630268335342407,0.2295839786529541,-0.05292840301990509,0.1818035989999771,0.29182544350624084,0.1548994481563568,0.1416713148355484,0.24748125672340393,0.3215823769569397,0.29641881585121155
known,0.20381177961826324,0.41921812295913696,0.30882248282432556,0.30882248282432556,0.2174474000930786,0.11374600976705551,0.008368984796106815,0.0943719819188118,0.35814476013183594,0.1331488937139511,0.2119956910610199,0.17213989794254303,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.39550232887268066,0.22725805640220642,0.2277245819568634,-0.05775856226682663,0.24387936294078827,0.3886612355709076,0.1947982758283615,0.2713765501976013,0.3124499022960663,0.2827680706977844,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.5829201340675354,0.3203009068965912,0.24644890427589417,-0.01540423184633255,0.31442487239837646,0.733189046382904,0.23508106172084808,0.3265340328216553,0.39404502511024475,0.489897221326828,0.22068053483963013
kuznets,0.1295931190252304,0.17936952412128448,0.17854219675064087,0.17854219675064087,0.15472561120986938,0.23239541053771973,0.017264913767576218,0.13655886054039001,0.15314316749572754,0.14391092956066132,0.3195333778858185,0.17430809140205383,0.2187703549861908,0.19523082673549652
curve,0.26433035731315613,0.23583084344863892,0.24636366963386536,0.24636366963386536,0.19796574115753174,0.1799725443124771,-0.025745851919054985,0.20648331940174103,0.14240935444831848,0.3580670952796936,0.3376457393169403,0.19354838132858276,0.2390393167734146,0.18092067539691925
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.50484299659729,0.2637762427330017,0.2477293759584427,-0.003708066651597619,0.26056769490242004,0.5352458953857422,0.22563500702381134,0.2679363787174225,0.34234723448753357,0.300344854593277,0.4130953550338745
