,for,what,invention,was,u.s.,patent,"1,655,114",granted,?
vtol,0.23302584886550903,0.13934142887592316,0.24142317473888397,0.26547765731811523,0.025609226897358894,0.2417416125535965,0.08577834069728851,0.10391359031200409,0.1525103747844696
aircraft,0.16829945147037506,0.16903388500213623,0.15355494618415833,0.21092349290847778,0.05742190405726433,0.1776755452156067,0.09508012235164642,0.09585326164960861,0.14893899857997894
),0.3639558255672455,0.26259949803352356,0.07820285856723785,0.3267642855644226,0.008739588782191277,0.10607253760099411,0.14633235335350037,0.1830710619688034,0.42300865054130554
and,0.5064792633056641,0.31309178471565247,0.1476679891347885,0.3740963041782379,0.011246231384575367,0.13321366906166077,0.17595458030700684,0.20955990254878998,0.20544172823429108
then,0.3392637073993683,0.4072686731815338,0.1390429437160492,0.27044644951820374,0.15360477566719055,0.1842448115348816,0.11815374344587326,0.18765507638454437,0.2884598970413208
be,0.3801851272583008,0.3929833769798279,0.18319475650787354,0.42228707671165466,-0.030090177431702614,0.18292392790317535,0.09599759429693222,0.2066061645746231,0.3324260413646698
``,0.01270448137074709,0.008517155423760414,-0.02087981626391411,-0.012679691426455975,0.026030924171209335,-0.002420688048005104,0.07767903059720993,0.026299016550183296,0.0685480609536171
gradually,0.25319090485572815,0.29329201579093933,0.2584697902202606,0.213626891374588,-0.013146222569048405,0.12273380905389786,0.13687750697135925,0.19418497383594513,0.09310194849967957
tilted,0.23558884859085083,0.2639939785003662,0.19851531088352203,0.2352330982685089,-0.08927611261606216,0.12389901280403137,0.0968666672706604,0.19630420207977295,0.15761816501617432
through,0.3172857463359833,0.23167094588279724,0.21187108755111694,0.21752823889255524,0.08740256726741791,0.18072736263275146,0.12164463847875595,0.14290863275527954,0.16913433372974396
manipulation,0.18073821067810059,0.25289833545684814,0.22663608193397522,0.10881570726633072,-0.07813730090856552,0.19356554746627808,0.05266422778367996,0.1066812202334404,0.19919274747371674
of,0.4185989499092102,0.33290785551071167,0.20554374158382416,0.4069072902202606,0.011562774889171124,0.1616990715265274,0.12544545531272888,0.32803481817245483,0.1826142966747284
the,0.4739971458911896,0.42745697498321533,0.22278180718421936,0.48711544275283813,0.06592652946710587,0.1728275567293167,0.07277554273605347,0.27588096261024475,0.22068053483963013
elevator,0.2256404608488083,0.1968296766281128,0.2818138301372528,0.1813380867242813,0.022203495725989342,0.26082706451416016,0.06481660157442093,0.10498582571744919,0.13389457762241364
devices,0.2581363916397095,0.2216251939535141,0.3107573688030243,0.17249077558517456,-0.057250186800956726,0.31048783659935,0.05423171445727348,0.16003258526325226,0.10574188083410263
'',-0.04479556903243065,0.08143015950918198,0.03414773568511009,0.04456103965640068,-0.08148147165775299,0.04531673341989517,0.141107976436615,0.06713715195655823,0.018684765323996544
in,0.4322226941585541,0.30808621644973755,0.21856682002544403,0.45514053106307983,-0.003064807504415512,0.18244080245494843,0.14302553236484528,0.21880222856998444,0.20430970191955566
flight,0.13066017627716064,0.17794598639011383,0.1332966685295105,0.19139665365219116,-0.06941013783216476,0.09223020076751709,0.05757707357406616,0.09488225728273392,0.20568472146987915
until,0.2802979350090027,0.2693650424480438,0.17033785581588745,0.43126991391181946,0.041925445199012756,0.16403399407863617,0.05645023286342621,0.191742405295372,0.20304496586322784
it,0.32171204686164856,0.45803478360176086,0.27626317739486694,0.4577186405658722,0.011612125672399998,0.23875728249549866,0.02329406514763832,0.2180938422679901,0.25732165575027466
was,0.3863949179649353,0.22111038863658905,0.248048335313797,1.0000001192092896,0.06837434321641922,0.13812966644763947,0.08786357939243317,0.213484525680542,0.18412111699581146
flying,0.17948824167251587,0.19546464085578918,0.16995981335639954,0.19074460864067078,-0.027603236958384514,0.11208708584308624,-0.010790828615427017,0.11322202533483505,0.15733514726161957
like,0.35140180587768555,0.4320242702960968,0.28780537843704224,0.19745829701423645,0.031189991161227226,0.21014414727687836,0.009932826273143291,0.14127802848815918,0.3268813192844391
a,0.44038116931915283,0.3320399522781372,0.2853478789329529,0.4508470594882965,0.0347411222755909,0.23810072243213654,0.028412170708179474,0.22482141852378845,0.23916715383529663
conventional,0.33961233496665955,0.20918875932693481,0.5685148239135742,0.1596715897321701,-0.047814734280109406,0.2705361545085907,0.0850737988948822,0.11584284901618958,0.1549818217754364
plane,0.1570858657360077,0.2054184526205063,0.16495320200920105,0.22536347806453705,-0.024229075759649277,0.10838618874549866,0.07787935435771942,0.03510503098368645,0.13043971359729767
.,0.4726039469242096,0.3567904531955719,0.21128083765506744,0.40146201848983765,0.09558769315481186,0.19082264602184296,0.1507611721754074,0.23590165376663208,0.4130953550338745
