,the,legislation,allowed,california,to,be,admitted,to,the,union,as,what,kind,of,state,?
admitted,0.214336097240448,0.28510576486587524,0.39968955516815186,0.1591520607471466,0.2077447772026062,0.23599103093147278,1.0,0.2077447772026062,0.214336097240448,0.28204190731048584,0.24518126249313354,0.21586915850639343,0.04997691884636879,0.2389194816350937,0.2555922269821167,0.19237607717514038
to,0.535392165184021,0.25758448243141174,0.42967355251312256,0.20697450637817383,1.0,0.4972836375236511,0.2077447772026062,1.0,0.535392165184021,0.16926777362823486,0.42092081904411316,0.455847829580307,0.28460726141929626,0.41548454761505127,0.25557461380958557,0.29463258385658264
the,1.0,0.2839483618736267,0.2985120713710785,0.2750805914402008,0.535392165184021,0.4248143136501312,0.214336097240448,0.535392165184021,1.0,0.24421639740467072,0.48381632566452026,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3097178041934967,0.22068053483963013
union,0.24421639740467072,0.23797817528247833,0.21327324211597443,0.11825759708881378,0.16926777362823486,0.16980519890785217,0.28204190731048584,0.16926777362823486,0.24421639740467072,0.9999999403953552,0.1848503202199936,0.1396910548210144,0.038265060633420944,0.2642118036746979,0.2435850352048874,0.07797172665596008
as,0.48381632566452026,0.2390523999929428,0.23990891873836517,0.1933012157678604,0.42092081904411316,0.5230465531349182,0.24518126249313354,0.42092081904411316,0.48381632566452026,0.1848503202199936,1.0,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.26851922273635864,0.27043893933296204
a,0.5829201340675354,0.23395681381225586,0.275193989276886,0.2426064908504486,0.45503583550453186,0.39883795380592346,0.2157534509897232,0.45503583550453186,0.5829201340675354,0.18140026926994324,0.39550232887268066,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.25097307562828064,0.23916715383529663
free,0.22231732308864594,0.2444104701280594,0.29289698600769043,0.19218912720680237,0.2913753390312195,0.2658192813396454,0.19333605468273163,0.2913753390312195,0.22231732308864594,0.24928396940231323,0.22831088304519653,0.22754132747650146,0.27729353308677673,0.2430545836687088,0.30223166942596436,0.1278279572725296
state,0.3097178041934967,0.4093019664287567,0.14762745797634125,0.3314559757709503,0.25557461380958557,0.22221757471561432,0.2555922269821167,0.25557461380958557,0.3097178041934967,0.2435850352048874,0.26851922273635864,0.24273863434791565,0.16659919917583466,0.34253445267677307,1.0,0.1160883978009224
",",0.4933079481124878,0.221862331032753,0.2785535454750061,0.2704589068889618,0.44245919585227966,0.39254459738731384,0.26132240891456604,0.44245919585227966,0.4933079481124878,0.2362271547317505,0.48816442489624023,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.29481780529022217,0.31091248989105225
preventing,0.33351221680641174,0.2464558631181717,0.2646811604499817,0.1205642968416214,0.3018442988395691,0.30021533370018005,0.3063504993915558,0.3018442988395691,0.33351221680641174,0.23802529275417328,0.30297499895095825,0.28585943579673767,0.24745026230812073,0.2948753237724304,0.1327422857284546,0.25842657685279846
southern,0.3282862603664398,0.11265036463737488,0.1226644441485405,0.2983402609825134,0.18284058570861816,0.13618789613246918,0.14081239700317383,0.18284058570861816,0.3282862603664398,0.22568877041339874,0.17950406670570374,0.18679563701152802,0.12290651351213455,0.31933003664016724,0.2978775203227997,0.11225555837154388
california,0.2750805914402008,0.16432181000709534,0.06588228791952133,1.0,0.20697450637817383,0.17179958522319794,0.1591520607471466,0.20697450637817383,0.2750805914402008,0.11825759708881378,0.1933012157678604,0.1811584085226059,0.14210517704486847,0.24929828941822052,0.3314559757709503,0.1409905105829239
from,0.40150508284568787,0.18460330367088318,0.24006792902946472,0.23643477261066437,0.4069952368736267,0.3107333183288574,0.29621660709381104,0.4069952368736267,0.40150508284568787,0.19356246292591095,0.3251767158508301,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.29024070501327515,0.19969791173934937
becoming,0.333665668964386,0.16466102004051208,0.21798193454742432,0.18462762236595154,0.3192594647407532,0.3240874707698822,0.24560940265655518,0.3192594647407532,0.333665668964386,0.20234879851341248,0.3812445104122162,0.2530137896537781,0.1240774616599083,0.3014795780181885,0.24122875928878784,0.17354105412960052
its,0.559237003326416,0.23980727791786194,0.20374268293380737,0.16180482506752014,0.3691340684890747,0.2731834948062897,0.15748722851276398,0.3691340684890747,0.559237003326416,0.22658714652061462,0.31874480843544006,0.30393704771995544,0.17957401275634766,0.48690423369407654,0.3171643614768982,0.15103481709957123
own,0.334675133228302,0.23551329970359802,0.35455018281936646,0.16245852410793304,0.35879063606262207,0.24039055407047272,0.16607296466827393,0.35879063606262207,0.334675133228302,0.16697540879249573,0.26007014513015747,0.35062843561172485,0.2678379416465759,0.3269667625427246,0.2148040235042572,0.1937696635723114
separate,0.3612915575504303,0.22633662819862366,0.33666181564331055,0.13690567016601562,0.3234710395336151,0.3587956726551056,0.22869497537612915,0.3234710395336151,0.3612915575504303,0.24382005631923676,0.28611117601394653,0.33215096592903137,0.1924191266298294,0.33388569951057434,0.23605436086654663,0.16835719347000122
slave,0.2051265835762024,0.27926895022392273,0.2023591697216034,0.12224087119102478,0.24340349435806274,0.2270059883594513,0.3086823523044586,0.24340349435806274,0.2051265835762024,0.25325220823287964,0.18812838196754456,0.1910289078950882,0.17100317776203156,0.18442977964878082,0.2609071731567383,0.14728201925754547
state,0.3097178041934967,0.4093019664287567,0.14762745797634125,0.3314559757709503,0.25557461380958557,0.22221757471561432,0.2555922269821167,0.25557461380958557,0.3097178041934967,0.2435850352048874,0.26851922273635864,0.24273863434791565,0.16659919917583466,0.34253445267677307,1.0,0.1160883978009224
.,0.5934505462646484,0.23787342011928558,0.3197084665298462,0.2870451807975769,0.4645031690597534,0.4383580684661865,0.240936741232872,0.4645031690597534,0.5934505462646484,0.23708370327949524,0.515582263469696,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.31380724906921387,0.4130953550338745
