,what,usually,takes,reenergized,electrons,?
chains,0.1769096851348877,0.22171731293201447,0.15069863200187683,0.26251649856567383,0.33619391918182373,0.11840091645717621
to,0.455847829580307,0.3824864327907562,0.29472896456718445,0.28158020973205566,0.2753003239631653,0.29463258385658264
transport,0.1845296025276184,0.1898994743824005,0.1991736888885498,0.23330728709697723,0.15456785261631012,0.16607823967933655
more,0.3484537899494171,0.406992644071579,0.27462688088417053,0.3854411244392395,0.2476341277360916,0.27894994616508484
hydrogen,0.19052310287952423,0.2478884607553482,0.19237366318702698,0.4857327342033386,0.6067970395088196,0.14590126276016235
ions,0.19082559645175934,0.23592013120651245,0.18026214838027954,0.44929805397987366,0.6740367412567139,0.19270877540111542
into,0.2180619090795517,0.24252451956272125,0.2799944579601288,0.3340885043144226,0.17463816702365875,0.15662476420402527
the,0.42745697498321533,0.36782920360565186,0.33578023314476013,0.3037704825401306,0.2109822928905487,0.22068053483963013
thylakoid,0.20312407612800598,0.28812867403030396,0.13560181856155396,0.3610789179801941,0.38369473814964294,0.19202344119548798
space,0.20525942742824554,0.18283450603485107,0.18673206865787506,0.3019680380821228,0.23998452723026276,0.1885536164045334
to,0.455847829580307,0.3824864327907562,0.29472896456718445,0.28158020973205566,0.2753003239631653,0.29463258385658264
generate,0.26186254620552063,0.30278798937797546,0.18701860308647156,0.38545989990234375,0.3265891671180725,0.28300654888153076
more,0.3484537899494171,0.406992644071579,0.27462688088417053,0.3854411244392395,0.2476341277360916,0.27894994616508484
atp,0.1845729500055313,0.19723190367221832,0.16515175998210907,0.33513855934143066,0.4065606892108917,0.17643076181411743
.,0.3567904531955719,0.28580138087272644,0.23161891102790833,0.26118770241737366,0.2193155288696289,0.4130953550338745
,what,usually,takes,reenergized,electrons,?
while,0.35511791706085205,0.33590224385261536,0.2512095868587494,0.35516640543937683,0.2236960530281067,0.21076419949531555
photosystem,0.2531913220882416,0.28995779156684875,0.23803523182868958,0.48364174365997314,0.47535982728004456,0.20814889669418335
ii,0.13866674900054932,0.12799713015556335,0.19810421764850616,0.13242577016353607,0.11550338566303253,0.11928234249353409
photolyzes,0.23015978932380676,0.29901817440986633,0.32176274061203003,0.49847114086151123,0.5307641625404358,0.1670672595500946
water,0.17456887662410736,0.3307037055492401,0.1907077580690384,0.3885383903980255,0.3266247808933258,0.14731885492801666
to,0.455847829580307,0.3824864327907562,0.29472896456718445,0.28158020973205566,0.2753003239631653,0.29463258385658264
obtain,0.18337780237197876,0.216913640499115,0.20980693399906158,0.2016197293996811,0.18958236277103424,0.15655191242694855
and,0.31309178471565247,0.3817319869995117,0.24057942628860474,0.2895579934120178,0.21911503374576569,0.20544172823429108
energize,0.2514362037181854,0.2399771511554718,0.2381829023361206,0.7223987579345703,0.5776475667953491,0.1770433783531189
new,0.2130378633737564,0.14530301094055176,0.19436563551425934,0.2016313225030899,0.12176051735877991,0.14782847464084625
electrons,0.23107858002185822,0.2804909348487854,0.16446097195148468,0.48814019560813904,1.0,0.15516111254692078
",",0.3087472915649414,0.21946179866790771,0.2755669057369232,0.2546594440937042,0.2110055536031723,0.31091248989105225
photosystem,0.2531913220882416,0.28995779156684875,0.23803523182868958,0.48364174365997314,0.47535982728004456,0.20814889669418335
i,0.4411132335662842,0.16740012168884277,0.18623322248458862,0.21543079614639282,0.2547135055065155,0.4695145785808563
simply,0.4566527307033539,0.36111366748809814,0.1729484647512436,0.22625218331813812,0.2518979609012604,0.2984147369861603
reenergizes,0.20930278301239014,0.29374071955680847,0.4038195013999939,0.8242144584655762,0.4717819094657898,0.17007026076316833
depleted,0.19390784204006195,0.265100359916687,0.1503666192293167,0.5044587850570679,0.2517428398132324,0.1316472738981247
electrons,0.23107858002185822,0.2804909348487854,0.16446097195148468,0.48814019560813904,1.0,0.15516111254692078
at,0.2838611304759979,0.21524086594581604,0.22401630878448486,0.24460150301456451,0.18523219227790833,0.21978627145290375
the,0.42745697498321533,0.36782920360565186,0.33578023314476013,0.3037704825401306,0.2109822928905487,0.22068053483963013
end,0.29234179854393005,0.2075396031141281,0.23926183581352234,0.18152835965156555,0.14872018992900848,0.12543344497680664
of,0.33290785551071167,0.33931583166122437,0.3277401030063629,0.23004145920276642,0.1921376883983612,0.1826142966747284
an,0.2821882665157318,0.2654225528240204,0.21824808418750763,0.2444433569908142,0.19334055483341217,0.19793890416622162
electron,0.22967670857906342,0.2486572116613388,0.1369175761938095,0.49766311049461365,0.9217658638954163,0.18293288350105286
transport,0.1845296025276184,0.1898994743824005,0.1991736888885498,0.23330728709697723,0.15456785261631012,0.16607823967933655
chain,0.14724448323249817,0.17649012804031372,0.1619230955839157,0.20850083231925964,0.2601846754550934,0.09208294749259949
.,0.3567904531955719,0.28580138087272644,0.23161891102790833,0.26118770241737366,0.2193155288696289,0.4130953550338745
