,the,umc,believes,that,jesus,abolished,the,death,penalty,in,what,bible,verse,?
in,0.6662389636039734,0.15436193346977234,0.18350256979465485,0.435920387506485,0.13815179467201233,0.2503407597541809,0.6662389636039734,0.18743370473384857,0.21316936612129211,1.0,0.30808621644973755,0.17902518808841705,0.17386962473392487,0.20430970191955566
matthew,0.22876815497875214,0.11235349625349045,0.21807870268821716,0.23421569168567657,0.38614922761917114,0.12980468571186066,0.22876815497875214,0.24998342990875244,0.20760752260684967,0.19319626688957214,0.22658760845661163,0.352827250957489,0.25604239106178284,0.08641620725393295
5:38-39,0.13578994572162628,0.17038777470588684,0.20442765951156616,0.12559469044208527,0.017909176647663116,0.18970903754234314,0.13578994572162628,0.08523590862751007,0.12874142825603485,0.09210458397865295,0.1374175250530243,-0.0273639764636755,-0.012115539982914925,0.035909418016672134
and,0.5171257257461548,0.21982228755950928,0.2870352566242218,0.4731321930885315,0.16491691768169403,0.2163359671831131,0.5171257257461548,0.1816639006137848,0.13611742854118347,0.4954058527946472,0.31309178471565247,0.1976928561925888,0.19053128361701965,0.20544172823429108
abolished,0.3050917983055115,0.16285422444343567,0.18142949044704437,0.19533517956733704,0.08817651867866516,1.0000001192092896,0.3050917983055115,0.24671512842178345,0.3368842303752899,0.2503407597541809,0.16060853004455566,0.15577852725982666,0.1703266054391861,0.14427442848682404
the,1.0,0.21262750029563904,0.2598399519920349,0.5473989248275757,0.23073002696037292,0.3050917983055115,1.0,0.21438048779964447,0.21881432831287384,0.6662389636039734,0.42745697498321533,0.27647915482521057,0.21855001151561737,0.22068053483963013
death,0.21438048779964447,0.03921859711408615,0.2150028795003891,0.25607815384864807,0.2532576322555542,0.24671512842178345,0.21438048779964447,0.9999998807907104,0.42413726449012756,0.18743370473384857,0.2267695665359497,0.2484837770462036,0.17359621822834015,0.21149799227714539
penalty,0.21881432831287384,0.12373359501361847,0.20392760634422302,0.26704341173171997,0.1926070749759674,0.3368842303752899,0.21881432831287384,0.42413726449012756,1.0,0.21316936612129211,0.24059176445007324,0.19634602963924408,0.16606847941875458,0.1639929711818695
in,0.6662389636039734,0.15436193346977234,0.18350256979465485,0.435920387506485,0.13815179467201233,0.2503407597541809,0.6662389636039734,0.18743370473384857,0.21316936612129211,1.0,0.30808621644973755,0.17902518808841705,0.17386962473392487,0.20430970191955566
john,0.2230520099401474,0.09613364934921265,0.18661975860595703,0.17830057442188263,0.23454704880714417,0.15223149955272675,0.2230520099401474,0.19530434906482697,0.09111770987510681,0.22177861630916595,0.18237407505512238,0.25817710161209106,0.20503535866737366,0.13162356615066528
8:7,0.13649672269821167,0.1584213227033615,0.047219932079315186,0.1576555073261261,-0.01360932644456625,0.10119819641113281,0.13649672269821167,-0.037702444940805435,0.07935050129890442,0.04229304939508438,0.1518644243478775,0.12116793543100357,0.01688169315457344,0.15027791261672974
.,0.5934505462646484,0.23154163360595703,0.25880372524261475,0.4460422694683075,0.19900833070278168,0.2752610743045807,0.5934505462646484,0.24631039798259735,0.2140244096517563,0.5591574311256409,0.3567904531955719,0.22401820123195648,0.19836190342903137,0.4130953550338745
