,what,consequence,of,establishing,the,scottish,parliament,applies,to,scottish,mps,sitting,in,the,uk,house,of,commons,?
that,0.6297725439071655,0.36798375844955444,0.41498205065727234,0.26144298911094666,0.5473989248275757,0.1999964714050293,0.17629513144493103,0.3473225235939026,0.5436353087425232,0.1999964714050293,0.1310511976480484,0.29233846068382263,0.435920387506485,0.5473989248275757,0.1688336580991745,0.1695767343044281,0.41498205065727234,0.22459988296031952,0.32716336846351624
scottish,0.13777151703834534,0.0921856090426445,0.1698460429906845,0.1215292438864708,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.15712380409240723,0.1268421709537506,1.0000001192092896,0.3312152028083801,0.17053279280662537,0.16512006521224976,0.21724988520145416,0.2735420763492584,0.19915953278541565,0.1698460429906845,0.25529491901397705,0.06442669779062271
mps,0.13408011198043823,0.14425265789031982,0.18091438710689545,0.20500506460666656,0.18443430960178375,0.3312152028083801,0.5268880128860474,0.14161881804466248,0.11862298101186752,0.3312152028083801,0.9999998807907104,0.18982477486133575,0.16134501993656158,0.18443430960178375,0.4324274957180023,0.29595568776130676,0.18091438710689545,0.41675639152526855,0.1502685397863388
sitting,0.2409040778875351,0.14207623898983002,0.25816693902015686,0.20259203016757965,0.34434789419174194,0.17053279280662537,0.24400685727596283,0.19477063417434692,0.24549341201782227,0.17053279280662537,0.18982477486133575,1.0000001192092896,0.20718322694301605,0.34434789419174194,0.14780519902706146,0.3247843384742737,0.25816693902015686,0.2731456160545349,0.1758238524198532
in,0.30808621644973755,0.21914568543434143,0.5696388483047485,0.284413605928421,0.6662389636039734,0.16512006521224976,0.2323146015405655,0.28927063941955566,0.45010748505592346,0.16512006521224976,0.16134501993656158,0.20718322694301605,1.0,0.6662389636039734,0.2261405885219574,0.20026938617229462,0.5696388483047485,0.17882154881954193,0.20430970191955566
the,0.42745697498321533,0.2915307283401489,0.733189046382904,0.3532279133796692,1.0,0.21724988520145416,0.26521381735801697,0.2765985429286957,0.535392165184021,0.21724988520145416,0.18443430960178375,0.34434789419174194,0.6662389636039734,1.0,0.2143084555864334,0.2847244441509247,0.733189046382904,0.2904264032840729,0.22068053483963013
uk,0.17163191735744476,0.1692614108324051,0.21513383090496063,0.15748977661132812,0.2143084555864334,0.2735420763492584,0.31670740246772766,0.2212073802947998,0.18409153819084167,0.2735420763492584,0.4324274957180023,0.14780519902706146,0.2261405885219574,0.2143084555864334,1.0,0.2367108166217804,0.21513383090496063,0.3151590824127197,0.20222434401512146
house,0.200801283121109,0.14612169563770294,0.285114049911499,0.22128693759441376,0.2847244441509247,0.19915953278541565,0.4205757975578308,0.0933394730091095,0.23688754439353943,0.19915953278541565,0.29595568776130676,0.3247843384742737,0.20026938617229462,0.2847244441509247,0.2367108166217804,0.9999998807907104,0.285114049911499,0.4771188497543335,0.13736455142498016
of,0.33290785551071167,0.27524054050445557,1.0,0.31199124455451965,0.733189046382904,0.1698460429906845,0.2885259687900543,0.31259071826934814,0.41548454761505127,0.1698460429906845,0.18091438710689545,0.25816693902015686,0.5696388483047485,0.733189046382904,0.21513383090496063,0.285114049911499,1.0,0.2790703773498535,0.1826142966747284
commons,0.25517043471336365,0.1666656881570816,0.2790703773498535,0.21092551946640015,0.2904264032840729,0.25529491901397705,0.5038944482803345,0.25393539667129517,0.2583205997943878,0.25529491901397705,0.41675639152526855,0.2731456160545349,0.17882154881954193,0.2904264032840729,0.3151590824127197,0.4771188497543335,0.2790703773498535,1.0,0.27964192628860474
are,0.29724663496017456,0.21133092045783997,0.39081433415412903,0.14556282758712769,0.40399202704429626,0.15686963498592377,0.09480422735214233,0.3666144013404846,0.3504326641559601,0.15686963498592377,0.1928001493215561,0.19820302724838257,0.3841303884983063,0.40399202704429626,0.14764739573001862,0.15609823167324066,0.39081433415412903,0.19914905726909637,0.24591213464736938
able,0.3404487371444702,0.24169455468654633,0.23883962631225586,0.16846849024295807,0.3435857892036438,0.08147458732128143,0.16513638198375702,0.27271464467048645,0.529755175113678,0.08147458732128143,0.14031833410263062,0.214311420917511,0.23456627130508423,0.3435857892036438,0.13327325880527496,0.16529390215873718,0.23883962631225586,0.20232704281806946,0.260649710893631
to,0.455847829580307,0.3111545145511627,0.41548454761505127,0.2561188042163849,0.535392165184021,0.1268421709537506,0.20290622115135193,0.3004893660545349,1.0,0.1268421709537506,0.11862298101186752,0.24549341201782227,0.45010748505592346,0.535392165184021,0.18409153819084167,0.23688754439353943,0.41548454761505127,0.2583205997943878,0.29463258385658264
vote,0.30723845958709717,0.2012503445148468,0.19845709204673767,0.2410002499818802,0.22779929637908936,0.21137574315071106,0.4532986879348755,0.2687714099884033,0.2892617881298065,0.21137574315071106,0.35073211789131165,0.22747179865837097,0.21458156406879425,0.22779929637908936,0.18894410133361816,0.25846466422080994,0.19845709204673767,0.34002962708473206,0.2888886630535126
on,0.34226128458976746,0.17433035373687744,0.3966929316520691,0.1764906495809555,0.5107308030128479,0.14497309923171997,0.2047569900751114,0.2574384808540344,0.41031414270401,0.14497309923171997,0.14830677211284637,0.2603608965873718,0.46853652596473694,0.5107308030128479,0.2875306308269501,0.19286204874515533,0.3966929316520691,0.23579934239387512,0.2714994251728058
domestic,0.11560896784067154,0.19647128880023956,0.1528376340866089,0.1655237078666687,0.21731778979301453,0.1734178066253662,0.13226424157619476,0.23369581997394562,0.22657187283039093,0.1734178066253662,0.15576869249343872,0.09683723002672195,0.208420991897583,0.21731778979301453,0.24773743748664856,0.19750133156776428,0.1528376340866089,0.14924508333206177,0.1850636899471283
legislation,0.26615777611732483,0.23105023801326752,0.3114430606365204,0.4551529586315155,0.2839483618736267,0.10495860129594803,0.5930427312850952,0.26565879583358765,0.25758448243141174,0.10495860129594803,0.35481637716293335,0.18945080041885376,0.2219952940940857,0.2839483618736267,0.1760094165802002,0.27499672770500183,0.3114430606365204,0.3422766327857971,0.21123437583446503
that,0.6297725439071655,0.36798375844955444,0.41498205065727234,0.26144298911094666,0.5473989248275757,0.1999964714050293,0.17629513144493103,0.3473225235939026,0.5436353087425232,0.1999964714050293,0.1310511976480484,0.29233846068382263,0.435920387506485,0.5473989248275757,0.1688336580991745,0.1695767343044281,0.41498205065727234,0.22459988296031952,0.32716336846351624
applies,0.31565672159194946,0.27108708024024963,0.31259071826934814,0.23809222877025604,0.2765985429286957,0.15712380409240723,0.167284294962883,1.0,0.3004893660545349,0.15712380409240723,0.14161881804466248,0.19477063417434692,0.28927063941955566,0.2765985429286957,0.2212073802947998,0.0933394730091095,0.31259071826934814,0.25393539667129517,0.3131009638309479
only,0.41415658593177795,0.2972117066383362,0.49632513523101807,0.19663941860198975,0.5497692227363586,0.1601446270942688,0.2457335889339447,0.43042805790901184,0.5096819996833801,0.1601446270942688,0.2103630006313324,0.27495473623275757,0.42992329597473145,0.5497692227363586,0.2043992280960083,0.2047773152589798,0.49632513523101807,0.3026406466960907,0.2767370045185089
to,0.455847829580307,0.3111545145511627,0.41548454761505127,0.2561188042163849,0.535392165184021,0.1268421709537506,0.20290622115135193,0.3004893660545349,1.0,0.1268421709537506,0.11862298101186752,0.24549341201782227,0.45010748505592346,0.535392165184021,0.18409153819084167,0.23688754439353943,0.41548454761505127,0.2583205997943878,0.29463258385658264
england,0.21399550139904022,0.22931869328022003,0.24624483287334442,0.18924100697040558,0.28280043601989746,0.30895495414733887,0.32305780053138733,0.15020938217639923,0.27769553661346436,0.30895495414733887,0.2679847776889801,0.13011741638183594,0.33311840891838074,0.28280043601989746,0.41980817914009094,0.1791965812444687,0.24624483287334442,0.22200842201709747,0.13436897099018097
",",0.3087472915649414,0.21199458837509155,0.4946078956127167,0.24868080019950867,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.35769712924957275,0.44245919585227966,0.21369139850139618,0.23008953034877777,0.21278874576091766,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.28236111998558044,0.4946078956127167,0.2531384229660034,0.31091248989105225
wales,0.1505342721939087,0.1345863789319992,0.23133093118667603,0.11088105291128159,0.23852568864822388,0.34720247983932495,0.33014336228370667,0.15001097321510315,0.23544639348983765,0.34720247983932495,0.23059262335300446,0.09453190118074417,0.18714384734630585,0.23852568864822388,0.3191959261894226,0.18848171830177307,0.23133093118667603,0.2117486596107483,0.15627945959568024
and,0.31309178471565247,0.2330321967601776,0.5116966962814331,0.26247209310531616,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.30854010581970215,0.48971283435821533,0.2972351908683777,0.2435135543346405,0.22681930661201477,0.4954058527946472,0.5171257257461548,0.2701246440410614,0.2552875876426697,0.5116966962814331,0.20565290749073029,0.20544172823429108
northern,0.19332477450370789,0.056983400136232376,0.32586339116096497,0.15701711177825928,0.3422943353652954,0.21564583480358124,0.27870655059814453,0.1149882972240448,0.1886475831270218,0.21564583480358124,0.1836838722229004,0.11351317167282104,0.3545122444629669,0.3422943353652954,0.21061062812805176,0.21671676635742188,0.32586339116096497,0.2393317073583603,0.13149388134479523
ireland,0.18062788248062134,0.17616531252861023,0.2551186680793762,0.15554136037826538,0.2573983073234558,0.3848843574523926,0.3791656494140625,0.1548653393983841,0.2296099066734314,0.3848843574523926,0.3138916492462158,0.13251127302646637,0.24362659454345703,0.2573983073234558,0.38613682985305786,0.19647593796253204,0.2551186680793762,0.31542283296585083,0.10685748606920242
–,0.13008765876293182,0.09033787250518799,0.2799985408782959,0.1681070178747177,0.2607575058937073,0.22467324137687683,0.17685334384441376,0.1524365097284317,0.19410304725170135,0.22467324137687683,0.18125833570957184,0.16411200165748596,0.23687128722667694,0.2607575058937073,0.19869780540466309,0.1992761492729187,0.2799985408782959,0.07861869037151337,0.2714554965496063
whilst,0.24058668315410614,0.2312074899673462,0.24168513715267181,0.14164969325065613,0.3195625841617584,0.1884872168302536,0.27869096398353577,0.20960496366024017,0.353153795003891,0.1884872168302536,0.17423014342784882,0.31372666358947754,0.23549731075763702,0.3195625841617584,0.27786847949028015,0.26511824131011963,0.24168513715267181,0.30124783515930176,0.12100983411073685
english,0.25060737133026123,0.13344544172286987,0.17198967933654785,0.14259640872478485,0.23982001841068268,0.4443587064743042,0.28013014793395996,0.16070400178432465,0.21984367072582245,0.4443587064743042,0.17288672924041748,0.14623841643333435,0.19623121619224548,0.23982001841068268,0.22364197671413422,0.17121876776218414,0.17198967933654785,0.366824746131897,0.23251567780971527
",",0.3087472915649414,0.21199458837509155,0.4946078956127167,0.24868080019950867,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.35769712924957275,0.44245919585227966,0.21369139850139618,0.23008953034877777,0.21278874576091766,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.28236111998558044,0.4946078956127167,0.2531384229660034,0.31091248989105225
scottish,0.13777151703834534,0.0921856090426445,0.1698460429906845,0.1215292438864708,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.15712380409240723,0.1268421709537506,1.0000001192092896,0.3312152028083801,0.17053279280662537,0.16512006521224976,0.21724988520145416,0.2735420763492584,0.19915953278541565,0.1698460429906845,0.25529491901397705,0.06442669779062271
",",0.3087472915649414,0.21199458837509155,0.4946078956127167,0.24868080019950867,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.35769712924957275,0.44245919585227966,0.21369139850139618,0.23008953034877777,0.21278874576091766,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.28236111998558044,0.4946078956127167,0.2531384229660034,0.31091248989105225
welsh,0.11973178386688232,0.10746198892593384,0.11676425486803055,0.08087024092674255,0.181475430727005,0.5468884706497192,0.2844718396663666,0.097267284989357,0.14468666911125183,0.5468884706497192,0.23254282772541046,0.09871146082878113,0.1399436891078949,0.181475430727005,0.3061203062534332,0.17691051959991455,0.11676425486803055,0.2372184544801712,0.0826316848397255
and,0.31309178471565247,0.2330321967601776,0.5116966962814331,0.26247209310531616,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.30854010581970215,0.48971283435821533,0.2972351908683777,0.2435135543346405,0.22681930661201477,0.4954058527946472,0.5171257257461548,0.2701246440410614,0.2552875876426697,0.5116966962814331,0.20565290749073029,0.20544172823429108
northern,0.19332477450370789,0.056983400136232376,0.32586339116096497,0.15701711177825928,0.3422943353652954,0.21564583480358124,0.27870655059814453,0.1149882972240448,0.1886475831270218,0.21564583480358124,0.1836838722229004,0.11351317167282104,0.3545122444629669,0.3422943353652954,0.21061062812805176,0.21671676635742188,0.32586339116096497,0.2393317073583603,0.13149388134479523
irish,0.12490905076265335,0.12906652688980103,0.1534920334815979,0.11709707230329514,0.20936301350593567,0.4762323498725891,0.2834564745426178,0.14554734528064728,0.19614946842193604,0.4762323498725891,0.2679019272327423,0.0871480256319046,0.17023150622844696,0.20936301350593567,0.24376210570335388,0.17688950896263123,0.1534920334815979,0.2793157994747162,0.09232300519943237
westminster,0.16906876862049103,0.19067902863025665,0.2946619689464569,0.24774418771266937,0.3085624873638153,0.3040563762187958,0.41925835609436035,0.11089334636926651,0.23251575231552124,0.3040563762187958,0.2853717505931854,0.255191445350647,0.25682979822158813,0.3085624873638153,0.3056237995624542,0.30633342266082764,0.2946619689464569,0.3054048418998718,0.1651161164045334
mps,0.13408011198043823,0.14425265789031982,0.18091438710689545,0.20500506460666656,0.18443430960178375,0.3312152028083801,0.5268880128860474,0.14161881804466248,0.11862298101186752,0.3312152028083801,0.9999998807907104,0.18982477486133575,0.16134501993656158,0.18443430960178375,0.4324274957180023,0.29595568776130676,0.18091438710689545,0.41675639152526855,0.1502685397863388
are,0.29724663496017456,0.21133092045783997,0.39081433415412903,0.14556282758712769,0.40399202704429626,0.15686963498592377,0.09480422735214233,0.3666144013404846,0.3504326641559601,0.15686963498592377,0.1928001493215561,0.19820302724838257,0.3841303884983063,0.40399202704429626,0.14764739573001862,0.15609823167324066,0.39081433415412903,0.19914905726909637,0.24591213464736938
unable,0.2877064049243927,0.2829529345035553,0.2372649908065796,0.14650608599185944,0.29094135761260986,0.0504685714840889,0.21278508007526398,0.26991087198257446,0.47413626313209534,0.0504685714840889,0.1556006819009781,0.29669684171676636,0.21687452495098114,0.29094135761260986,0.114560067653656,0.18138423562049866,0.2372649908065796,0.20201338827610016,0.1804998219013214
to,0.455847829580307,0.3111545145511627,0.41548454761505127,0.2561188042163849,0.535392165184021,0.1268421709537506,0.20290622115135193,0.3004893660545349,1.0,0.1268421709537506,0.11862298101186752,0.24549341201782227,0.45010748505592346,0.535392165184021,0.18409153819084167,0.23688754439353943,0.41548454761505127,0.2583205997943878,0.29463258385658264
vote,0.30723845958709717,0.2012503445148468,0.19845709204673767,0.2410002499818802,0.22779929637908936,0.21137574315071106,0.4532986879348755,0.2687714099884033,0.2892617881298065,0.21137574315071106,0.35073211789131165,0.22747179865837097,0.21458156406879425,0.22779929637908936,0.18894410133361816,0.25846466422080994,0.19845709204673767,0.34002962708473206,0.2888886630535126
on,0.34226128458976746,0.17433035373687744,0.3966929316520691,0.1764906495809555,0.5107308030128479,0.14497309923171997,0.2047569900751114,0.2574384808540344,0.41031414270401,0.14497309923171997,0.14830677211284637,0.2603608965873718,0.46853652596473694,0.5107308030128479,0.2875306308269501,0.19286204874515533,0.3966929316520691,0.23579934239387512,0.2714994251728058
the,0.42745697498321533,0.2915307283401489,0.733189046382904,0.3532279133796692,1.0,0.21724988520145416,0.26521381735801697,0.2765985429286957,0.535392165184021,0.21724988520145416,0.18443430960178375,0.34434789419174194,0.6662389636039734,1.0,0.2143084555864334,0.2847244441509247,0.733189046382904,0.2904264032840729,0.22068053483963013
domestic,0.11560896784067154,0.19647128880023956,0.1528376340866089,0.1655237078666687,0.21731778979301453,0.1734178066253662,0.13226424157619476,0.23369581997394562,0.22657187283039093,0.1734178066253662,0.15576869249343872,0.09683723002672195,0.208420991897583,0.21731778979301453,0.24773743748664856,0.19750133156776428,0.1528376340866089,0.14924508333206177,0.1850636899471283
legislation,0.26615777611732483,0.23105023801326752,0.3114430606365204,0.4551529586315155,0.2839483618736267,0.10495860129594803,0.5930427312850952,0.26565879583358765,0.25758448243141174,0.10495860129594803,0.35481637716293335,0.18945080041885376,0.2219952940940857,0.2839483618736267,0.1760094165802002,0.27499672770500183,0.3114430606365204,0.3422766327857971,0.21123437583446503
of,0.33290785551071167,0.27524054050445557,1.0,0.31199124455451965,0.733189046382904,0.1698460429906845,0.2885259687900543,0.31259071826934814,0.41548454761505127,0.1698460429906845,0.18091438710689545,0.25816693902015686,0.5696388483047485,0.733189046382904,0.21513383090496063,0.285114049911499,1.0,0.2790703773498535,0.1826142966747284
the,0.42745697498321533,0.2915307283401489,0.733189046382904,0.3532279133796692,1.0,0.21724988520145416,0.26521381735801697,0.2765985429286957,0.535392165184021,0.21724988520145416,0.18443430960178375,0.34434789419174194,0.6662389636039734,1.0,0.2143084555864334,0.2847244441509247,0.733189046382904,0.2904264032840729,0.22068053483963013
scottish,0.13777151703834534,0.0921856090426445,0.1698460429906845,0.1215292438864708,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.15712380409240723,0.1268421709537506,1.0000001192092896,0.3312152028083801,0.17053279280662537,0.16512006521224976,0.21724988520145416,0.2735420763492584,0.19915953278541565,0.1698460429906845,0.25529491901397705,0.06442669779062271
parliament,0.21650300920009613,0.15529708564281464,0.2885259687900543,0.274840772151947,0.26521381735801697,0.3418616056442261,1.0,0.167284294962883,0.20290622115135193,0.3418616056442261,0.5268880128860474,0.24400685727596283,0.2323146015405655,0.26521381735801697,0.31670740246772766,0.4205757975578308,0.2885259687900543,0.5038944482803345,0.1586504578590393
.,0.3567904531955719,0.17088335752487183,0.5352458953857422,0.22280070185661316,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.29075032472610474,0.4645031690597534,0.20125295221805573,0.22325676679611206,0.2569008767604828,0.5591574311256409,0.5934505462646484,0.24075214564800262,0.2607949376106262,0.5352458953857422,0.23120294511318207,0.4130953550338745
