,what,did,water,that,flowed,towards,the,pacific,have,to,flow,across,during,the,mid-eocene,?
to,0.455847829580307,0.4452643394470215,0.27858173847198486,0.5436353087425232,0.2192101776599884,0.3675195574760437,0.535392165184021,0.2440171241760254,0.4544740617275238,1.0,0.27439337968826294,0.36818596720695496,0.2828781306743622,0.535392165184021,0.22231948375701904,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.297396719455719,0.5473989248275757,0.3597415089607239,0.31815874576568604,1.0,0.28543707728385925,0.40389683842658997,0.535392165184021,0.314039409160614,0.3816230297088623,0.4838213622570038,1.0,0.25416916608810425,0.22068053483963013
west,0.1946573108434677,0.16852347552776337,0.18919230997562408,0.14288705587387085,0.2883926033973694,0.27251312136650085,0.32918402552604675,0.2938816249370575,0.14226439595222473,0.24611181020736694,0.19337786734104156,0.26213139295578003,0.23221606016159058,0.32918402552604675,0.26364433765411377,0.12088293582201004
water,0.17456887662410736,0.1909485161304474,0.9999998807907104,0.3326379060745239,0.39836812019348145,0.20185823738574982,0.297396719455719,0.21893467009067535,0.26208099722862244,0.27858173847198486,0.4377398192882538,0.27962547540664673,0.2296343296766281,0.297396719455719,0.22219102084636688,0.14731885492801666
flowed,0.1444557160139084,0.17890195548534393,0.39836812019348145,0.23137310147285461,1.0,0.18426558375358582,0.3597415089607239,0.21395422518253326,0.19115573167800903,0.2192101776599884,0.5794103145599365,0.3976633846759796,0.2867923676967621,0.3597415089607239,0.30197787284851074,0.13853344321250916
toward,0.2619364559650421,0.1586475372314453,0.19660191237926483,0.29561343789100647,0.20409275591373444,0.8479601740837097,0.3341628313064575,0.17687998712062836,0.2260049730539322,0.3459627032279968,0.18836073577404022,0.3939526081085205,0.26387837529182434,0.3341628313064575,0.2239207625389099,0.09989774227142334
the,0.42745697498321533,0.34736719727516174,0.297396719455719,0.5473989248275757,0.3597415089607239,0.31815874576568604,1.0,0.28543707728385925,0.40389683842658997,0.535392165184021,0.314039409160614,0.3816230297088623,0.4838213622570038,1.0,0.25416916608810425,0.22068053483963013
pacific,0.12389002740383148,0.18718315660953522,0.21893467009067535,0.20423626899719238,0.21395422518253326,0.18176445364952087,0.28543707728385925,1.0000001192092896,0.20848755538463593,0.2440171241760254,0.09190937131643295,0.22615210711956024,0.23553766310214996,0.28543707728385925,0.26491254568099976,0.13060949742794037
across,0.24809791147708893,0.165368914604187,0.27962547540664673,0.33602073788642883,0.3976633846759796,0.38807418942451477,0.3816230297088623,0.22615210711956024,0.26921841502189636,0.36818596720695496,0.30021676421165466,1.0,0.2625342309474945,0.3816230297088623,0.2604585587978363,0.17034576833248138
the,0.42745697498321533,0.34736719727516174,0.297396719455719,0.5473989248275757,0.3597415089607239,0.31815874576568604,1.0,0.28543707728385925,0.40389683842658997,0.535392165184021,0.314039409160614,0.3816230297088623,0.4838213622570038,1.0,0.25416916608810425,0.22068053483963013
amazonas,0.1709587126970291,0.1349557340145111,0.22843104600906372,0.204900324344635,0.2676418125629425,0.08771881461143494,0.2979772388935089,0.2371058613061905,0.18286971747875214,0.19562308490276337,0.1803077757358551,0.20398971438407898,0.11930457502603531,0.2979772388935089,0.23490016162395477,0.17285984754562378
basin,0.1565224826335907,0.13325946033000946,0.4041157364845276,0.21932947635650635,0.40505170822143555,0.11186522990465164,0.24553915858268738,0.32475507259368896,0.18816214799880981,0.1498844176530838,0.37692660093307495,0.26541635394096375,0.17691287398338318,0.24553915858268738,0.3988892138004303,0.14685653150081635
.,0.3567904531955719,0.35288307070732117,0.26634910702705383,0.4460422694683075,0.23516623675823212,0.24058549106121063,0.5934505462646484,0.27515438199043274,0.41614407300949097,0.4645031690597534,0.191733717918396,0.26410314440727234,0.3485563397407532,0.5934505462646484,0.24628187716007233,0.4130953550338745
,what,did,water,that,flowed,towards,the,pacific,have,to,flow,across,during,the,mid-eocene,?
as,0.31749409437179565,0.3596470057964325,0.21305090188980103,0.4735107421875,0.15070514380931854,0.2836703062057495,0.48381632566452026,0.17329740524291992,0.37788212299346924,0.42092081904411316,0.16389882564544678,0.23795689642429352,0.29671990871429443,0.48381632566452026,0.18133461475372314,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.297396719455719,0.5473989248275757,0.3597415089607239,0.31815874576568604,1.0,0.28543707728385925,0.40389683842658997,0.535392165184021,0.314039409160614,0.3816230297088623,0.4838213622570038,1.0,0.25416916608810425,0.22068053483963013
andes,0.16930995881557465,0.06444229930639267,0.21101872622966766,0.20403023064136505,0.3574576675891876,0.12687444686889648,0.3295658826828003,0.38045239448547363,0.2174150049686432,0.2094637006521225,0.232575923204422,0.2688303291797638,0.24523529410362244,0.3295658826828003,0.38269302248954773,0.11163628101348877
mountains,0.1498076319694519,0.12836767733097076,0.28134337067604065,0.15560296177864075,0.31344372034072876,0.18330049514770508,0.27269288897514343,0.2947905957698822,0.1680949479341507,0.2097938507795334,0.2655726969242096,0.30483829975128174,0.17487069964408875,0.27269288897514343,0.32318705320358276,0.08633821457624435
rose,0.13161541521549225,0.029700901359319687,0.14054431021213531,0.10792896151542664,0.2631150484085083,0.13415442407131195,0.28326278924942017,0.12038001418113708,0.1702570617198944,0.15193326771259308,0.15526647865772247,0.1751934289932251,0.1865079551935196,0.28326278924942017,0.21388013660907745,0.11847885698080063
",",0.3087472915649414,0.3015086054801941,0.26706066727638245,0.4137537479400635,0.24361252784729004,0.2550581693649292,0.4933079481124878,0.2034771740436554,0.3541618287563324,0.44245919585227966,0.23027558624744415,0.22515052556991577,0.3225448727607727,0.4933079481124878,0.2353992760181427,0.31091248989105225
however,0.4480680823326111,0.5603718757629395,0.2585415542125702,0.6336373090744019,0.22092512249946594,0.299285352230072,0.49814513325691223,0.24600329995155334,0.5919817090034485,0.5474119186401367,0.2509623169898987,0.3211304247379303,0.40108171105384827,0.49814513325691223,0.2745022475719452,0.2152075469493866
",",0.3087472915649414,0.3015086054801941,0.26706066727638245,0.4137537479400635,0.24361252784729004,0.2550581693649292,0.4933079481124878,0.2034771740436554,0.3541618287563324,0.44245919585227966,0.23027558624744415,0.22515052556991577,0.3225448727607727,0.4933079481124878,0.2353992760181427,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.2979097068309784,0.47537946701049805,0.2594035267829895,0.2078181505203247,0.5829201340675354,0.2022901177406311,0.338716596364975,0.45503583550453186,0.21422207355499268,0.2660536468029022,0.30341604351997375,0.5829201340675354,0.203216552734375,0.23916715383529663
large,0.2017821967601776,0.2084006518125534,0.3049947917461395,0.34200385212898254,0.29525333642959595,0.2039787322282791,0.3828733265399933,0.15793584287166595,0.33964231610298157,0.3150999844074249,0.21675078570842743,0.33689454197883606,0.218748077750206,0.3828733265399933,0.29719167947769165,0.1355665624141693
basin,0.1565224826335907,0.13325946033000946,0.4041157364845276,0.21932947635650635,0.40505170822143555,0.11186522990465164,0.24553915858268738,0.32475507259368896,0.18816214799880981,0.1498844176530838,0.37692660093307495,0.26541635394096375,0.17691287398338318,0.24553915858268738,0.3988892138004303,0.14685653150081635
was,0.22111038863658905,0.41399896144866943,0.18750394880771637,0.33670201897621155,0.2883477807044983,0.14273172616958618,0.48711544275283813,0.14671295881271362,0.2863433063030243,0.3636345863342285,0.16647294163703918,0.20413610339164734,0.4470829963684082,0.48711544275283813,0.18888016045093536,0.18412111699581146
created,0.20714101195335388,0.26176875829696655,0.13731849193572998,0.3583657741546631,0.2497459203004837,0.08925417065620422,0.3539263904094696,0.1332031786441803,0.23259617388248444,0.2592601478099823,0.18525119125843048,0.19077852368354797,0.196783646941185,0.3539263904094696,0.126987487077713,0.21177415549755096
that,0.6297725439071655,0.47518548369407654,0.3326379060745239,1.0,0.23137310147285461,0.28294092416763306,0.5473989248275757,0.20423626899719238,0.6182622313499451,0.5436353087425232,0.2618546485900879,0.33602073788642883,0.31487685441970825,0.5473989248275757,0.24861301481723785,0.32716336846351624
enclosed,0.10634869337081909,0.12317093461751938,0.324358731508255,0.2623130679130554,0.3428679406642914,0.13638964295387268,0.2709352374076843,0.11365146934986115,0.2938383221626282,0.1826164424419403,0.25973400473594666,0.23555906116962433,0.21346698701381683,0.2709352374076843,0.17171519994735718,0.10430170595645905
a,0.3320399522781372,0.2552328109741211,0.2979097068309784,0.47537946701049805,0.2594035267829895,0.2078181505203247,0.5829201340675354,0.2022901177406311,0.338716596364975,0.45503583550453186,0.21422207355499268,0.2660536468029022,0.30341604351997375,0.5829201340675354,0.203216552734375,0.23916715383529663
lake,0.17778855562210083,0.14357861876487732,0.40283486247062683,0.22043050825595856,0.31681421399116516,0.048616617918014526,0.24325428903102875,0.21390928328037262,0.11755402386188507,0.16680742800235748,0.283983439207077,0.22592025995254517,0.12918603420257568,0.24325428903102875,0.24649308621883392,0.07226386666297913
;,0.10986888408660889,0.10727239400148392,0.007055493537336588,0.0633435994386673,0.13762667775154114,0.0435897633433342,0.09152708947658539,0.11810373514890671,0.10650043189525604,0.0979827418923378,0.024325469508767128,0.07255273312330246,0.04684014990925789,0.09152708947658539,0.035387128591537476,0.10349778085947037
now,0.4903225302696228,0.2646316885948181,0.15135414898395538,0.4135645031929016,0.2171582132577896,0.21790672838687897,0.38266420364379883,0.14792513847351074,0.3471246361732483,0.3925153911113739,0.147887721657753,0.2521440386772156,0.1958475559949875,0.38266420364379883,0.266314297914505,0.29641881585121155
known,0.20381177961826324,0.25943970680236816,0.20507501065731049,0.20813259482383728,0.1923106163740158,0.1955004632472992,0.3624623417854309,0.16037878394126892,0.1978331357240677,0.14337651431560516,0.07666808366775513,0.17076361179351807,0.27972859144210815,0.3624623417854309,0.19464045763015747,0.18314571678638458
as,0.31749409437179565,0.3596470057964325,0.21305090188980103,0.4735107421875,0.15070514380931854,0.2836703062057495,0.48381632566452026,0.17329740524291992,0.37788212299346924,0.42092081904411316,0.16389882564544678,0.23795689642429352,0.29671990871429443,0.48381632566452026,0.18133461475372314,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,0.297396719455719,0.5473989248275757,0.3597415089607239,0.31815874576568604,1.0,0.28543707728385925,0.40389683842658997,0.535392165184021,0.314039409160614,0.3816230297088623,0.4838213622570038,1.0,0.25416916608810425,0.22068053483963013
solimões,0.22927901148796082,0.1612887978553772,0.3461427688598633,0.2479432374238968,0.2558484971523285,0.18836697936058044,0.2891211211681366,0.18917715549468994,0.24177482724189758,0.2549837529659271,0.23775790631771088,0.2224484384059906,0.22541454434394836,0.2891211211681366,0.3153213560581207,0.22674186527729034
basin,0.1565224826335907,0.13325946033000946,0.4041157364845276,0.21932947635650635,0.40505170822143555,0.11186522990465164,0.24553915858268738,0.32475507259368896,0.18816214799880981,0.1498844176530838,0.37692660093307495,0.26541635394096375,0.17691287398338318,0.24553915858268738,0.3988892138004303,0.14685653150081635
.,0.3567904531955719,0.35288307070732117,0.26634910702705383,0.4460422694683075,0.23516623675823212,0.24058549106121063,0.5934505462646484,0.27515438199043274,0.41614407300949097,0.4645031690597534,0.191733717918396,0.26410314440727234,0.3485563397407532,0.5934505462646484,0.24628187716007233,0.4130953550338745
